condition,condition_label,method,method_label,population_pairs,mean_valid_rate,mean_fpr_10,configuration_mae_10,population_sd_fpr_10,mean_fpr_05,configuration_mae_05,population_sd_fpr_05,mean_fpr_01,configuration_mae_01,population_sd_fpr_01
balanced_control,Balanced control,normal_wald,Normal Wald,10,1.0,0.092,0.011999999999999999,0.014757295747452435,0.0425,0.0095,0.013591255358583408,0.0055,0.0055000000000000005,0.004972144630058766
balanced_control,Balanced control,simple_welch,Simple Welch,10,1.0,0.0915,0.0115,0.014346892811104893,0.0415,0.0095,0.013133925536563697,0.0045,0.0055000000000000005,0.0036893239368631097
balanced_control,Balanced control,expanded_welch,Expanded Welch,10,1.0,0.089,0.011000000000000003,0.01286683937707919,0.0405,0.0105,0.013006408676751114,0.003,0.007000000000000001,0.0025819888974716113
balanced_control,Balanced control,constrained_lrt,Constrained LRT,10,1.0,0.093,0.010999999999999998,0.013374935098492585,0.0425,0.0095,0.013385315336840842,0.0055,0.0055,0.004377975178854566
