scenario_id,configuration_id,rows,columns,condition,condition_label,n_p,n_q,population_replication,target_mi,simulation_seed,replicates,method,method_label,valid_replicates,valid_rate,fpr_10,fpr_05,fpr_01
config_5x5_d0_p00,5x5_balanced_control,5,5,balanced_control,Balanced control,375,375,0,0.1,194631292,200,normal_wald,Normal Wald,200,1.0,0.105,0.035,0.005
config_5x5_d0_p00,5x5_balanced_control,5,5,balanced_control,Balanced control,375,375,0,0.1,194631292,200,simple_welch,Simple Welch,200,1.0,0.1,0.035,0.005
config_5x5_d0_p00,5x5_balanced_control,5,5,balanced_control,Balanced control,375,375,0,0.1,194631292,200,expanded_welch,Expanded Welch,200,1.0,0.1,0.035,0.005
config_5x5_d0_p00,5x5_balanced_control,5,5,balanced_control,Balanced control,375,375,0,0.1,194631292,200,constrained_lrt,Constrained LRT,200,1.0,0.105,0.035,0.005
config_5x5_d0_p01,5x5_balanced_control,5,5,balanced_control,Balanced control,375,375,1,0.1,2913224147,200,normal_wald,Normal Wald,200,1.0,0.105,0.035,0.01
config_5x5_d0_p01,5x5_balanced_control,5,5,balanced_control,Balanced control,375,375,1,0.1,2913224147,200,simple_welch,Simple Welch,200,1.0,0.105,0.035,0.01
config_5x5_d0_p01,5x5_balanced_control,5,5,balanced_control,Balanced control,375,375,1,0.1,2913224147,200,expanded_welch,Expanded Welch,200,1.0,0.1,0.035,0.005
config_5x5_d0_p01,5x5_balanced_control,5,5,balanced_control,Balanced control,375,375,1,0.1,2913224147,200,constrained_lrt,Constrained LRT,200,1.0,0.105,0.04,0.005
config_5x5_d0_p02,5x5_balanced_control,5,5,balanced_control,Balanced control,375,375,2,0.1,1513447958,200,normal_wald,Normal Wald,200,1.0,0.095,0.055,0.01
config_5x5_d0_p02,5x5_balanced_control,5,5,balanced_control,Balanced control,375,375,2,0.1,1513447958,200,simple_welch,Simple Welch,200,1.0,0.095,0.05,0.005
config_5x5_d0_p02,5x5_balanced_control,5,5,balanced_control,Balanced control,375,375,2,0.1,1513447958,200,expanded_welch,Expanded Welch,200,1.0,0.095,0.045,0.0
config_5x5_d0_p02,5x5_balanced_control,5,5,balanced_control,Balanced control,375,375,2,0.1,1513447958,200,constrained_lrt,Constrained LRT,200,1.0,0.095,0.055,0.01
config_5x5_d0_p03,5x5_balanced_control,5,5,balanced_control,Balanced control,375,375,3,0.1,847804966,200,normal_wald,Normal Wald,200,1.0,0.1,0.05,0.005
config_5x5_d0_p03,5x5_balanced_control,5,5,balanced_control,Balanced control,375,375,3,0.1,847804966,200,simple_welch,Simple Welch,200,1.0,0.1,0.05,0.005
config_5x5_d0_p03,5x5_balanced_control,5,5,balanced_control,Balanced control,375,375,3,0.1,847804966,200,expanded_welch,Expanded Welch,200,1.0,0.1,0.05,0.005
config_5x5_d0_p03,5x5_balanced_control,5,5,balanced_control,Balanced control,375,375,3,0.1,847804966,200,constrained_lrt,Constrained LRT,200,1.0,0.1,0.05,0.005
config_5x5_d0_p04,5x5_balanced_control,5,5,balanced_control,Balanced control,375,375,4,0.1,1498431838,200,normal_wald,Normal Wald,200,1.0,0.075,0.04,0.015
config_5x5_d0_p04,5x5_balanced_control,5,5,balanced_control,Balanced control,375,375,4,0.1,1498431838,200,simple_welch,Simple Welch,200,1.0,0.075,0.04,0.01
config_5x5_d0_p04,5x5_balanced_control,5,5,balanced_control,Balanced control,375,375,4,0.1,1498431838,200,expanded_welch,Expanded Welch,200,1.0,0.075,0.04,0.005
config_5x5_d0_p04,5x5_balanced_control,5,5,balanced_control,Balanced control,375,375,4,0.1,1498431838,200,constrained_lrt,Constrained LRT,200,1.0,0.075,0.04,0.015
config_5x5_d0_p05,5x5_balanced_control,5,5,balanced_control,Balanced control,375,375,5,0.1,3208255667,200,normal_wald,Normal Wald,200,1.0,0.065,0.01,0.0
config_5x5_d0_p05,5x5_balanced_control,5,5,balanced_control,Balanced control,375,375,5,0.1,3208255667,200,simple_welch,Simple Welch,200,1.0,0.065,0.01,0.0
config_5x5_d0_p05,5x5_balanced_control,5,5,balanced_control,Balanced control,375,375,5,0.1,3208255667,200,expanded_welch,Expanded Welch,200,1.0,0.065,0.01,0.0
config_5x5_d0_p05,5x5_balanced_control,5,5,balanced_control,Balanced control,375,375,5,0.1,3208255667,200,constrained_lrt,Constrained LRT,200,1.0,0.07,0.01,0.0
config_5x5_d0_p06,5x5_balanced_control,5,5,balanced_control,Balanced control,375,375,6,0.1,2556580684,200,normal_wald,Normal Wald,200,1.0,0.08,0.045,0.005
config_5x5_d0_p06,5x5_balanced_control,5,5,balanced_control,Balanced control,375,375,6,0.1,2556580684,200,simple_welch,Simple Welch,200,1.0,0.08,0.04,0.005
config_5x5_d0_p06,5x5_balanced_control,5,5,balanced_control,Balanced control,375,375,6,0.1,2556580684,200,expanded_welch,Expanded Welch,200,1.0,0.08,0.035,0.005
config_5x5_d0_p06,5x5_balanced_control,5,5,balanced_control,Balanced control,375,375,6,0.1,2556580684,200,constrained_lrt,Constrained LRT,200,1.0,0.085,0.04,0.005
config_5x5_d0_p07,5x5_balanced_control,5,5,balanced_control,Balanced control,375,375,7,0.1,2385312116,200,normal_wald,Normal Wald,200,1.0,0.085,0.05,0.005
config_5x5_d0_p07,5x5_balanced_control,5,5,balanced_control,Balanced control,375,375,7,0.1,2385312116,200,simple_welch,Simple Welch,200,1.0,0.085,0.05,0.005
config_5x5_d0_p07,5x5_balanced_control,5,5,balanced_control,Balanced control,375,375,7,0.1,2385312116,200,expanded_welch,Expanded Welch,200,1.0,0.08,0.05,0.005
