configuration_id,experiment,block,stream,method,method_label,replicates,valid_count,valid_rate,reject_count_05,rejection_rate_valid_05,unconditional_rejection_rate_05
C1_N0_n200,C1,0,null_simulation,normal_wald,Normal Wald,2000,2000,1.0,114,0.057,0.057
C1_N0_n200,C1,0,null_simulation,simple_welch,Simple Welch,2000,2000,1.0,112,0.056,0.056
C1_N0_n200,C1,0,null_simulation,expanded_welch,Expanded Welch,2000,2000,1.0,105,0.0525,0.0525
C1_N0_n200,C1,1,null_simulation,normal_wald,Normal Wald,2000,2000,1.0,95,0.0475,0.0475
C1_N0_n200,C1,1,null_simulation,simple_welch,Simple Welch,2000,2000,1.0,94,0.047,0.047
C1_N0_n200,C1,1,null_simulation,expanded_welch,Expanded Welch,2000,2000,1.0,87,0.0435,0.0435
C1_N0_n200,C1,2,null_simulation,normal_wald,Normal Wald,2000,2000,1.0,95,0.0475,0.0475
C1_N0_n200,C1,2,null_simulation,simple_welch,Simple Welch,2000,2000,1.0,91,0.0455,0.0455
C1_N0_n200,C1,2,null_simulation,expanded_welch,Expanded Welch,2000,2000,1.0,85,0.0425,0.0425
C1_N0_n200,C1,3,null_simulation,normal_wald,Normal Wald,2000,2000,1.0,108,0.054,0.054
C1_N0_n200,C1,3,null_simulation,simple_welch,Simple Welch,2000,2000,1.0,105,0.0525,0.0525
C1_N0_n200,C1,3,null_simulation,expanded_welch,Expanded Welch,2000,2000,1.0,94,0.047,0.047
C1_N0_n200,C1,4,null_simulation,normal_wald,Normal Wald,2000,2000,1.0,93,0.0465,0.0465
C1_N0_n200,C1,4,null_simulation,simple_welch,Simple Welch,2000,2000,1.0,90,0.045,0.045
C1_N0_n200,C1,4,null_simulation,expanded_welch,Expanded Welch,2000,2000,1.0,87,0.0435,0.0435
C1_N0_n500,C1,0,null_simulation,normal_wald,Normal Wald,2000,2000,1.0,102,0.051,0.051
C1_N0_n500,C1,0,null_simulation,simple_welch,Simple Welch,2000,2000,1.0,102,0.051,0.051
C1_N0_n500,C1,0,null_simulation,expanded_welch,Expanded Welch,2000,2000,1.0,98,0.049,0.049
C1_N0_n500,C1,1,null_simulation,normal_wald,Normal Wald,2000,2000,1.0,107,0.0535,0.0535
C1_N0_n500,C1,1,null_simulation,simple_welch,Simple Welch,2000,2000,1.0,106,0.053,0.053
