configuration_id,experiment,population_pair_id,purpose,power_family,calibration_key,n_p,n_q,sample_size_ratio_q_over_p,u_p,v_p,u_q,v_q,association_direction_p,association_direction_q,association_delta_p,association_delta_q,true_mi_p,true_mi_q,true_delta_p_minus_q,effect_delta_i_q_minus_p,minimum_probability_p,minimum_probability_q,minimum_expected_p,minimum_expected_q,minimum_expected_either,probability_p_json,probability_q_json,expected_p_json,expected_q_json,population_variance_p,population_variance_q,method,method_label,truth,replicates,valid_count,invalid_count,valid_rate,invalid_shared_statistic_count,invalid_reference_count,invalid_component_p_count,invalid_component_q_count,invalid_combined_df_count,reject_count_05,nonreject_count_05,false_positive_count_05,true_negative_count_05,true_positive_count_05,false_negative_count_05,false_positive_rate_05,true_negative_rate_05,true_positive_rate_05,false_negative_rate_05,nominal_rejection_rate_05,rejection_wilson_low_05,rejection_wilson_high_05,unconditional_rejection_rate_05,size_adjustment_p_threshold,size_adjusted_reject_count,size_adjusted_rejection_rate,size_adjusted_power,size_adjusted_fpr
P1_balanced_mild_dim0p04_n10,P1,balanced_mild_dim0p04,Balanced/mild power family,balanced_mild,balanced_mild_np10_nq10,10,10,1.0,0.5,0.5,0.3,0.4,1,1,0.07839079918248305,0.031915955607220596,0.0499999999999996,0.009999999999999343,0.04000000000000026,-0.04,0.17160920081751696,0.1480840443927794,1.7160920081751696,1.4808404439277938,1.4808404439277938,"[[0.32839079918248304, 0.17160920081751696], [0.17160920081751696, 0.32839079918248304]]","[[0.4519159556072206, 0.24808404439277937], [0.1480840443927794, 0.1519159556072206]]","[[3.2839079918248304, 1.7160920081751696], [1.7160920081751696, 3.2839079918248304]]","[[4.519159556072206, 2.480840443927794], [1.4808404439277938, 1.519159556072206]]",0.09494241304247028,0.02004819181517319,normal_wald,Normal Wald,alternative,10000,9932,68,0.9932,68,0,0,0,0,699,9233,,,699.0,9233.0,,,0.07037857430527587,0.9296214256947242,0.07037857430527587,0.06551250179970576,0.0755768527990623,0.0699,0.025718855326791194,416,0.041884816753926704,0.041884816753926704,
P1_balanced_mild_dim0p04_n10,P1,balanced_mild_dim0p04,Balanced/mild power family,balanced_mild,balanced_mild_np10_nq10,10,10,1.0,0.5,0.5,0.3,0.4,1,1,0.07839079918248305,0.031915955607220596,0.0499999999999996,0.009999999999999343,0.04000000000000026,-0.04,0.17160920081751696,0.1480840443927794,1.7160920081751696,1.4808404439277938,1.4808404439277938,"[[0.32839079918248304, 0.17160920081751696], [0.17160920081751696, 0.32839079918248304]]","[[0.4519159556072206, 0.24808404439277937], [0.1480840443927794, 0.1519159556072206]]","[[3.2839079918248304, 1.7160920081751696], [1.7160920081751696, 3.2839079918248304]]","[[4.519159556072206, 2.480840443927794], [1.4808404439277938, 1.519159556072206]]",0.09494241304247028,0.02004819181517319,simple_welch,Simple Welch,alternative,10000,9932,68,0.9932,68,0,0,0,0,420,9512,,,420.0,9512.0,,,0.042287555376560614,0.9577124446234394,0.042287555376560614,0.038503531529922724,0.04642550667162397,0.042,0.0496633516844891,415,0.04178413209826822,0.04178413209826822,
P1_balanced_mild_dim0p04_n10,P1,balanced_mild_dim0p04,Balanced/mild power family,balanced_mild,balanced_mild_np10_nq10,10,10,1.0,0.5,0.5,0.3,0.4,1,1,0.07839079918248305,0.031915955607220596,0.0499999999999996,0.009999999999999343,0.04000000000000026,-0.04,0.17160920081751696,0.1480840443927794,1.7160920081751696,1.4808404439277938,1.4808404439277938,"[[0.32839079918248304, 0.17160920081751696], [0.17160920081751696, 0.32839079918248304]]","[[0.4519159556072206, 0.24808404439277937], [0.1480840443927794, 0.1519159556072206]]","[[3.2839079918248304, 1.7160920081751696], [1.7160920081751696, 3.2839079918248304]]","[[4.519159556072206, 2.480840443927794], [1.4808404439277938, 1.519159556072206]]",0.09494241304247028,0.02004819181517319,expanded_welch,Expanded Welch,alternative,10000,9554,446,0.9554,68,378,70,308,378,272,9282,,,272.0,9282.0,,,0.028469750889679714,0.9715302491103203,0.028469750889679714,0.02531971180007036,0.03199882201125425,0.0272,0.07740395125055931,433,0.0453213313795269,0.0453213313795269,
P1_balanced_mild_dim0p04_n20,P1,balanced_mild_dim0p04,Balanced/mild power family,balanced_mild,balanced_mild_np20_nq20,20,20,1.0,0.5,0.5,0.3,0.4,1,1,0.07839079918248305,0.031915955607220596,0.0499999999999996,0.009999999999999343,0.04000000000000026,-0.04,0.17160920081751696,0.1480840443927794,3.432184016350339,2.9616808878555876,2.9616808878555876,"[[0.32839079918248304, 0.17160920081751696], [0.17160920081751696, 0.32839079918248304]]","[[0.4519159556072206, 0.24808404439277937], [0.1480840443927794, 0.1519159556072206]]","[[6.567815983649661, 3.432184016350339], [3.432184016350339, 6.567815983649661]]","[[9.038319112144412, 4.961680887855588], [2.9616808878555876, 3.038319112144412]]",0.09494241304247028,0.02004819181517319,normal_wald,Normal Wald,alternative,10000,9990,10,0.999,10,0,0,0,0,414,9576,,,414.0,9576.0,,,0.04144144144144144,0.9585585585585585,0.04144144144144144,0.03770614339327915,0.04552926335679492,0.0414,0.04605492632157463,385,0.03853853853853854,0.03853853853853854,
P1_balanced_mild_dim0p04_n20,P1,balanced_mild_dim0p04,Balanced/mild power family,balanced_mild,balanced_mild_np20_nq20,20,20,1.0,0.5,0.5,0.3,0.4,1,1,0.07839079918248305,0.031915955607220596,0.0499999999999996,0.009999999999999343,0.04000000000000026,-0.04,0.17160920081751696,0.1480840443927794,3.432184016350339,2.9616808878555876,2.9616808878555876,"[[0.32839079918248304, 0.17160920081751696], [0.17160920081751696, 0.32839079918248304]]","[[0.4519159556072206, 0.24808404439277937], [0.1480840443927794, 0.1519159556072206]]","[[6.567815983649661, 3.432184016350339], [3.432184016350339, 6.567815983649661]]","[[9.038319112144412, 4.961680887855588], [2.9616808878555876, 3.038319112144412]]",0.09494241304247028,0.02004819181517319,simple_welch,Simple Welch,alternative,10000,9990,10,0.999,10,0,0,0,0,360,9630,,,360.0,9630.0,,,0.036036036036036036,0.963963963963964,0.036036036036036036,0.032555923472771364,0.039872827954120865,0.036,0.056187284626358164,380,0.03803803803803804,0.03803803803803804,
P1_balanced_mild_dim0p04_n20,P1,balanced_mild_dim0p04,Balanced/mild power family,balanced_mild,balanced_mild_np20_nq20,20,20,1.0,0.5,0.5,0.3,0.4,1,1,0.07839079918248305,0.031915955607220596,0.0499999999999996,0.009999999999999343,0.04000000000000026,-0.04,0.17160920081751696,0.1480840443927794,3.432184016350339,2.9616808878555876,2.9616808878555876,"[[0.32839079918248304, 0.17160920081751696], [0.17160920081751696, 0.32839079918248304]]","[[0.4519159556072206, 0.24808404439277937], [0.1480840443927794, 0.1519159556072206]]","[[6.567815983649661, 3.432184016350339], [3.432184016350339, 6.567815983649661]]","[[9.038319112144412, 4.961680887855588], [2.9616808878555876, 3.038319112144412]]",0.09494241304247028,0.02004819181517319,expanded_welch,Expanded Welch,alternative,10000,9933,67,0.9933,10,57,30,27,57,285,9648,,,285.0,9648.0,,,0.028692237994563576,0.9713077620054364,0.028692237994563576,0.025587039148727106,0.032161840230978504,0.0285,0.07148876388645922,393,0.03956508607671398,0.03956508607671398,
P1_balanced_mild_dim0p04_n30,P1,balanced_mild_dim0p04,Balanced/mild power family,balanced_mild,balanced_mild_np30_nq30,30,30,1.0,0.5,0.5,0.3,0.4,1,1,0.07839079918248305,0.031915955607220596,0.0499999999999996,0.009999999999999343,0.04000000000000026,-0.04,0.17160920081751696,0.1480840443927794,5.148276024525509,4.442521331783381,4.442521331783381,"[[0.32839079918248304, 0.17160920081751696], [0.17160920081751696, 0.32839079918248304]]","[[0.4519159556072206, 0.24808404439277937], [0.1480840443927794, 0.1519159556072206]]","[[9.851723975474492, 5.148276024525509], [5.148276024525509, 9.851723975474492]]","[[13.557478668216618, 7.442521331783381], [4.442521331783381, 4.557478668216618]]",0.09494241304247028,0.02004819181517319,normal_wald,Normal Wald,alternative,10000,9992,8,0.9992,8,0,0,0,0,288,9704,,,288.0,9704.0,,,0.028823058446757407,0.9711769415532426,0.028823058446757407,0.02571926229543009,0.0322890065641186,0.0288,0.078632061001475,495,0.04953963170536429,0.04953963170536429,
P1_balanced_mild_dim0p04_n30,P1,balanced_mild_dim0p04,Balanced/mild power family,balanced_mild,balanced_mild_np30_nq30,30,30,1.0,0.5,0.5,0.3,0.4,1,1,0.07839079918248305,0.031915955607220596,0.0499999999999996,0.009999999999999343,0.04000000000000026,-0.04,0.17160920081751696,0.1480840443927794,5.148276024525509,4.442521331783381,4.442521331783381,"[[0.32839079918248304, 0.17160920081751696], [0.17160920081751696, 0.32839079918248304]]","[[0.4519159556072206, 0.24808404439277937], [0.1480840443927794, 0.1519159556072206]]","[[9.851723975474492, 5.148276024525509], [5.148276024525509, 9.851723975474492]]","[[13.557478668216618, 7.442521331783381], [4.442521331783381, 4.557478668216618]]",0.09494241304247028,0.02004819181517319,simple_welch,Simple Welch,alternative,10000,9992,8,0.9992,8,0,0,0,0,253,9739,,,253.0,9739.0,,,0.025320256204963972,0.9746797437950361,0.025320256204963972,0.022417615571115563,0.02858774109856146,0.0253,0.08764169009573552,494,0.04943955164131305,0.04943955164131305,
P1_balanced_mild_dim0p04_n30,P1,balanced_mild_dim0p04,Balanced/mild power family,balanced_mild,balanced_mild_np30_nq30,30,30,1.0,0.5,0.5,0.3,0.4,1,1,0.07839079918248305,0.031915955607220596,0.0499999999999996,0.009999999999999343,0.04000000000000026,-0.04,0.17160920081751696,0.1480840443927794,5.148276024525509,4.442521331783381,4.442521331783381,"[[0.32839079918248304, 0.17160920081751696], [0.17160920081751696, 0.32839079918248304]]","[[0.4519159556072206, 0.24808404439277937], [0.1480840443927794, 0.1519159556072206]]","[[9.851723975474492, 5.148276024525509], [5.148276024525509, 9.851723975474492]]","[[13.557478668216618, 7.442521331783381], [4.442521331783381, 4.557478668216618]]",0.09494241304247028,0.02004819181517319,expanded_welch,Expanded Welch,alternative,10000,9906,94,0.9906,8,86,49,37,86,218,9688,,,218.0,9688.0,,,0.022006864526549565,0.9779931354734505,0.022006864526549565,0.019297788006353882,0.025086520324754055,0.0218,0.1030674478311355,504,0.050878255602665054,0.050878255602665054,
P1_balanced_mild_dim0p04_n50,P1,balanced_mild_dim0p04,Balanced/mild power family,balanced_mild,balanced_mild_np50_nq50,50,50,1.0,0.5,0.5,0.3,0.4,1,1,0.07839079918248305,0.031915955607220596,0.0499999999999996,0.009999999999999343,0.04000000000000026,-0.04,0.17160920081751696,0.1480840443927794,8.580460040875849,7.40420221963897,7.40420221963897,"[[0.32839079918248304, 0.17160920081751696], [0.17160920081751696, 0.32839079918248304]]","[[0.4519159556072206, 0.24808404439277937], [0.1480840443927794, 0.1519159556072206]]","[[16.41953995912415, 8.580460040875849], [8.580460040875849, 16.41953995912415]]","[[22.59579778036103, 12.404202219638968], [7.40420221963897, 7.59579778036103]]",0.09494241304247028,0.02004819181517319,normal_wald,Normal Wald,alternative,10000,9999,1,0.9999,1,0,0,0,0,409,9590,,,409.0,9590.0,,,0.0409040904090409,0.9590959095909591,0.0409040904090409,0.03719488722528419,0.04496591300373262,0.0409,0.08018666508102214,765,0.07650765076507651,0.07650765076507651,
