configuration_id,experiment,population_pair_id,purpose,power_family,calibration_key,n_p,n_q,sample_size_ratio_q_over_p,u_p,v_p,u_q,v_q,association_direction_p,association_direction_q,association_delta_p,association_delta_q,true_mi_p,true_mi_q,true_delta_p_minus_q,effect_delta_i_q_minus_p,minimum_probability_p,minimum_probability_q,minimum_expected_p,minimum_expected_q,minimum_expected_either,probability_p_json,probability_q_json,expected_p_json,expected_q_json,population_variance_p,population_variance_q,replicates,mean_delta_corrected,sd_delta_corrected,mean_standard_error,rms_standard_error,sd_to_rms_se_ratio,mean_influence_variance_p,mean_influence_variance_q,mean_variance_influence_variance_p,mean_variance_influence_variance_q,any_zero_cell_rate_p,any_zero_cell_rate_q,empty_margin_rate_p,empty_margin_rate_q,mean_zero_cell_fraction_p,mean_zero_cell_fraction_q,zero_estimated_variance_rate_p,zero_estimated_variance_rate_q,mean_welch_degrees_of_freedom,median_welch_degrees_of_freedom,mean_expanded_welch_degrees_of_freedom,median_expanded_welch_degrees_of_freedom,mean_expanded_component_degrees_of_freedom_p,median_expanded_component_degrees_of_freedom_p,mean_expanded_component_degrees_of_freedom_q,median_expanded_component_degrees_of_freedom_q
C1_N7_n50,C1,N7,Ultra-rare categories,,,50,50,1.0,0.005,0.005,0.002,0.01,1,1,0.00028036642602345983,0.00025990804955251324,0.0005000000000011523,0.0005000000000000629,1.0894063429134349e-15,0.0,0.00030536642602345984,0.00027990804955251323,0.015268321301172992,0.013995402477625662,0.013995402477625662,"[[0.9903053664260235, 0.00469463357397654], [0.00469463357397654, 0.00030536642602345984]]","[[0.9882799080495526, 0.009720091950447488], [0.0017200919504474868, 0.00027990804955251323]]","[[49.51526832130118, 0.234731678698827], [0.234731678698827, 0.015268321301172992]]","[[49.41399540247763, 0.4860045975223744], [0.08600459752237434, 0.013995402477625662]]",0.0019439886454058245,0.0019896167517233602,10000,1.169406524963314e-05,0.014943146170237261,0.002135804000844304,0.01231848029268065,1.2130673439576898,0.0037943033132536897,0.0037929445228043874,0.014781555261208893,0.015423412740443189,0.9994,0.9994,0.9449,0.955,0.643325,0.630425,0.9449,0.955,49.49975396447595,49.0,6.468850005210313,9.849997835726526,2.497422051957356,0.4567499374840188,2.6709279314415917,0.4567499374840188
C1_N7_n100,C1,N7,Ultra-rare categories,,,100,100,1.0,0.005,0.005,0.002,0.01,1,1,0.00028036642602345983,0.00025990804955251324,0.0005000000000011523,0.0005000000000000629,1.0894063429134349e-15,0.0,0.00030536642602345984,0.00027990804955251323,0.030536642602345985,0.027990804955251324,0.027990804955251324,"[[0.9903053664260235, 0.00469463357397654], [0.00469463357397654, 0.00030536642602345984]]","[[0.9882799080495526, 0.009720091950447488], [0.0017200919504474868, 0.00027990804955251323]]","[[99.03053664260236, 0.469463357397654], [0.469463357397654, 0.030536642602345985]]","[[98.82799080495526, 0.9720091950447488], [0.17200919504474868, 0.027990804955251324]]",0.0019439886454058245,0.0019896167517233602,10000,1.167022927367114e-05,0.011157683365497521,0.002427360974306292,0.009946665920343378,1.1217510927633867,0.005013779549893226,0.00487983674319881,0.04070705606273642,0.04053931944470372,0.9964,0.9973,0.837,0.8742,0.555475,0.545425,0.837,0.8742,103.24853929844139,99.0,2.3146516572044433,1.0267384913457853,1.2555702118600482,0.45048134316351174,1.4380706585010037,0.6441009514150751
C1_N7_n200,C1,N7,Ultra-rare categories,,,200,200,1.0,0.005,0.005,0.002,0.01,1,1,0.00028036642602345983,0.00025990804955251324,0.0005000000000011523,0.0005000000000000629,1.0894063429134349e-15,0.0,0.00030536642602345984,0.00027990804955251323,0.06107328520469197,0.05598160991050265,0.05598160991050265,"[[0.9903053664260235, 0.00469463357397654], [0.00469463357397654, 0.00030536642602345984]]","[[0.9882799080495526, 0.009720091950447488], [0.0017200919504474868, 0.00027990804955251323]]","[[198.0610732852047, 0.938926714795308], [0.938926714795308, 0.06107328520469197]]","[[197.65598160991053, 1.9440183900894976], [0.34401839008949736, 0.05598160991050265]]",0.0019439886454058245,0.0019896167517233602,10000,0.00016191268396449702,0.007416733495649477,0.0023556188483310238,0.007160578723622421,1.0357729147201489,0.005554814368911862,0.004699963162526954,0.0793035716211577,0.06440948091530324,0.9784,0.9876,0.5844,0.7035,0.42685,0.448225,0.5844,0.7035,218.76911670587842,199.0,1.71820921049533,1.34782586221147,0.9588201988529007,0.6377552504424323,1.055851306679013,0.7837187256152753
C1_N7_n500,C1,N7,Ultra-rare categories,,,500,500,1.0,0.005,0.005,0.002,0.01,1,1,0.00028036642602345983,0.00025990804955251324,0.0005000000000011523,0.0005000000000000629,1.0894063429134349e-15,0.0,0.00030536642602345984,0.00027990804955251323,0.1526832130117299,0.13995402477625662,0.13995402477625662,"[[0.9903053664260235, 0.00469463357397654], [0.00469463357397654, 0.00030536642602345984]]","[[0.9882799080495526, 0.009720091950447488], [0.0017200919504474868, 0.00027990804955251323]]","[[495.15268321301176, 2.34731678698827], [2.34731678698827, 0.1526832130117299]]","[[494.1399540247763, 4.860045975223744], [0.8600459752237434, 0.13995402477625662]]",0.0019439886454058245,0.0019896167517233602,10000,0.00010119265807500608,0.0041592565662938175,0.002185822515519584,0.004443083595420791,0.9361193587670742,0.0053028580065698746,0.004567637911378799,0.11806181476501383,0.09167043331792855,0.8878,0.9256,0.1495,0.3703,0.261525,0.32475,0.1495,0.3703,618.9584955441836,499.0052121310005,2.0040304167775354,1.9127709048787038,1.1996967382492638,1.0981629719514523,1.2795916246066428,1.1398053482090436
C1_N7_n1000,C1,N7,Ultra-rare categories,,,1000,1000,1.0,0.005,0.005,0.002,0.01,1,1,0.00028036642602345983,0.00025990804955251324,0.0005000000000011523,0.0005000000000000629,1.0894063429134349e-15,0.0,0.00030536642602345984,0.00027990804955251323,0.3053664260234598,0.27990804955251325,0.27990804955251325,"[[0.9903053664260235, 0.00469463357397654], [0.00469463357397654, 0.00030536642602345984]]","[[0.9882799080495526, 0.009720091950447488], [0.0017200919504474868, 0.00027990804955251323]]","[[990.3053664260235, 4.69463357397654], [4.69463357397654, 0.3053664260234598]]","[[988.2799080495525, 9.720091950447488], [1.7200919504474868, 0.27990804955251325]]",0.0019439886454058245,0.0019896167517233602,10000,3.655411162225152e-05,0.002546776815156338,0.0019169831554663134,0.002948958449106429,0.863619090980425,0.0045132909404146625,0.004183064994141532,0.11432689984556692,0.09396886193619919,0.7361,0.7975,0.0125,0.134,0.187175,0.232875,0.0125,0.134,1340.8151529657475,1080.0522290540875,2.6545664183160302,2.679667042774465,1.825522227038978,1.7357210535081216,1.7764941196421766,1.5559298717299048
C2_N0_np10_nq20,C2,N0,Identical-population control,,,10,20,2.0,0.5,0.5,0.5,0.5,1,1,0.10989731308070487,0.10989731308070487,0.09999999999999987,0.09999999999999987,0.0,0.0,0.14010268691929512,0.14010268691929512,1.4010268691929513,2.8020537383859025,1.4010268691929513,"[[0.3598973130807049, 0.14010268691929512], [0.14010268691929512, 0.3598973130807049]]","[[0.3598973130807049, 0.14010268691929512], [0.14010268691929512, 0.3598973130807049]]","[[3.5989731308070487, 1.4010268691929513], [1.4010268691929513, 3.5989731308070487]]","[[7.1979462616140975, 2.8020537383859025], [2.8020537383859025, 7.1979462616140975]]",0.179521513612991,0.179521513612991,10000,0.012171025369179245,0.1961702344541833,0.14760192353419635,0.15325158901563332,1.2800535101412345,0.14505461563730487,0.179611759441722,0.19738618631335497,0.2851014017505652,0.4276,0.1011,0.0045,0.0,0.1184,0.025775,0.0572,0.0076,19.15491505986911,19.0,9.844403992422903,4.5524313236601905,11.394615102907563,2.0672389901268327,12.643987933082963,3.348464090683927
C2_N0_np20_nq10,C2,N0,Identical-population control,,,20,10,0.5,0.5,0.5,0.5,0.5,1,1,0.10989731308070487,0.10989731308070487,0.09999999999999987,0.09999999999999987,0.0,0.0,0.14010268691929512,0.14010268691929512,2.8020537383859025,1.4010268691929513,1.4010268691929513,"[[0.3598973130807049, 0.14010268691929512], [0.14010268691929512, 0.3598973130807049]]","[[0.3598973130807049, 0.14010268691929512], [0.14010268691929512, 0.3598973130807049]]","[[7.1979462616140975, 2.8020537383859025], [2.8020537383859025, 7.1979462616140975]]","[[3.5989731308070487, 1.4010268691929513], [1.4010268691929513, 3.5989731308070487]]",0.179521513612991,0.179521513612991,10000,-0.011185848907190519,0.19188614238038232,0.14775709512862553,0.15342883275858196,1.2506524290796919,0.18047163245816333,0.14516825098752745,0.28811488925644807,0.19783716045404048,0.0933,0.4212,0.0,0.0039,0.02375,0.1157,0.0078,0.0594,19.142141912404327,19.0,9.896980172281754,4.5695776284761696,13.098490929490522,3.3484640906839274,11.366645743776113,2.0672389901268327
C2_N0_np10_nq50,C2,N0,Identical-population control,,,10,50,5.0,0.5,0.5,0.5,0.5,1,1,0.10989731308070487,0.10989731308070487,0.09999999999999987,0.09999999999999987,0.0,0.0,0.14010268691929512,0.14010268691929512,1.4010268691929513,7.0051343459647555,1.4010268691929513,"[[0.3598973130807049, 0.14010268691929512], [0.14010268691929512, 0.3598973130807049]]","[[0.3598973130807049, 0.14010268691929512], [0.14010268691929512, 0.3598973130807049]]","[[3.5989731308070487, 1.4010268691929513], [1.4010268691929513, 3.5989731308070487]]","[[17.994865654035245, 7.0051343459647555], [7.0051343459647555, 17.994865654035245]]",0.179521513612991,0.179521513612991,10000,0.01420468535674633,0.17005904656828053,0.12894376325361662,0.13531439109562193,1.2567698468088717,0.14607751740040495,0.18511163487692164,0.19971682184260683,0.37128882198672125,0.4194,0.0012,0.0033,0.0,0.114375,0.0003,0.051,0.0001,20.796652693555966,14.059299733015985,9.706411100862237,3.7293131139737037,10.97500353146743,2.0672389901268327,16.86626675535239,7.285166567776542
C2_N0_np50_nq10,C2,N0,Identical-population control,,,50,10,0.2,0.5,0.5,0.5,0.5,1,1,0.10989731308070487,0.10989731308070487,0.09999999999999987,0.09999999999999987,0.0,0.0,0.14010268691929512,0.14010268691929512,7.0051343459647555,1.4010268691929513,1.4010268691929513,"[[0.3598973130807049, 0.14010268691929512], [0.14010268691929512, 0.3598973130807049]]","[[0.3598973130807049, 0.14010268691929512], [0.14010268691929512, 0.3598973130807049]]","[[17.994865654035245, 7.0051343459647555], [7.0051343459647555, 17.994865654035245]]","[[3.5989731308070487, 1.4010268691929513], [1.4010268691929513, 3.5989731308070487]]",0.179521513612991,0.179521513612991,10000,-0.015113116552450538,0.1730737032085945,0.12854632975084232,0.13505165422912366,1.2815370844326277,0.1858748677797348,0.14521451954428075,0.37190479170633683,0.20120903779786567,0.0009,0.4102,0.0,0.0035,0.000225,0.1134,0.0001,0.0531,21.05854241681152,14.108439739055303,11.231720210166378,3.4662501407380963,15.60302977099702,7.341360331241864,10.968020311600991,2.0672389901268327
C2_N0_np10_nq100,C2,N0,Identical-population control,,,10,100,10.0,0.5,0.5,0.5,0.5,1,1,0.10989731308070487,0.10989731308070487,0.09999999999999987,0.09999999999999987,0.0,0.0,0.14010268691929512,0.14010268691929512,1.4010268691929513,14.010268691929511,1.4010268691929513,"[[0.3598973130807049, 0.14010268691929512], [0.14010268691929512, 0.3598973130807049]]","[[0.3598973130807049, 0.14010268691929512], [0.14010268691929512, 0.3598973130807049]]","[[3.5989731308070487, 1.4010268691929513], [1.4010268691929513, 3.5989731308070487]]","[[35.98973130807049, 14.010268691929511], [14.010268691929511, 35.98973130807049]]",0.179521513612991,0.179521513612991,10000,0.014572932000701484,0.16483485364654746,0.1202604608009724,0.12803834982193849,1.2873865828150821,0.14561629786000138,0.18321892391249595,0.20078219129621697,0.40976996292349394,0.4149,0.0,0.0041,0.0,0.113825,0.0,0.0542,0.0,21.643429270707472,11.460665422033832,8.959566989463912,3.1140111569857116,10.883189511504254,2.0672389901268327,17.9331857224203,14.40853057648509
C2_N0_np100_nq10,C2,N0,Identical-population control,,,100,10,0.1,0.5,0.5,0.5,0.5,1,1,0.10989731308070487,0.10989731308070487,0.09999999999999987,0.09999999999999987,0.0,0.0,0.14010268691929512,0.14010268691929512,14.010268691929511,1.4010268691929513,1.4010268691929513,"[[0.3598973130807049, 0.14010268691929512], [0.14010268691929512, 0.3598973130807049]]","[[0.3598973130807049, 0.14010268691929512], [0.14010268691929512, 0.3598973130807049]]","[[35.98973130807049, 14.010268691929511], [14.010268691929511, 35.98973130807049]]","[[3.5989731308070487, 1.4010268691929513], [1.4010268691929513, 3.5989731308070487]]",0.179521513612991,0.179521513612991,10000,-0.01761700081112637,0.16632037146972847,0.12052704812680229,0.12828578255403303,1.2964832747516317,0.1827892367274562,0.14629349638226083,0.4097063548301576,0.19627480691113527,0.0,0.4294,0.0,0.0033,0.0,0.1171,0.0,0.0535,21.672639303690293,11.433530233956917,9.121707833240722,3.4393892786066766,17.93776338203403,14.414152674219489,11.004771348283805,2.0672389901268327
C2_N0_np20_nq40,C2,N0,Identical-population control,,,20,40,2.0,0.5,0.5,0.5,0.5,1,1,0.10989731308070487,0.10989731308070487,0.09999999999999987,0.09999999999999987,0.0,0.0,0.14010268691929512,0.14010268691929512,2.8020537383859025,5.604107476771805,2.8020537383859025,"[[0.3598973130807049, 0.14010268691929512], [0.14010268691929512, 0.3598973130807049]]","[[0.3598973130807049, 0.14010268691929512], [0.14010268691929512, 0.3598973130807049]]","[[7.1979462616140975, 2.8020537383859025], [2.8020537383859025, 7.1979462616140975]]","[[14.395892523228195, 5.604107476771805], [5.604107476771805, 14.395892523228195]]",0.179521513612991,0.179521513612991,10000,0.0017088567904911074,0.12757606904625707,0.11303641686978386,0.11632159366565831,1.096753105128076,0.17767265793357584,0.185883210249589,0.286373703773297,0.3539524291087822,0.0929,0.0038,0.0,0.0,0.023475,0.00095,0.0067,0.0005,39.60647940630497,39.0,14.285676755731139,7.462984149203119,12.384658737699095,3.3484640906839265,13.105597491552155,6.171480347892205
C2_N0_np40_nq20,C2,N0,Identical-population control,,,40,20,0.5,0.5,0.5,0.5,0.5,1,1,0.10989731308070487,0.10989731308070487,0.09999999999999987,0.09999999999999987,0.0,0.0,0.14010268691929512,0.14010268691929512,5.604107476771805,2.8020537383859025,2.8020537383859025,"[[0.3598973130807049, 0.14010268691929512], [0.14010268691929512, 0.3598973130807049]]","[[0.3598973130807049, 0.14010268691929512], [0.14010268691929512, 0.3598973130807049]]","[[14.395892523228195, 5.604107476771805], [5.604107476771805, 14.395892523228195]]","[[7.1979462616140975, 2.8020537383859025], [2.8020537383859025, 7.1979462616140975]]",0.179521513612991,0.179521513612991,10000,-0.004847728525607537,0.1295082990552527,0.11342721882445951,0.11675360802206597,1.1092445128614454,0.18543612055946732,0.17991003944367084,0.3535548295586018,0.28500356027426677,0.0047,0.0971,0.0,0.0,0.001175,0.024625,0.0004,0.0075,39.34433213890785,38.593901517363506,14.839567555860754,7.666350028637226,12.95772967179234,6.026181447233322,13.052826092126699,3.348464090683927
C2_N0_np20_nq100,C2,N0,Identical-population control,,,20,100,5.0,0.5,0.5,0.5,0.5,1,1,0.10989731308070487,0.10989731308070487,0.09999999999999987,0.09999999999999987,0.0,0.0,0.14010268691929512,0.14010268691929512,2.8020537383859025,14.010268691929511,2.8020537383859025,"[[0.3598973130807049, 0.14010268691929512], [0.14010268691929512, 0.3598973130807049]]","[[0.3598973130807049, 0.14010268691929512], [0.14010268691929512, 0.3598973130807049]]","[[7.1979462616140975, 2.8020537383859025], [2.8020537383859025, 7.1979462616140975]]","[[35.98973130807049, 14.010268691929511], [14.010268691929511, 35.98973130807049]]",0.179521513612991,0.179521513612991,10000,0.007058419642721018,0.11604841708757195,0.10057259484076733,0.10462666477855588,1.1091667438046544,0.18242951796348603,0.18252630845100057,0.2860464157306117,0.40954551382909204,0.0953,0.0,0.0,0.0,0.024325,0.0,0.0069,0.0,36.98064698251802,27.373258689386496,15.168773496304693,5.134430788717597,13.16705292749576,3.5444435269167385,17.736399098610416,14.430722430050873
C2_N0_np100_nq20,C2,N0,Identical-population control,,,100,20,0.2,0.5,0.5,0.5,0.5,1,1,0.10989731308070487,0.10989731308070487,0.09999999999999987,0.09999999999999987,0.0,0.0,0.14010268691929512,0.14010268691929512,14.010268691929511,2.8020537383859025,2.8020537383859025,"[[0.3598973130807049, 0.14010268691929512], [0.14010268691929512, 0.3598973130807049]]","[[0.3598973130807049, 0.14010268691929512], [0.14010268691929512, 0.3598973130807049]]","[[35.98973130807049, 14.010268691929511], [14.010268691929511, 35.98973130807049]]","[[7.1979462616140975, 2.8020537383859025], [2.8020537383859025, 7.1979462616140975]]",0.179521513612991,0.179521513612991,10000,-0.0039131799726025785,0.11493572233835266,0.09988069352858718,0.10395671849379219,1.1056112967361131,0.1839669333737217,0.17934659972520675,0.411883582679808,0.284139827650448,0.0,0.0981,0.0,0.0,0.0,0.024875,0.0,0.0067,37.50432375099712,27.589611784814664,14.563023202262167,5.0602258054577485,17.92217199589289,14.480772471327338,12.294641055596605,3.3484640906839274
C2_N0_np20_nq200,C2,N0,Identical-population control,,,20,200,10.0,0.5,0.5,0.5,0.5,1,1,0.10989731308070487,0.10989731308070487,0.09999999999999987,0.09999999999999987,0.0,0.0,0.14010268691929512,0.14010268691929512,2.8020537383859025,28.020537383859022,2.8020537383859025,"[[0.3598973130807049, 0.14010268691929512], [0.14010268691929512, 0.3598973130807049]]","[[0.3598973130807049, 0.14010268691929512], [0.14010268691929512, 0.3598973130807049]]","[[7.1979462616140975, 2.8020537383859025], [2.8020537383859025, 7.1979462616140975]]","[[71.97946261614098, 28.020537383859022], [28.020537383859022, 71.97946261614098]]",0.179521513612991,0.179521513612991,10000,0.004730813524639252,0.11361159882852388,0.09428538606825713,0.09913316074175882,1.1460504030985281,0.1784254307691975,0.18122240403830336,0.28418336591736115,0.43021328282198257,0.0984,0.0,0.0,0.0,0.025,0.0,0.0066,0.0,35.18702166122891,23.122285957181276,13.23246767135616,4.141797182278966,12.071025816404317,3.348464090683927,31.582627788339085,28.703311175890402
C2_N0_np200_nq20,C2,N0,Identical-population control,,,200,20,0.1,0.5,0.5,0.5,0.5,1,1,0.10989731308070487,0.10989731308070487,0.09999999999999987,0.09999999999999987,0.0,0.0,0.14010268691929512,0.14010268691929512,28.020537383859022,2.8020537383859025,2.8020537383859025,"[[0.3598973130807049, 0.14010268691929512], [0.14010268691929512, 0.3598973130807049]]","[[0.3598973130807049, 0.14010268691929512], [0.14010268691929512, 0.3598973130807049]]","[[71.97946261614098, 28.020537383859022], [28.020537383859022, 71.97946261614098]]","[[7.1979462616140975, 2.8020537383859025], [2.8020537383859025, 7.1979462616140975]]",0.179521513612991,0.179521513612991,10000,-0.005819282017831596,0.11276075083262878,0.09481778958943796,0.09966619782840856,1.1313840929977543,0.18162916065471896,0.18050410372595752,0.4304725968198768,0.2844722941638215,0.0,0.0993,0.0,0.0,0.0,0.02515,0.0,0.0074,34.731155061811755,23.087914733962833,13.89597955607941,4.400523026828098,31.691979917087814,29.07148473477023,12.818252132358298,3.3484640906839274
C2_N0_np50_nq100,C2,N0,Identical-population control,,,50,100,2.0,0.5,0.5,0.5,0.5,1,1,0.10989731308070487,0.10989731308070487,0.09999999999999987,0.09999999999999987,0.0,0.0,0.14010268691929512,0.14010268691929512,7.0051343459647555,14.010268691929511,7.0051343459647555,"[[0.3598973130807049, 0.14010268691929512], [0.14010268691929512, 0.3598973130807049]]","[[0.3598973130807049, 0.14010268691929512], [0.14010268691929512, 0.3598973130807049]]","[[17.994865654035245, 7.0051343459647555], [7.0051343459647555, 17.994865654035245]]","[[35.98973130807049, 14.010268691929511], [14.010268691929511, 35.98973130807049]]",0.179521513612991,0.179521513612991,10000,-0.0006474496392173183,0.07579074196376076,0.07322815135577582,0.0743662958634608,1.0191544581286567,0.1846106342687937,0.18381332750759125,0.37119639714484837,0.41020378198799806,0.0017,0.0,0.0,0.0,0.000425,0.0,0.0002,0.0,101.86827380835787,98.38236430925039,21.087559310358063,15.824452701389173,15.455812713234234,7.285166567776542,17.995376534229376,14.570333135553078
C2_N0_np100_nq50,C2,N0,Identical-population control,,,100,50,0.5,0.5,0.5,0.5,0.5,1,1,0.10989731308070487,0.10989731308070487,0.09999999999999987,0.09999999999999987,0.0,0.0,0.14010268691929512,0.14010268691929512,14.010268691929511,7.0051343459647555,7.0051343459647555,"[[0.3598973130807049, 0.14010268691929512], [0.14010268691929512, 0.3598973130807049]]","[[0.3598973130807049, 0.14010268691929512], [0.14010268691929512, 0.3598973130807049]]","[[35.98973130807049, 14.010268691929511], [14.010268691929511, 35.98973130807049]]","[[17.994865654035245, 7.0051343459647555], [7.0051343459647555, 17.994865654035245]]",0.179521513612991,0.179521513612991,10000,-0.001598121089935629,0.07593538353517494,0.07352683307071237,0.07463994173640037,1.0173558790191661,0.18269477604184844,0.18720865709973789,0.40908658635779266,0.37356217704428624,0.0,0.0012,0.0,0.0,0.0,0.0003,0.0,0.0001,101.06559317730053,97.34778630381858,21.112116104467145,15.91744940797981,17.98715412458795,14.414152674219489,14.027005321340425,7.388210267245613
C2_N0_np50_nq250,C2,N0,Identical-population control,,,50,250,5.0,0.5,0.5,0.5,0.5,1,1,0.10989731308070487,0.10989731308070487,0.09999999999999987,0.09999999999999987,0.0,0.0,0.14010268691929512,0.14010268691929512,7.0051343459647555,35.02567172982378,7.0051343459647555,"[[0.3598973130807049, 0.14010268691929512], [0.14010268691929512, 0.3598973130807049]]","[[0.3598973130807049, 0.14010268691929512], [0.14010268691929512, 0.3598973130807049]]","[[17.994865654035245, 7.0051343459647555], [7.0051343459647555, 17.994865654035245]]","[[89.97432827017622, 35.02567172982378], [35.02567172982378, 89.97432827017622]]",0.179521513612991,0.179521513612991,10000,0.0008885523525054171,0.06834365579978398,0.06535514080666421,0.0667810548439282,1.0233988660333038,0.18668747997007756,0.18148992166654856,0.37224563441954933,0.43450252140698686,0.0008,0.0,0.0,0.0,0.0002,0.0,0.0,0.0,79.5167666952795,69.88116026872191,17.382573877279768,10.80360813662801,14.397346770223484,7.341360331241864,38.916365742019984,36.03286489512326
C2_N0_np250_nq50,C2,N0,Identical-population control,,,250,50,0.2,0.5,0.5,0.5,0.5,1,1,0.10989731308070487,0.10989731308070487,0.09999999999999987,0.09999999999999987,0.0,0.0,0.14010268691929512,0.14010268691929512,35.02567172982378,7.0051343459647555,7.0051343459647555,"[[0.3598973130807049, 0.14010268691929512], [0.14010268691929512, 0.3598973130807049]]","[[0.3598973130807049, 0.14010268691929512], [0.14010268691929512, 0.3598973130807049]]","[[89.97432827017622, 35.02567172982378], [35.02567172982378, 89.97432827017622]]","[[17.994865654035245, 7.0051343459647555], [7.0051343459647555, 17.994865654035245]]",0.179521513612991,0.179521513612991,10000,-0.00013923382268879667,0.06722501030912381,0.06502390979390482,0.06645909697644725,1.0115245822998167,0.18048543418877763,0.18474349170848545,0.434120944555092,0.3715148865230003,0.0,0.0007,0.0,0.0,0.0,0.000175,0.0,0.0002,79.97543177859592,69.95231474849794,16.84823641631652,10.596565543975695,38.484980479916175,35.807128486920675,14.010608058909861,7.285166567776542
C2_N0_np50_nq500,C2,N0,Identical-population control,,,50,500,10.0,0.5,0.5,0.5,0.5,1,1,0.10989731308070487,0.10989731308070487,0.09999999999999987,0.09999999999999987,0.0,0.0,0.14010268691929512,0.14010268691929512,7.0051343459647555,70.05134345964755,7.0051343459647555,"[[0.3598973130807049, 0.14010268691929512], [0.14010268691929512, 0.3598973130807049]]","[[0.3598973130807049, 0.14010268691929512], [0.14010268691929512, 0.3598973130807049]]","[[17.994865654035245, 7.0051343459647555], [7.0051343459647555, 17.994865654035245]]","[[179.94865654035243, 70.05134345964755], [70.05134345964755, 179.94865654035243]]",0.179521513612991,0.179521513612991,10000,0.0014551026688714571,0.06552445185204515,0.06235089661454915,0.06399181718181322,1.023950478947604,0.18675035709719037,0.17997276214339972,0.37264414334522084,0.4426005944347935,0.0007,0.0,0.0,0.0,0.000175,0.0,0.0,0.0,66.2191011219759,59.11086579526447,15.743523260182894,8.963330897662967,13.995188530765322,7.341360331241864,74.02396847923944,71.56098681083796
C2_N0_np500_nq50,C2,N0,Identical-population control,,,500,50,0.1,0.5,0.5,0.5,0.5,1,1,0.10989731308070487,0.10989731308070487,0.09999999999999987,0.09999999999999987,0.0,0.0,0.14010268691929512,0.14010268691929512,70.05134345964755,7.0051343459647555,7.0051343459647555,"[[0.3598973130807049, 0.14010268691929512], [0.14010268691929512, 0.3598973130807049]]","[[0.3598973130807049, 0.14010268691929512], [0.14010268691929512, 0.3598973130807049]]","[[179.94865654035243, 70.05134345964755], [70.05134345964755, 179.94865654035243]]","[[17.994865654035245, 7.0051343459647555], [7.0051343459647555, 17.994865654035245]]",0.179521513612991,0.179521513612991,10000,-0.0010795101294191877,0.06612428746049151,0.06221728522502741,0.0638679854946254,1.035327589376621,0.1800653826231546,0.18594944029476854,0.44243079109367556,0.37150643529166233,0.0,0.0017,0.0,0.0,0.0,0.000425,0.0,0.0001,65.89115342656946,59.1362954097567,17.298643166468594,8.849897338443881,74.14999976780352,71.69236986542025,16.014448698032904,7.285166567776542
C2_N0_np100_nq200,C2,N0,Identical-population control,,,100,200,2.0,0.5,0.5,0.5,0.5,1,1,0.10989731308070487,0.10989731308070487,0.09999999999999987,0.09999999999999987,0.0,0.0,0.14010268691929512,0.14010268691929512,14.010268691929511,28.020537383859022,14.010268691929511,"[[0.3598973130807049, 0.14010268691929512], [0.14010268691929512, 0.3598973130807049]]","[[0.3598973130807049, 0.14010268691929512], [0.14010268691929512, 0.3598973130807049]]","[[35.98973130807049, 14.010268691929511], [14.010268691929511, 35.98973130807049]]","[[71.97946261614098, 28.020537383859022], [28.020537383859022, 71.97946261614098]]",0.179521513612991,0.179521513612991,10000,-0.00032784917428773454,0.0526189057251694,0.05183628066419606,0.052272106985135534,1.0066344894062236,0.18251766955391427,0.18143929462526248,0.4094770288511387,0.4298855656792817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.6936654769753,198.51844595918152,33.653619182614776,29.775890328619248,17.740675248479704,14.414152674219489,31.710157601730643,28.814487374981784
C2_N0_np200_nq100,C2,N0,Identical-population control,,,200,100,0.5,0.5,0.5,0.5,0.5,1,1,0.10989731308070487,0.10989731308070487,0.09999999999999987,0.09999999999999987,0.0,0.0,0.14010268691929512,0.14010268691929512,28.020537383859022,14.010268691929511,14.010268691929511,"[[0.3598973130807049, 0.14010268691929512], [0.14010268691929512, 0.3598973130807049]]","[[0.3598973130807049, 0.14010268691929512], [0.14010268691929512, 0.3598973130807049]]","[[71.97946261614098, 28.020537383859022], [28.020537383859022, 71.97946261614098]]","[[35.98973130807049, 14.010268691929511], [14.010268691929511, 35.98973130807049]]",0.179521513612991,0.179521513612991,10000,-0.00033132680833890753,0.05284081213228912,0.05178632234713715,0.05221252255770281,1.0120333120065583,0.18036444710055574,0.18243252763358464,0.4295330325345004,0.40971623328631157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.34009539615474,198.14369650974703,33.46441705370846,29.640598161400714,31.32430492912142,28.598047861327217,17.73297992546404,14.414152674219489
