config_id,family_x,family_y,pair_family,kx,ky,kmax,N,bootstrap,lam_target,lam_min,lam_tp,frac_cells_lt_1,expected_zero_frac,expected_singleton_frac,nu0,mu,sigma2,nu,a,nu_norm,T_q95,T_q99,standard_q95,standard_q99,true_mm_q95,true_mm_q99,pred_mu,pred_sigma2,pred_a,pred_nu,pred_nu_norm,stage12_q95,stage12_q99,standard_q95_ratio_emp,standard_q99_ratio_emp,true_mm_q95_ratio_emp,true_mm_q99_ratio_emp,stage12_q95_ratio_emp,stage12_q99_ratio_emp,mu_ratio_pred,sigma2_ratio_pred,a_ratio_pred,nu_ratio_pred
kx=10|ky=10|x=uniform|y=uniform|N=50|lam=0.5,uniform,uniform,uniform|uniform,10,10,10,50,1000,0.5,0.5000000000000001,0.005000000000000001,1.0,0.6065306597126332,0.3032653298563166,81.0,81.60424760117404,54.92213290258699,242.49798303954975,0.33651516016058963,2.993802259747528,93.98938368148781,98.55729732203397,103.00950871222618,113.51241047036062,94.16464062112759,99.82747768282769,77.33017913200293,59.017860766289814,0.3815965605455671,202.64904647317644,2.5018400799157585,90.38523923496223,96.31552649683685,1.0959696156887875,1.1517402927503289,1.0018646461203926,1.0128877353103893,0.9616537069895112,0.9772541365671567,0.9476244362908676,1.0745733577202334,1.1339654366937406,0.8356731216198436
kx=10|ky=10|x=uniform|y=uniform|N=100|lam=1,uniform,uniform,uniform|uniform,10,10,10,100,1000,1.0,1.0000000000000002,0.010000000000000002,0.0,0.3678794411714421,0.3678794411714421,81.0,95.87665511642359,114.37483552883387,160.7404802605596,0.5964686366558566,1.9844503735871555,112.60969986036952,122.20267207735269,103.00950871222618,113.51241047036062,114.11939167517683,122.49487191966406,87.66487240115252,113.53214217824751,0.6475349764882274,135.3824512717211,1.6713882873051986,105.89584926827764,114.33843145585878,0.9147480975435766,0.9288864845648281,1.013406410075502,1.0023911084540478,0.9403794646427731,0.9356459192928618,0.914350550660122,0.9926321786895692,1.0856144593262738,0.8422424211515777
kx=10|ky=10|x=uniform|y=uniform|N=200|lam=2,uniform,uniform,uniform|uniform,10,10,10,200,1000,2.0,2.0000000000000004,0.020000000000000004,0.0,0.1353352832366126,0.2706705664732252,81.0,94.92294612909704,187.0248170976111,96.35476020409432,0.9851401832980076,1.1895649407912878,118.0908103718762,129.77490026611807,103.00950871222618,113.51241047036062,118.48072323485947,129.60066429680126,96.74037953765999,184.23426474625228,0.9522097475053417,101.59566187082883,1.2542674305040598,120.09563136467143,131.0851304042232,0.8722906413110558,0.8746869405223247,1.0033018052950555,0.9986573985496462,1.0169769433072897,1.010096175265158,1.019146407509215,0.9850792403133195,0.9665728427781487,1.0543917254906086
kx=10|ky=10|x=uniform|y=uniform|N=500|lam=5,uniform,uniform,uniform|uniform,10,10,10,500,1000,5.0,5.000000000000001,0.05000000000000001,0.0,0.006737946999085461,0.03368973499542732,81.0,85.7233112677219,203.46136137011112,72.23470879402306,1.186732980569791,0.8917865283212724,111.47708983274663,123.36663263263057,103.00950871222618,113.51241047036062,110.4554524490484,122.34809308889561,85.75611112031606,178.5129709008853,1.0408177829474514,82.39301107775721,1.017197667626632,108.85113923205766,119.85986633577673,0.9240419611489259,0.9201224678668622,0.9908354498199492,0.9917438003940009,0.9764440334365673,0.9715744344964289,1.0003826246572736,0.8773802047660397,0.8770446258666539,1.1406291027309392
kx=10|ky=13|x=uniform|y=zipf_a1p45_rect|N=442|lam=0.5,uniform,zipf_a1p45_rect,uniform|zipf_a1p45_rect,10,13,13,442,1000,0.5,0.5003776992023817,0.008605386989563967,0.38461538461538464,0.2844674896323292,0.24974063122259993,108.0,118.5718008646319,178.97912958904507,157.105155138071,0.7547288996368433,1.4546773623895464,140.36713851822614,150.62219857216425,133.25686170186816,145.09884441428903,141.40132711520326,151.8943219426287,120.74923017609218,177.53313221180582,0.7351315281799478,164.25527344072069,1.5208821614881545,143.4690232787296,153.8891269097024,0.9493451466531482,0.9633297468086756,1.0073677401127816,1.0084457894156615,1.0220983685586829,1.0216895541859519,1.0183638040038387,0.9919208603787525,0.9740338928768657,1.0455116720795434
kx=10|ky=13|x=uniform|y=zipf_a1p45_rect|N=883|lam=1,uniform,zipf_a1p45_rect,uniform|zipf_a1p45_rect,10,13,13,883,1000,1.0,0.9996233221622243,0.01719130477779408,0.07692307692307693,0.12882340994485558,0.18905371546997432,108.0,120.40515135532264,231.90502937310157,125.02877158023114,0.963019550088585,1.157673810928066,146.04644759830984,158.27584161130312,133.25686170186816,145.09884441428903,146.49997128310213,158.6353568129648,120.5747870223284,227.88610921280275,0.9449990119849937,127.5925006197182,1.1814120427751684,146.43252475479497,158.44453901543255,0.9124279562648555,0.9167466300424141,1.0031053386936166,1.002271447101476,1.0026435230903186,1.0010658443032874,1.001408873832193,0.9826699741218938,0.981287463892157,1.020505112599958
kx=10|ky=13|x=uniform|y=zipf_a1p45_rect|N=1767|lam=2,uniform,zipf_a1p45_rect,uniform|zipf_a1p45_rect,10,13,13,1767,1000,2.0,2.000378720566988,0.034402078756922014,0.0,0.03333106181842574,0.08463632929033862,108.0,115.72049912760365,253.68757727925174,105.57264223940334,1.096122031929336,0.9775244651796605,142.5151613894501,153.28394565302756,133.25686170186816,145.09884441428903,143.10493557171748,155.96134902067482,114.86331155790602,245.51469908685695,1.0687254953601337,107.47690782767371,0.9951565539599417,141.7931765514217,154.42309935987288,0.9350363877266233,0.9466017057176603,1.004138325891206,1.0174669523037188,0.9949339787360909,1.0074316569944246,0.9925926039365556,0.9677836877940683,0.9750059429779179,1.0180374910381815
kx=10|ky=13|x=uniform|y=zipf_a1p45_rect|N=4417|lam=5,uniform,zipf_a1p45_rect,uniform|zipf_a1p45_rect,10,13,13,4417,1000,5.0,5.0003807632962,0.08599546229163811,0.0,0.0009996904507053833,0.005542646828699461,108.0,110.22579695256563,222.58627173253214,109.16869418099411,1.0096832043242994,1.010821242416612,134.80961422330398,146.50458079222483,133.25686170186816,145.09884441428903,135.85923598197738,147.87035620227763,109.92457886349047,226.7062440340273,1.0311899594155454,106.59973738087324,0.9870346053784559,135.80669643325356,147.95098150970733,0.9884818858774881,0.990404829867201,1.0077859562518647,1.0093224075497664,1.0073962247848138,1.0098727337374782,0.9972672632232835,1.0185095525857313,1.0213004980167406,0.9764680083480551
kx=10|ky=10|x=one_rare_0p25|y=geom_q0p72|N=1322|lam=0.5,one_rare_0p25,geom_q0p72,one_rare_0p25|geom_q0p72,10,10,10,1322,1000,0.5,0.4999121933887993,0.04726143335200007,0.03,0.036594994256993786,0.06322629522225036,81.0,85.41590737555464,164.22971398933777,88.8496613135793,0.9613532129750519,1.0969093989330778,107.45707210385808,116.30342212567098,103.00950871222618,113.51241047036062,107.53029143809864,118.02111139664945,85.62099648995779,174.54447864893646,1.0192854895668506,84.00099615500537,1.0370493352469798,108.44786142552289,119.3152348722923,0.9586107893640234,0.9760023256040176,1.0006813821818055,1.014769034647342,1.0092203267990327,1.0258961661795896,1.0024010646342656,1.0628069331002328,1.0602611774838913,0.9454284339761136
kx=10|ky=10|x=one_rare_0p25|y=geom_q0p72|N=2644|lam=1,one_rare_0p25,geom_q0p72,one_rare_0p25|geom_q0p72,10,10,10,2644,1000,1.0,0.9998243867775986,0.09452286670400015,0.01,0.010044052247908407,0.019666339338525563,81.0,83.298205805354,169.7700586247669,81.74104605485333,1.0190499122002392,1.0091487167265842,106.45874605819606,117.10700071029177,103.00950871222618,113.51241047036062,105.8246609515039,116.56788981100549,82.85300591127013,170.22062582843728,1.0272447206727289,80.65556750392527,0.9957477469620404,105.41624327496261,116.18637345390499,0.9676002444732503,0.9693050781069552,0.9940438420499005,0.9953964246713143,0.9902074482197681,0.992138580522062,0.994655348338184,1.002653985086182,1.008041616386381,0.9867205204322974
