scenario_seed,scenario_id,rows,columns,n_p,n_q,target_mi,replicates,invalid_rate,fallback_rate,clipped_rate,median_root_iterations,median_saddlepoint_ms,p95_saddlepoint_ms,wald_analytic_valid_n,wald_analytic_fpr_10,wald_analytic_fpr_05,influence_saddlepoint_valid_n,influence_saddlepoint_fpr_10,influence_saddlepoint_fpr_05,route_lugannani_rice_rate,route_normal_near_mean_rate,route_normal_numerical_fallback_rate
2026072601,random_8x12_d3,8,12,19200,19200,0.03,2000,0.0,0.0,0.0,6.0,0.7320204749703407,0.8728660468477755,2000,0.09,0.0415,2000,0.09,0.0415,1.0,0.0,0.0
2026072601,random_8x12_d4,8,12,1920,3840,0.07,2000,0.0,0.0,0.0,5.0,0.6799580296501517,0.7583413680549711,2000,0.091,0.044,2000,0.091,0.044,1.0,0.0,0.0
2026072601,random_8x12_d5,8,12,960,3840,0.15,2000,0.0,0.0,0.0,5.0,0.6837085238657892,0.7588372158352286,2000,0.1115,0.0555,2000,0.1115,0.0555,1.0,0.0,0.0
2026072601,random_10x10_d0,10,10,10000,10000,0.03,2000,0.0,0.0,0.0,5.0,0.6858329870738089,0.7640731113497168,2000,0.0795,0.041,2000,0.0795,0.041,1.0,0.0,0.0
2026072601,random_10x10_d1,10,10,5000,10000,0.07,2000,0.0,0.0,0.0,5.0,0.6852290243841708,0.7560566766187548,2000,0.097,0.053,2000,0.097,0.053,1.0,0.0,0.0
2026072601,random_10x10_d2,10,10,2500,10000,0.15,2000,0.0,0.0,0.0,5.0,0.6882079760544002,0.7740124594420194,2000,0.1085,0.06,2000,0.1085,0.06,1.0,0.0,0.0
2026072601,random_10x10_d3,10,10,20000,20000,0.03,2000,0.0,0.0,0.0,6.0,0.743021082598716,0.9031837107613683,2000,0.0975,0.05,2000,0.0975,0.05,1.0,0.0,0.0
2026072601,random_10x10_d4,10,10,2000,4000,0.07,2000,0.0,0.0,0.0,5.0,0.6878329440951347,0.7622111064847559,2000,0.0765,0.0385,2000,0.0775,0.0385,1.0,0.0,0.0
2026072601,random_10x10_d5,10,10,1000,4000,0.15,2000,0.0,0.0,0.0,5.0,0.6912294775247574,0.7732433849014342,2000,0.107,0.058,2000,0.107,0.0575,1.0,0.0,0.0
2026072601,random_10x15_d0,10,15,15000,15000,0.03,2000,0.0,0.0,0.0,5.0,0.71177096106112,0.8133918046951293,2000,0.0995,0.0395,2000,0.0995,0.04,1.0,0.0,0.0
2026072601,random_10x15_d1,10,15,7500,15000,0.07,2000,0.0,0.0,0.0,5.0,0.6961874896660447,0.7663402066100389,2000,0.088,0.0415,2000,0.088,0.0415,1.0,0.0,0.0
2026072601,random_10x15_d2,10,15,3750,15000,0.15,2000,0.0,0.0,0.0,5.0,0.7052499568089843,0.7886374834924935,2000,0.1045,0.05,2000,0.1045,0.05,1.0,0.0,0.0
2026072601,random_10x15_d3,10,15,30000,30000,0.03,2000,0.0,0.0,0.0,6.0,0.761562492698431,0.9328895772341639,2000,0.089,0.0435,2000,0.089,0.0435,1.0,0.0,0.0
2026072601,random_10x15_d4,10,15,3000,6000,0.07,2000,0.0,0.0,0.0,5.0,0.7012084824964404,0.7727521006017923,2000,0.1085,0.0535,2000,0.1085,0.0535,1.0,0.0,0.0
2026072601,random_10x15_d5,10,15,1500,6000,0.15,2000,0.0,0.0,0.0,5.0,0.6988330278545618,0.7906246755737811,2000,0.1075,0.051,2000,0.1075,0.052,1.0,0.0,0.0
2026072601,random_20x20_d0,20,20,40000,40000,0.03,2000,0.0,0.0,0.0,5.0,0.776417029555887,0.9065976366400718,2000,0.0845,0.0405,2000,0.0845,0.0405,1.0,0.0,0.0
2026072601,random_20x20_d1,20,20,20000,40000,0.07,2000,0.0,0.0,0.0,5.0,0.7658334798179567,0.8696354110725224,2000,0.094,0.039,2000,0.094,0.039,1.0,0.0,0.0
2026072601,random_20x20_d2,20,20,10000,40000,0.15,2000,0.0,0.0005,0.0,5.0,0.7680415292270482,0.8587563235778362,2000,0.103,0.0535,2000,0.1025,0.0535,0.9995,0.0,0.0005
2026072601,random_20x20_d3,20,20,80000,80000,0.03,2000,0.0,0.0005,0.0,6.0,0.8347085095010698,1.0341270884964615,2000,0.083,0.0415,2000,0.083,0.0415,0.9995,0.0,0.0005
2026072601,random_20x20_d4,20,20,8000,16000,0.07,2000,0.0,0.0,0.0,5.0,0.7642084965482354,0.8475020353216678,2000,0.0895,0.0435,2000,0.0895,0.0435,1.0,0.0,0.0
2026072601,random_20x20_d5,20,20,4000,16000,0.15,2000,0.0,0.0,0.0,5.0,0.7713540107943118,0.8615944883786142,2000,0.106,0.0545,2000,0.1065,0.0545,1.0,0.0,0.0
