scenario_seed,scenario_id,rows,columns,n_p,n_q,target_mi,replicates,invalid_rate,fallback_rate,clipped_rate,median_root_iterations,median_saddlepoint_ms,p95_saddlepoint_ms,wald_analytic_valid_n,wald_analytic_fpr_10,wald_analytic_fpr_05,influence_saddlepoint_valid_n,influence_saddlepoint_fpr_10,influence_saddlepoint_fpr_05,route_lugannani_rice_rate,route_normal_near_mean_rate,route_normal_numerical_fallback_rate
2026072601,random_5x10_d5,5,10,500,2000,0.15,2000,0.0,0.0,0.0,5.0,0.6665205000899732,0.7604610465932637,2000,0.106,0.0545,2000,0.1055,0.0545,1.0,0.0,0.0
2026072601,random_8x8_d0,8,8,6400,6400,0.03,2000,0.0,0.0,0.0,5.0,0.6701669772155583,0.7422277762088925,2000,0.096,0.0465,2000,0.096,0.0465,1.0,0.0,0.0
2026072601,random_8x8_d1,8,8,3200,6400,0.07,2000,0.0,0.0,0.0,5.0,0.6619790219701827,0.7466691371519119,2000,0.0985,0.043,2000,0.0985,0.043,1.0,0.0,0.0
2026072601,random_8x8_d2,8,8,1600,6400,0.15,2000,0.0,0.0,0.0,5.0,0.674750073812902,0.7511733158025891,2000,0.094,0.0525,2000,0.0935,0.053,1.0,0.0,0.0
2026072601,random_8x8_d3,8,8,12800,12800,0.03,2000,0.0,0.0,0.0,5.0,0.6842290167696774,0.798843486700207,2000,0.0975,0.046,2000,0.0975,0.046,1.0,0.0,0.0
2026072601,random_8x8_d4,8,8,1280,2560,0.07,2000,0.0,0.0,0.0,5.0,0.6845419993624091,0.8257558743935077,2000,0.089,0.039,2000,0.089,0.04,1.0,0.0,0.0
2026072601,random_8x8_d5,8,8,640,2560,0.15,2000,0.0,0.0,0.0,5.0,0.6805415032431483,0.7582100864965469,2000,0.1095,0.054,2000,0.1095,0.0545,1.0,0.0,0.0
2026072601,random_8x12_d0,8,12,9600,9600,0.03,2000,0.0,0.0,0.0,5.0,0.6789579056203365,0.7515020726714283,2000,0.0895,0.035,2000,0.0895,0.035,1.0,0.0,0.0
2026072601,random_8x12_d1,8,12,4800,9600,0.07,2000,0.0,0.0005,0.0,5.0,0.6812294595874846,0.7655125111341475,2000,0.1,0.047,2000,0.1005,0.047,0.9995,0.0005,0.0
2026072601,random_8x12_d2,8,12,2400,9600,0.15,2000,0.0,0.0,0.0,5.0,0.6821459974162281,0.764683703891933,2000,0.1,0.05,2000,0.1,0.05,1.0,0.0,0.0
