scenario_id,shape_index,design_index,rows,columns,n_p,n_q,target_mi,margin_alpha_p,margin_alpha_q,association_p,association_q,generation_attempts,true_mi_p,true_mi_q,true_delta,distribution_l1,population_variance_p,population_variance_q,pooled_mixture_mi,pooled_mixture_variance,min_probability_p,min_probability_q,min_joint_expected_p,min_joint_expected_q,independence_expected_below_1_p,independence_expected_below_1_q,independence_expected_below_5_p,independence_expected_below_5_q,is_permutation_anchor,regime,regime_label,variant,cells,observations_per_cell_p,observations_per_cell_q,sample_size_ratio_q_to_p,minimum_joint_expected_pair,joint_expected_below_1_p,joint_expected_below_1_q,joint_expected_below_5_p,joint_expected_below_5_q,minimum_row_expected_p,minimum_row_expected_q,minimum_column_expected_p,minimum_column_expected_q,maximum_row_margin_p,maximum_column_margin_p,maximum_row_margin_q,maximum_column_margin_q,probability_p_json,probability_q_json,simulation_seed,replicates,estimator_valid_replicates,estimator_valid_rate,mean_delta_error,empirical_delta_sd,mean_standard_error,mean_sample_zero_fraction_p,mean_sample_zero_fraction_q,mean_sample_expected_below_1_p,mean_sample_expected_below_1_q,mean_sample_expected_below_5_p,mean_sample_expected_below_5_q,mean_sample_minimum_expected_p,mean_sample_minimum_expected_q,mean_sample_empty_row_fraction_p,mean_sample_empty_row_fraction_q,mean_sample_empty_column_fraction_p,mean_sample_empty_column_fraction_q,mean_sample_has_empty_margin_p,mean_sample_has_empty_margin_q,method,method_label,valid_replicates,valid_rate,coverage_95,median_effective_df,p05_effective_df,fpr_10,fpr_10_low,fpr_10_high,absolute_fpr_error_10,fpr_05,fpr_05_low,fpr_05_high,absolute_fpr_error_05,fpr_01,fpr_01_low,fpr_01_high,absolute_fpr_error_01
adversarial_2x5_d10,1,10,2,5,120,120,0.03,0.35,0.35,0.43001020921729116,0.7711302402751856,1,0.029999999999999916,0.030000000000000027,-1.1102230246251565e-16,1.1268653752224953,0.05893915474148256,0.04865774885222614,0.05088231306795099,0.07748367632710695,7.299671198873823e-05,2.3488397547243842e-05,0.008759605438648588,0.002818607705669261,0.3,0.2,0.6,0.7,False,widespread_sparse,Widespread sparsity,variant_1,10,12.0,12.0,1.0,0.002818607705669261,0.3,0.4,0.5,0.6,25.84203454046358,7.25422543101387,0.13598334254443925,1.467225547711617,0.7846497121628037,0.6589724505033888,0.9395481214082178,0.3750368860339409,"[[0.004187503894273822, 0.010981361808255886, 0.06937566711315656, 0.1307327583095215, 7.299671198873823e-05], [0.03130784581037342, 0.13092947253373127, 0.09311250381561659, 0.5282396921938673, 0.0010601978092149222]]","[[0.007685924235544465, 2.3488397547243842e-05, 0.0005856157770027249, 0.0497801710432553, 0.002376679138432517], [0.254082097128404, 0.012651514167149824, 0.011641263787260749, 0.3252567149906856, 0.3359165313347176]]",3155669485,300,300,1.0,0.0027173101240075444,0.028069607472346554,0.029451990052557633,0.2693333333333333,0.3509999999999999,0.26533333333333337,0.32899999999999996,0.5479999999999999,0.6946666666666669,0.034249999999999996,0.049888888888888885,0.0,0.0,0.17399999999999996,0.08800000000000001,0.8566666666666667,0.38666666666666666,normal_wald,Normal Wald,300,1.0,0.97,,,0.1,0.07094791459501534,0.1391664623846215,0.0,0.03,0.01586185380943231,0.05602253914164096,0.020000000000000004,0.006666666666666667,0.0018301483579117855,0.023977583250306973,0.003333333333333333
adversarial_2x5_d10,1,10,2,5,120,120,0.03,0.35,0.35,0.43001020921729116,0.7711302402751856,1,0.029999999999999916,0.030000000000000027,-1.1102230246251565e-16,1.1268653752224953,0.05893915474148256,0.04865774885222614,0.05088231306795099,0.07748367632710695,7.299671198873823e-05,2.3488397547243842e-05,0.008759605438648588,0.002818607705669261,0.3,0.2,0.6,0.7,False,widespread_sparse,Widespread sparsity,variant_1,10,12.0,12.0,1.0,0.002818607705669261,0.3,0.4,0.5,0.6,25.84203454046358,7.25422543101387,0.13598334254443925,1.467225547711617,0.7846497121628037,0.6589724505033888,0.9395481214082178,0.3750368860339409,"[[0.004187503894273822, 0.010981361808255886, 0.06937566711315656, 0.1307327583095215, 7.299671198873823e-05], [0.03130784581037342, 0.13092947253373127, 0.09311250381561659, 0.5282396921938673, 0.0010601978092149222]]","[[0.007685924235544465, 2.3488397547243842e-05, 0.0005856157770027249, 0.0497801710432553, 0.002376679138432517], [0.254082097128404, 0.012651514167149824, 0.011641263787260749, 0.3252567149906856, 0.3359165313347176]]",3155669485,300,300,1.0,0.0027173101240075444,0.028069607472346554,0.029451990052557633,0.2693333333333333,0.3509999999999999,0.26533333333333337,0.32899999999999996,0.5479999999999999,0.6946666666666669,0.034249999999999996,0.049888888888888885,0.0,0.0,0.17399999999999996,0.08800000000000001,0.8566666666666667,0.38666666666666666,simple_welch,Simple Welch,300,1.0,0.97,213.03389346124953,149.47149032624802,0.1,0.07094791459501534,0.1391664623846215,0.0,0.03,0.01586185380943231,0.05602253914164096,0.020000000000000004,0.006666666666666667,0.0018301483579117855,0.023977583250306973,0.003333333333333333
adversarial_2x5_d10,1,10,2,5,120,120,0.03,0.35,0.35,0.43001020921729116,0.7711302402751856,1,0.029999999999999916,0.030000000000000027,-1.1102230246251565e-16,1.1268653752224953,0.05893915474148256,0.04865774885222614,0.05088231306795099,0.07748367632710695,7.299671198873823e-05,2.3488397547243842e-05,0.008759605438648588,0.002818607705669261,0.3,0.2,0.6,0.7,False,widespread_sparse,Widespread sparsity,variant_1,10,12.0,12.0,1.0,0.002818607705669261,0.3,0.4,0.5,0.6,25.84203454046358,7.25422543101387,0.13598334254443925,1.467225547711617,0.7846497121628037,0.6589724505033888,0.9395481214082178,0.3750368860339409,"[[0.004187503894273822, 0.010981361808255886, 0.06937566711315656, 0.1307327583095215, 7.299671198873823e-05], [0.03130784581037342, 0.13092947253373127, 0.09311250381561659, 0.5282396921938673, 0.0010601978092149222]]","[[0.007685924235544465, 2.3488397547243842e-05, 0.0005856157770027249, 0.0497801710432553, 0.002376679138432517], [0.254082097128404, 0.012651514167149824, 0.011641263787260749, 0.3252567149906856, 0.3359165313347176]]",3155669485,300,300,1.0,0.0027173101240075444,0.028069607472346554,0.029451990052557633,0.2693333333333333,0.3509999999999999,0.26533333333333337,0.32899999999999996,0.5479999999999999,0.6946666666666669,0.034249999999999996,0.049888888888888885,0.0,0.0,0.17399999999999996,0.08800000000000001,0.8566666666666667,0.38666666666666666,expanded_welch,Expanded Welch,300,1.0,0.99,8.580545035795307,3.5667243093701066,0.06,0.03828636952469206,0.09283944515290846,0.04000000000000001,0.01,0.003406618437715286,0.02898349336233983,0.04,0.0,0.0,0.012642971224546036,0.01
adversarial_2x5_d11,1,11,2,5,169,169,0.03,0.5,0.25,0.7169664361111784,0.6155757630992644,1,0.029999999999999583,0.029999999999999805,-2.220446049250313e-16,1.043222990299891,0.039335556820403635,0.07258177451789678,0.031217394641132268,0.0575673768793068,0.0008075693529363261,0.0003664681475589525,0.1364792206462391,0.06193311693746298,0.3,0.3,0.6,0.6,False,widespread_sparse,Widespread sparsity,variant_2,10,16.9,16.9,1.0,0.06193311693746298,0.5,0.4,0.6,0.6,12.903863156758929,7.140947257386027,0.6287148288977737,0.36808264451917855,0.9236457801375212,0.5226878253248717,0.9577458742166508,0.4048708048833287,"[[0.0015972290086501714, 0.0042898430767388755, 0.002385624532620356, 0.0008075693529363261, 0.06727395389153314], [0.2707725163551353, 0.17919547345293316, 0.015351282160898061, 0.002912636735216181, 0.45541387143333856]]","[[0.005614962366010608, 0.005925326208041312, 0.0012839508938235487, 0.029063418167914846, 0.0003664681475589525], [0.3474907710344424, 0.3989454786752874, 0.06762368378658924, 0.14187440505416776, 0.0018115356661639974]]",3915028103,300,300,1.0,0.0015667012567678643,0.02712007767536394,0.02507895951801401,0.3506666666666666,0.32466666666666666,0.30866666666666664,0.33599999999999997,0.6033333333333334,0.598,0.04055226824457594,0.016252465483234713,0.0,0.0,0.12066666666666666,0.13666666666666663,0.5833333333333334,0.6833333333333333,normal_wald,Normal Wald,300,1.0,0.9166666666666666,,,0.12333333333333334,0.09081731429366793,0.16537372402882342,0.02333333333333333,0.08333333333333333,0.05708087405639428,0.12012160196406077,0.033333333333333326,0.023333333333333334,0.011347660299125234,0.04737197226827532,0.013333333333333334
adversarial_2x5_d11,1,11,2,5,169,169,0.03,0.5,0.25,0.7169664361111784,0.6155757630992644,1,0.029999999999999583,0.029999999999999805,-2.220446049250313e-16,1.043222990299891,0.039335556820403635,0.07258177451789678,0.031217394641132268,0.0575673768793068,0.0008075693529363261,0.0003664681475589525,0.1364792206462391,0.06193311693746298,0.3,0.3,0.6,0.6,False,widespread_sparse,Widespread sparsity,variant_2,10,16.9,16.9,1.0,0.06193311693746298,0.5,0.4,0.6,0.6,12.903863156758929,7.140947257386027,0.6287148288977737,0.36808264451917855,0.9236457801375212,0.5226878253248717,0.9577458742166508,0.4048708048833287,"[[0.0015972290086501714, 0.0042898430767388755, 0.002385624532620356, 0.0008075693529363261, 0.06727395389153314], [0.2707725163551353, 0.17919547345293316, 0.015351282160898061, 0.002912636735216181, 0.45541387143333856]]","[[0.005614962366010608, 0.005925326208041312, 0.0012839508938235487, 0.029063418167914846, 0.0003664681475589525], [0.3474907710344424, 0.3989454786752874, 0.06762368378658924, 0.14187440505416776, 0.0018115356661639974]]",3915028103,300,300,1.0,0.0015667012567678643,0.02712007767536394,0.02507895951801401,0.3506666666666666,0.32466666666666666,0.30866666666666664,0.33599999999999997,0.6033333333333334,0.598,0.04055226824457594,0.016252465483234713,0.0,0.0,0.12066666666666666,0.13666666666666663,0.5833333333333334,0.6833333333333333,simple_welch,Simple Welch,300,1.0,0.92,298.54343375580027,214.49094441112987,0.12333333333333334,0.09081731429366793,0.16537372402882342,0.02333333333333333,0.08,0.054346855395144764,0.11627324043347391,0.03,0.023333333333333334,0.011347660299125234,0.04737197226827532,0.013333333333333334
adversarial_2x5_d11,1,11,2,5,169,169,0.03,0.5,0.25,0.7169664361111784,0.6155757630992644,1,0.029999999999999583,0.029999999999999805,-2.220446049250313e-16,1.043222990299891,0.039335556820403635,0.07258177451789678,0.031217394641132268,0.0575673768793068,0.0008075693529363261,0.0003664681475589525,0.1364792206462391,0.06193311693746298,0.3,0.3,0.6,0.6,False,widespread_sparse,Widespread sparsity,variant_2,10,16.9,16.9,1.0,0.06193311693746298,0.5,0.4,0.6,0.6,12.903863156758929,7.140947257386027,0.6287148288977737,0.36808264451917855,0.9236457801375212,0.5226878253248717,0.9577458742166508,0.4048708048833287,"[[0.0015972290086501714, 0.0042898430767388755, 0.002385624532620356, 0.0008075693529363261, 0.06727395389153314], [0.2707725163551353, 0.17919547345293316, 0.015351282160898061, 0.002912636735216181, 0.45541387143333856]]","[[0.005614962366010608, 0.005925326208041312, 0.0012839508938235487, 0.029063418167914846, 0.0003664681475589525], [0.3474907710344424, 0.3989454786752874, 0.06762368378658924, 0.14187440505416776, 0.0018115356661639974]]",3915028103,300,300,1.0,0.0015667012567678643,0.02712007767536394,0.02507895951801401,0.3506666666666666,0.32466666666666666,0.30866666666666664,0.33599999999999997,0.6033333333333334,0.598,0.04055226824457594,0.016252465483234713,0.0,0.0,0.12066666666666666,0.13666666666666663,0.5833333333333334,0.6833333333333333,expanded_welch,Expanded Welch,300,1.0,0.9566666666666667,10.137196711712933,4.540428890789319,0.09666666666666666,0.06815029481828933,0.13538170196951116,0.003333333333333341,0.043333333333333335,0.025496448084407243,0.07271746563401146,0.006666666666666668,0.01,0.003406618437715286,0.02898349336233983,0.0
adversarial_2x5_d12,1,12,2,5,250,250,0.07,50.0,0.35,0.3835591557151723,0.894486080566181,3,0.06999999999999962,0.07000000000000006,-4.440892098500626e-16,1.0767224169655676,0.1254677204865362,0.12120630977813635,0.07821104639569443,0.1286884498690913,0.05253903080379319,4.391701891861014e-05,13.134757700948297,0.010979254729652535,0.0,0.2,0.0,0.4,False,shape_mismatch,Equal-MI shape mismatch,variant_1,10,25.0,25.0,1.0,0.010979254729652535,0.0,0.3,0.0,0.4,114.61597184965935,30.514934221955833,36.66143785598286,0.19970025229020721,0.5415361126013628,0.23907953006367977,0.8779402631121765,0.5717731274042993,"[[0.09188696105378714, 0.14493068921649288, 0.05253903080379319, 0.18490629046210955, 0.06727314106518002], [0.07512306509539929, 0.09078507806281544, 0.15900989428010098, 0.05417323960157022, 0.07937261035875141]]","[[0.05229691000315872, 0.0007548839902422187, 0.2219156044946423, 0.553890925254044, 0.049081939370089325], [0.00019541145972519662, 4.391701891861014e-05, 0.07709307921137165, 0.017882202150255294, 0.02684512704755258]]",1035720000,300,300,1.0,0.006121555352036306,0.030713778272430624,0.03225044897963139,0.0,0.275,0.0,0.20799999999999996,0.0,0.4019999999999999,16.082520000000002,0.02450666666666667,0.0,0.0,0.0,0.16066666666666662,0.0,0.8033333333333333,normal_wald,Normal Wald,300,1.0,0.9566666666666667,,,0.08666666666666667,0.05982889751804312,0.12395595869424827,0.013333333333333336,0.043333333333333335,0.025496448084407243,0.07271746563401146,0.006666666666666668,0.006666666666666667,0.0018301483579117855,0.023977583250306973,0.003333333333333333
adversarial_2x5_d12,1,12,2,5,250,250,0.07,50.0,0.35,0.3835591557151723,0.894486080566181,3,0.06999999999999962,0.07000000000000006,-4.440892098500626e-16,1.0767224169655676,0.1254677204865362,0.12120630977813635,0.07821104639569443,0.1286884498690913,0.05253903080379319,4.391701891861014e-05,13.134757700948297,0.010979254729652535,0.0,0.2,0.0,0.4,False,shape_mismatch,Equal-MI shape mismatch,variant_1,10,25.0,25.0,1.0,0.010979254729652535,0.0,0.3,0.0,0.4,114.61597184965935,30.514934221955833,36.66143785598286,0.19970025229020721,0.5415361126013628,0.23907953006367977,0.8779402631121765,0.5717731274042993,"[[0.09188696105378714, 0.14493068921649288, 0.05253903080379319, 0.18490629046210955, 0.06727314106518002], [0.07512306509539929, 0.09078507806281544, 0.15900989428010098, 0.05417323960157022, 0.07937261035875141]]","[[0.05229691000315872, 0.0007548839902422187, 0.2219156044946423, 0.553890925254044, 0.049081939370089325], [0.00019541145972519662, 4.391701891861014e-05, 0.07709307921137165, 0.017882202150255294, 0.02684512704755258]]",1035720000,300,300,1.0,0.006121555352036306,0.030713778272430624,0.03225044897963139,0.0,0.275,0.0,0.20799999999999996,0.0,0.4019999999999999,16.082520000000002,0.02450666666666667,0.0,0.0,0.0,0.16066666666666662,0.0,0.8033333333333333,simple_welch,Simple Welch,300,1.0,0.9566666666666667,490.46103562015145,435.7857178563921,0.08666666666666667,0.05982889751804312,0.12395595869424827,0.013333333333333336,0.043333333333333335,0.025496448084407243,0.07271746563401146,0.006666666666666668,0.006666666666666667,0.0018301483579117855,0.023977583250306973,0.003333333333333333
adversarial_2x5_d12,1,12,2,5,250,250,0.07,50.0,0.35,0.3835591557151723,0.894486080566181,3,0.06999999999999962,0.07000000000000006,-4.440892098500626e-16,1.0767224169655676,0.1254677204865362,0.12120630977813635,0.07821104639569443,0.1286884498690913,0.05253903080379319,4.391701891861014e-05,13.134757700948297,0.010979254729652535,0.0,0.2,0.0,0.4,False,shape_mismatch,Equal-MI shape mismatch,variant_1,10,25.0,25.0,1.0,0.010979254729652535,0.0,0.3,0.0,0.4,114.61597184965935,30.514934221955833,36.66143785598286,0.19970025229020721,0.5415361126013628,0.23907953006367977,0.8779402631121765,0.5717731274042993,"[[0.09188696105378714, 0.14493068921649288, 0.05253903080379319, 0.18490629046210955, 0.06727314106518002], [0.07512306509539929, 0.09078507806281544, 0.15900989428010098, 0.05417323960157022, 0.07937261035875141]]","[[0.05229691000315872, 0.0007548839902422187, 0.2219156044946423, 0.553890925254044, 0.049081939370089325], [0.00019541145972519662, 4.391701891861014e-05, 0.07709307921137165, 0.017882202150255294, 0.02684512704755258]]",1035720000,300,300,1.0,0.006121555352036306,0.030713778272430624,0.03225044897963139,0.0,0.275,0.0,0.20799999999999996,0.0,0.4019999999999999,16.082520000000002,0.02450666666666667,0.0,0.0,0.0,0.16066666666666662,0.0,0.8033333333333333,expanded_welch,Expanded Welch,300,1.0,0.96,57.3029793001723,30.30852309041859,0.08666666666666667,0.05982889751804312,0.12395595869424827,0.013333333333333336,0.04,0.023027321487942308,0.06860421203864003,0.010000000000000002,0.0033333333333333335,0.0005886577218511581,0.018636693694531237,0.006666666666666666
adversarial_2x5_d13,1,13,2,5,500,500,0.15,50.0,0.35,0.7505213169982107,2.6215642315535908,1,0.15000000000000036,0.14999999999999936,9.992007221626409e-16,1.131415835189224,0.20411449578352,0.2802323967363435,0.14076282426457642,0.2532513408842878,0.008826762213411513,1.124446412013287e-06,4.4133811067057565,0.0005622232060066435,0.0,0.0,0.0,0.3,False,shape_mismatch,Equal-MI shape mismatch,variant_2,10,50.0,50.0,1.0,0.0005622232060066435,0.0,0.2,0.1,0.4,245.3772139698988,52.26784396466757,93.31152258450587,17.087858809252452,0.5092455720602024,0.23161650784143314,0.895464312070665,0.6041887404624287,"[[0.048923177661835245, 0.05522797999171272, 0.09882767535377163, 0.10992076769369526, 0.17785482723878274], [0.1376998675071765, 0.17638852784972042, 0.0963067977045383, 0.0900236167853556, 0.008826762213411513]]","[[1.124446412013287e-06, 4.194204880225223e-05, 0.04331786663629297, 0.05406373128306968, 0.007111023514758212], [0.22060577708985615, 0.08410986418706735, 0.5608708738261357, 0.0028131028638591414, 0.0270646941037467]]",127500412,300,300,1.0,0.005892760951825453,0.03126833474669017,0.030859814937616192,0.0020000000000000005,0.2253333333333333,0.0,0.005666666666666666,0.0,0.279,41.303619999999995,1.7301133333333334,0.0,0.0,0.0,0.0,0.0,0.0,normal_wald,Normal Wald,300,1.0,0.9366666666666666,,,0.10666666666666667,0.07657584904594215,0.1467032883173674,0.006666666666666668,0.06333333333333334,0.04091688238391527,0.09679131248552161,0.013333333333333336,0.016666666666666666,0.007139477350633337,0.0384153948330945,0.006666666666666666
adversarial_2x5_d13,1,13,2,5,500,500,0.15,50.0,0.35,0.7505213169982107,2.6215642315535908,1,0.15000000000000036,0.14999999999999936,9.992007221626409e-16,1.131415835189224,0.20411449578352,0.2802323967363435,0.14076282426457642,0.2532513408842878,0.008826762213411513,1.124446412013287e-06,4.4133811067057565,0.0005622232060066435,0.0,0.0,0.0,0.3,False,shape_mismatch,Equal-MI shape mismatch,variant_2,10,50.0,50.0,1.0,0.0005622232060066435,0.0,0.2,0.1,0.4,245.3772139698988,52.26784396466757,93.31152258450587,17.087858809252452,0.5092455720602024,0.23161650784143314,0.895464312070665,0.6041887404624287,"[[0.048923177661835245, 0.05522797999171272, 0.09882767535377163, 0.10992076769369526, 0.17785482723878274], [0.1376998675071765, 0.17638852784972042, 0.0963067977045383, 0.0900236167853556, 0.008826762213411513]]","[[1.124446412013287e-06, 4.194204880225223e-05, 0.04331786663629297, 0.05406373128306968, 0.007111023514758212], [0.22060577708985615, 0.08410986418706735, 0.5608708738261357, 0.0028131028638591414, 0.0270646941037467]]",127500412,300,300,1.0,0.005892760951825453,0.03126833474669017,0.030859814937616192,0.0020000000000000005,0.2253333333333333,0.0,0.005666666666666666,0.0,0.279,41.303619999999995,1.7301133333333334,0.0,0.0,0.0,0.0,0.0,0.0,simple_welch,Simple Welch,300,1.0,0.9366666666666666,979.6621552560041,931.7234661064072,0.10333333333333333,0.07375658473854116,0.14294017243293203,0.003333333333333327,0.06333333333333334,0.04091688238391527,0.09679131248552161,0.013333333333333336,0.016666666666666666,0.007139477350633337,0.0384153948330945,0.006666666666666666
adversarial_2x5_d13,1,13,2,5,500,500,0.15,50.0,0.35,0.7505213169982107,2.6215642315535908,1,0.15000000000000036,0.14999999999999936,9.992007221626409e-16,1.131415835189224,0.20411449578352,0.2802323967363435,0.14076282426457642,0.2532513408842878,0.008826762213411513,1.124446412013287e-06,4.4133811067057565,0.0005622232060066435,0.0,0.0,0.0,0.3,False,shape_mismatch,Equal-MI shape mismatch,variant_2,10,50.0,50.0,1.0,0.0005622232060066435,0.0,0.2,0.1,0.4,245.3772139698988,52.26784396466757,93.31152258450587,17.087858809252452,0.5092455720602024,0.23161650784143314,0.895464312070665,0.6041887404624287,"[[0.048923177661835245, 0.05522797999171272, 0.09882767535377163, 0.10992076769369526, 0.17785482723878274], [0.1376998675071765, 0.17638852784972042, 0.0963067977045383, 0.0900236167853556, 0.008826762213411513]]","[[1.124446412013287e-06, 4.194204880225223e-05, 0.04331786663629297, 0.05406373128306968, 0.007111023514758212], [0.22060577708985615, 0.08410986418706735, 0.5608708738261357, 0.0028131028638591414, 0.0270646941037467]]",127500412,300,300,1.0,0.005892760951825453,0.03126833474669017,0.030859814937616192,0.0020000000000000005,0.2253333333333333,0.0,0.005666666666666666,0.0,0.279,41.303619999999995,1.7301133333333334,0.0,0.0,0.0,0.0,0.0,0.0,expanded_welch,Expanded Welch,300,1.0,0.9366666666666666,255.85850682622288,168.89666694191015,0.10333333333333333,0.07375658473854116,0.14294017243293203,0.003333333333333327,0.06333333333333334,0.04091688238391527,0.09679131248552161,0.013333333333333336,0.016666666666666666,0.007139477350633337,0.0384153948330945,0.006666666666666666
adversarial_2x5_d14,1,14,2,5,250,2500,0.07,5.0,1.0,0.4018696531872349,0.6161960908358293,1,0.07000000000000028,0.07000000000000006,2.220446049250313e-16,1.0853562902606089,0.1273353470406513,0.14607235931783485,0.05452717237617444,0.11840723381308435,0.0432664249365677,0.0007524073727036203,10.816606234141926,1.8810184317590508,0.0,0.0,0.0,0.0,False,extreme_imbalance,Extreme sample imbalance,variant_1,10,25.0,250.0,10.0,1.8810184317590508,0.0,0.0,0.0,0.2,90.86366744723674,231.76362157986364,36.54359570407395,111.73961351524353,0.6365453302110531,0.3133826502349185,0.9072945513680546,0.4651158648047379,"[[0.051602397950594486, 0.059967224169224766, 0.09901868797722371, 0.0432664249365677, 0.10959993475533628], [0.261780252284324, 0.09678227268431132, 0.0471556948390721, 0.11503176396293854, 0.11579534644040708]]","[[0.001222069806701229, 0.01113304378912335, 0.06949199457671733, 0.0007524073727036203, 0.010105933086699926], [0.060939654240565855, 0.19816046311340346, 0.14924106426265352, 0.04394343803339379, 0.45500993171803794]]",2766434811,300,300,1.0,0.0013136437594459742,0.024075425176084134,0.024748096694908087,0.0,0.023,0.0,0.0,0.0,0.0,11.992346666666668,10.280204,0.0,0.0,0.0,0.0,0.0,0.0,normal_wald,Normal Wald,300,1.0,0.9566666666666667,,,0.1,0.07094791459501534,0.1391664623846215,0.0,0.043333333333333335,0.025496448084407243,0.07271746563401146,0.006666666666666668,0.006666666666666667,0.0018301483579117855,0.023977583250306973,0.003333333333333333
adversarial_2x5_d14,1,14,2,5,250,2500,0.07,5.0,1.0,0.4018696531872349,0.6161960908358293,1,0.07000000000000028,0.07000000000000006,2.220446049250313e-16,1.0853562902606089,0.1273353470406513,0.14607235931783485,0.05452717237617444,0.11840723381308435,0.0432664249365677,0.0007524073727036203,10.816606234141926,1.8810184317590508,0.0,0.0,0.0,0.0,False,extreme_imbalance,Extreme sample imbalance,variant_1,10,25.0,250.0,10.0,1.8810184317590508,0.0,0.0,0.0,0.2,90.86366744723674,231.76362157986364,36.54359570407395,111.73961351524353,0.6365453302110531,0.3133826502349185,0.9072945513680546,0.4651158648047379,"[[0.051602397950594486, 0.059967224169224766, 0.09901868797722371, 0.0432664249365677, 0.10959993475533628], [0.261780252284324, 0.09678227268431132, 0.0471556948390721, 0.11503176396293854, 0.11579534644040708]]","[[0.001222069806701229, 0.01113304378912335, 0.06949199457671733, 0.0007524073727036203, 0.010105933086699926], [0.060939654240565855, 0.19816046311340346, 0.14924106426265352, 0.04394343803339379, 0.45500993171803794]]",2766434811,300,300,1.0,0.0013136437594459742,0.024075425176084134,0.024748096694908087,0.0,0.023,0.0,0.0,0.0,0.0,11.992346666666668,10.280204,0.0,0.0,0.0,0.0,0.0,0.0,simple_welch,Simple Welch,300,1.0,0.9566666666666667,304.0710475251119,283.6262355580598,0.1,0.07094791459501534,0.1391664623846215,0.0,0.043333333333333335,0.025496448084407243,0.07271746563401146,0.006666666666666668,0.006666666666666667,0.0018301483579117855,0.023977583250306973,0.003333333333333333
adversarial_2x5_d14,1,14,2,5,250,2500,0.07,5.0,1.0,0.4018696531872349,0.6161960908358293,1,0.07000000000000028,0.07000000000000006,2.220446049250313e-16,1.0853562902606089,0.1273353470406513,0.14607235931783485,0.05452717237617444,0.11840723381308435,0.0432664249365677,0.0007524073727036203,10.816606234141926,1.8810184317590508,0.0,0.0,0.0,0.0,False,extreme_imbalance,Extreme sample imbalance,variant_1,10,25.0,250.0,10.0,1.8810184317590508,0.0,0.0,0.0,0.2,90.86366744723674,231.76362157986364,36.54359570407395,111.73961351524353,0.6365453302110531,0.3133826502349185,0.9072945513680546,0.4651158648047379,"[[0.051602397950594486, 0.059967224169224766, 0.09901868797722371, 0.0432664249365677, 0.10959993475533628], [0.261780252284324, 0.09678227268431132, 0.0471556948390721, 0.11503176396293854, 0.11579534644040708]]","[[0.001222069806701229, 0.01113304378912335, 0.06949199457671733, 0.0007524073727036203, 0.010105933086699926], [0.060939654240565855, 0.19816046311340346, 0.14924106426265352, 0.04394343803339379, 0.45500993171803794]]",2766434811,300,300,1.0,0.0013136437594459742,0.024075425176084134,0.024748096694908087,0.0,0.023,0.0,0.0,0.0,0.0,11.992346666666668,10.280204,0.0,0.0,0.0,0.0,0.0,0.0,expanded_welch,Expanded Welch,300,1.0,0.9666666666666667,34.46521405243857,19.255834724777458,0.09,0.06259022560547939,0.12777701079864837,0.010000000000000009,0.03333333333333333,0.01820494733885481,0.06026182580405482,0.01666666666666667,0.0033333333333333335,0.0005886577218511581,0.018636693694531237,0.006666666666666666
adversarial_2x5_d15,1,15,2,5,120,2400,0.15,2.0,0.8,1.2288583756899578,1.53039070312366,3,0.1499999999999999,0.15000000000000346,-3.552713678800501e-15,1.405127692815245,0.19581456861093782,0.3224830893794414,0.12237959223186734,0.26966417854190766,0.00037137838346669504,3.510684652551982e-05,0.0445654060160034,0.08425643166124756,0.0,0.0,0.2,0.0,False,extreme_imbalance,Extreme sample imbalance,variant_2,10,12.0,240.0,20.0,0.0445654060160034,0.2,0.1,0.2,0.1,31.956016004029774,254.1607977274332,8.05396474789822,231.40955730854722,0.7336998666330852,0.380602476140634,0.8940996676135696,0.3926933868701589,"[[0.06453412208490422, 0.31666946619514086, 0.1834018062763901, 0.12347827227253277, 0.04561619980411717], [0.0025822508142476232, 0.0639330099454932, 0.00037137838346669504, 0.09921899527851337, 0.10019449894519389]]","[[0.012962312590138414, 3.510684652551982e-05, 0.011517328932548438, 0.07196596576101587, 0.009419618256202257], [0.15907186499239778, 0.1632817695836583, 0.16401758130601132, 0.02445468311754548, 0.3832737686139567]]",3202765758,300,300,1.0,-0.005673159286617199,0.040962184043557316,0.04061951116355098,0.16699999999999998,0.09333333333333331,0.004666666666666666,0.0,0.22366666666666665,0.0,2.153083333333333,24.554856944444445,0.0,0.0,0.0,0.0,0.0,0.0,normal_wald,Normal Wald,300,1.0,0.9133333333333333,,,0.14333333333333334,0.10818474232384973,0.1875005771496598,0.043333333333333335,0.08666666666666667,0.05982889751804312,0.12395595869424827,0.03666666666666667,0.023333333333333334,0.011347660299125234,0.04737197226827532,0.013333333333333334
