scenario_id,shape_index,design_index,rows,columns,n_p,n_q,target_mi,margin_alpha_p,margin_alpha_q,association_p,association_q,generation_attempts,true_mi_p,true_mi_q,true_delta,distribution_l1,population_variance_p,population_variance_q,pooled_mixture_mi,pooled_mixture_variance,min_probability_p,min_probability_q,min_joint_expected_p,min_joint_expected_q,independence_expected_below_1_p,independence_expected_below_1_q,independence_expected_below_5_p,independence_expected_below_5_q,is_permutation_anchor,regime,regime_label,variant,cells,observations_per_cell_p,observations_per_cell_q,sample_size_ratio_q_to_p,minimum_joint_expected_pair,joint_expected_below_1_p,joint_expected_below_1_q,joint_expected_below_5_p,joint_expected_below_5_q,minimum_row_expected_p,minimum_row_expected_q,minimum_column_expected_p,minimum_column_expected_q,maximum_row_margin_p,maximum_column_margin_p,maximum_row_margin_q,maximum_column_margin_q,probability_p_json,probability_q_json,simulation_seed,replicates,estimator_valid_replicates,estimator_valid_rate,mean_delta_error,empirical_delta_sd,mean_standard_error,mean_sample_zero_fraction_p,mean_sample_zero_fraction_q,mean_sample_expected_below_1_p,mean_sample_expected_below_1_q,mean_sample_expected_below_5_p,mean_sample_expected_below_5_q,mean_sample_minimum_expected_p,mean_sample_minimum_expected_q,mean_sample_empty_row_fraction_p,mean_sample_empty_row_fraction_q,mean_sample_empty_column_fraction_p,mean_sample_empty_column_fraction_q,mean_sample_has_empty_margin_p,mean_sample_has_empty_margin_q,method,method_label,valid_replicates,valid_rate,coverage_95,median_effective_df,p05_effective_df,fpr_10,fpr_10_low,fpr_10_high,absolute_fpr_error_10,fpr_05,fpr_05_low,fpr_05_high,absolute_fpr_error_05,fpr_01,fpr_01_low,fpr_01_high,absolute_fpr_error_01
adversarial_2x2_d12,0,12,2,2,120,120,0.07,50.0,0.35,0.3954735063492744,0.6227296281030913,16,0.06999999999999995,0.07000000000000062,-6.661338147750939e-16,0.8595012045268222,0.12889408185277165,0.1538373808356646,0.1108212236478433,0.2004037530108082,0.113460448008829,0.037401096149464894,13.61525376105948,4.488131537935788,0.0,0.0,0.0,0.25,False,shape_mismatch,Equal-MI shape mismatch,variant_1,4,30.0,30.0,1.0,4.488131537935788,0.0,0.0,0.0,0.25,56.46259157239582,14.009757432674391,52.193404568439895,25.363645383074466,0.5294784035633683,0.5650549619296676,0.8832520213943802,0.7886362884743795,"[[0.113460448008829, 0.35706114842780284], [0.3214845900615035, 0.2079938135018648]]","[[0.037401096149464894, 0.07934688245615502], [0.7512351923249146, 0.13201682906946555]]",2674302760,300,300,1.0,-0.00148244891614927,0.04503603924325278,0.04820650017461574,0.0,0.0025,0.0,0.0008333333333333334,0.0,0.2425,23.341861111111108,2.9385277777777774,0.0,0.0,0.0,0.0,0.0,0.0,expanded_welch,Expanded Welch,300,1.0,0.9833333333333333,20.995551746452946,8.626282363820208,0.04666666666666667,0.027998933682334016,0.07679736022792107,0.05333333333333334,0.016666666666666666,0.007139477350633337,0.0384153948330945,0.03333333333333334,0.0033333333333333335,0.0005886577218511581,0.018636693694531237,0.006666666666666666
adversarial_2x2_d13,0,13,2,2,200,200,0.15,50.0,0.35,0.596200266951417,0.749530720008976,8,0.1499999999999303,0.14999999999999125,-6.09512440519211e-14,0.683458586370727,0.25352977738103716,0.2893775953042818,0.18395483353187592,0.30463769410156255,0.11235083092763733,0.06755476421841006,22.470166185527464,13.510952843682011,0.0,0.0,0.0,0.0,False,shape_mismatch,Equal-MI shape mismatch,variant_2,4,50.0,50.0,1.0,13.510952843682011,0.0,0.0,0.0,0.0,94.18360115585769,46.429753548915066,95.75265705059118,44.115636774141514,0.5290819942207116,0.5212367147470441,0.7678512322554247,0.7794218161292924,"[[0.11235083092763733, 0.3585671748516511], [0.40888588381940677, 0.12019611040130479]]","[[0.06755476421841006, 0.7002964680370146], [0.15302341965229752, 0.07912534809227782]]",3380239290,300,300,1.0,0.00012661882308871665,0.04943293024749328,0.05203650222650482,0.0,0.0,0.0,0.0,0.0,0.0,43.19023333333333,10.39105,0.0,0.0,0.0,0.0,0.0,0.0,normal_wald,Normal Wald,300,1.0,0.97,,,0.10333333333333333,0.07375658473854116,0.14294017243293203,0.003333333333333327,0.03,0.01586185380943231,0.05602253914164096,0.020000000000000004,0.0033333333333333335,0.0005886577218511581,0.018636693694531237,0.006666666666666666
adversarial_2x2_d13,0,13,2,2,200,200,0.15,50.0,0.35,0.596200266951417,0.749530720008976,8,0.1499999999999303,0.14999999999999125,-6.09512440519211e-14,0.683458586370727,0.25352977738103716,0.2893775953042818,0.18395483353187592,0.30463769410156255,0.11235083092763733,0.06755476421841006,22.470166185527464,13.510952843682011,0.0,0.0,0.0,0.0,False,shape_mismatch,Equal-MI shape mismatch,variant_2,4,50.0,50.0,1.0,13.510952843682011,0.0,0.0,0.0,0.0,94.18360115585769,46.429753548915066,95.75265705059118,44.115636774141514,0.5290819942207116,0.5212367147470441,0.7678512322554247,0.7794218161292924,"[[0.11235083092763733, 0.3585671748516511], [0.40888588381940677, 0.12019611040130479]]","[[0.06755476421841006, 0.7002964680370146], [0.15302341965229752, 0.07912534809227782]]",3380239290,300,300,1.0,0.00012661882308871665,0.04943293024749328,0.05203650222650482,0.0,0.0,0.0,0.0,0.0,0.0,43.19023333333333,10.39105,0.0,0.0,0.0,0.0,0.0,0.0,simple_welch,Simple Welch,300,1.0,0.97,394.0932729094993,368.6753030605902,0.1,0.07094791459501534,0.1391664623846215,0.0,0.03,0.01586185380943231,0.05602253914164096,0.020000000000000004,0.0033333333333333335,0.0005886577218511581,0.018636693694531237,0.006666666666666666
adversarial_2x2_d13,0,13,2,2,200,200,0.15,50.0,0.35,0.596200266951417,0.749530720008976,8,0.1499999999999303,0.14999999999999125,-6.09512440519211e-14,0.683458586370727,0.25352977738103716,0.2893775953042818,0.18395483353187592,0.30463769410156255,0.11235083092763733,0.06755476421841006,22.470166185527464,13.510952843682011,0.0,0.0,0.0,0.0,False,shape_mismatch,Equal-MI shape mismatch,variant_2,4,50.0,50.0,1.0,13.510952843682011,0.0,0.0,0.0,0.0,94.18360115585769,46.429753548915066,95.75265705059118,44.115636774141514,0.5290819942207116,0.5212367147470441,0.7678512322554247,0.7794218161292924,"[[0.11235083092763733, 0.3585671748516511], [0.40888588381940677, 0.12019611040130479]]","[[0.06755476421841006, 0.7002964680370146], [0.15302341965229752, 0.07912534809227782]]",3380239290,300,300,1.0,0.00012661882308871665,0.04943293024749328,0.05203650222650482,0.0,0.0,0.0,0.0,0.0,0.0,43.19023333333333,10.39105,0.0,0.0,0.0,0.0,0.0,0.0,expanded_welch,Expanded Welch,300,1.0,0.97,108.36462950276143,62.093333265631166,0.1,0.07094791459501534,0.1391664623846215,0.0,0.03,0.01586185380943231,0.05602253914164096,0.020000000000000004,0.0,0.0,0.012642971224546036,0.01
adversarial_2x2_d14,0,14,2,2,120,1200,0.07,5.0,1.0,0.45693930970630553,0.4495413637074297,2,0.07000000000000017,0.06999999999999829,1.887379141862766e-15,0.7923688005659799,0.11879097189344628,0.13291897917485923,0.06451115463212242,0.12360852100380325,0.049257573264448705,0.07603798980658859,5.910908791733845,91.2455877679063,0.0,0.0,0.0,0.0,False,extreme_imbalance,Extreme sample imbalance,variant_1,4,30.0,300.0,10.0,5.910908791733845,0.0,0.0,0.0,0.0,45.14541812472956,461.3402612823858,42.12224330471302,303.35628661328184,0.6237881822939204,0.6489813057940582,0.6155497822646785,0.7472030944889319,"[[0.049257573264448705, 0.32695424444163096], [0.3017611209414931, 0.32202706135242726]]","[[0.20769130203084193, 0.1767589157044796], [0.5395117924580899, 0.07603798980658859]]",65349617,300,300,1.0,0.0005337922680431508,0.03394998173415297,0.03293190401005863,0.0008333333333333334,0.0,0.0,0.0,0.0,0.0,15.636972222222225,115.96509444444445,0.0,0.0,0.0,0.0,0.0,0.0,normal_wald,Normal Wald,300,1.0,0.9266666666666666,,,0.12333333333333334,0.09081731429366793,0.16537372402882342,0.02333333333333333,0.07333333333333333,0.04892399383922861,0.10853134160571737,0.02333333333333333,0.02666666666666667,0.01357306980864709,0.05172894295058983,0.01666666666666667
adversarial_2x2_d14,0,14,2,2,120,1200,0.07,5.0,1.0,0.45693930970630553,0.4495413637074297,2,0.07000000000000017,0.06999999999999829,1.887379141862766e-15,0.7923688005659799,0.11879097189344628,0.13291897917485923,0.06451115463212242,0.12360852100380325,0.049257573264448705,0.07603798980658859,5.910908791733845,91.2455877679063,0.0,0.0,0.0,0.0,False,extreme_imbalance,Extreme sample imbalance,variant_1,4,30.0,300.0,10.0,5.910908791733845,0.0,0.0,0.0,0.0,45.14541812472956,461.3402612823858,42.12224330471302,303.35628661328184,0.6237881822939204,0.6489813057940582,0.6155497822646785,0.7472030944889319,"[[0.049257573264448705, 0.32695424444163096], [0.3017611209414931, 0.32202706135242726]]","[[0.20769130203084193, 0.1767589157044796], [0.5395117924580899, 0.07603798980658859]]",65349617,300,300,1.0,0.0005337922680431508,0.03394998173415297,0.03293190401005863,0.0008333333333333334,0.0,0.0,0.0,0.0,0.0,15.636972222222225,115.96509444444445,0.0,0.0,0.0,0.0,0.0,0.0,simple_welch,Simple Welch,300,1.0,0.93,146.91592388748063,134.6568793754474,0.12333333333333334,0.09081731429366793,0.16537372402882342,0.02333333333333333,0.07,0.04623694482717634,0.10463601042593325,0.020000000000000004,0.02666666666666667,0.01357306980864709,0.05172894295058983,0.01666666666666667
adversarial_2x2_d14,0,14,2,2,120,1200,0.07,5.0,1.0,0.45693930970630553,0.4495413637074297,2,0.07000000000000017,0.06999999999999829,1.887379141862766e-15,0.7923688005659799,0.11879097189344628,0.13291897917485923,0.06451115463212242,0.12360852100380325,0.049257573264448705,0.07603798980658859,5.910908791733845,91.2455877679063,0.0,0.0,0.0,0.0,False,extreme_imbalance,Extreme sample imbalance,variant_1,4,30.0,300.0,10.0,5.910908791733845,0.0,0.0,0.0,0.0,45.14541812472956,461.3402612823858,42.12224330471302,303.35628661328184,0.6237881822939204,0.6489813057940582,0.6155497822646785,0.7472030944889319,"[[0.049257573264448705, 0.32695424444163096], [0.3017611209414931, 0.32202706135242726]]","[[0.20769130203084193, 0.1767589157044796], [0.5395117924580899, 0.07603798980658859]]",65349617,300,300,1.0,0.0005337922680431508,0.03394998173415297,0.03293190401005863,0.0008333333333333334,0.0,0.0,0.0,0.0,0.0,15.636972222222225,115.96509444444445,0.0,0.0,0.0,0.0,0.0,0.0,expanded_welch,Expanded Welch,300,1.0,0.9533333333333334,17.608734441516546,6.993735547054454,0.09666666666666666,0.06815029481828933,0.13538170196951116,0.003333333333333341,0.04666666666666667,0.027998933682334016,0.07679736022792107,0.003333333333333334,0.006666666666666667,0.0018301483579117855,0.023977583250306973,0.003333333333333333
adversarial_2x2_d15,0,15,2,2,120,2400,0.15,2.0,0.8,1.239367857486222,0.8809278469440838,1,0.15000000000000002,0.15000000000000124,-1.2212453270876722e-15,1.0409220761809006,0.14000550612636276,0.27272958055866287,0.11093851934240839,0.21881010057586586,0.0021835824496933545,0.02119295128046939,0.26202989396320253,50.86308307312653,0.0,0.0,0.0,0.0,False,extreme_imbalance,Extreme sample imbalance,variant_2,4,30.0,600.0,20.0,0.26202989396320253,0.25,0.0,0.25,0.0,54.21598200944545,369.5123676364299,27.138196092606908,635.2820763556149,0.5482001499212881,0.7738483658949425,0.8460365134848209,0.7352991348518272,"[[0.2239680516553642, 0.32423209826592386], [0.0021835824496933545, 0.4496162676290187]]","[[0.13193032991346315, 0.7141061835713578], [0.13277053523470972, 0.02119295128046939]]",796464720,300,300,1.0,-2.9549494438860143e-05,0.03558706442241148,0.033108053107366926,0.19333333333333333,0.0,0.0,0.0,0.0,0.0,12.041944444444445,97.97310833333334,0.0,0.0,0.0,0.0,0.0,0.0,normal_wald,Normal Wald,300,1.0,0.9366666666666666,,,0.12333333333333334,0.09081731429366793,0.16537372402882342,0.02333333333333333,0.06333333333333334,0.04091688238391527,0.09679131248552161,0.013333333333333336,0.02666666666666667,0.01357306980864709,0.05172894295058983,0.01666666666666667
adversarial_2x2_d15,0,15,2,2,120,2400,0.15,2.0,0.8,1.239367857486222,0.8809278469440838,1,0.15000000000000002,0.15000000000000124,-1.2212453270876722e-15,1.0409220761809006,0.14000550612636276,0.27272958055866287,0.11093851934240839,0.21881010057586586,0.0021835824496933545,0.02119295128046939,0.26202989396320253,50.86308307312653,0.0,0.0,0.0,0.0,False,extreme_imbalance,Extreme sample imbalance,variant_2,4,30.0,600.0,20.0,0.26202989396320253,0.25,0.0,0.25,0.0,54.21598200944545,369.5123676364299,27.138196092606908,635.2820763556149,0.5482001499212881,0.7738483658949425,0.8460365134848209,0.7352991348518272,"[[0.2239680516553642, 0.32423209826592386], [0.0021835824496933545, 0.4496162676290187]]","[[0.13193032991346315, 0.7141061835713578], [0.13277053523470972, 0.02119295128046939]]",796464720,300,300,1.0,-2.9549494438860143e-05,0.03558706442241148,0.033108053107366926,0.19333333333333333,0.0,0.0,0.0,0.0,0.0,12.041944444444445,97.97310833333334,0.0,0.0,0.0,0.0,0.0,0.0,simple_welch,Simple Welch,300,1.0,0.9366666666666666,148.57704371426405,136.88549897286063,0.12333333333333334,0.09081731429366793,0.16537372402882342,0.02333333333333333,0.06333333333333334,0.04091688238391527,0.09679131248552161,0.013333333333333336,0.02,0.009197631557703614,0.04293962081786058,0.01
adversarial_2x2_d15,0,15,2,2,120,2400,0.15,2.0,0.8,1.239367857486222,0.8809278469440838,1,0.15000000000000002,0.15000000000000124,-1.2212453270876722e-15,1.0409220761809006,0.14000550612636276,0.27272958055866287,0.11093851934240839,0.21881010057586586,0.0021835824496933545,0.02119295128046939,0.26202989396320253,50.86308307312653,0.0,0.0,0.0,0.0,False,extreme_imbalance,Extreme sample imbalance,variant_2,4,30.0,600.0,20.0,0.26202989396320253,0.25,0.0,0.25,0.0,54.21598200944545,369.5123676364299,27.138196092606908,635.2820763556149,0.5482001499212881,0.7738483658949425,0.8460365134848209,0.7352991348518272,"[[0.2239680516553642, 0.32423209826592386], [0.0021835824496933545, 0.4496162676290187]]","[[0.13193032991346315, 0.7141061835713578], [0.13277053523470972, 0.02119295128046939]]",796464720,300,300,1.0,-2.9549494438860143e-05,0.03558706442241148,0.033108053107366926,0.19333333333333333,0.0,0.0,0.0,0.0,0.0,12.041944444444445,97.97310833333334,0.0,0.0,0.0,0.0,0.0,0.0,expanded_welch,Expanded Welch,300,1.0,0.9433333333333334,51.66611728114814,39.7601060584416,0.11666666666666667,0.08509313461466295,0.1579331433241557,0.016666666666666663,0.056666666666666664,0.035677476463289524,0.08886595802247463,0.006666666666666661,0.02,0.009197631557703614,0.04293962081786058,0.01
zero_mi_2x2_d16,0,16,2,2,400,400,0.0,50.0,20.0,0.0,0.0,1,-2.220446049250313e-16,-3.3306690738754696e-16,1.1102230246251565e-16,0.20166241108079483,1.512392039500802e-32,3.0770606858629305e-33,1.651064168783911e-05,3.301499430780468e-05,0.1847622108762359,0.16019456797177417,73.90488435049436,64.07782718870966,0.0,0.0,0.0,0.0,False,zero_mi,Zero MI (independence),variant_1,4,100.0,100.0,1.0,64.07782718870966,0.0,0.0,0.0,0.0,173.53713175972325,133.2046495435643,170.3494430294535,192.41919079634874,0.5661571706006918,0.5741263924263662,0.6669883761410893,0.5189520230091282,"[[0.24908061852307223, 0.1847622108762359], [0.325045773903294, 0.24111139669739787]]","[[0.17281705588713658, 0.16019456797177417], [0.3461349671219916, 0.3208534090190977]]",3929233077,300,300,1.0,0.00012263200265326014,0.0027532977876085535,0.003254246891825438,0.0,0.0,0.0,0.0,0.0,0.0,73.98690833333335,63.51144166666666,0.0,0.0,0.0,0.0,0.0,0.0,normal_wald,Normal Wald,300,1.0,1.0,,,0.0033333333333333335,0.0005886577218511581,0.018636693694531237,0.09666666666666668,0.0,0.0,0.012642971224546036,0.05,0.0,0.0,0.012642971224546036,0.01
zero_mi_2x2_d16,0,16,2,2,400,400,0.0,50.0,20.0,0.0,0.0,1,-2.220446049250313e-16,-3.3306690738754696e-16,1.1102230246251565e-16,0.20166241108079483,1.512392039500802e-32,3.0770606858629305e-33,1.651064168783911e-05,3.301499430780468e-05,0.1847622108762359,0.16019456797177417,73.90488435049436,64.07782718870966,0.0,0.0,0.0,0.0,False,zero_mi,Zero MI (independence),variant_1,4,100.0,100.0,1.0,64.07782718870966,0.0,0.0,0.0,0.0,173.53713175972325,133.2046495435643,170.3494430294535,192.41919079634874,0.5661571706006918,0.5741263924263662,0.6669883761410893,0.5189520230091282,"[[0.24908061852307223, 0.1847622108762359], [0.325045773903294, 0.24111139669739787]]","[[0.17281705588713658, 0.16019456797177417], [0.3461349671219916, 0.3208534090190977]]",3929233077,300,300,1.0,0.00012263200265326014,0.0027532977876085535,0.003254246891825438,0.0,0.0,0.0,0.0,0.0,0.0,73.98690833333335,63.51144166666666,0.0,0.0,0.0,0.0,0.0,0.0,simple_welch,Simple Welch,300,1.0,1.0,558.9772737434994,400.0861035226169,0.0033333333333333335,0.0005886577218511581,0.018636693694531237,0.09666666666666668,0.0,0.0,0.012642971224546036,0.05,0.0,0.0,0.012642971224546036,0.01
zero_mi_2x2_d16,0,16,2,2,400,400,0.0,50.0,20.0,0.0,0.0,1,-2.220446049250313e-16,-3.3306690738754696e-16,1.1102230246251565e-16,0.20166241108079483,1.512392039500802e-32,3.0770606858629305e-33,1.651064168783911e-05,3.301499430780468e-05,0.1847622108762359,0.16019456797177417,73.90488435049436,64.07782718870966,0.0,0.0,0.0,0.0,False,zero_mi,Zero MI (independence),variant_1,4,100.0,100.0,1.0,64.07782718870966,0.0,0.0,0.0,0.0,173.53713175972325,133.2046495435643,170.3494430294535,192.41919079634874,0.5661571706006918,0.5741263924263662,0.6669883761410893,0.5189520230091282,"[[0.24908061852307223, 0.1847622108762359], [0.325045773903294, 0.24111139669739787]]","[[0.17281705588713658, 0.16019456797177417], [0.3461349671219916, 0.3208534090190977]]",3929233077,300,300,1.0,0.00012263200265326014,0.0027532977876085535,0.003254246891825438,0.0,0.0,0.0,0.0,0.0,0.0,73.98690833333335,63.51144166666666,0.0,0.0,0.0,0.0,0.0,0.0,expanded_welch,Expanded Welch,300,1.0,1.0,0.7368499060284555,0.052427569875799794,0.0,0.0,0.012642971224546036,0.1,0.0,0.0,0.012642971224546036,0.05,0.0,0.0,0.012642971224546036,0.01
zero_mi_2x2_d17,0,17,2,2,120,480,0.0,2.0,0.8,0.0,0.0,1,0.0,-1.1102230246251565e-16,1.1102230246251565e-16,0.7478505910064482,1.4664924684545446e-32,8.059222982908824e-33,0.00012750469551742194,0.0002512701823046912,0.04758536188792727,0.023301372508349443,5.710243426551273,11.184658804007732,0.0,0.0,0.0,0.0,False,zero_mi,Zero MI (independence),variant_2,4,30.0,120.0,4.0,5.710243426551273,0.0,0.0,0.0,0.0,55.38344757714075,78.98206784988939,12.37245496918068,67.97284968693347,0.5384712701904937,0.8968962085901608,0.8354540253127305,0.8583898964855553,"[[0.4829528406685819, 0.055518429521911716], [0.413943367921579, 0.04758536188792727]]","[[0.14124460217892013, 0.023301372508349443], [0.7171452943066352, 0.11830873100609529]]",3930232604,300,300,1.0,0.0002749163815220093,0.007411015065146908,0.006881911308489969,0.0025,0.0,0.0016666666666666668,0.0,0.12083333333333333,0.0,5.638583333333333,11.20765277777778,0.0,0.0,0.0,0.0,0.0,0.0,normal_wald,Normal Wald,300,1.0,0.9,,,0.15333333333333332,0.1169664029909169,0.1984660570581017,0.053333333333333316,0.1,0.07094791459501534,0.1391664623846215,0.05,0.05,0.030531640629347285,0.08084703347274416,0.04
zero_mi_2x2_d17,0,17,2,2,120,480,0.0,2.0,0.8,0.0,0.0,1,0.0,-1.1102230246251565e-16,1.1102230246251565e-16,0.7478505910064482,1.4664924684545446e-32,8.059222982908824e-33,0.00012750469551742194,0.0002512701823046912,0.04758536188792727,0.023301372508349443,5.710243426551273,11.184658804007732,0.0,0.0,0.0,0.0,False,zero_mi,Zero MI (independence),variant_2,4,30.0,120.0,4.0,5.710243426551273,0.0,0.0,0.0,0.0,55.38344757714075,78.98206784988939,12.37245496918068,67.97284968693347,0.5384712701904937,0.8968962085901608,0.8354540253127305,0.8583898964855553,"[[0.4829528406685819, 0.055518429521911716], [0.413943367921579, 0.04758536188792727]]","[[0.14124460217892013, 0.023301372508349443], [0.7171452943066352, 0.11830873100609529]]",3930232604,300,300,1.0,0.0002749163815220093,0.007411015065146908,0.006881911308489969,0.0025,0.0,0.0016666666666666668,0.0,0.12083333333333333,0.0,5.638583333333333,11.20765277777778,0.0,0.0,0.0,0.0,0.0,0.0,simple_welch,Simple Welch,300,1.0,0.9033333333333333,133.5015654789576,119.16492157056146,0.15,0.11403246871185319,0.19481761114532903,0.04999999999999999,0.09666666666666666,0.06815029481828933,0.13538170196951116,0.04666666666666666,0.05,0.030531640629347285,0.08084703347274416,0.04
zero_mi_2x2_d17,0,17,2,2,120,480,0.0,2.0,0.8,0.0,0.0,1,0.0,-1.1102230246251565e-16,1.1102230246251565e-16,0.7478505910064482,1.4664924684545446e-32,8.059222982908824e-33,0.00012750469551742194,0.0002512701823046912,0.04758536188792727,0.023301372508349443,5.710243426551273,11.184658804007732,0.0,0.0,0.0,0.0,False,zero_mi,Zero MI (independence),variant_2,4,30.0,120.0,4.0,5.710243426551273,0.0,0.0,0.0,0.0,55.38344757714075,78.98206784988939,12.37245496918068,67.97284968693347,0.5384712701904937,0.8968962085901608,0.8354540253127305,0.8583898964855553,"[[0.4829528406685819, 0.055518429521911716], [0.413943367921579, 0.04758536188792727]]","[[0.14124460217892013, 0.023301372508349443], [0.7171452943066352, 0.11830873100609529]]",3930232604,300,300,1.0,0.0002749163815220093,0.007411015065146908,0.006881911308489969,0.0025,0.0,0.0016666666666666668,0.0,0.12083333333333333,0.0,5.638583333333333,11.20765277777778,0.0,0.0,0.0,0.0,0.0,0.0,expanded_welch,Expanded Welch,300,1.0,0.9933333333333333,0.3427235534270208,0.027648375707567577,0.006666666666666667,0.0018301483579117855,0.023977583250306973,0.09333333333333334,0.006666666666666667,0.0018301483579117855,0.023977583250306973,0.043333333333333335,0.0033333333333333335,0.0005886577218511581,0.018636693694531237,0.006666666666666666
random_2x5_d0,1,0,2,5,1000,1000,0.03,50.0,50.0,0.2924914082347806,0.2625986238951152,1,0.029999999999999805,0.029999999999999583,2.220446049250313e-16,0.43978013440317887,0.05645959294700871,0.05772765844859661,0.01388222936057426,0.027221796834755008,0.02686861618690623,0.05674184099923158,26.86861618690623,56.741840999231584,0.0,0.0,0.0,0.0,False,well_sampled,Well sampled,variant_1,10,100.0,100.0,1.0,26.86861618690623,0.0,0.0,0.0,0.0,395.1832042407071,438.69660886648666,138.89642698446931,172.79560876004132,0.604816795759293,0.25971088086731703,0.5613033911335132,0.22620553847616243,"[[0.1671205625114499, 0.11008921467611399, 0.11202781079756309, 0.1415032616732191, 0.0740759461009469], [0.0925903183558671, 0.06483260256724326, 0.02686861618690623, 0.09988112113685114, 0.11101054599383935]]","[[0.05674184099923158, 0.08843069137848728, 0.08174896467605773, 0.12616433418620243, 0.08561077762650768], [0.11605376776080975, 0.13777484709767515, 0.11047814551631262, 0.0576460723536287, 0.13935055840508703]]",478364860,300,300,1.0,0.001023199898497175,0.010719275991505555,0.010999093808499998,0.0,0.0,0.0,0.0,0.0,0.0,54.260053333333325,73.68296666666666,0.0,0.0,0.0,0.0,0.0,0.0,normal_wald,Normal Wald,300,1.0,0.9666666666666667,,,0.08666666666666667,0.05982889751804312,0.12395595869424827,0.013333333333333336,0.03333333333333333,0.01820494733885481,0.06026182580405482,0.01666666666666667,0.0,0.0,0.012642971224546036,0.01
random_2x5_d0,1,0,2,5,1000,1000,0.03,50.0,50.0,0.2924914082347806,0.2625986238951152,1,0.029999999999999805,0.029999999999999583,2.220446049250313e-16,0.43978013440317887,0.05645959294700871,0.05772765844859661,0.01388222936057426,0.027221796834755008,0.02686861618690623,0.05674184099923158,26.86861618690623,56.741840999231584,0.0,0.0,0.0,0.0,False,well_sampled,Well sampled,variant_1,10,100.0,100.0,1.0,26.86861618690623,0.0,0.0,0.0,0.0,395.1832042407071,438.69660886648666,138.89642698446931,172.79560876004132,0.604816795759293,0.25971088086731703,0.5613033911335132,0.22620553847616243,"[[0.1671205625114499, 0.11008921467611399, 0.11202781079756309, 0.1415032616732191, 0.0740759461009469], [0.0925903183558671, 0.06483260256724326, 0.02686861618690623, 0.09988112113685114, 0.11101054599383935]]","[[0.05674184099923158, 0.08843069137848728, 0.08174896467605773, 0.12616433418620243, 0.08561077762650768], [0.11605376776080975, 0.13777484709767515, 0.11047814551631262, 0.0576460723536287, 0.13935055840508703]]",478364860,300,300,1.0,0.001023199898497175,0.010719275991505555,0.010999093808499998,0.0,0.0,0.0,0.0,0.0,0.0,54.260053333333325,73.68296666666666,0.0,0.0,0.0,0.0,0.0,0.0,simple_welch,Simple Welch,300,1.0,0.9666666666666667,1973.4580830317077,1842.7602047765527,0.08666666666666667,0.05982889751804312,0.12395595869424827,0.013333333333333336,0.03333333333333333,0.01820494733885481,0.06026182580405482,0.01666666666666667,0.0,0.0,0.012642971224546036,0.01
random_2x5_d0,1,0,2,5,1000,1000,0.03,50.0,50.0,0.2924914082347806,0.2625986238951152,1,0.029999999999999805,0.029999999999999583,2.220446049250313e-16,0.43978013440317887,0.05645959294700871,0.05772765844859661,0.01388222936057426,0.027221796834755008,0.02686861618690623,0.05674184099923158,26.86861618690623,56.741840999231584,0.0,0.0,0.0,0.0,False,well_sampled,Well sampled,variant_1,10,100.0,100.0,1.0,26.86861618690623,0.0,0.0,0.0,0.0,395.1832042407071,438.69660886648666,138.89642698446931,172.79560876004132,0.604816795759293,0.25971088086731703,0.5613033911335132,0.22620553847616243,"[[0.1671205625114499, 0.11008921467611399, 0.11202781079756309, 0.1415032616732191, 0.0740759461009469], [0.0925903183558671, 0.06483260256724326, 0.02686861618690623, 0.09988112113685114, 0.11101054599383935]]","[[0.05674184099923158, 0.08843069137848728, 0.08174896467605773, 0.12616433418620243, 0.08561077762650768], [0.11605376776080975, 0.13777484709767515, 0.11047814551631262, 0.0576460723536287, 0.13935055840508703]]",478364860,300,300,1.0,0.001023199898497175,0.010719275991505555,0.010999093808499998,0.0,0.0,0.0,0.0,0.0,0.0,54.260053333333325,73.68296666666666,0.0,0.0,0.0,0.0,0.0,0.0,expanded_welch,Expanded Welch,300,1.0,0.9666666666666667,76.78936143491526,53.72224019749007,0.08,0.054346855395144764,0.11627324043347391,0.020000000000000004,0.03333333333333333,0.01820494733885481,0.06026182580405482,0.01666666666666667,0.0,0.0,0.012642971224546036,0.01
