method,method_label,configurations,mean_valid_rate,mean_fpr_10,configuration_mae_10,wins_vs_normal_10,mean_fpr_05,configuration_mae_05,wins_vs_normal_05,mean_fpr_01,configuration_mae_01,wins_vs_normal_01
normal_wald,Normal Wald,1,1.0,0.1145,0.014499999999999999,0,0.06599999999999999,0.015999999999999986,0,0.017499999999999998,0.007499999999999998,0
simple_welch,Simple Welch,1,1.0,0.11099999999999999,0.010999999999999982,1,0.0625,0.012499999999999997,1,0.012,0.002,1
expanded_welch,Expanded Welch,1,0.9765,0.0942857432890701,0.005714256710929899,1,0.051262676520632225,0.0012626765206322221,1,0.01026506229988693,0.00026506229988692946,1
constrained_lrt,Constrained LRT,1,1.0,0.1385,0.038500000000000006,0,0.08349999999999999,0.03349999999999999,0,0.018500000000000003,0.008500000000000002,0
