scenario_id,configuration_id,rows,columns,condition,condition_label,n_p,n_q,population_replication,target_mi,simulation_seed,replicates,method,method_label,valid_replicates,valid_rate,fpr_10,fpr_05,fpr_01
config_2x2_d2_p00,2x2_ultra_sparse,2,2,ultra_sparse,Ultra-sparsity,50,50,0,0.1,3875519215,200,normal_wald,Normal Wald,200,1.0,0.115,0.06,0.01
config_2x2_d2_p00,2x2_ultra_sparse,2,2,ultra_sparse,Ultra-sparsity,50,50,0,0.1,3875519215,200,simple_welch,Simple Welch,200,1.0,0.115,0.055,0.0
config_2x2_d2_p00,2x2_ultra_sparse,2,2,ultra_sparse,Ultra-sparsity,50,50,0,0.1,3875519215,200,expanded_welch,Expanded Welch,198,0.99,0.0707070707070707,0.050505050505050504,0.0
config_2x2_d2_p00,2x2_ultra_sparse,2,2,ultra_sparse,Ultra-sparsity,50,50,0,0.1,3875519215,200,constrained_lrt,Constrained LRT,200,1.0,0.12,0.085,0.005
config_2x2_d2_p01,2x2_ultra_sparse,2,2,ultra_sparse,Ultra-sparsity,50,50,1,0.1,2786888119,200,normal_wald,Normal Wald,200,1.0,0.11,0.065,0.015
config_2x2_d2_p01,2x2_ultra_sparse,2,2,ultra_sparse,Ultra-sparsity,50,50,1,0.1,2786888119,200,simple_welch,Simple Welch,200,1.0,0.11,0.06,0.005
config_2x2_d2_p01,2x2_ultra_sparse,2,2,ultra_sparse,Ultra-sparsity,50,50,1,0.1,2786888119,200,expanded_welch,Expanded Welch,195,0.975,0.09230769230769231,0.05128205128205128,0.005128205128205128
config_2x2_d2_p01,2x2_ultra_sparse,2,2,ultra_sparse,Ultra-sparsity,50,50,1,0.1,2786888119,200,constrained_lrt,Constrained LRT,200,1.0,0.14,0.06,0.01
config_2x2_d2_p02,2x2_ultra_sparse,2,2,ultra_sparse,Ultra-sparsity,50,50,2,0.1,4287286767,200,normal_wald,Normal Wald,200,1.0,0.095,0.055,0.02
config_2x2_d2_p02,2x2_ultra_sparse,2,2,ultra_sparse,Ultra-sparsity,50,50,2,0.1,4287286767,200,simple_welch,Simple Welch,200,1.0,0.085,0.045,0.01
config_2x2_d2_p02,2x2_ultra_sparse,2,2,ultra_sparse,Ultra-sparsity,50,50,2,0.1,4287286767,200,expanded_welch,Expanded Welch,195,0.975,0.08205128205128205,0.035897435897435895,0.010256410256410256
