anchor_configuration_id,configuration_label,configuration_id,sample_scale,baseline_n_p,baseline_n_q,n_p,n_q,mi_p,mi_q,true_delta_p_minus_q,mi_difference,minimum_expected_count,mean_delta_corrected,mean_delta_error,sd_delta_corrected,mean_standard_error,rms_standard_error,method,method_label,replicates,valid_count,valid_rate,reject_count,rejection_rate,rejection_wilson_low,rejection_wilson_high,median_degrees_of_freedom,p_any_zero_cell_rate,q_any_zero_cell_rate,p_empty_margin_rate,q_empty_margin_rate
C1_N0_n10,"Balanced, very small sample",CURVE_CURVE_C1_N0_n10_di0p005_scale0p5,0.5,10,10,5,5,0.09999999999999987,0.10499999999999998,-0.0050000000000001155,0.005,0.6874443069495659,-0.004314343210650851,0.0006856567893492645,0.3041735709355631,0.19512458269549526,0.2071364935380015,normal_wald,Normal Wald,50000,49359,0.98718,9012,0.18258068437367045,0.17919731009437287,0.18601346234180913,,0.84812,0.84824,0.11312,0.11084
C1_N0_n10,"Balanced, very small sample",CURVE_CURVE_C1_N0_n10_di0p005_scale0p5,0.5,10,10,5,5,0.09999999999999987,0.10499999999999998,-0.0050000000000001155,0.005,0.6874443069495659,-0.004314343210650851,0.0006856567893492645,0.3041735709355631,0.19512458269549526,0.2071364935380015,simple_welch,Simple Welch,50000,49359,0.98718,5805,0.11760773111286696,0.11479551188765777,0.12047946652923819,6.066603444217714,0.84812,0.84824,0.11312,0.11084
C1_N0_n10,"Balanced, very small sample",CURVE_CURVE_C1_N0_n10_di0p005_scale0p5,0.5,10,10,5,5,0.09999999999999987,0.10499999999999998,-0.0050000000000001155,0.005,0.6874443069495659,-0.004314343210650851,0.0006856567893492645,0.3041735709355631,0.19512458269549526,0.2071364935380015,expanded_welch,Expanded Welch,50000,39443,0.78886,0,0.0,-6.776263578034403e-21,9.738317894740186e-05,2.4481776184557096,0.84812,0.84824,0.11312,0.11084
C1_N0_n10,"Balanced, very small sample",CURVE_CURVE_C1_N0_n10_di0p01_scale0p5,0.5,10,10,5,5,0.09999999999999987,0.1100000000000001,-0.010000000000000231,0.01,0.6747194221814157,-0.007523135756411623,0.002476864243588608,0.3036889612321853,0.19549776693290566,0.2075499313489225,normal_wald,Normal Wald,50000,49341,0.98682,8935,0.18108672300926207,0.17771372470461652,0.18450937563175376,,0.84912,0.85376,0.11304,0.11414
C1_N0_n10,"Balanced, very small sample",CURVE_CURVE_C1_N0_n10_di0p01_scale0p5,0.5,10,10,5,5,0.09999999999999987,0.1100000000000001,-0.010000000000000231,0.01,0.6747194221814157,-0.007523135756411623,0.002476864243588608,0.3036889612321853,0.19549776693290566,0.2075499313489225,simple_welch,Simple Welch,50000,49341,0.98682,5773,0.11700208751342697,0.11419576236373956,0.11986804486237708,6.066603444217714,0.84912,0.85376,0.11304,0.11414
C1_N0_n10,"Balanced, very small sample",CURVE_CURVE_C1_N0_n10_di0p01_scale0p5,0.5,10,10,5,5,0.09999999999999987,0.1100000000000001,-0.010000000000000231,0.01,0.6747194221814157,-0.007523135756411623,0.002476864243588608,0.3036889612321853,0.19549776693290566,0.2075499313489225,expanded_welch,Expanded Welch,50000,39300,0.786,0,0.0,0.0,9.773749023282846e-05,2.4481776184557096,0.84912,0.85376,0.11304,0.11414
C1_N0_n10,"Balanced, very small sample",CURVE_CURVE_C1_N0_n10_di0p02_scale0p5,0.5,10,10,5,5,0.09999999999999987,0.11999999999999988,-0.020000000000000018,0.02,0.6502157875304336,-0.0176168251154774,0.0023831748845226167,0.30614345152227385,0.19615077464476924,0.20820459095436264,normal_wald,Normal Wald,50000,49344,0.98688,9253,0.18752026588845655,0.18410065357082092,0.19098852787324697,,0.84788,0.86168,0.1158,0.11088
C1_N0_n10,"Balanced, very small sample",CURVE_CURVE_C1_N0_n10_di0p02_scale0p5,0.5,10,10,5,5,0.09999999999999987,0.11999999999999988,-0.020000000000000018,0.02,0.6502157875304336,-0.0176168251154774,0.0023831748845226167,0.30614345152227385,0.19615077464476924,0.20820459095436264,simple_welch,Simple Welch,50000,49344,0.98688,5942,0.12041990920881972,0.11757785808643643,0.12332105678789994,6.066603444217714,0.84788,0.86168,0.1158,0.11088
C1_N0_n10,"Balanced, very small sample",CURVE_CURVE_C1_N0_n10_di0p02_scale0p5,0.5,10,10,5,5,0.09999999999999987,0.11999999999999988,-0.020000000000000018,0.02,0.6502157875304336,-0.0176168251154774,0.0023831748845226167,0.30614345152227385,0.19615077464476924,0.20820459095436264,expanded_welch,Expanded Welch,50000,39322,0.78644,0,0.0,6.776263578034403e-21,9.768281308657146e-05,2.4481776184557096,0.84788,0.86168,0.1158,0.11088
C1_N0_n10,"Balanced, very small sample",CURVE_CURVE_C1_N0_n10_di0p05_scale0p5,0.5,10,10,5,5,0.09999999999999987,0.14999999999944302,-0.04999999999944316,0.05,0.5830694393529524,-0.03982490442627423,0.010175095573168924,0.3122132443455719,0.19858953563271178,0.210488318273357,normal_wald,Normal Wald,50000,49414,0.98828,9900,0.20034807949164204,0.19684231508612646,0.2039004303314977,,0.84596,0.88182,0.1129,0.10836
C1_N0_n10,"Balanced, very small sample",CURVE_CURVE_C1_N0_n10_di0p05_scale0p5,0.5,10,10,5,5,0.09999999999999987,0.14999999999944302,-0.04999999999944316,0.05,0.5830694393529524,-0.03982490442627423,0.010175095573168924,0.3122132443455719,0.19858953563271178,0.210488318273357,simple_welch,Simple Welch,50000,49414,0.98828,6261,0.12670498239365363,0.12380104925543407,0.12966695114798968,5.914167589373724,0.84596,0.88182,0.1129,0.10836
C1_N0_n10,"Balanced, very small sample",CURVE_CURVE_C1_N0_n10_di0p05_scale0p5,0.5,10,10,5,5,0.09999999999999987,0.14999999999944302,-0.04999999999944316,0.05,0.5830694393529524,-0.03982490442627423,0.010175095573168924,0.3122132443455719,0.19858953563271178,0.210488318273357,expanded_welch,Expanded Welch,50000,39523,0.79046,0,0.0,6.776263578034403e-21,9.718608112657272e-05,2.448177618455709,0.84596,0.88182,0.1129,0.10836
C1_N0_n10,"Balanced, very small sample",CURVE_CURVE_C1_N0_n10_di0p1_scale0p5,0.5,10,10,5,5,0.09999999999999987,0.19999999999999996,-0.10000000000000009,0.1,0.48706790692546176,-0.07964205980930712,0.020357940190692966,0.31947407047769427,0.20120438120453102,0.21318114982868436,normal_wald,Normal Wald,50000,49371,0.98742,11147,0.22578031638006116,0.22211376387496742,0.22948953853598622,,0.85046,0.9077,0.11388,0.10462
