anchor_configuration_id,configuration_label,configuration_id,sample_scale,baseline_n_p,baseline_n_q,n_p,n_q,mi_p,mi_q,true_delta_p_minus_q,mi_difference,minimum_expected_count
C3_C3_same_balanced_i0p005_n1000,Near independence,CURVE_CURVE_C3_C3_same_balanced_i0p005_n1000_di0p02_scale0p5,0.5,1000,1000,500,500,0.005000000000004778,0.025000000000002354,-0.019999999999997575,0.02,97.16625155119097
C3_C3_same_balanced_i0p005_n1000,Near independence,CURVE_CURVE_C3_C3_same_balanced_i0p005_n1000_di0p05_scale0p5,0.5,1000,1000,500,500,0.005000000000004778,0.05500000000000238,-0.0499999999999976,0.05,83.92688703711413
C3_C3_same_balanced_i0p005_n1000,Near independence,CURVE_CURVE_C3_C3_same_balanced_i0p005_n1000_di0p1_scale0p5,0.5,1000,1000,500,500,0.005000000000004778,0.10500000000000242,-0.09999999999999765,0.1,68.74443069495598
C3_C3_same_balanced_i0p005_n1000,Near independence,CURVE_CURVE_C3_C3_same_balanced_i0p005_n1000_di0p2_scale0p5,0.5,1000,1000,500,500,0.005000000000004778,0.2050000000000023,-0.1999999999999975,0.2,47.83274959494087
C3_C3_same_balanced_i0p005_n1000,Near independence,CURVE_CURVE_C3_C3_same_balanced_i0p005_n1000_di0p5_scale0p5,0.5,1000,1000,500,500,0.005000000000004778,0.5049999999997903,-0.4999999999997855,0.5,11.630742223178823
C3_C3_same_balanced_i0p005_n1000,Near independence,CURVE_CURVE_C3_C3_same_balanced_i0p005_n1000_di0_scale1,1.0,1000,1000,1000,1000,0.005000000000004778,0.005000000000004778,0.0,0.0,225.0208559631285
C3_C3_same_balanced_i0p005_n1000,Near independence,CURVE_CURVE_C3_C3_same_balanced_i0p005_n1000_di1em05_scale1,1.0,1000,1000,1000,1000,0.005000000000004778,0.005010000000004622,-9.999999999843467e-06,1e-05,224.99593109532455
C3_C3_same_balanced_i0p005_n1000,Near independence,CURVE_CURVE_C3_C3_same_balanced_i0p005_n1000_di0p0001_scale1,1.0,1000,1000,1000,1000,0.005000000000004778,0.005100000000003879,-9.999999999910081e-05,0.0001,224.77272288167873
C3_C3_same_balanced_i0p005_n1000,Near independence,CURVE_CURVE_C3_C3_same_balanced_i0p005_n1000_di0p001_scale1,1.0,1000,1000,1000,1000,0.005000000000004778,0.0059999999999911235,-0.0009999999999863451,0.001,222.641293968949
C3_C3_same_balanced_i0p005_n1000,Near independence,CURVE_CURVE_C3_C3_same_balanced_i0p005_n1000_di0p005_scale1,1.0,1000,1000,1000,1000,0.005000000000004778,0.01000000000000223,-0.004999999999997451,0.005,214.703714863249
C3_C3_same_balanced_i0p005_n1000,Near independence,CURVE_CURVE_C3_C3_same_balanced_i0p005_n1000_di0p01_scale1,1.0,1000,1000,1000,1000,0.005000000000004778,0.014999999999951052,-0.009999999999946274,0.01,206.80733765276207
C3_C3_same_balanced_i0p005_n1000,Near independence,CURVE_CURVE_C3_C3_same_balanced_i0p005_n1000_di0p02_scale1,1.0,1000,1000,1000,1000,0.005000000000004778,0.025000000000002354,-0.019999999999997575,0.02,194.33250310238193
C3_C3_same_balanced_i0p005_n1000,Near independence,CURVE_CURVE_C3_C3_same_balanced_i0p005_n1000_di0p05_scale1,1.0,1000,1000,1000,1000,0.005000000000004778,0.05500000000000238,-0.0499999999999976,0.05,167.85377407422826
C3_C3_same_balanced_i0p005_n1000,Near independence,CURVE_CURVE_C3_C3_same_balanced_i0p005_n1000_di0p1_scale1,1.0,1000,1000,1000,1000,0.005000000000004778,0.10500000000000242,-0.09999999999999765,0.1,137.48886138991196
C3_C3_same_balanced_i0p005_n1000,Near independence,CURVE_CURVE_C3_C3_same_balanced_i0p005_n1000_di0p2_scale1,1.0,1000,1000,1000,1000,0.005000000000004778,0.2050000000000023,-0.1999999999999975,0.2,95.66549918988174
C3_C3_same_balanced_i0p005_n1000,Near independence,CURVE_CURVE_C3_C3_same_balanced_i0p005_n1000_di0p5_scale1,1.0,1000,1000,1000,1000,0.005000000000004778,0.5049999999997903,-0.4999999999997855,0.5,23.261484446357645
C3_C3_same_balanced_i0p005_n1000,Near independence,CURVE_CURVE_C3_C3_same_balanced_i0p005_n1000_di0_scale2,2.0,1000,1000,2000,2000,0.005000000000004778,0.005000000000004778,0.0,0.0,450.041711926257
C3_C3_same_balanced_i0p005_n1000,Near independence,CURVE_CURVE_C3_C3_same_balanced_i0p005_n1000_di1em05_scale2,2.0,1000,1000,2000,2000,0.005000000000004778,0.005010000000004622,-9.999999999843467e-06,1e-05,449.9918621906491
C3_C3_same_balanced_i0p005_n1000,Near independence,CURVE_CURVE_C3_C3_same_balanced_i0p005_n1000_di0p0001_scale2,2.0,1000,1000,2000,2000,0.005000000000004778,0.005100000000003879,-9.999999999910081e-05,0.0001,449.54544576335746
C3_C3_same_balanced_i0p005_n1000,Near independence,CURVE_CURVE_C3_C3_same_balanced_i0p005_n1000_di0p001_scale2,2.0,1000,1000,2000,2000,0.005000000000004778,0.0059999999999911235,-0.0009999999999863451,0.001,445.282587937898
C3_C3_same_balanced_i0p005_n1000,Near independence,CURVE_CURVE_C3_C3_same_balanced_i0p005_n1000_di0p005_scale2,2.0,1000,1000,2000,2000,0.005000000000004778,0.01000000000000223,-0.004999999999997451,0.005,429.407429726498
C3_C3_same_balanced_i0p005_n1000,Near independence,CURVE_CURVE_C3_C3_same_balanced_i0p005_n1000_di0p01_scale2,2.0,1000,1000,2000,2000,0.005000000000004778,0.014999999999951052,-0.009999999999946274,0.01,413.61467530552414
C3_C3_same_balanced_i0p005_n1000,Near independence,CURVE_CURVE_C3_C3_same_balanced_i0p005_n1000_di0p02_scale2,2.0,1000,1000,2000,2000,0.005000000000004778,0.025000000000002354,-0.019999999999997575,0.02,388.66500620476387
C3_C3_same_balanced_i0p005_n1000,Near independence,CURVE_CURVE_C3_C3_same_balanced_i0p005_n1000_di0p05_scale2,2.0,1000,1000,2000,2000,0.005000000000004778,0.05500000000000238,-0.0499999999999976,0.05,335.7075481484565
C3_C3_same_balanced_i0p005_n1000,Near independence,CURVE_CURVE_C3_C3_same_balanced_i0p005_n1000_di0p1_scale2,2.0,1000,1000,2000,2000,0.005000000000004778,0.10500000000000242,-0.09999999999999765,0.1,274.9777227798239
C3_C3_same_balanced_i0p005_n1000,Near independence,CURVE_CURVE_C3_C3_same_balanced_i0p005_n1000_di0p2_scale2,2.0,1000,1000,2000,2000,0.005000000000004778,0.2050000000000023,-0.1999999999999975,0.2,191.33099837976349
C3_C3_same_balanced_i0p005_n1000,Near independence,CURVE_CURVE_C3_C3_same_balanced_i0p005_n1000_di0p5_scale2,2.0,1000,1000,2000,2000,0.005000000000004778,0.5049999999997903,-0.4999999999997855,0.5,46.52296889271529
C4_C4_s0p1_i0p0001_n100,Rare-cell case A,CURVE_CURVE_C4_C4_s0p1_i0p0001_n100_di0_scale0p5,0.5,100,100,50,50,0.00010000000000010001,0.00010000000000021103,-1.1102230246251565e-16,0.0,0.5625173077208545
C4_C4_s0p1_i0p0001_n100,Rare-cell case A,CURVE_CURVE_C4_C4_s0p1_i0p0001_n100_di1em05_scale0p5,0.5,100,100,50,50,0.00010000000000010001,0.0001100000000000545,-9.99999999995449e-06,1e-05,0.5646818539806965
C4_C4_s0p1_i0p0001_n100,Rare-cell case A,CURVE_CURVE_C4_C4_s0p1_i0p0001_n100_di0p0001_scale0p5,0.5,100,100,50,50,0.00010000000000010001,0.0001999999999986457,-9.99999999985457e-05,0.0001,0.5646818539806965
C4_C4_s0p1_i0p0001_n100,Rare-cell case A,CURVE_CURVE_C4_C4_s0p1_i0p0001_n100_di0p001_scale0p5,0.5,100,100,50,50,0.00010000000000010001,0.0010999999999650178,-0.0009999999999649178,0.001,0.5646818539806965
C4_C4_s0p1_i0p0001_n100,Rare-cell case A,CURVE_CURVE_C4_C4_s0p1_i0p0001_n100_di0p005_scale0p5,0.5,100,100,50,50,0.00010000000000010001,0.005099999999999771,-0.004999999999999671,0.005,0.5646818539806965
C4_C4_s0p1_i0p0001_n100,Rare-cell case A,CURVE_CURVE_C4_C4_s0p1_i0p0001_n100_di0p01_scale0p5,0.5,100,100,50,50,0.00010000000000010001,0.010099999999998055,-0.009999999999997955,0.01,0.5646818539806965
C4_C4_s0p1_i0p0001_n100,Rare-cell case A,CURVE_CURVE_C4_C4_s0p1_i0p0001_n100_di0p02_scale0p5,0.5,100,100,50,50,0.00010000000000010001,0.020099999999879714,-0.019999999999879614,0.02,0.5646818539806965
C4_C4_s0p1_i0p0001_n100,Rare-cell case A,CURVE_CURVE_C4_C4_s0p1_i0p0001_n100_di0p05_scale0p5,0.5,100,100,50,50,0.00010000000000010001,0.050100000000000144,-0.050000000000000044,0.05,0.412654456753039
C4_C4_s0p1_i0p0001_n100,Rare-cell case A,CURVE_CURVE_C4_C4_s0p1_i0p0001_n100_di0_scale1,1.0,100,100,100,100,0.00010000000000010001,0.00010000000000021103,-1.1102230246251565e-16,0.0,1.125034615441709
C4_C4_s0p1_i0p0001_n100,Rare-cell case A,CURVE_CURVE_C4_C4_s0p1_i0p0001_n100_di1em05_scale1,1.0,100,100,100,100,0.00010000000000010001,0.0001100000000000545,-9.99999999995449e-06,1e-05,1.129363707961393
C4_C4_s0p1_i0p0001_n100,Rare-cell case A,CURVE_CURVE_C4_C4_s0p1_i0p0001_n100_di0p0001_scale1,1.0,100,100,100,100,0.00010000000000010001,0.0001999999999986457,-9.99999999985457e-05,0.0001,1.129363707961393
C4_C4_s0p1_i0p0001_n100,Rare-cell case A,CURVE_CURVE_C4_C4_s0p1_i0p0001_n100_di0p001_scale1,1.0,100,100,100,100,0.00010000000000010001,0.0010999999999650178,-0.0009999999999649178,0.001,1.129363707961393
C4_C4_s0p1_i0p0001_n100,Rare-cell case A,CURVE_CURVE_C4_C4_s0p1_i0p0001_n100_di0p005_scale1,1.0,100,100,100,100,0.00010000000000010001,0.005099999999999771,-0.004999999999999671,0.005,1.129363707961393
C4_C4_s0p1_i0p0001_n100,Rare-cell case A,CURVE_CURVE_C4_C4_s0p1_i0p0001_n100_di0p01_scale1,1.0,100,100,100,100,0.00010000000000010001,0.010099999999998055,-0.009999999999997955,0.01,1.129363707961393
C4_C4_s0p1_i0p0001_n100,Rare-cell case A,CURVE_CURVE_C4_C4_s0p1_i0p0001_n100_di0p02_scale1,1.0,100,100,100,100,0.00010000000000010001,0.020099999999879714,-0.019999999999879614,0.02,1.129363707961393
C4_C4_s0p1_i0p0001_n100,Rare-cell case A,CURVE_CURVE_C4_C4_s0p1_i0p0001_n100_di0p05_scale1,1.0,100,100,100,100,0.00010000000000010001,0.050100000000000144,-0.050000000000000044,0.05,0.825308913506078
C4_C4_s0p1_i0p0001_n100,Rare-cell case A,CURVE_CURVE_C4_C4_s0p1_i0p0001_n100_di0_scale2,2.0,100,100,200,200,0.00010000000000010001,0.00010000000000021103,-1.1102230246251565e-16,0.0,2.250069230883418
C4_C4_s0p1_i0p0001_n100,Rare-cell case A,CURVE_CURVE_C4_C4_s0p1_i0p0001_n100_di1em05_scale2,2.0,100,100,200,200,0.00010000000000010001,0.0001100000000000545,-9.99999999995449e-06,1e-05,2.258727415922786
C4_C4_s0p1_i0p0001_n100,Rare-cell case A,CURVE_CURVE_C4_C4_s0p1_i0p0001_n100_di0p0001_scale2,2.0,100,100,200,200,0.00010000000000010001,0.0001999999999986457,-9.99999999985457e-05,0.0001,2.258727415922786
C4_C4_s0p1_i0p0001_n100,Rare-cell case A,CURVE_CURVE_C4_C4_s0p1_i0p0001_n100_di0p001_scale2,2.0,100,100,200,200,0.00010000000000010001,0.0010999999999650178,-0.0009999999999649178,0.001,2.258727415922786
C4_C4_s0p1_i0p0001_n100,Rare-cell case A,CURVE_CURVE_C4_C4_s0p1_i0p0001_n100_di0p005_scale2,2.0,100,100,200,200,0.00010000000000010001,0.005099999999999771,-0.004999999999999671,0.005,2.258727415922786
C4_C4_s0p1_i0p0001_n100,Rare-cell case A,CURVE_CURVE_C4_C4_s0p1_i0p0001_n100_di0p01_scale2,2.0,100,100,200,200,0.00010000000000010001,0.010099999999998055,-0.009999999999997955,0.01,2.258727415922786
C4_C4_s0p1_i0p0001_n100,Rare-cell case A,CURVE_CURVE_C4_C4_s0p1_i0p0001_n100_di0p02_scale2,2.0,100,100,200,200,0.00010000000000010001,0.020099999999879714,-0.019999999999879614,0.02,2.258727415922786
C4_C4_s0p1_i0p0001_n100,Rare-cell case A,CURVE_CURVE_C4_C4_s0p1_i0p0001_n100_di0p05_scale2,2.0,100,100,200,200,0.00010000000000010001,0.050100000000000144,-0.050000000000000044,0.05,1.650617827012156
C4_C4_s0p05_i0p0001_n500,Rare-cell case B,CURVE_CURVE_C4_C4_s0p05_i0p0001_n500_di0_scale0p5,0.5,500,500,250,250,9.999999999987796e-05,0.0001000000000000445,-1.6653345369377348e-16,0.0,0.7966958173804641
C4_C4_s0p05_i0p0001_n500,Rare-cell case B,CURVE_CURVE_C4_C4_s0p05_i0p0001_n500_di1em05_scale0p5,0.5,500,500,250,250,9.999999999987796e-05,0.00010999999999988797,-1.0000000000010001e-05,1e-05,0.7994669697625629
C4_C4_s0p05_i0p0001_n500,Rare-cell case B,CURVE_CURVE_C4_C4_s0p05_i0p0001_n500_di0p0001_scale0p5,0.5,500,500,250,250,9.999999999987796e-05,0.00020000000000003348,-0.00010000000000015552,0.0001,0.7994669697625629
C4_C4_s0p05_i0p0001_n500,Rare-cell case B,CURVE_CURVE_C4_C4_s0p05_i0p0001_n500_di0p001_scale0p5,0.5,500,500,250,250,9.999999999987796e-05,0.001100000000032797,-0.001000000000032919,0.001,0.7994669697625629
C4_C4_s0p05_i0p0001_n500,Rare-cell case B,CURVE_CURVE_C4_C4_s0p05_i0p0001_n500_di0p005_scale0p5,0.5,500,500,250,250,9.999999999987796e-05,0.005099999999995941,-0.004999999999996063,0.005,0.7994669697625629
C4_C4_s0p05_i0p0001_n500,Rare-cell case B,CURVE_CURVE_C4_C4_s0p05_i0p0001_n500_di0p01_scale0p5,0.5,500,500,250,250,9.999999999987796e-05,0.010100000000352438,-0.01000000000035256,0.01,0.7994669697625629
C4_C4_s0p05_i0p0001_n500,Rare-cell case B,CURVE_CURVE_C4_C4_s0p05_i0p0001_n500_di0p02_scale0p5,0.5,500,500,250,250,9.999999999987796e-05,0.02009999999999107,-0.01999999999999119,0.02,0.7994669697625629
C4_C4_s0p05_i0p0001_n500,Rare-cell case B,CURVE_CURVE_C4_C4_s0p05_i0p0001_n500_di0p05_scale0p5,0.5,500,500,250,250,9.999999999987796e-05,0.05009999999999987,-0.04999999999999999,0.05,0.43283577142680474
C4_C4_s0p05_i0p0001_n500,Rare-cell case B,CURVE_CURVE_C4_C4_s0p05_i0p0001_n500_di0_scale1,1.0,500,500,500,500,9.999999999987796e-05,0.0001000000000000445,-1.6653345369377348e-16,0.0,1.5933916347609283
C4_C4_s0p05_i0p0001_n500,Rare-cell case B,CURVE_CURVE_C4_C4_s0p05_i0p0001_n500_di1em05_scale1,1.0,500,500,500,500,9.999999999987796e-05,0.00010999999999988797,-1.0000000000010001e-05,1e-05,1.5989339395251259
C4_C4_s0p05_i0p0001_n500,Rare-cell case B,CURVE_CURVE_C4_C4_s0p05_i0p0001_n500_di0p0001_scale1,1.0,500,500,500,500,9.999999999987796e-05,0.00020000000000003348,-0.00010000000000015552,0.0001,1.5989339395251259
C4_C4_s0p05_i0p0001_n500,Rare-cell case B,CURVE_CURVE_C4_C4_s0p05_i0p0001_n500_di0p001_scale1,1.0,500,500,500,500,9.999999999987796e-05,0.001100000000032797,-0.001000000000032919,0.001,1.5989339395251259
C4_C4_s0p05_i0p0001_n500,Rare-cell case B,CURVE_CURVE_C4_C4_s0p05_i0p0001_n500_di0p005_scale1,1.0,500,500,500,500,9.999999999987796e-05,0.005099999999995941,-0.004999999999996063,0.005,1.5989339395251259
C4_C4_s0p05_i0p0001_n500,Rare-cell case B,CURVE_CURVE_C4_C4_s0p05_i0p0001_n500_di0p01_scale1,1.0,500,500,500,500,9.999999999987796e-05,0.010100000000352438,-0.01000000000035256,0.01,1.5989339395251259
C4_C4_s0p05_i0p0001_n500,Rare-cell case B,CURVE_CURVE_C4_C4_s0p05_i0p0001_n500_di0p02_scale1,1.0,500,500,500,500,9.999999999987796e-05,0.02009999999999107,-0.01999999999999119,0.02,1.5989339395251259
C4_C4_s0p05_i0p0001_n500,Rare-cell case B,CURVE_CURVE_C4_C4_s0p05_i0p0001_n500_di0p05_scale1,1.0,500,500,500,500,9.999999999987796e-05,0.05009999999999987,-0.04999999999999999,0.05,0.8656715428536095
C4_C4_s0p05_i0p0001_n500,Rare-cell case B,CURVE_CURVE_C4_C4_s0p05_i0p0001_n500_di0_scale2,2.0,500,500,1000,1000,9.999999999987796e-05,0.0001000000000000445,-1.6653345369377348e-16,0.0,3.1867832695218565
C4_C4_s0p05_i0p0001_n500,Rare-cell case B,CURVE_CURVE_C4_C4_s0p05_i0p0001_n500_di1em05_scale2,2.0,500,500,1000,1000,9.999999999987796e-05,0.00010999999999988797,-1.0000000000010001e-05,1e-05,3.1978678790502517
C4_C4_s0p05_i0p0001_n500,Rare-cell case B,CURVE_CURVE_C4_C4_s0p05_i0p0001_n500_di0p0001_scale2,2.0,500,500,1000,1000,9.999999999987796e-05,0.00020000000000003348,-0.00010000000000015552,0.0001,3.1978678790502517
C4_C4_s0p05_i0p0001_n500,Rare-cell case B,CURVE_CURVE_C4_C4_s0p05_i0p0001_n500_di0p001_scale2,2.0,500,500,1000,1000,9.999999999987796e-05,0.001100000000032797,-0.001000000000032919,0.001,3.1978678790502517
C4_C4_s0p05_i0p0001_n500,Rare-cell case B,CURVE_CURVE_C4_C4_s0p05_i0p0001_n500_di0p005_scale2,2.0,500,500,1000,1000,9.999999999987796e-05,0.005099999999995941,-0.004999999999996063,0.005,3.1978678790502517
C4_C4_s0p05_i0p0001_n500,Rare-cell case B,CURVE_CURVE_C4_C4_s0p05_i0p0001_n500_di0p01_scale2,2.0,500,500,1000,1000,9.999999999987796e-05,0.010100000000352438,-0.01000000000035256,0.01,3.1978678790502517
C4_C4_s0p05_i0p0001_n500,Rare-cell case B,CURVE_CURVE_C4_C4_s0p05_i0p0001_n500_di0p02_scale2,2.0,500,500,1000,1000,9.999999999987796e-05,0.02009999999999107,-0.01999999999999119,0.02,3.1978678790502517
C4_C4_s0p05_i0p0001_n500,Rare-cell case B,CURVE_CURVE_C4_C4_s0p05_i0p0001_n500_di0p05_scale2,2.0,500,500,1000,1000,9.999999999987796e-05,0.05009999999999987,-0.04999999999999999,0.05,1.731343085707219
