anchor_configuration_id,configuration_label,configuration_id,sample_scale,baseline_n_p,baseline_n_q,n_p,n_q,mi_p,mi_q,true_delta_p_minus_q,mi_difference,minimum_expected_count
C1_N6_n100,"Sparse, smaller sample",CURVE_CURVE_C1_N6_n100_di0p0001_scale1,1.0,100,100,100,100,0.00499999999999956,0.005100000000566929,-0.00010000000056736846,0.0001,0.23657645186551138
C1_N6_n100,"Sparse, smaller sample",CURVE_CURVE_C1_N6_n100_di0p001_scale1,1.0,100,100,100,100,0.00499999999999956,0.0060000000002620735,-0.0010000000002625131,0.001,0.1862243132160513
C1_N6_n100,"Sparse, smaller sample",CURVE_CURVE_C1_N6_n100_di0p005_scale1,1.0,100,100,100,100,0.00499999999999956,0.010000000000196296,-0.005000000000196736,0.005,0.031190237826629955
C1_N6_n100,"Sparse, smaller sample",CURVE_CURVE_C1_N6_n100_di0_scale2,2.0,100,100,200,200,0.00499999999999956,0.0050000000005256395,-5.260791802186304e-13,0.0,0.4852584723139538
C1_N6_n100,"Sparse, smaller sample",CURVE_CURVE_C1_N6_n100_di1em05_scale2,2.0,100,100,200,200,0.00499999999999956,0.005010000000530035,-1.0000000530474562e-05,1e-05,0.4840390089969648
C1_N6_n100,"Sparse, smaller sample",CURVE_CURVE_C1_N6_n100_di0p0001_scale2,2.0,100,100,200,200,0.00499999999999956,0.005100000000566929,-0.00010000000056736846,0.0001,0.47315290373102276
C1_N6_n100,"Sparse, smaller sample",CURVE_CURVE_C1_N6_n100_di0p001_scale2,2.0,100,100,200,200,0.00499999999999956,0.0060000000002620735,-0.0010000000002625131,0.001,0.3724486264321026
C1_N6_n100,"Sparse, smaller sample",CURVE_CURVE_C1_N6_n100_di0p005_scale2,2.0,100,100,200,200,0.00499999999999956,0.010000000000196296,-0.005000000000196736,0.005,0.06238047565325991
C1_N6_n200,"Sparse, larger sample",CURVE_CURVE_C1_N6_n200_di0_scale0p5,0.5,200,200,100,100,0.00499999999999956,0.0050000000005256395,-5.260791802186304e-13,0.0,0.2426292361569769
C1_N6_n200,"Sparse, larger sample",CURVE_CURVE_C1_N6_n200_di1em05_scale0p5,0.5,200,200,100,100,0.00499999999999956,0.005010000000530035,-1.0000000530474562e-05,1e-05,0.2420195044984824
C1_N6_n200,"Sparse, larger sample",CURVE_CURVE_C1_N6_n200_di0p0001_scale0p5,0.5,200,200,100,100,0.00499999999999956,0.005100000000566929,-0.00010000000056736846,0.0001,0.23657645186551138
C1_N6_n200,"Sparse, larger sample",CURVE_CURVE_C1_N6_n200_di0p001_scale0p5,0.5,200,200,100,100,0.00499999999999956,0.0060000000002620735,-0.0010000000002625131,0.001,0.1862243132160513
C1_N6_n200,"Sparse, larger sample",CURVE_CURVE_C1_N6_n200_di0p005_scale0p5,0.5,200,200,100,100,0.00499999999999956,0.010000000000196296,-0.005000000000196736,0.005,0.031190237826629955
C1_N6_n200,"Sparse, larger sample",CURVE_CURVE_C1_N6_n200_di0_scale1,1.0,200,200,200,200,0.00499999999999956,0.0050000000005256395,-5.260791802186304e-13,0.0,0.4852584723139538
C1_N6_n200,"Sparse, larger sample",CURVE_CURVE_C1_N6_n200_di1em05_scale1,1.0,200,200,200,200,0.00499999999999956,0.005010000000530035,-1.0000000530474562e-05,1e-05,0.4840390089969648
C1_N6_n200,"Sparse, larger sample",CURVE_CURVE_C1_N6_n200_di0p0001_scale1,1.0,200,200,200,200,0.00499999999999956,0.005100000000566929,-0.00010000000056736846,0.0001,0.47315290373102276
C1_N6_n200,"Sparse, larger sample",CURVE_CURVE_C1_N6_n200_di0p001_scale1,1.0,200,200,200,200,0.00499999999999956,0.0060000000002620735,-0.0010000000002625131,0.001,0.3724486264321026
C1_N6_n200,"Sparse, larger sample",CURVE_CURVE_C1_N6_n200_di0p005_scale1,1.0,200,200,200,200,0.00499999999999956,0.010000000000196296,-0.005000000000196736,0.005,0.06238047565325991
C1_N6_n200,"Sparse, larger sample",CURVE_CURVE_C1_N6_n200_di0_scale2,2.0,200,200,400,400,0.00499999999999956,0.0050000000005256395,-5.260791802186304e-13,0.0,0.9705169446279076
C1_N6_n200,"Sparse, larger sample",CURVE_CURVE_C1_N6_n200_di1em05_scale2,2.0,200,200,400,400,0.00499999999999956,0.005010000000530035,-1.0000000530474562e-05,1e-05,0.9680780179939296
C1_N6_n200,"Sparse, larger sample",CURVE_CURVE_C1_N6_n200_di0p0001_scale2,2.0,200,200,400,400,0.00499999999999956,0.005100000000566929,-0.00010000000056736846,0.0001,0.9463058074620455
C1_N6_n200,"Sparse, larger sample",CURVE_CURVE_C1_N6_n200_di0p001_scale2,2.0,200,200,400,400,0.00499999999999956,0.0060000000002620735,-0.0010000000002625131,0.001,0.7448972528642052
C1_N6_n200,"Sparse, larger sample",CURVE_CURVE_C1_N6_n200_di0p005_scale2,2.0,200,200,400,400,0.00499999999999956,0.010000000000196296,-0.005000000000196736,0.005,0.12476095130651982
C1_N7_n1000,Ultra-rare categories,CURVE_CURVE_C1_N7_n1000_di0_scale0p5,0.5,1000,1000,500,500,0.0005000000000022972,0.0005000000000000837,2.213507155346406e-15,0.0,0.1399540247762651
C1_N7_n1000,Ultra-rare categories,CURVE_CURVE_C1_N7_n1000_di1em05_scale0p5,0.5,1000,1000,500,500,0.0005000000000022972,0.0005099999999999896,-9.99999999769241e-06,1e-05,0.14173108256545638
C1_N7_n1000,Ultra-rare categories,CURVE_CURVE_C1_N7_n1000_di0p0001_scale0p5,0.5,1000,1000,500,500,0.0005000000000022972,0.0006000000000000172,-9.999999999771997e-05,0.0001,0.15268321301194732
C1_N7_n1000,Ultra-rare categories,CURVE_CURVE_C1_N7_n1000_di0p001_scale0p5,0.5,1000,1000,500,500,0.0005000000000022972,0.001499999999926907,-0.0009999999999246098,0.001,0.15268321301194732
C1_N7_n1000,Ultra-rare categories,CURVE_CURVE_C1_N7_n1000_di0p005_scale0p5,0.5,1000,1000,500,500,0.0005000000000022972,0.005499999999998187,-0.00499999999999589,0.005,0.15268321301194732
C1_N7_n1000,Ultra-rare categories,CURVE_CURVE_C1_N7_n1000_di0_scale1,1.0,1000,1000,1000,1000,0.0005000000000022972,0.0005000000000000837,2.213507155346406e-15,0.0,0.2799080495525302
C1_N7_n1000,Ultra-rare categories,CURVE_CURVE_C1_N7_n1000_di1em05_scale1,1.0,1000,1000,1000,1000,0.0005000000000022972,0.0005099999999999896,-9.99999999769241e-06,1e-05,0.28346216513091277
C1_N7_n1000,Ultra-rare categories,CURVE_CURVE_C1_N7_n1000_di0p0001_scale1,1.0,1000,1000,1000,1000,0.0005000000000022972,0.0006000000000000172,-9.999999999771997e-05,0.0001,0.30536642602389463
C1_N7_n1000,Ultra-rare categories,CURVE_CURVE_C1_N7_n1000_di0p001_scale1,1.0,1000,1000,1000,1000,0.0005000000000022972,0.001499999999926907,-0.0009999999999246098,0.001,0.30536642602389463
C1_N7_n1000,Ultra-rare categories,CURVE_CURVE_C1_N7_n1000_di0p005_scale1,1.0,1000,1000,1000,1000,0.0005000000000022972,0.005499999999998187,-0.00499999999999589,0.005,0.30536642602389463
C1_N7_n1000,Ultra-rare categories,CURVE_CURVE_C1_N7_n1000_di0_scale2,2.0,1000,1000,2000,2000,0.0005000000000022972,0.0005000000000000837,2.213507155346406e-15,0.0,0.5598160991050604
C1_N7_n1000,Ultra-rare categories,CURVE_CURVE_C1_N7_n1000_di1em05_scale2,2.0,1000,1000,2000,2000,0.0005000000000022972,0.0005099999999999896,-9.99999999769241e-06,1e-05,0.5669243302618255
C1_N7_n1000,Ultra-rare categories,CURVE_CURVE_C1_N7_n1000_di0p0001_scale2,2.0,1000,1000,2000,2000,0.0005000000000022972,0.0006000000000000172,-9.999999999771997e-05,0.0001,0.6107328520477893
C1_N7_n1000,Ultra-rare categories,CURVE_CURVE_C1_N7_n1000_di0p001_scale2,2.0,1000,1000,2000,2000,0.0005000000000022972,0.001499999999926907,-0.0009999999999246098,0.001,0.6107328520477893
C1_N7_n1000,Ultra-rare categories,CURVE_CURVE_C1_N7_n1000_di0p005_scale2,2.0,1000,1000,2000,2000,0.0005000000000022972,0.005499999999998187,-0.00499999999999589,0.005,0.6107328520477893
C2_N0_np20_nq200,"Balanced, unequal samples",CURVE_CURVE_C2_N0_np20_nq200_di0_scale0p5,0.5,20,200,10,100,0.09999999999999987,0.09999999999999987,0.0,0.0,1.4010268691929522
C2_N0_np20_nq200,"Balanced, unequal samples",CURVE_CURVE_C2_N0_np20_nq200_di1em05_scale0p5,0.5,20,200,10,100,0.09999999999999987,0.10000999999999949,-9.999999999621423e-06,1e-05,1.4010268691929522
C2_N0_np20_nq200,"Balanced, unequal samples",CURVE_CURVE_C2_N0_np20_nq200_di0p0001_scale0p5,0.5,20,200,10,100,0.09999999999999987,0.10009999999999986,-9.999999999998899e-05,0.0001,1.4010268691929522
C2_N0_np20_nq200,"Balanced, unequal samples",CURVE_CURVE_C2_N0_np20_nq200_di0p001_scale0p5,0.5,20,200,10,100,0.09999999999999987,0.1010000000000002,-0.001000000000000334,0.001,1.4010268691929522
C2_N0_np20_nq200,"Balanced, unequal samples",CURVE_CURVE_C2_N0_np20_nq200_di0p005_scale0p5,0.5,20,200,10,100,0.09999999999999987,0.10499999999999998,-0.0050000000000001155,0.005,1.4010268691929522
C2_N0_np20_nq200,"Balanced, unequal samples",CURVE_CURVE_C2_N0_np20_nq200_di0p01_scale0p5,0.5,20,200,10,100,0.09999999999999987,0.1100000000000001,-0.010000000000000231,0.01,1.4010268691929522
C2_N0_np20_nq200,"Balanced, unequal samples",CURVE_CURVE_C2_N0_np20_nq200_di0p02_scale0p5,0.5,20,200,10,100,0.09999999999999987,0.11999999999999988,-0.020000000000000018,0.02,1.4010268691929522
C2_N0_np20_nq200,"Balanced, unequal samples",CURVE_CURVE_C2_N0_np20_nq200_di0p05_scale0p5,0.5,20,200,10,100,0.09999999999999987,0.14999999999944302,-0.04999999999944316,0.05,1.4010268691929522
C2_N0_np20_nq200,"Balanced, unequal samples",CURVE_CURVE_C2_N0_np20_nq200_di0p1_scale0p5,0.5,20,200,10,100,0.09999999999999987,0.19999999999999996,-0.10000000000000009,0.1,1.4010268691929522
C2_N0_np20_nq200,"Balanced, unequal samples",CURVE_CURVE_C2_N0_np20_nq200_di0p2_scale0p5,0.5,20,200,10,100,0.09999999999999987,0.30000000000001115,-0.20000000000001128,0.2,1.4010268691929522
C2_N0_np20_nq200,"Balanced, unequal samples",CURVE_CURVE_C2_N0_np20_nq200_di0p5_scale0p5,0.5,20,200,10,100,0.09999999999999987,0.5999999999981145,-0.4999999999981146,0.5,0.9376710941234961
C2_N0_np20_nq200,"Balanced, unequal samples",CURVE_CURVE_C2_N0_np20_nq200_di0_scale1,1.0,20,200,20,200,0.09999999999999987,0.09999999999999987,0.0,0.0,2.8020537383859043
C2_N0_np20_nq200,"Balanced, unequal samples",CURVE_CURVE_C2_N0_np20_nq200_di1em05_scale1,1.0,20,200,20,200,0.09999999999999987,0.10000999999999949,-9.999999999621423e-06,1e-05,2.8020537383859043
C2_N0_np20_nq200,"Balanced, unequal samples",CURVE_CURVE_C2_N0_np20_nq200_di0p0001_scale1,1.0,20,200,20,200,0.09999999999999987,0.10009999999999986,-9.999999999998899e-05,0.0001,2.8020537383859043
C2_N0_np20_nq200,"Balanced, unequal samples",CURVE_CURVE_C2_N0_np20_nq200_di0p001_scale1,1.0,20,200,20,200,0.09999999999999987,0.1010000000000002,-0.001000000000000334,0.001,2.8020537383859043
C2_N0_np20_nq200,"Balanced, unequal samples",CURVE_CURVE_C2_N0_np20_nq200_di0p005_scale1,1.0,20,200,20,200,0.09999999999999987,0.10499999999999998,-0.0050000000000001155,0.005,2.8020537383859043
C2_N0_np20_nq200,"Balanced, unequal samples",CURVE_CURVE_C2_N0_np20_nq200_di0p01_scale1,1.0,20,200,20,200,0.09999999999999987,0.1100000000000001,-0.010000000000000231,0.01,2.8020537383859043
C2_N0_np20_nq200,"Balanced, unequal samples",CURVE_CURVE_C2_N0_np20_nq200_di0p02_scale1,1.0,20,200,20,200,0.09999999999999987,0.11999999999999988,-0.020000000000000018,0.02,2.8020537383859043
C2_N0_np20_nq200,"Balanced, unequal samples",CURVE_CURVE_C2_N0_np20_nq200_di0p05_scale1,1.0,20,200,20,200,0.09999999999999987,0.14999999999944302,-0.04999999999944316,0.05,2.8020537383859043
C2_N0_np20_nq200,"Balanced, unequal samples",CURVE_CURVE_C2_N0_np20_nq200_di0p1_scale1,1.0,20,200,20,200,0.09999999999999987,0.19999999999999996,-0.10000000000000009,0.1,2.8020537383859043
C2_N0_np20_nq200,"Balanced, unequal samples",CURVE_CURVE_C2_N0_np20_nq200_di0p2_scale1,1.0,20,200,20,200,0.09999999999999987,0.30000000000001115,-0.20000000000001128,0.2,2.8020537383859043
C2_N0_np20_nq200,"Balanced, unequal samples",CURVE_CURVE_C2_N0_np20_nq200_di0p5_scale1,1.0,20,200,20,200,0.09999999999999987,0.5999999999981145,-0.4999999999981146,0.5,1.8753421882469923
C2_N0_np20_nq200,"Balanced, unequal samples",CURVE_CURVE_C2_N0_np20_nq200_di0_scale2,2.0,20,200,40,400,0.09999999999999987,0.09999999999999987,0.0,0.0,5.604107476771809
C2_N0_np20_nq200,"Balanced, unequal samples",CURVE_CURVE_C2_N0_np20_nq200_di1em05_scale2,2.0,20,200,40,400,0.09999999999999987,0.10000999999999949,-9.999999999621423e-06,1e-05,5.604107476771809
C2_N0_np20_nq200,"Balanced, unequal samples",CURVE_CURVE_C2_N0_np20_nq200_di0p0001_scale2,2.0,20,200,40,400,0.09999999999999987,0.10009999999999986,-9.999999999998899e-05,0.0001,5.604107476771809
C2_N0_np20_nq200,"Balanced, unequal samples",CURVE_CURVE_C2_N0_np20_nq200_di0p001_scale2,2.0,20,200,40,400,0.09999999999999987,0.1010000000000002,-0.001000000000000334,0.001,5.604107476771809
C2_N0_np20_nq200,"Balanced, unequal samples",CURVE_CURVE_C2_N0_np20_nq200_di0p005_scale2,2.0,20,200,40,400,0.09999999999999987,0.10499999999999998,-0.0050000000000001155,0.005,5.604107476771809
C2_N0_np20_nq200,"Balanced, unequal samples",CURVE_CURVE_C2_N0_np20_nq200_di0p01_scale2,2.0,20,200,40,400,0.09999999999999987,0.1100000000000001,-0.010000000000000231,0.01,5.604107476771809
C2_N0_np20_nq200,"Balanced, unequal samples",CURVE_CURVE_C2_N0_np20_nq200_di0p02_scale2,2.0,20,200,40,400,0.09999999999999987,0.11999999999999988,-0.020000000000000018,0.02,5.604107476771809
C2_N0_np20_nq200,"Balanced, unequal samples",CURVE_CURVE_C2_N0_np20_nq200_di0p05_scale2,2.0,20,200,40,400,0.09999999999999987,0.14999999999944302,-0.04999999999944316,0.05,5.604107476771809
C2_N0_np20_nq200,"Balanced, unequal samples",CURVE_CURVE_C2_N0_np20_nq200_di0p1_scale2,2.0,20,200,40,400,0.09999999999999987,0.19999999999999996,-0.10000000000000009,0.1,5.604107476771809
C2_N0_np20_nq200,"Balanced, unequal samples",CURVE_CURVE_C2_N0_np20_nq200_di0p2_scale2,2.0,20,200,40,400,0.09999999999999987,0.30000000000001115,-0.20000000000001128,0.2,5.604107476771809
C2_N0_np20_nq200,"Balanced, unequal samples",CURVE_CURVE_C2_N0_np20_nq200_di0p5_scale2,2.0,20,200,40,400,0.09999999999999987,0.5999999999981145,-0.4999999999981146,0.5,3.7506843764939846
C2_N3_np500_nq50,"Skewed, unequal samples",CURVE_CURVE_C2_N3_np500_nq50_di0_scale0p5,0.5,500,50,250,25,0.03000000000000036,0.029999999999356874,6.434852650727407e-13,0.0,0.8648959216103085
C2_N3_np500_nq50,"Skewed, unequal samples",CURVE_CURVE_C2_N3_np500_nq50_di1em05_scale0p5,0.5,500,50,250,25,0.03000000000000036,0.030009999999358383,-9.999999358023537e-06,1e-05,0.8647470705965629
C2_N3_np500_nq50,"Skewed, unequal samples",CURVE_CURVE_C2_N3_np500_nq50_di0p0001_scale0p5,0.5,500,50,250,25,0.03000000000000036,0.030099999999374183,-9.99999993738232e-05,0.0001,0.863408596149424
C2_N3_np500_nq50,"Skewed, unequal samples",CURVE_CURVE_C2_N3_np500_nq50_di0p001_scale0p5,0.5,500,50,250,25,0.03000000000000036,0.030999999999493877,-0.0009999999994935171,0.001,0.8501393821870583
C2_N3_np500_nq50,"Skewed, unequal samples",CURVE_CURVE_C2_N3_np500_nq50_di0p005_scale0p5,0.5,500,50,250,25,0.03000000000000036,0.034999999999659415,-0.004999999999659055,0.005,0.7935319932386035
C2_N3_np500_nq50,"Skewed, unequal samples",CURVE_CURVE_C2_N3_np500_nq50_di0p01_scale0p5,0.5,500,50,250,25,0.03000000000000036,0.039999999999677294,-0.009999999999676934,0.01,0.7275445987264987
C2_N3_np500_nq50,"Skewed, unequal samples",CURVE_CURVE_C2_N3_np500_nq50_di0p02_scale0p5,0.5,500,50,250,25,0.03000000000000036,0.04999999999967819,-0.01999999999967783,0.02,0.608413964592508
C2_N3_np500_nq50,"Skewed, unequal samples",CURVE_CURVE_C2_N3_np500_nq50_di0p05_scale0p5,0.5,500,50,250,25,0.03000000000000036,0.07999999999968177,-0.04999999999968141,0.05,0.3228806556316851
C2_N3_np500_nq50,"Skewed, unequal samples",CURVE_CURVE_C2_N3_np500_nq50_di0p1_scale0p5,0.5,500,50,250,25,0.03000000000000036,0.1299999999996715,-0.09999999999967113,0.1,0.013868497554642145
C2_N3_np500_nq50,"Skewed, unequal samples",CURVE_CURVE_C2_N3_np500_nq50_di0_scale1,1.0,500,50,500,50,0.03000000000000036,0.029999999999356874,6.434852650727407e-13,0.0,1.729791843220617
C2_N3_np500_nq50,"Skewed, unequal samples",CURVE_CURVE_C2_N3_np500_nq50_di1em05_scale1,1.0,500,50,500,50,0.03000000000000036,0.030009999999358383,-9.999999358023537e-06,1e-05,1.7294941411931257
C2_N3_np500_nq50,"Skewed, unequal samples",CURVE_CURVE_C2_N3_np500_nq50_di0p0001_scale1,1.0,500,50,500,50,0.03000000000000036,0.030099999999374183,-9.99999993738232e-05,0.0001,1.726817192298848
C2_N3_np500_nq50,"Skewed, unequal samples",CURVE_CURVE_C2_N3_np500_nq50_di0p001_scale1,1.0,500,50,500,50,0.03000000000000036,0.030999999999493877,-0.0009999999994935171,0.001,1.7002787643741166
C2_N3_np500_nq50,"Skewed, unequal samples",CURVE_CURVE_C2_N3_np500_nq50_di0p005_scale1,1.0,500,50,500,50,0.03000000000000036,0.034999999999659415,-0.004999999999659055,0.005,1.587063986477207
C2_N3_np500_nq50,"Skewed, unequal samples",CURVE_CURVE_C2_N3_np500_nq50_di0p01_scale1,1.0,500,50,500,50,0.03000000000000036,0.039999999999677294,-0.009999999999676934,0.01,1.4550891974529974
C2_N3_np500_nq50,"Skewed, unequal samples",CURVE_CURVE_C2_N3_np500_nq50_di0p02_scale1,1.0,500,50,500,50,0.03000000000000036,0.04999999999967819,-0.01999999999967783,0.02,1.216827929185016
C2_N3_np500_nq50,"Skewed, unequal samples",CURVE_CURVE_C2_N3_np500_nq50_di0p05_scale1,1.0,500,50,500,50,0.03000000000000036,0.07999999999968177,-0.04999999999968141,0.05,0.6457613112633702
C2_N3_np500_nq50,"Skewed, unequal samples",CURVE_CURVE_C2_N3_np500_nq50_di0p1_scale1,1.0,500,50,500,50,0.03000000000000036,0.1299999999996715,-0.09999999999967113,0.1,0.02773699510928429
C2_N3_np500_nq50,"Skewed, unequal samples",CURVE_CURVE_C2_N3_np500_nq50_di0_scale2,2.0,500,50,1000,100,0.03000000000000036,0.029999999999356874,6.434852650727407e-13,0.0,3.459583686441234
C2_N3_np500_nq50,"Skewed, unequal samples",CURVE_CURVE_C2_N3_np500_nq50_di1em05_scale2,2.0,500,50,1000,100,0.03000000000000036,0.030009999999358383,-9.999999358023537e-06,1e-05,3.4589882823862514
C2_N3_np500_nq50,"Skewed, unequal samples",CURVE_CURVE_C2_N3_np500_nq50_di0p0001_scale2,2.0,500,50,1000,100,0.03000000000000036,0.030099999999374183,-9.99999993738232e-05,0.0001,3.453634384597696
C2_N3_np500_nq50,"Skewed, unequal samples",CURVE_CURVE_C2_N3_np500_nq50_di0p001_scale2,2.0,500,50,1000,100,0.03000000000000036,0.030999999999493877,-0.0009999999994935171,0.001,3.4005575287482332
C2_N3_np500_nq50,"Skewed, unequal samples",CURVE_CURVE_C2_N3_np500_nq50_di0p005_scale2,2.0,500,50,1000,100,0.03000000000000036,0.034999999999659415,-0.004999999999659055,0.005,3.174127972954414
C2_N3_np500_nq50,"Skewed, unequal samples",CURVE_CURVE_C2_N3_np500_nq50_di0p01_scale2,2.0,500,50,1000,100,0.03000000000000036,0.039999999999677294,-0.009999999999676934,0.01,2.9101783949059947
C2_N3_np500_nq50,"Skewed, unequal samples",CURVE_CURVE_C2_N3_np500_nq50_di0p02_scale2,2.0,500,50,1000,100,0.03000000000000036,0.04999999999967819,-0.01999999999967783,0.02,2.433655858370032
C2_N3_np500_nq50,"Skewed, unequal samples",CURVE_CURVE_C2_N3_np500_nq50_di0p05_scale2,2.0,500,50,1000,100,0.03000000000000036,0.07999999999968177,-0.04999999999968141,0.05,1.2915226225267404
C2_N3_np500_nq50,"Skewed, unequal samples",CURVE_CURVE_C2_N3_np500_nq50_di0p1_scale2,2.0,500,50,1000,100,0.03000000000000036,0.1299999999996715,-0.09999999999967113,0.1,0.05547399021856858
C2_N5_np200_nq2000,Rare and highly unequal,CURVE_CURVE_C2_N5_np200_nq2000_di0_scale0p5,0.5,200,2000,100,1000,0.005000000000208782,0.005000000000000199,2.0858315075145129e-13,0.0,0.34939959261344083
C2_N5_np200_nq2000,Rare and highly unequal,CURVE_CURVE_C2_N5_np200_nq2000_di1em05_scale0p5,0.5,200,2000,100,1000,0.005000000000208782,0.005010000000000209,-9.99999979142685e-06,1e-05,0.34939959261344083
C2_N5_np200_nq2000,Rare and highly unequal,CURVE_CURVE_C2_N5_np200_nq2000_di0p0001_scale0p5,0.5,200,2000,100,1000,0.005000000000208782,0.005100000000000188,-9.999999979140584e-05,0.0001,0.34939959261344083
C2_N5_np200_nq2000,Rare and highly unequal,CURVE_CURVE_C2_N5_np200_nq2000_di0p001_scale0p5,0.5,200,2000,100,1000,0.005000000000208782,0.006000000000000116,-0.0009999999997913345,0.001,0.34939959261344083
C2_N5_np200_nq2000,Rare and highly unequal,CURVE_CURVE_C2_N5_np200_nq2000_di0p005_scale0p5,0.5,200,2000,100,1000,0.005000000000208782,0.010000000000000314,-0.004999999999791532,0.005,0.34939959261344083
C2_N5_np200_nq2000,Rare and highly unequal,CURVE_CURVE_C2_N5_np200_nq2000_di0p01_scale0p5,0.5,200,2000,100,1000,0.005000000000208782,0.014999999999841973,-0.009999999999633191,0.01,0.34939959261344083
C2_N5_np200_nq2000,Rare and highly unequal,CURVE_CURVE_C2_N5_np200_nq2000_di0p02_scale0p5,0.5,200,2000,100,1000,0.005000000000208782,0.025000000000000022,-0.01999999999979124,0.02,0.34939959261344083
C2_N5_np200_nq2000,Rare and highly unequal,CURVE_CURVE_C2_N5_np200_nq2000_di0_scale1,1.0,200,2000,200,2000,0.005000000000208782,0.005000000000000199,2.0858315075145129e-13,0.0,0.6987991852268817
C2_N5_np200_nq2000,Rare and highly unequal,CURVE_CURVE_C2_N5_np200_nq2000_di1em05_scale1,1.0,200,2000,200,2000,0.005000000000208782,0.005010000000000209,-9.99999979142685e-06,1e-05,0.6987991852268817
C2_N5_np200_nq2000,Rare and highly unequal,CURVE_CURVE_C2_N5_np200_nq2000_di0p0001_scale1,1.0,200,2000,200,2000,0.005000000000208782,0.005100000000000188,-9.999999979140584e-05,0.0001,0.6987991852268817
C2_N5_np200_nq2000,Rare and highly unequal,CURVE_CURVE_C2_N5_np200_nq2000_di0p001_scale1,1.0,200,2000,200,2000,0.005000000000208782,0.006000000000000116,-0.0009999999997913345,0.001,0.6987991852268817
C2_N5_np200_nq2000,Rare and highly unequal,CURVE_CURVE_C2_N5_np200_nq2000_di0p005_scale1,1.0,200,2000,200,2000,0.005000000000208782,0.010000000000000314,-0.004999999999791532,0.005,0.6987991852268817
C2_N5_np200_nq2000,Rare and highly unequal,CURVE_CURVE_C2_N5_np200_nq2000_di0p01_scale1,1.0,200,2000,200,2000,0.005000000000208782,0.014999999999841973,-0.009999999999633191,0.01,0.6987991852268817
C2_N5_np200_nq2000,Rare and highly unequal,CURVE_CURVE_C2_N5_np200_nq2000_di0p02_scale1,1.0,200,2000,200,2000,0.005000000000208782,0.025000000000000022,-0.01999999999979124,0.02,0.6987991852268817
C2_N5_np200_nq2000,Rare and highly unequal,CURVE_CURVE_C2_N5_np200_nq2000_di0_scale2,2.0,200,2000,400,4000,0.005000000000208782,0.005000000000000199,2.0858315075145129e-13,0.0,1.3975983704537633
C2_N5_np200_nq2000,Rare and highly unequal,CURVE_CURVE_C2_N5_np200_nq2000_di1em05_scale2,2.0,200,2000,400,4000,0.005000000000208782,0.005010000000000209,-9.99999979142685e-06,1e-05,1.3975983704537633
C2_N5_np200_nq2000,Rare and highly unequal,CURVE_CURVE_C2_N5_np200_nq2000_di0p0001_scale2,2.0,200,2000,400,4000,0.005000000000208782,0.005100000000000188,-9.999999979140584e-05,0.0001,1.3975983704537633
C2_N5_np200_nq2000,Rare and highly unequal,CURVE_CURVE_C2_N5_np200_nq2000_di0p001_scale2,2.0,200,2000,400,4000,0.005000000000208782,0.006000000000000116,-0.0009999999997913345,0.001,1.3975983704537633
C2_N5_np200_nq2000,Rare and highly unequal,CURVE_CURVE_C2_N5_np200_nq2000_di0p005_scale2,2.0,200,2000,400,4000,0.005000000000208782,0.010000000000000314,-0.004999999999791532,0.005,1.3975983704537633
C2_N5_np200_nq2000,Rare and highly unequal,CURVE_CURVE_C2_N5_np200_nq2000_di0p01_scale2,2.0,200,2000,400,4000,0.005000000000208782,0.014999999999841973,-0.009999999999633191,0.01,1.3975983704537633
C2_N5_np200_nq2000,Rare and highly unequal,CURVE_CURVE_C2_N5_np200_nq2000_di0p02_scale2,2.0,200,2000,400,4000,0.005000000000208782,0.025000000000000022,-0.01999999999979124,0.02,1.3975983704537633
C3_C3_same_balanced_i0p005_n1000,Near independence,CURVE_CURVE_C3_C3_same_balanced_i0p005_n1000_di0_scale0p5,0.5,1000,1000,500,500,0.005000000000004778,0.005000000000004778,0.0,0.0,112.51042798156425
C3_C3_same_balanced_i0p005_n1000,Near independence,CURVE_CURVE_C3_C3_same_balanced_i0p005_n1000_di1em05_scale0p5,0.5,1000,1000,500,500,0.005000000000004778,0.005010000000004622,-9.999999999843467e-06,1e-05,112.49796554766228
C3_C3_same_balanced_i0p005_n1000,Near independence,CURVE_CURVE_C3_C3_same_balanced_i0p005_n1000_di0p0001_scale0p5,0.5,1000,1000,500,500,0.005000000000004778,0.005100000000003879,-9.999999999910081e-05,0.0001,112.38636144083937
C3_C3_same_balanced_i0p005_n1000,Near independence,CURVE_CURVE_C3_C3_same_balanced_i0p005_n1000_di0p001_scale0p5,0.5,1000,1000,500,500,0.005000000000004778,0.0059999999999911235,-0.0009999999999863451,0.001,111.3206469844745
C3_C3_same_balanced_i0p005_n1000,Near independence,CURVE_CURVE_C3_C3_same_balanced_i0p005_n1000_di0p005_scale0p5,0.5,1000,1000,500,500,0.005000000000004778,0.01000000000000223,-0.004999999999997451,0.005,107.3518574316245
C3_C3_same_balanced_i0p005_n1000,Near independence,CURVE_CURVE_C3_C3_same_balanced_i0p005_n1000_di0p01_scale0p5,0.5,1000,1000,500,500,0.005000000000004778,0.014999999999951052,-0.009999999999946274,0.01,103.40366882638104
