scenario_id,configuration_id,rows,columns,condition,condition_label,n_p,n_q,population_replication,target_mi,simulation_seed,replicates,method,method_label,valid_replicates,valid_rate,fpr_10,fpr_05,fpr_01
config_2x2_d3_p00,2x2_ultra_imbalanced,2,2,ultra_imbalanced,Ultra-sparsity with imbalance,50,250,0,0.1,2766434811,200,normal_wald,Normal Wald,200,1.0,0.19,0.145,0.085
config_2x2_d3_p00,2x2_ultra_imbalanced,2,2,ultra_imbalanced,Ultra-sparsity with imbalance,50,250,0,0.1,2766434811,200,simple_welch,Simple Welch,200,1.0,0.185,0.145,0.085
config_2x2_d3_p00,2x2_ultra_imbalanced,2,2,ultra_imbalanced,Ultra-sparsity with imbalance,50,250,0,0.1,2766434811,200,expanded_welch,Expanded Welch,197,0.985,0.1319796954314721,0.07614213197969544,0.05583756345177665
config_2x2_d3_p00,2x2_ultra_imbalanced,2,2,ultra_imbalanced,Ultra-sparsity with imbalance,50,250,0,0.1,2766434811,200,constrained_lrt,Constrained LRT,200,1.0,0.145,0.09,0.015
config_2x2_d3_p01,2x2_ultra_imbalanced,2,2,ultra_imbalanced,Ultra-sparsity with imbalance,50,250,1,0.1,3202765758,200,normal_wald,Normal Wald,200,1.0,0.17,0.115,0.065
config_2x2_d3_p01,2x2_ultra_imbalanced,2,2,ultra_imbalanced,Ultra-sparsity with imbalance,50,250,1,0.1,3202765758,200,simple_welch,Simple Welch,200,1.0,0.165,0.11,0.065
config_2x2_d3_p01,2x2_ultra_imbalanced,2,2,ultra_imbalanced,Ultra-sparsity with imbalance,50,250,1,0.1,3202765758,200,expanded_welch,Expanded Welch,197,0.985,0.1116751269035533,0.05583756345177665,0.02030456852791878
config_2x2_d3_p01,2x2_ultra_imbalanced,2,2,ultra_imbalanced,Ultra-sparsity with imbalance,50,250,1,0.1,3202765758,200,constrained_lrt,Constrained LRT,200,1.0,0.125,0.075,0.005
config_2x2_d3_p02,2x2_ultra_imbalanced,2,2,ultra_imbalanced,Ultra-sparsity with imbalance,50,250,2,0.1,2867895330,200,normal_wald,Normal Wald,200,1.0,0.21,0.155,0.075
config_2x2_d3_p02,2x2_ultra_imbalanced,2,2,ultra_imbalanced,Ultra-sparsity with imbalance,50,250,2,0.1,2867895330,200,simple_welch,Simple Welch,200,1.0,0.21,0.15,0.075
config_2x2_d3_p02,2x2_ultra_imbalanced,2,2,ultra_imbalanced,Ultra-sparsity with imbalance,50,250,2,0.1,2867895330,200,expanded_welch,Expanded Welch,198,0.99,0.13636363636363635,0.06565656565656566,0.030303030303030304
config_2x2_d3_p02,2x2_ultra_imbalanced,2,2,ultra_imbalanced,Ultra-sparsity with imbalance,50,250,2,0.1,2867895330,200,constrained_lrt,Constrained LRT,200,1.0,0.135,0.07,0.015
config_2x2_d3_p03,2x2_ultra_imbalanced,2,2,ultra_imbalanced,Ultra-sparsity with imbalance,50,250,3,0.1,4085902826,200,normal_wald,Normal Wald,200,1.0,0.165,0.13,0.08
config_2x2_d3_p03,2x2_ultra_imbalanced,2,2,ultra_imbalanced,Ultra-sparsity with imbalance,50,250,3,0.1,4085902826,200,simple_welch,Simple Welch,200,1.0,0.165,0.125,0.075
config_2x2_d3_p03,2x2_ultra_imbalanced,2,2,ultra_imbalanced,Ultra-sparsity with imbalance,50,250,3,0.1,4085902826,200,expanded_welch,Expanded Welch,199,0.995,0.12562814070351758,0.07035175879396985,0.035175879396984924
config_2x2_d3_p03,2x2_ultra_imbalanced,2,2,ultra_imbalanced,Ultra-sparsity with imbalance,50,250,3,0.1,4085902826,200,constrained_lrt,Constrained LRT,200,1.0,0.125,0.06,0.015
config_2x2_d3_p04,2x2_ultra_imbalanced,2,2,ultra_imbalanced,Ultra-sparsity with imbalance,50,250,4,0.1,3741159399,200,normal_wald,Normal Wald,200,1.0,0.15,0.09,0.045
config_2x2_d3_p04,2x2_ultra_imbalanced,2,2,ultra_imbalanced,Ultra-sparsity with imbalance,50,250,4,0.1,3741159399,200,simple_welch,Simple Welch,200,1.0,0.15,0.085,0.045
