method,method_label,configurations,mean_valid_rate,mean_fpr_10,configuration_mae_10,wins_vs_normal_10,mean_fpr_05,configuration_mae_05,wins_vs_normal_05,mean_fpr_01,configuration_mae_01,wins_vs_normal_01
normal_wald,Normal Wald,1,1.0,0.176,0.07599999999999998,0,0.11850000000000002,0.06850000000000002,0,0.067,0.057,0
simple_welch,Simple Welch,1,1.0,0.172,0.07199999999999998,1,0.11500000000000002,0.06500000000000002,1,0.066,0.056,1
expanded_welch,Expanded Welch,1,0.9894999999999999,0.11114619139897819,0.011146191398978184,1,0.06061980671959501,0.010619806719595004,1,0.03283646350503479,0.022836463505034786,1
constrained_lrt,Constrained LRT,1,1.0,0.1345,0.0345,1,0.07649999999999998,0.026499999999999982,1,0.013500000000000002,0.0035000000000000014,1
