target,formula,equation,alpha,floor,random_cv_r2,group_cv_r2,features,coefficients
nu_norm,hybrid_weighted,"nu_norm_raw = 1 + sum(beta_j * feature_j); nu_norm_hat = max(nu_norm_raw, 0.2)",1e-06,0.2,0.7678980762486118,0.7418113574394798,"inv_lam_tp,inv_sqrt_lam_tp,inv_lam_sqrt_harm,frac_cells_lt_1,frac_cells_lt_5,n_lt1_norm_nu0,n_lt5_norm_nu0,inv_lam_min_x_frac_lt1,inv_sqrt_lam_min_x_frac_lt1,inv_lam_min_x_n_lt1_norm_nu0,inv_sqrt_lam_min_x_n_lt1_norm_nu0","{""frac_cells_lt_1"": -3.103684649829719, ""frac_cells_lt_5"": 0.043216326951713804, ""inv_lam_min_x_frac_lt1"": -1.1401407990249695, ""inv_lam_min_x_n_lt1_norm_nu0"": 0.7326949602971384, ""inv_lam_sqrt_harm"": 0.004342890963424543, ""inv_lam_tp"": -4.4794664242335884e-05, ""inv_sqrt_lam_min_x_frac_lt1"": 5.0589513140523374, ""inv_sqrt_lam_min_x_n_lt1_norm_nu0"": -3.6607881733149545, ""inv_sqrt_lam_tp"": 0.00243610820571298, ""n_lt1_norm_nu0"": 3.245288774228257, ""n_lt5_norm_nu0"": 0.05120909199339084}"
a,weighted_frac,"a_raw = 1 + sum(beta_j * feature_j); a_hat = max(a_raw, 0.2)",1e-08,0.2,0.8666485118007833,0.860751566954624,"inv_lam_tp,inv_sqrt_lam_tp,frac_cells_lt_1,frac_cells_lt_5,inv_lam_min_x_frac_lt1,inv_sqrt_lam_min_x_frac_lt1,inv_lam_min_x_frac_lt5,inv_sqrt_lam_min_x_frac_lt5","{""frac_cells_lt_1"": -0.80238101636947, ""frac_cells_lt_5"": 0.35369462341397845, ""inv_lam_min_x_frac_lt1"": -0.11910653940937697, ""inv_lam_min_x_frac_lt5"": 0.1519103476001342, ""inv_lam_tp"": -0.0002204822035358065, ""inv_sqrt_lam_min_x_frac_lt1"": 0.43761818942177905, ""inv_sqrt_lam_min_x_frac_lt5"": -0.5367574215197282, ""inv_sqrt_lam_tp"": 0.0017475148360730627}"
