configs,rows,median_gamma_time_s,median_empirical_table_time_s,median_jidt_time_s,median_empirical_speedup_vs_jidt,median_gamma_speedup_vs_jidt,median_abs_gamma_vs_empirical,median_abs_chi2_dynamic_vs_empirical,median_abs_gamma_vs_jidt,median_abs_chi2_dynamic_vs_jidt,median_abs_empirical_vs_jidt,median_abs_chi2_nominal_vs_jidt
12,24,0.04787177097750828,0.04787177097750828,0.1047900834819302,2.3382555377290286,2.3382555377290286,0.0072226585085881645,0.5099122092203978,0.00931800303153879,0.6263286820231962,0.008711788211788224,0.6263286820231962
