scenario_id,configuration_id,rows,columns,condition,condition_label,n_p,n_q,population_replication,target_mi,simulation_seed,replicates,method,method_label,valid_replicates,valid_rate,fpr_10,fpr_05,fpr_01
config_5x5_d1_p00,5x5_moderate_sparse,5,5,moderate_sparse,Moderate sparsity,200,200,0,0.1,2411834051,200,normal_wald,Normal Wald,200,1.0,0.11,0.07,0.01
config_5x5_d1_p00,5x5_moderate_sparse,5,5,moderate_sparse,Moderate sparsity,200,200,0,0.1,2411834051,200,simple_welch,Simple Welch,200,1.0,0.11,0.07,0.01
config_5x5_d1_p00,5x5_moderate_sparse,5,5,moderate_sparse,Moderate sparsity,200,200,0,0.1,2411834051,200,expanded_welch,Expanded Welch,200,1.0,0.11,0.07,0.01
config_5x5_d1_p00,5x5_moderate_sparse,5,5,moderate_sparse,Moderate sparsity,200,200,0,0.1,2411834051,200,constrained_lrt,Constrained LRT,200,1.0,0.11,0.07,0.01
config_5x5_d1_p01,5x5_moderate_sparse,5,5,moderate_sparse,Moderate sparsity,200,200,1,0.1,1646146907,200,normal_wald,Normal Wald,200,1.0,0.09,0.05,0.005
config_5x5_d1_p01,5x5_moderate_sparse,5,5,moderate_sparse,Moderate sparsity,200,200,1,0.1,1646146907,200,simple_welch,Simple Welch,200,1.0,0.085,0.05,0.005
config_5x5_d1_p01,5x5_moderate_sparse,5,5,moderate_sparse,Moderate sparsity,200,200,1,0.1,1646146907,200,expanded_welch,Expanded Welch,200,1.0,0.085,0.05,0.0
config_5x5_d1_p01,5x5_moderate_sparse,5,5,moderate_sparse,Moderate sparsity,200,200,1,0.1,1646146907,200,constrained_lrt,Constrained LRT,200,1.0,0.085,0.055,0.0
config_5x5_d1_p02,5x5_moderate_sparse,5,5,moderate_sparse,Moderate sparsity,200,200,2,0.1,580191369,200,normal_wald,Normal Wald,200,1.0,0.085,0.03,0.005
config_5x5_d1_p02,5x5_moderate_sparse,5,5,moderate_sparse,Moderate sparsity,200,200,2,0.1,580191369,200,simple_welch,Simple Welch,200,1.0,0.085,0.025,0.005
config_5x5_d1_p02,5x5_moderate_sparse,5,5,moderate_sparse,Moderate sparsity,200,200,2,0.1,580191369,200,expanded_welch,Expanded Welch,200,1.0,0.085,0.02,0.005
config_5x5_d1_p02,5x5_moderate_sparse,5,5,moderate_sparse,Moderate sparsity,200,200,2,0.1,580191369,200,constrained_lrt,Constrained LRT,200,1.0,0.085,0.025,0.005
config_5x5_d1_p03,5x5_moderate_sparse,5,5,moderate_sparse,Moderate sparsity,200,200,3,0.1,2742270206,200,normal_wald,Normal Wald,200,1.0,0.13,0.075,0.01
config_5x5_d1_p03,5x5_moderate_sparse,5,5,moderate_sparse,Moderate sparsity,200,200,3,0.1,2742270206,200,simple_welch,Simple Welch,200,1.0,0.125,0.075,0.01
config_5x5_d1_p03,5x5_moderate_sparse,5,5,moderate_sparse,Moderate sparsity,200,200,3,0.1,2742270206,200,expanded_welch,Expanded Welch,200,1.0,0.12,0.075,0.01
config_5x5_d1_p03,5x5_moderate_sparse,5,5,moderate_sparse,Moderate sparsity,200,200,3,0.1,2742270206,200,constrained_lrt,Constrained LRT,200,1.0,0.135,0.075,0.01
config_5x5_d1_p04,5x5_moderate_sparse,5,5,moderate_sparse,Moderate sparsity,200,200,4,0.1,1368083900,200,normal_wald,Normal Wald,200,1.0,0.07,0.025,0.005
config_5x5_d1_p04,5x5_moderate_sparse,5,5,moderate_sparse,Moderate sparsity,200,200,4,0.1,1368083900,200,simple_welch,Simple Welch,200,1.0,0.07,0.025,0.005
config_5x5_d1_p04,5x5_moderate_sparse,5,5,moderate_sparse,Moderate sparsity,200,200,4,0.1,1368083900,200,expanded_welch,Expanded Welch,200,1.0,0.06,0.02,0.005
config_5x5_d1_p04,5x5_moderate_sparse,5,5,moderate_sparse,Moderate sparsity,200,200,4,0.1,1368083900,200,constrained_lrt,Constrained LRT,200,1.0,0.065,0.025,0.005
config_5x5_d1_p05,5x5_moderate_sparse,5,5,moderate_sparse,Moderate sparsity,200,200,5,0.1,186163868,200,normal_wald,Normal Wald,200,1.0,0.075,0.035,0.01
config_5x5_d1_p05,5x5_moderate_sparse,5,5,moderate_sparse,Moderate sparsity,200,200,5,0.1,186163868,200,simple_welch,Simple Welch,200,1.0,0.075,0.035,0.01
config_5x5_d1_p05,5x5_moderate_sparse,5,5,moderate_sparse,Moderate sparsity,200,200,5,0.1,186163868,200,expanded_welch,Expanded Welch,200,1.0,0.07,0.025,0.005
config_5x5_d1_p05,5x5_moderate_sparse,5,5,moderate_sparse,Moderate sparsity,200,200,5,0.1,186163868,200,constrained_lrt,Constrained LRT,200,1.0,0.07,0.025,0.01
config_5x5_d1_p06,5x5_moderate_sparse,5,5,moderate_sparse,Moderate sparsity,200,200,6,0.1,4167625544,200,normal_wald,Normal Wald,200,1.0,0.105,0.045,0.01
config_5x5_d1_p06,5x5_moderate_sparse,5,5,moderate_sparse,Moderate sparsity,200,200,6,0.1,4167625544,200,simple_welch,Simple Welch,200,1.0,0.105,0.045,0.01
config_5x5_d1_p06,5x5_moderate_sparse,5,5,moderate_sparse,Moderate sparsity,200,200,6,0.1,4167625544,200,expanded_welch,Expanded Welch,200,1.0,0.1,0.045,0.01
config_5x5_d1_p06,5x5_moderate_sparse,5,5,moderate_sparse,Moderate sparsity,200,200,6,0.1,4167625544,200,constrained_lrt,Constrained LRT,200,1.0,0.1,0.05,0.01
config_5x5_d1_p07,5x5_moderate_sparse,5,5,moderate_sparse,Moderate sparsity,200,200,7,0.1,3401443439,200,normal_wald,Normal Wald,200,1.0,0.095,0.04,0.005
config_5x5_d1_p07,5x5_moderate_sparse,5,5,moderate_sparse,Moderate sparsity,200,200,7,0.1,3401443439,200,simple_welch,Simple Welch,200,1.0,0.095,0.04,0.005
config_5x5_d1_p07,5x5_moderate_sparse,5,5,moderate_sparse,Moderate sparsity,200,200,7,0.1,3401443439,200,expanded_welch,Expanded Welch,200,1.0,0.095,0.04,0.005
config_5x5_d1_p07,5x5_moderate_sparse,5,5,moderate_sparse,Moderate sparsity,200,200,7,0.1,3401443439,200,constrained_lrt,Constrained LRT,200,1.0,0.095,0.04,0.005
config_5x5_d1_p08,5x5_moderate_sparse,5,5,moderate_sparse,Moderate sparsity,200,200,8,0.1,2020052833,200,normal_wald,Normal Wald,200,1.0,0.11,0.07,0.015
config_5x5_d1_p08,5x5_moderate_sparse,5,5,moderate_sparse,Moderate sparsity,200,200,8,0.1,2020052833,200,simple_welch,Simple Welch,200,1.0,0.11,0.07,0.015
config_5x5_d1_p08,5x5_moderate_sparse,5,5,moderate_sparse,Moderate sparsity,200,200,8,0.1,2020052833,200,expanded_welch,Expanded Welch,200,1.0,0.105,0.065,0.015
config_5x5_d1_p08,5x5_moderate_sparse,5,5,moderate_sparse,Moderate sparsity,200,200,8,0.1,2020052833,200,constrained_lrt,Constrained LRT,200,1.0,0.11,0.07,0.015
config_5x5_d1_p09,5x5_moderate_sparse,5,5,moderate_sparse,Moderate sparsity,200,200,9,0.1,3798690564,200,normal_wald,Normal Wald,200,1.0,0.125,0.045,0.015
config_5x5_d1_p09,5x5_moderate_sparse,5,5,moderate_sparse,Moderate sparsity,200,200,9,0.1,3798690564,200,simple_welch,Simple Welch,200,1.0,0.12,0.045,0.015
config_5x5_d1_p09,5x5_moderate_sparse,5,5,moderate_sparse,Moderate sparsity,200,200,9,0.1,3798690564,200,expanded_welch,Expanded Welch,200,1.0,0.11,0.04,0.01
config_5x5_d1_p09,5x5_moderate_sparse,5,5,moderate_sparse,Moderate sparsity,200,200,9,0.1,3798690564,200,constrained_lrt,Constrained LRT,200,1.0,0.115,0.05,0.015
