stage,scenario_seed,scenario_id,scenario_key,replicates,valid_rate,mean_zero_fraction_p,mean_zero_fraction_q,mean_expected_below_1_p,mean_expected_below_1_q,mean_expected_below_5_p,mean_expected_below_5_q,median_welch_df,p05_welch_df,minimum_welch_df,wald_normal_fpr_10,wald_normal_fpr_10_low,wald_normal_fpr_10_high,wald_normal_fpr_05,wald_normal_fpr_05_low,wald_normal_fpr_05_high,wald_normal_coverage_95,welch_reference_fpr_10,welch_reference_fpr_10_low,welch_reference_fpr_10_high,welch_reference_fpr_05,welch_reference_fpr_05_low,welch_reference_fpr_05_high,welch_reference_coverage_95,welch_unbiased_fpr_10,welch_unbiased_fpr_10_low,welch_unbiased_fpr_10_high,welch_unbiased_fpr_05,welch_unbiased_fpr_05_low,welch_unbiased_fpr_05_high,welch_unbiased_coverage_95
broad,2026072501,random_3x7_d1,broad:2026072501:random_3x7_d1,5000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2043.5933855657381,1820.4425453290976,1554.024938383339,0.0982,0.09025738113052353,0.10675954415252437,0.047,0.041473496167793764,0.05322204179442799,0.953,0.098,0.09006501107959225,0.10655222128423367,0.0468,0.041285495583661055,0.05301034945933872,0.9532,0.0978,0.08987265154103252,0.10634488790357141,0.0464,0.04090958228231389,0.05258687692224192,0.9536
broad,2026072501,random_3x7_d2,broad:2026072501:random_3x7_d2,5000,1.0,0.0005238095238095237,0.0034,0.0,0.0,0.0,0.000619047619047619,775.2311225743811,727.0333542801724,672.8387447530033,0.1034,0.09526260160094047,0.1121463395818788,0.051,0.045239387102671155,0.057450009243990116,0.949,0.1028,0.09468472980921207,0.11152513261594128,0.051,0.045239387102671155,0.057450009243990116,0.949,0.1026,0.09449212557428167,0.1113180439316497,0.0508,0.04505083668536068,0.057238866742078634,0.9492
broad,2026072501,random_3x7_d3,broad:2026072501:random_3x7_d3,5000,1.0,0.16069523809523809,0.12346666666666666,0.250047619047619,0.15554285714285712,0.3292,0.25661904761904764,8372.266866989843,8177.550109596578,7735.549347825335,0.1064,0.09815326877688091,0.11525106619426803,0.0498,0.04410847786419271,0.056182760967136716,0.9502,0.1064,0.09815326877688091,0.11525106619426803,0.0498,0.04410847786419271,0.056182760967136716,0.9502,0.1062,0.09796049076292289,0.11504415128900407,0.0498,0.04410847786419271,0.056182760967136716,0.9502
broad,2026072501,random_3x7_d4,broad:2026072501:random_3x7_d4,5000,1.0,0.0008761904761904763,0.09603809523809523,0.0,0.12431428571428568,9.523809523809523e-06,0.21041904761904762,825.4587232228982,695.6767431887322,581.295981581312,0.0952,0.08737294742283017,0.1036485840718881,0.0428,0.037531871295135404,0.04877011536342483,0.9572,0.095,0.0871807381378733,0.10344110043762297,0.0428,0.037531871295135404,0.04877011536342483,0.9572,0.0946,0.08679635247448181,0.1030261002625705,0.0424,0.037157211511963724,0.048345389308152555,0.9576
broad,2026072501,random_3x7_d5,broad:2026072501:random_3x7_d5,5000,1.0,0.08949523809523809,0.0,0.011447619047619048,0.0,0.30579047619047617,0.0,314.4466344015176,285.1414620934778,264.48968208924583,0.1136,0.10509938060752584,0.12269389945561428,0.0604,0.05412821616515825,0.06734674738493598,0.9396,0.1126,0.1041339505583773,0.12166086490865292,0.0594,0.05318026355064123,0.0662962354033431,0.9406,0.1122,0.10374783964992389,0.1212475899786624,0.0588,0.05261174177534381,0.0656656784209746,0.9412
broad,2026072501,random_4x6_d0,broad:2026072501:random_4x6_d0,5000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4773.518856699874,4592.628588439267,3970.4401579269575,0.0966,0.08871871668658596,0.10510066524268613,0.046,0.040533787335377866,0.052163286030734,0.954,0.0966,0.08871871668658596,0.10510066524268613,0.046,0.040533787335377866,0.052163286030734,0.954,0.0964,0.08852643154627349,0.10489325746377662,0.046,0.040533787335377866,0.052163286030734,0.954
broad,2026072501,random_4x6_d1,broad:2026072501:random_4x6_d1,5000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2258.7102448472133,2027.2932298236642,1842.635103350568,0.0936,0.08583558172805157,0.10198840641289085,0.0432,0.03790666385366587,0.04919470864333832,0.9568,0.0936,0.08583558172805157,0.10198840641289085,0.0428,0.037531871295135404,0.04877011536342483,0.9572,0.0934,0.08564346098790362,0.10178083423381681,0.0426,0.03734452469569485,0.04855776904364341,0.9574
broad,2026072501,random_4x6_d2,broad:2026072501:random_4x6_d2,5000,1.0,0.004225,0.08676666666666667,0.0,0.07971666666666667,5.833333333333334e-05,0.16143333333333335,893.017544833473,841.9714973571016,795.4864917076029,0.1038,0.0956478984489612,0.11256042857230204,0.0544,0.048448591059440875,0.06103558491399403,0.9456,0.1036,0.0954552451429801,0.11235338895906116,0.054,0.04807067117820129,0.06061411895678966,0.946,0.1036,0.0954552451429801,0.11235338895906116,0.0538,0.0478817469838921,0.06040335023187688,0.9462
broad,2026072501,random_4x6_d3,broad:2026072501:random_4x6_d3,5000,1.0,8.333333333333332e-06,0.07540833333333333,0.0,0.042825,0.0,0.22691666666666668,9567.636780476858,9344.2436835771,8734.4267820484,0.104,0.09584056149398838,0.11276745844649684,0.0552,0.049204713358980225,0.061878234291342586,0.9448,0.104,0.09584056149398838,0.11276745844649684,0.0552,0.049204713358980225,0.061878234291342586,0.9448,0.104,0.09584056149398838,0.11276745844649684,0.055,0.04901564776937427,0.06166760696172657,0.945
broad,2026072501,random_4x6_d4,broad:2026072501:random_4x6_d4,5000,1.0,0.006375,0.12026666666666665,0.0,0.16055833333333336,0.02815833333333333,0.2724,909.4757648199607,776.9670589491488,676.1292209188808,0.091,0.08333889592848116,0.09928908426257556,0.0436,0.03828158743789399,0.049619170897554146,0.9564,0.0908,0.08314692350146155,0.09908136377037322,0.0436,0.03828158743789399,0.049619170897554146,0.9564,0.0902,0.08257107622794863,0.09845813228622019,0.0436,0.03828158743789399,0.049619170897554146,0.9564
