scenario_id,regime,rows,columns,n,margin_a,margin_b,target_mi_a,target_mi_b,pairing,pattern_a,pattern_b,true_mi_a,true_mi_b,true_delta,population_variance_a,population_variance_b,population_covariance,population_score_correlation,coupling_margin_error_a,coupling_margin_error_b,min_expected_joint_a,min_expected_joint_b,expected_joint_below_1_a,expected_joint_below_1_b,expected_joint_below_5_a,expected_joint_below_5_b,condition_distribution_l1,replicates,scenario_seed,simulation_and_test_seconds,mean_test_microseconds
regular_2x2_bal_n50_positive,regular,2,2,50,balanced,balanced,0.1,0.1,0.8,ordinal,ordinal,0.09999999999999987,0.09999999999999987,0.0,0.17952151361299115,0.17952151361299115,0.14361721089039292,0.8,0.0,0.0,7.005134345964755,7.005134345964755,0.0,0.0,0.0,0.0,0.0,300,3674827978,0.0005377499619498849,1.792499873166283
regular_2x2_weak_n100_negative,regular,2,2,100,balanced,strong,0.05,0.05,-0.8,ordinal,cyclic,0.0499999999999996,0.050000000000000044,-4.440892098500626e-16,0.09494241304247043,0.12950078048167826,-0.033208557371542394,-0.29949093655978754,5.551115123125783e-17,1.1102230246251565e-16,17.160920081751687,4.529267549812524,0.0,0.0,0.0,0.25,1.0338037526313446,300,162215,0.00044395902659744024,1.4798634219914675
sparse_3x3_strong_n50_positive,sparse,3,3,50,strong,strong,0.05,0.05,0.8,ordinal,ordinal,0.049999999999999656,0.049999999999999656,0.0,0.14146729492982754,0.14146729492982754,0.11317383594386202,0.7999999999999999,2.220446049250313e-16,2.220446049250313e-16,0.2288925284533338,0.2288925284533338,0.3333333333333333,0.3333333333333333,0.8888888888888888,0.8888888888888888,0.0,300,2951145736,0.0007340000011026859,2.4466666703422866
boundary_2x2_weak_n250,boundary,2,2,250,balanced,strong,0.002,0.002,0.8,ordinal,cyclic,0.0019999999999982254,0.0019999999999972262,9.992007221626409e-16,0.003991996439454669,0.004488504547921214,0.001056165877113235,0.24950900520327948,5.551115123125783e-17,1.3877787807814457e-17,58.548471112059296,4.019625348733103,0.0,0.0,0.0,0.25,1.1005447716864154,300,3141226789,0.0005004160339012742,1.6680534463375807
power_2x2_n100,power,2,2,100,balanced,strong,0.05,0.1,0.8,ordinal,cyclic,0.0499999999999996,0.09999999999999987,-0.050000000000000266,0.09494241304247043,0.2531480038084783,0.04323541038108676,0.2788831012499816,5.551115123125783e-17,1.5265566588595902e-16,17.160920081751687,3.834106240060664,0.0,0.0,0.0,0.5,1.0665362768338207,200,827407145,0.000380166107788682,1.90083053894341
