scenario_id,regime,table_index,true_delta,paired_wald_normal_p,paired_wald_t_p,paired_jackknife_t_p,bootstrap_t_p,analytic_seconds,bootstrap_seconds,bootstrap_valid_replicates,bootstrap_requested_replicates
regular_2x2_bal_n50_positive,regular,0,0.0,0.30021643682567334,0.3053021415016857,0.33563902419394265,0.35,0.00020687503274530172,0.0004580419044941664,99,99
regular_2x2_bal_n50_positive,regular,1,0.0,0.8217887597197714,0.822725538236412,0.8245131504702323,0.8181818181818182,0.00015533308032900095,0.0004124160623177886,98,99
regular_2x2_weak_n100_negative,regular,0,-4.440892098500626e-16,0.5565918215836712,0.5579305301187879,0.5348387283574428,0.56,0.00018462492153048515,0.00042820803355425596,99,99
regular_2x2_weak_n100_negative,regular,1,-4.440892098500626e-16,0.8497836039022687,0.8501713602483023,0.8642100153955401,0.89,0.00015429197810590267,0.0004218750400468707,99,99
sparse_3x3_strong_n50_positive,sparse,0,0.0,0.3679676777261366,0.3723711930447604,0.3775657767527291,0.11475409836065574,0.0002044999273493886,0.0004849160322919488,60,99
sparse_3x3_strong_n50_positive,sparse,1,0.0,0.6768425471196853,0.6786627515648246,0.7559997867652368,0.8247422680412371,0.00015766697470098734,0.0004916249308735132,96,99
boundary_2x2_weak_n250,boundary,0,9.992007221626409e-16,0.9325861707404498,0.9326541427198884,0.9603113637209115,0.98,0.00015708396676927805,0.0004207909805700183,99,99
boundary_2x2_weak_n250,boundary,1,9.992007221626409e-16,0.5504273550082275,0.5509699264245409,0.5505002581596081,0.62,0.0001497080083936453,0.000482040923088789,99,99
