configuration,k,average_n,total_n,margin_pattern,z_pattern,replicates,mean_informative_strata,mean_lyapunov_ratio,mean_max_variance_share,zero_variance_fraction,method_seconds,method_seconds_per_table,conditional_mc_seconds_per_table,runtime_speedup_vs_conditional_mc,conditional_mc_anchor_count,conditional_mc_samples,normal_anchor_p_mae,edgeworth_anchor_p_mae,chi2_nominal_anchor_p_mae,chi2_informative_anchor_p_mae,alpha,normal_fpr,normal_size_distortion,edgeworth_fpr,edgeworth_size_distortion,cornish_fisher_fpr,cornish_fisher_size_distortion,chi2_nominal_fpr,chi2_nominal_size_distortion,chi2_informative_fpr,chi2_informative_size_distortion,conditional_mc_fpr,conditional_mc_size_distortion
k10_n5_balanced_fixed_equal,10,5,50,balanced,fixed_equal,5000,8.7748,0.7407819203327017,0.2292812394339621,0.0,0.03431775001809001,6.863550003618002e-06,0.00041774083045311274,60.86366825227584,100,1000,0.02204535010324886,0.02604461631694233,0.2788727335483683,0.35164359652095606,0.1,0.119,0.01899999999999999,0.1068,0.0068000000000000005,0.1098,0.00979999999999999,0.3126,0.21259999999999998,0.4156,0.3156,0.09,0.010000000000000009
k10_n5_balanced_fixed_equal,10,5,50,balanced,fixed_equal,5000,8.7748,0.7407819203327017,0.2292812394339621,0.0,0.03431775001809001,6.863550003618002e-06,0.00041774083045311274,60.86366825227584,100,1000,0.02204535010324886,0.02604461631694233,0.2788727335483683,0.35164359652095606,0.05,0.0728,0.0228,0.0516,0.0015999999999999973,0.0532,0.0031999999999999945,0.1944,0.14439999999999997,0.2664,0.21640000000000004,0.03,0.020000000000000004
k10_n5_balanced_fixed_equal,10,5,50,balanced,fixed_equal,5000,8.7748,0.7407819203327017,0.2292812394339621,0.0,0.03431775001809001,6.863550003618002e-06,0.00041774083045311274,60.86366825227584,100,1000,0.02204535010324886,0.02604461631694233,0.2788727335483683,0.35164359652095606,0.01,0.0216,0.011600000000000001,0.0106,0.0005999999999999998,0.0086,0.0014000000000000002,0.0454,0.0354,0.0784,0.0684,0.0,0.01
k10_n5_balanced_random_uniform,10,5,50,balanced,random_uniform,5000,6.6162,0.8298743325126278,0.2717018794782819,0.0,0.1264791670255363,2.529583340510726e-05,0.0004025470791384578,15.91357251179489,100,1000,0.023142407663686092,0.023682528043712306,0.17831009540257844,0.3561042805002871,0.1,0.1124,0.012399999999999994,0.1,0.0,0.1032,0.0031999999999999945,0.2184,0.1184,0.5534,0.4534,0.1,0.0
k10_n5_balanced_random_uniform,10,5,50,balanced,random_uniform,5000,6.6162,0.8298743325126278,0.2717018794782819,0.0,0.1264791670255363,2.529583340510726e-05,0.0004025470791384578,15.91357251179489,100,1000,0.023142407663686092,0.023682528043712306,0.17831009540257844,0.3561042805002871,0.05,0.066,0.016,0.0494,0.0006000000000000033,0.0522,0.0022000000000000006,0.1196,0.0696,0.3792,0.3292,0.07,0.020000000000000004
k10_n5_balanced_random_uniform,10,5,50,balanced,random_uniform,5000,6.6162,0.8298743325126278,0.2717018794782819,0.0,0.1264791670255363,2.529583340510726e-05,0.0004025470791384578,15.91357251179489,100,1000,0.023142407663686092,0.023682528043712306,0.17831009540257844,0.3561042805002871,0.01,0.0242,0.014199999999999999,0.0104,0.0003999999999999993,0.0078,0.0022000000000000006,0.0244,0.014400000000000001,0.1294,0.11939999999999999,0.01,0.0
k10_n5_both_skew_fixed_equal,10,5,50,both_skew,fixed_equal,5000,1.6878,1.1017445876050396,0.6246083774803073,0.1592,0.027893624966964126,5.578724993392825e-06,0.0005206329200882465,93.32471500295483,100,1000,0.17644543189791206,0.19072335797002965,0.16660357439649448,0.34537838680008853,0.1,0.102,0.001999999999999988,0.09,0.010000000000000009,0.0912,0.008800000000000002,0.0006,0.0994,0.1678,0.0678,0.02,0.08
k10_n5_both_skew_fixed_equal,10,5,50,both_skew,fixed_equal,5000,1.6878,1.1017445876050396,0.6246083774803073,0.1592,0.027893624966964126,5.578724993392825e-06,0.0005206329200882465,93.32471500295483,100,1000,0.17644543189791206,0.19072335797002965,0.16660357439649448,0.34537838680008853,0.05,0.0866,0.036599999999999994,0.0252,0.024800000000000003,0.029,0.021,0.0002,0.049800000000000004,0.0886,0.038599999999999995,0.02,0.030000000000000002
k10_n5_both_skew_fixed_equal,10,5,50,both_skew,fixed_equal,5000,1.6878,1.1017445876050396,0.6246083774803073,0.1592,0.027893624966964126,5.578724993392825e-06,0.0005206329200882465,93.32471500295483,100,1000,0.17644543189791206,0.19072335797002965,0.16660357439649448,0.34537838680008853,0.01,0.0112,0.0011999999999999997,0.0018,0.0082,0.0008,0.0092,0.0,0.01,0.0086,0.0014000000000000002,0.0,0.01
k10_n5_both_skew_random_uniform,10,5,50,both_skew,random_uniform,5000,1.6464,1.316074481131769,0.6472543133353854,0.1404,0.07337412494234741,1.4674824988469482e-05,0.0003134329104796052,21.35854504063117,100,1000,0.18892242044320626,0.22199069159419133,0.16111550330214267,0.35880878948920014,0.1,0.1306,0.03059999999999999,0.1144,0.014399999999999996,0.1214,0.02139999999999999,0.0012,0.0988,0.188,0.088,0.02,0.08
k10_n5_both_skew_random_uniform,10,5,50,both_skew,random_uniform,5000,1.6464,1.316074481131769,0.6472543133353854,0.1404,0.07337412494234741,1.4674824988469482e-05,0.0003134329104796052,21.35854504063117,100,1000,0.18892242044320626,0.22199069159419133,0.16111550330214267,0.35880878948920014,0.05,0.0802,0.03019999999999999,0.0428,0.007200000000000005,0.0498,0.00020000000000000573,0.0006,0.0494,0.0968,0.046799999999999994,0.02,0.030000000000000002
k10_n5_both_skew_random_uniform,10,5,50,both_skew,random_uniform,5000,1.6464,1.316074481131769,0.6472543133353854,0.1404,0.07337412494234741,1.4674824988469482e-05,0.0003134329104796052,21.35854504063117,100,1000,0.18892242044320626,0.22199069159419133,0.16111550330214267,0.35880878948920014,0.01,0.0312,0.021199999999999997,0.0088,0.0011999999999999997,0.0038,0.006200000000000001,0.0002,0.0098,0.015,0.004999999999999999,0.0,0.01
k10_n5_asymmetric_fixed_equal,10,5,50,asymmetric,fixed_equal,5000,3.8154,1.0761599938696618,0.5771542212136818,0.0066,0.030143790994770825,6.028758198954165e-06,0.00033576332964003087,55.69361360325866,100,1000,0.1030812537750359,0.11037519313580207,0.22997678089208418,0.3397776541721559,0.1,0.129,0.028999999999999998,0.1078,0.007800000000000001,0.1198,0.019799999999999998,0.0094,0.0906,0.238,0.13799999999999998,0.05,0.05
k10_n5_asymmetric_fixed_equal,10,5,50,asymmetric,fixed_equal,5000,3.8154,1.0761599938696618,0.5771542212136818,0.0066,0.030143790994770825,6.028758198954165e-06,0.00033576332964003087,55.69361360325866,100,1000,0.1030812537750359,0.11037519313580207,0.22997678089208418,0.3397776541721559,0.05,0.0858,0.0358,0.044,0.006000000000000005,0.0544,0.004399999999999994,0.002,0.048,0.1194,0.0694,0.03,0.020000000000000004
k10_n5_asymmetric_fixed_equal,10,5,50,asymmetric,fixed_equal,5000,3.8154,1.0761599938696618,0.5771542212136818,0.0066,0.030143790994770825,6.028758198954165e-06,0.00033576332964003087,55.69361360325866,100,1000,0.1030812537750359,0.11037519313580207,0.22997678089208418,0.3397776541721559,0.01,0.0208,0.010799999999999999,0.004,0.006,0.003,0.007,0.0002,0.0098,0.0126,0.0026,0.0,0.01
k10_n5_asymmetric_random_uniform,10,5,50,asymmetric,random_uniform,5000,2.9932,1.1340653837149093,0.6193223314362305,0.0224,0.09224545897450298,1.8449091794900595e-05,0.0003412729105912149,18.49808729801779,100,1000,0.11747899374197938,0.12421542726638192,0.194417727921647,0.4216078608491213,0.1,0.1224,0.02239999999999999,0.1068,0.0068000000000000005,0.1106,0.010599999999999998,0.0072,0.09280000000000001,0.3622,0.2622,0.03,0.07
k10_n5_asymmetric_random_uniform,10,5,50,asymmetric,random_uniform,5000,2.9932,1.1340653837149093,0.6193223314362305,0.0224,0.09224545897450298,1.8449091794900595e-05,0.0003412729105912149,18.49808729801779,100,1000,0.11747899374197938,0.12421542726638192,0.194417727921647,0.4216078608491213,0.05,0.0726,0.022599999999999995,0.042,0.008,0.047,0.0030000000000000027,0.0018,0.0482,0.1946,0.1446,0.01,0.04
k10_n5_asymmetric_random_uniform,10,5,50,asymmetric,random_uniform,5000,2.9932,1.1340653837149093,0.6193223314362305,0.0224,0.09224545897450298,1.8449091794900595e-05,0.0003412729105912149,18.49808729801779,100,1000,0.11747899374197938,0.12421542726638192,0.194417727921647,0.4216078608491213,0.01,0.019,0.009,0.005,0.005,0.0032,0.0068000000000000005,0.0002,0.0098,0.0316,0.0216,0.01,0.0
k10_n5_heterogeneous_fixed_equal,10,5,50,heterogeneous,fixed_equal,5000,3.2116,1.1323696627094915,0.6046609819005454,0.0092,0.029699667007662356,5.939933401532471e-06,0.00033207417000085114,55.90536922773878,100,1000,0.10651863795195551,0.11842350998772698,0.19847340896308374,0.31308457481131485,0.1,0.1334,0.033399999999999985,0.112,0.011999999999999997,0.1226,0.022599999999999995,0.0054,0.0946,0.239,0.13899999999999998,0.09,0.010000000000000009
k10_n5_heterogeneous_fixed_equal,10,5,50,heterogeneous,fixed_equal,5000,3.2116,1.1323696627094915,0.6046609819005454,0.0092,0.029699667007662356,5.939933401532471e-06,0.00033207417000085114,55.90536922773878,100,1000,0.10651863795195551,0.11842350998772698,0.19847340896308374,0.31308457481131485,0.05,0.095,0.045,0.0486,0.0014000000000000054,0.0598,0.009799999999999996,0.001,0.049,0.1316,0.08159999999999999,0.05,0.0
k10_n5_heterogeneous_fixed_equal,10,5,50,heterogeneous,fixed_equal,5000,3.2116,1.1323696627094915,0.6046609819005454,0.0092,0.029699667007662356,5.939933401532471e-06,0.00033207417000085114,55.90536922773878,100,1000,0.10651863795195551,0.11842350998772698,0.19847340896308374,0.31308457481131485,0.01,0.0244,0.014400000000000001,0.0054,0.0046,0.0034,0.0066,0.0,0.01,0.0166,0.0066,0.0,0.01
k10_n5_heterogeneous_random_uniform,10,5,50,heterogeneous,random_uniform,5000,2.5892,1.2472366663451837,0.6281298603902132,0.0292,0.09329849993810058,1.8659699987620116e-05,0.00032911415910348297,17.637698318935225,100,1000,0.11575194330601025,0.13115221686891265,0.19913088536751924,0.39955931161665537,0.1,0.1294,0.02939999999999998,0.1094,0.009399999999999992,0.116,0.016,0.004,0.096,0.3134,0.2134,0.03,0.07
k10_n5_heterogeneous_random_uniform,10,5,50,heterogeneous,random_uniform,5000,2.5892,1.2472366663451837,0.6281298603902132,0.0292,0.09329849993810058,1.8659699987620116e-05,0.00032911415910348297,17.637698318935225,100,1000,0.11575194330601025,0.13115221686891265,0.19913088536751924,0.39955931161665537,0.05,0.0786,0.0286,0.045,0.0050000000000000044,0.05,0.0,0.0012,0.0488,0.1718,0.1218,0.02,0.030000000000000002
k10_n5_heterogeneous_random_uniform,10,5,50,heterogeneous,random_uniform,5000,2.5892,1.2472366663451837,0.6281298603902132,0.0292,0.09329849993810058,1.8659699987620116e-05,0.00032911415910348297,17.637698318935225,100,1000,0.11575194330601025,0.13115221686891265,0.19913088536751924,0.39955931161665537,0.01,0.0242,0.014199999999999999,0.0076,0.0024000000000000002,0.0036,0.0064,0.0,0.01,0.0318,0.0218,0.0,0.01
k10_n20_balanced_fixed_equal,10,20,200,balanced,fixed_equal,5000,9.9998,0.9896525147608496,0.1109648185936175,0.0,0.07798762491438538,1.5597524982877076e-05,0.0007865079201292246,50.42517457049443,100,1000,0.035263718464593044,0.013800872007229358,0.06085146835377004,0.06085146835377004,0.1,0.1092,0.0092,0.0956,0.004400000000000001,0.0996,0.00040000000000001146,0.1586,0.058599999999999985,0.1586,0.058599999999999985,0.09,0.010000000000000009
k10_n20_balanced_fixed_equal,10,20,200,balanced,fixed_equal,5000,9.9998,0.9896525147608496,0.1109648185936175,0.0,0.07798762491438538,1.5597524982877076e-05,0.0007865079201292246,50.42517457049443,100,1000,0.035263718464593044,0.013800872007229358,0.06085146835377004,0.06085146835377004,0.05,0.0752,0.0252,0.0514,0.0013999999999999985,0.0546,0.0046,0.093,0.043,0.093,0.043,0.02,0.030000000000000002
k10_n20_balanced_fixed_equal,10,20,200,balanced,fixed_equal,5000,9.9998,0.9896525147608496,0.1109648185936175,0.0,0.07798762491438538,1.5597524982877076e-05,0.0007865079201292246,50.42517457049443,100,1000,0.035263718464593044,0.013800872007229358,0.06085146835377004,0.06085146835377004,0.01,0.029,0.019000000000000003,0.0106,0.0005999999999999998,0.0086,0.0014000000000000002,0.0248,0.014799999999999999,0.0248,0.014799999999999999,0.0,0.01
k10_n20_balanced_random_uniform,10,20,200,balanced,random_uniform,5000,9.9964,0.9731747859132933,0.11778789431972693,0.0,0.5622864580946043,0.00011245729161892086,0.000754092080751434,6.705586359902683,100,1000,0.03304924220797009,0.010597152335363602,0.0696184545899507,0.0696184545899507,0.1,0.1046,0.004599999999999993,0.088,0.01200000000000001,0.0924,0.0076000000000000095,0.162,0.062,0.162,0.062,0.1,0.0
k10_n20_balanced_random_uniform,10,20,200,balanced,random_uniform,5000,9.9964,0.9731747859132933,0.11778789431972693,0.0,0.5622864580946043,0.00011245729161892086,0.000754092080751434,6.705586359902683,100,1000,0.03304924220797009,0.010597152335363602,0.0696184545899507,0.0696184545899507,0.05,0.0646,0.014600000000000002,0.0416,0.008400000000000005,0.0466,0.0034000000000000002,0.0868,0.0368,0.0868,0.0368,0.03,0.020000000000000004
k10_n20_balanced_random_uniform,10,20,200,balanced,random_uniform,5000,9.9964,0.9731747859132933,0.11778789431972693,0.0,0.5622864580946043,0.00011245729161892086,0.000754092080751434,6.705586359902683,100,1000,0.03304924220797009,0.010597152335363602,0.0696184545899507,0.0696184545899507,0.01,0.0228,0.0128,0.0112,0.0011999999999999997,0.009,0.0010000000000000009,0.0208,0.010799999999999999,0.021,0.011000000000000001,0.0,0.01
k10_n20_both_skew_fixed_equal,10,20,200,both_skew,fixed_equal,5000,7.7126,1.3774808783574386,0.1971095197504306,0.0,0.04231737507507205,8.46347501501441e-06,0.0004770983406342566,56.37144787311034,100,1000,0.05762066194566022,0.05075137025651124,0.19037739010639257,0.0661885496530677,0.1,0.115,0.015,0.0868,0.013200000000000003,0.098,0.0020000000000000018,0.0372,0.06280000000000001,0.0834,0.016600000000000004,0.04,0.060000000000000005
k10_n20_both_skew_fixed_equal,10,20,200,both_skew,fixed_equal,5000,7.7126,1.3774808783574386,0.1971095197504306,0.0,0.04231737507507205,8.46347501501441e-06,0.0004770983406342566,56.37144787311034,100,1000,0.05762066194566022,0.05075137025651124,0.19037739010639257,0.0661885496530677,0.05,0.0756,0.025599999999999998,0.0486,0.0014000000000000054,0.0514,0.0013999999999999985,0.0166,0.0334,0.0468,0.0032000000000000015,0.01,0.04
k10_n20_both_skew_fixed_equal,10,20,200,both_skew,fixed_equal,5000,7.7126,1.3774808783574386,0.1971095197504306,0.0,0.04231737507507205,8.46347501501441e-06,0.0004770983406342566,56.37144787311034,100,1000,0.05762066194566022,0.05075137025651124,0.19037739010639257,0.0661885496530677,0.01,0.0372,0.027199999999999995,0.016,0.006,0.0098,0.00020000000000000052,0.0036,0.0064,0.0092,0.0008000000000000004,0.01,0.0
k10_n20_both_skew_random_uniform,10,20,200,both_skew,random_uniform,5000,7.534,1.3944973040183388,0.21102925473376555,0.0,0.26718929200433195,5.343785840086639e-05,0.0004469250002875924,8.363452684330374,100,1000,0.06514782528348294,0.045279914002165966,0.18878789181484557,0.0592059168168548,0.1,0.1102,0.0102,0.0832,0.01680000000000001,0.0928,0.007200000000000012,0.0332,0.0668,0.0808,0.01920000000000001,0.09,0.010000000000000009
k10_n20_both_skew_random_uniform,10,20,200,both_skew,random_uniform,5000,7.534,1.3944973040183388,0.21102925473376555,0.0,0.26718929200433195,5.343785840086639e-05,0.0004469250002875924,8.363452684330374,100,1000,0.06514782528348294,0.045279914002165966,0.18878789181484557,0.0592059168168548,0.05,0.072,0.021999999999999992,0.0426,0.007400000000000004,0.046,0.0040000000000000036,0.0164,0.033600000000000005,0.0414,0.008600000000000003,0.07,0.020000000000000004
k10_n20_both_skew_random_uniform,10,20,200,both_skew,random_uniform,5000,7.534,1.3944973040183388,0.21102925473376555,0.0,0.26718929200433195,5.343785840086639e-05,0.0004469250002875924,8.363452684330374,100,1000,0.06514782528348294,0.045279914002165966,0.18878789181484557,0.0592059168168548,0.01,0.0334,0.023399999999999997,0.0156,0.005599999999999999,0.0094,0.0005999999999999998,0.0026,0.0074,0.0084,0.0016000000000000007,0.0,0.01
k10_n20_asymmetric_fixed_equal,10,20,200,asymmetric,fixed_equal,5000,8.316,0.7439813584854411,0.2044579439811756,0.0,0.056775957928039134,1.1355191585607827e-05,0.0005018841603305191,44.19865191588963,100,1000,0.022323150560077002,0.013613218253162035,0.152505888648862,0.2626891978833807,0.1,0.1116,0.0116,0.1026,0.002599999999999991,0.1052,0.005199999999999996,0.1586,0.058599999999999985,0.2962,0.1962,0.11,0.009999999999999995
k10_n20_asymmetric_fixed_equal,10,20,200,asymmetric,fixed_equal,5000,8.316,0.7439813584854411,0.2044579439811756,0.0,0.056775957928039134,1.1355191585607827e-05,0.0005018841603305191,44.19865191588963,100,1000,0.022323150560077002,0.013613218253162035,0.152505888648862,0.2626891978833807,0.05,0.0668,0.016799999999999995,0.05,0.0,0.0522,0.0022000000000000006,0.0708,0.0208,0.1644,0.11439999999999999,0.07,0.020000000000000004
k10_n20_asymmetric_fixed_equal,10,20,200,asymmetric,fixed_equal,5000,8.316,0.7439813584854411,0.2044579439811756,0.0,0.056775957928039134,1.1355191585607827e-05,0.0005018841603305191,44.19865191588963,100,1000,0.022323150560077002,0.013613218253162035,0.152505888648862,0.2626891978833807,0.01,0.0232,0.013199999999999998,0.0114,0.0014000000000000002,0.0098,0.00020000000000000052,0.0118,0.0017999999999999995,0.0284,0.0184,0.02,0.01
k10_n20_asymmetric_random_uniform,10,20,200,asymmetric,random_uniform,5000,8.4164,0.7600109716675439,0.2065058978050293,0.0,0.3858292909571901,7.716585819143802e-05,0.00048081082990393043,6.230875171647855,100,1000,0.024943484055864724,0.009584056333194145,0.14255442352456305,0.2261557646699475,0.1,0.106,0.0059999999999999915,0.0958,0.004200000000000009,0.0984,0.0016000000000000042,0.1428,0.042800000000000005,0.2526,0.15259999999999999,0.11,0.009999999999999995
k10_n20_asymmetric_random_uniform,10,20,200,asymmetric,random_uniform,5000,8.4164,0.7600109716675439,0.2065058978050293,0.0,0.3858292909571901,7.716585819143802e-05,0.00048081082990393043,6.230875171647855,100,1000,0.024943484055864724,0.009584056333194145,0.14255442352456305,0.2261557646699475,0.05,0.0654,0.015399999999999997,0.049,0.0010000000000000009,0.0512,0.0011999999999999997,0.065,0.015,0.131,0.081,0.08,0.03
