configuration,family,split,total_n,total_strata,informative_strata,lyapunov_ratio,max_variance_share,skewness,reference,exact_state_count,exact_state_upper_bound,exact_transition_upper_bound,router_route,moments_seconds,complexity_seconds,exact_seconds,cgf_build_seconds,saddlepoint_pvalue_seconds,router_seconds,permutation_seconds,runtime_speedup_vs_permutation,saddlepoint_quantile_p_mae,saddlepoint_tail_quantile_p_mae,saddlepoint_quantile_max_error,saddlepoint_quantile_monotonicity_violations,saddlepoint_quantile_evaluations,saddlepoint_quantile_fallbacks,saddlepoint_quantile_numerical_failures,saddlepoint_quantile_guardrail_reasons,alpha,reference_fpr,saddlepoint_threshold,saddlepoint_threshold_evaluations,saddlepoint_threshold_guardrails,saddlepoint_threshold_numerical_failures,normal_fpr,normal_fpr_error_vs_reference,normal_size_distortion,edgeworth_fpr,edgeworth_fpr_error_vs_reference,edgeworth_size_distortion,cornish_fisher_fpr,cornish_fisher_fpr_error_vs_reference,cornish_fisher_size_distortion,saddlepoint_fpr,saddlepoint_fpr_error_vs_reference,saddlepoint_size_distortion,router_fpr,router_fpr_error_vs_reference,router_size_distortion,chi2_nominal_fpr,chi2_nominal_fpr_error_vs_reference,chi2_nominal_size_distortion,chi2_informative_fpr,chi2_informative_fpr_error_vs_reference,chi2_informative_size_distortion
homogeneous_k20_n10_balanced,homogeneous,heldout,200,20,20,0.8007888170079582,0.05,0.7696553390288452,exact_convolution,231.0,231,4620,exact_convolution,0.00010874995496124029,6.870797369629145e-05,0.0013829999370500445,0.0006175839807838202,0.005656154197640717,0.0015604578657075763,0.026563875027932227,17.023128667358836,0.029028629667926114,0.004355256013200205,0.09347871121332962,0,20,1,0,"{""exact_lower_endpoint"": 1}",0.1,0.0826777977443953,34.97467210065,10,2,0,0.11263349053063659,0.029955692786241286,0.012633490530636587,0.11244670522877381,0.029768907484378507,0.012446705228773808,0.11263349053063658,0.029955692786241273,0.012633490530636574,0.11263349053063658,0.029955692786241273,0.012633490530636574,0.0826777977443953,0.0,0.0173222022556047,0.30295749830760066,0.22027970056320534,0.20295749830760065,0.30295749830760066,0.22027970056320534,0.20295749830760065
homogeneous_k20_n10_balanced,homogeneous,heldout,200,20,20,0.8007888170079582,0.05,0.7696553390288452,exact_convolution,231.0,231,4620,exact_convolution,0.00010874995496124029,6.870797369629145e-05,0.0013829999370500445,0.0006175839807838202,0.005656154197640717,0.0015604578657075763,0.026563875027932227,17.023128667358836,0.029028629667926114,0.004355256013200205,0.09347871121332962,0,20,1,0,"{""exact_lower_endpoint"": 1}",0.05,0.040614304107840254,38.77536310757,10,2,0,0.0637815185795066,0.02316721447166635,0.013781518579506602,0.040614304107840254,0.0,0.009385695892159748,0.06294098472112415,0.022326680613283897,0.012940984721124149,0.06294098472112415,0.022326680613283897,0.012940984721124149,0.040614304107840254,0.0,0.009385695892159748,0.1889163159593565,0.14830201185151626,0.1389163159593565,0.1889163159593565,0.14830201185151626,0.1389163159593565
homogeneous_k20_n10_balanced,homogeneous,heldout,200,20,20,0.8007888170079582,0.05,0.7696553390288452,exact_convolution,231.0,231,4620,exact_convolution,0.00010874995496124029,6.870797369629145e-05,0.0013829999370500445,0.0006175839807838202,0.005656154197640717,0.0015604578657075763,0.026563875027932227,17.023128667358836,0.029028629667926114,0.004355256013200205,0.09347871121332962,0,20,1,0,"{""exact_lower_endpoint"": 1}",0.01,0.00934503205776959,48.434905440835,10,2,0,0.01950551291273239,0.010160480854962798,0.009505512912732389,0.00934503205776959,0.0,0.0006549679422304094,0.008951359575167742,0.00039367248260184853,0.001048640424832258,0.008951359575167742,0.00039367248260184853,0.001048640424832258,0.00934503205776959,0.0,0.0006549679422304094,0.0637815185795066,0.054436486521737014,0.0537815185795066,0.0637815185795066,0.054436486521737014,0.0537815185795066
homogeneous_k20_n10_balanced,homogeneous,heldout,200,20,20,0.8007888170079582,0.05,0.7696553390288452,exact_convolution,231.0,231,4620,exact_convolution,0.00010874995496124029,6.870797369629145e-05,0.0013829999370500445,0.0006175839807838202,0.005656154197640717,0.0015604578657075763,0.026563875027932227,17.023128667358836,0.029028629667926114,0.004355256013200205,0.09347871121332962,0,20,1,0,"{""exact_lower_endpoint"": 1}",0.001,0.0009363702012890004,58.791460049098,9,2,0,0.008940152457055978,0.008003782255766978,0.007940152457055979,0.002062755841168969,0.0011263856398799686,0.001062755841168969,0.0009349507091642342,1.4194921247661849e-06,6.504929083576581e-05,0.0009349507091642342,1.4194921247661849e-06,6.504929083576581e-05,0.0009363702012890004,0.0,6.362979871099963e-05,0.017773353989284257,0.016836983787995256,0.016773353989284256,0.017773353989284257,0.016836983787995256,0.016773353989284256
homogeneous_k20_n10_x_skew,homogeneous,heldout,200,20,0,0.0,0.0,0.0,exact_convolution,1.0,1,0,exact_convolution,0.00010620802640914917,3.0415947549045086e-05,3.9291917346417904e-05,0.0006044999463483691,9.375042282044888e-07,0.00017591589130461216,0.026694125030189753,151.74368178010013,0.0,0.0,0.0,0,1,1,0,"{""exact_lower_endpoint"": 1}",0.1,0.0,,1,1,0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.1,1.0,1.0,0.9,0.0,0.0,0.1
homogeneous_k20_n10_x_skew,homogeneous,heldout,200,20,0,0.0,0.0,0.0,exact_convolution,1.0,1,0,exact_convolution,0.00010620802640914917,3.0415947549045086e-05,3.9291917346417904e-05,0.0006044999463483691,9.375042282044888e-07,0.00017591589130461216,0.026694125030189753,151.74368178010013,0.0,0.0,0.0,0,1,1,0,"{""exact_lower_endpoint"": 1}",0.05,0.0,,1,1,0,0.0,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.05
homogeneous_k20_n10_x_skew,homogeneous,heldout,200,20,0,0.0,0.0,0.0,exact_convolution,1.0,1,0,exact_convolution,0.00010620802640914917,3.0415947549045086e-05,3.9291917346417904e-05,0.0006044999463483691,9.375042282044888e-07,0.00017591589130461216,0.026694125030189753,151.74368178010013,0.0,0.0,0.0,0,1,1,0,"{""exact_lower_endpoint"": 1}",0.01,0.0,,1,1,0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.01
homogeneous_k20_n10_x_skew,homogeneous,heldout,200,20,0,0.0,0.0,0.0,exact_convolution,1.0,1,0,exact_convolution,0.00010620802640914917,3.0415947549045086e-05,3.9291917346417904e-05,0.0006044999463483691,9.375042282044888e-07,0.00017591589130461216,0.026694125030189753,151.74368178010013,0.0,0.0,0.0,0,1,1,0,"{""exact_lower_endpoint"": 1}",0.001,0.0,,1,1,0,0.0,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.001
homogeneous_k20_n10_both_skew,homogeneous,development,200,20,20,0.6111919138499425,0.049999999999999996,0.5962847939999438,exact_convolution,21.0,21,420,exact_convolution,8.51659569889307e-05,2.9875081963837147e-05,0.0001397909363731742,0.0006112499395385385,0.005053274997044355,0.00025483197532594204,0.026919541065581143,105.63643369773274,0.057243801247551934,0.008569360397204247,0.1479002044556741,0,8,2,0,"{""exact_lower_endpoint"": 1, ""near_mean_edgeworth"": 1}",0.1,0.043174495284463384,29.56954575378,7,3,0,0.1329533234343351,0.08977882814987173,0.0329533234343351,0.1329533234343351,0.08977882814987173,0.0329533234343351,0.1329533234343351,0.08977882814987173,0.0329533234343351,0.1329533234343351,0.08977882814987173,0.0329533234343351,0.043174495284463384,0.0,0.05682550471553662,0.1329533234343351,0.08977882814987173,0.0329533234343351,0.1329533234343351,0.08977882814987173,0.0329533234343351
homogeneous_k20_n10_both_skew,homogeneous,development,200,20,20,0.6111919138499425,0.049999999999999996,0.5962847939999438,exact_convolution,21.0,21,420,exact_convolution,8.51659569889307e-05,2.9875081963837147e-05,0.0001397909363731742,0.0006112499395385385,0.005053274997044355,0.00025483197532594204,0.026919541065581143,105.63643369773274,0.057243801247551934,0.008569360397204247,0.1479002044556741,0,8,2,0,"{""exact_lower_endpoint"": 1, ""near_mean_edgeworth"": 1}",0.05,0.043174495284463384,35.848523478955,7,3,0,0.043174495284463384,0.0,0.006825504715536619,0.043174495284463384,0.0,0.006825504715536619,0.043174495284463384,0.0,0.006825504715536619,0.043174495284463384,0.0,0.006825504715536619,0.043174495284463384,0.0,0.006825504715536619,0.043174495284463384,0.0,0.006825504715536619,0.043174495284463384,0.0,0.006825504715536619
homogeneous_k20_n10_both_skew,homogeneous,development,200,20,20,0.6111919138499425,0.049999999999999996,0.5962847939999438,exact_convolution,21.0,21,420,exact_convolution,8.51659569889307e-05,2.9875081963837147e-05,0.0001397909363731742,0.0006112499395385385,0.005053274997044355,0.00025483197532594204,0.026919541065581143,105.63643369773274,0.057243801247551934,0.008569360397204247,0.1479002044556741,0,8,2,0,"{""exact_lower_endpoint"": 1, ""near_mean_edgeworth"": 1}",0.01,0.0023860894089661167,42.12750120413,6,2,0,0.011253134164509002,0.008867044755542884,0.0012531341645090014,0.011253134164509002,0.008867044755542884,0.0012531341645090014,0.011253134164509002,0.008867044755542884,0.0012531341645090014,0.011253134164509002,0.008867044755542884,0.0012531341645090014,0.0023860894089661167,0.0,0.007613910591033883,0.011253134164509002,0.008867044755542884,0.0012531341645090014,0.011253134164509002,0.008867044755542884,0.0012531341645090014
homogeneous_k20_n10_both_skew,homogeneous,development,200,20,20,0.6111919138499425,0.049999999999999996,0.5962847939999438,exact_convolution,21.0,21,420,exact_convolution,8.51659569889307e-05,2.9875081963837147e-05,0.0001397909363731742,0.0006112499395385385,0.005053274997044355,0.00025483197532594204,0.026919541065581143,105.63643369773274,0.057243801247551934,0.008569360397204247,0.1479002044556741,0,8,2,0,"{""exact_lower_endpoint"": 1, ""near_mean_edgeworth"": 1}",0.001,0.0004156350188454759,54.68545665448,6,2,0,0.0023860894089661167,0.0019704543901206406,0.0013860894089661167,0.0023860894089661167,0.0019704543901206406,0.0013860894089661167,0.0004156350188454759,0.0,0.0005843649811545241,0.0004156350188454759,0.0,0.0005843649811545241,0.0004156350188454759,0.0,0.0005843649811545241,0.0023860894089661167,0.0019704543901206406,0.0013860894089661167,0.0023860894089661167,0.0019704543901206406,0.0013860894089661167
homogeneous_k20_n30_balanced,homogeneous,heldout,600,20,20,0.6928803018355083,0.049999999999999996,0.6370132534396896,conditional_monte_carlo,,100001,100001,saddlepoint,9.999994654208422e-05,0.00011120899580419064,0.0,0.0006056670099496841,0.005935929098632187,0.006752805050928146,0.02938833402004093,4.352018723834123,0.009258865848121477,0.0019314737299579853,0.02963921722321128,0,117,0,0,{},0.1,0.09749999999999998,29.950670227892,11,0,0,0.10679999999999999,0.009300000000000017,0.006799999999999987,0.08819999999999997,0.009300000000000003,0.011800000000000033,0.09079999999999999,0.006699999999999984,0.009200000000000014,0.0975,2.7755575615628914e-17,0.0025000000000000022,0.0975,2.7755575615628914e-17,0.0025000000000000022,0.13550000000000006,0.03800000000000009,0.03550000000000006,0.13550000000000006,0.03800000000000009,0.03550000000000006
homogeneous_k20_n30_balanced,homogeneous,heldout,600,20,20,0.6928803018355083,0.049999999999999996,0.6370132534396896,conditional_monte_carlo,,100001,100001,saddlepoint,9.999994654208422e-05,0.00011120899580419064,0.0,0.0006056670099496841,0.005935929098632187,0.006752805050928146,0.02938833402004093,4.352018723834123,0.009258865848121477,0.0019314737299579853,0.02963921722321128,0,117,0,0,{},0.05,0.049749999999999975,33.134312996394,11,0,0,0.06414999999999997,0.014399999999999996,0.014149999999999968,0.04304999999999998,0.006699999999999998,0.006950000000000026,0.04699999999999999,0.0027499999999999816,0.0030000000000000096,0.05059999999999999,0.0008500000000000174,0.0005999999999999894,0.05059999999999999,0.0008500000000000174,0.0005999999999999894,0.06824999999999998,0.018500000000000003,0.018249999999999975,0.06824999999999998,0.018500000000000003,0.018249999999999975
homogeneous_k20_n30_balanced,homogeneous,heldout,600,20,20,0.6928803018355083,0.049999999999999996,0.6370132534396896,conditional_monte_carlo,,100001,100001,saddlepoint,9.999994654208422e-05,0.00011120899580419064,0.0,0.0006056670099496841,0.005935929098632187,0.006752805050928146,0.02938833402004093,4.352018723834123,0.009258865848121477,0.0019314737299579853,0.02963921722321128,0,117,0,0,{},0.01,0.01,39.703862764994,11,0,0,0.0213,0.0113,0.0113,0.010549999999999999,0.0005499999999999984,0.0005499999999999984,0.009799999999999998,0.00020000000000000226,0.00020000000000000226,0.009999999999999998,1.734723475976807e-18,1.734723475976807e-18,0.009999999999999998,1.734723475976807e-18,1.734723475976807e-18,0.017049999999999996,0.0070499999999999955,0.0070499999999999955,0.017049999999999996,0.0070499999999999955,0.0070499999999999955
homogeneous_k20_n30_balanced,homogeneous,heldout,600,20,20,0.6928803018355083,0.049999999999999996,0.6370132534396896,conditional_monte_carlo,,100001,100001,saddlepoint,9.999994654208422e-05,0.00011120899580419064,0.0,0.0006056670099496841,0.005935929098632187,0.006752805050928146,0.02938833402004093,4.352018723834123,0.009258865848121477,0.0019314737299579853,0.02963921722321128,0,117,0,0,{},0.001,0.00095,48.001958801854,11,0,0,0.00525,0.0043,0.00425,0.0023500000000000005,0.0014000000000000006,0.0013500000000000005,0.00095,0.0,5.000000000000002e-05,0.00095,0.0,5.000000000000002e-05,0.00095,0.0,5.000000000000002e-05,0.0022,0.0012500000000000002,0.0012000000000000001,0.0022,0.0012500000000000002,0.0012000000000000001
homogeneous_k20_n30_x_skew,homogeneous,development,600,20,20,0.3497161581948714,0.049999999999999996,0.2958401046534555,exact_convolution,21.0,21,420,exact_convolution,0.00010337494313716888,4.641700070351362e-05,0.00015408301260322332,0.0006127089727669954,0.004516195901669562,0.00030387495644390583,0.02934504090808332,96.56946150315714,0.041546152741908524,0.008499780235671339,0.10453362391477006,0,12,1,0,"{""exact_lower_endpoint"": 1}",0.1,0.0591036574472463,36.34930645806,6,2,0,0.14042790206380898,0.08132424461656268,0.040427902063808974,0.14042790206380898,0.08132424461656268,0.040427902063808974,0.14042790206380898,0.08132424461656268,0.040427902063808974,0.14042790206380898,0.08132424461656268,0.040427902063808974,0.0591036574472463,0.0,0.040896342552753706,0.28118140236170586,0.22207774491445956,0.18118140236170585,0.28118140236170586,0.22207774491445956,0.18118140236170585
homogeneous_k20_n30_x_skew,homogeneous,development,600,20,20,0.3497161581948714,0.049999999999999996,0.2958401046534555,exact_convolution,21.0,21,420,exact_convolution,0.00010337494313716888,4.641700070351362e-05,0.00015408301260322332,0.0006127089727669954,0.004516195901669562,0.00030387495644390583,0.02934504090808332,96.56946150315714,0.041546152741908524,0.008499780235671339,0.10453362391477006,0,12,1,0,"{""exact_lower_endpoint"": 1}",0.05,0.020926442613359922,40.46536857258,6,2,0,0.0591036574472463,0.03817721483388638,0.009103657447246297,0.0591036574472463,0.03817721483388638,0.009103657447246297,0.0591036574472463,0.03817721483388638,0.009103657447246297,0.0591036574472463,0.03817721483388638,0.009103657447246297,0.020926442613359922,0.0,0.02907355738664008,0.28118140236170586,0.26025495974834595,0.23118140236170587,0.28118140236170586,0.26025495974834595,0.23118140236170587
homogeneous_k20_n30_x_skew,homogeneous,development,600,20,20,0.3497161581948714,0.049999999999999996,0.2958401046534555,exact_convolution,21.0,21,420,exact_convolution,0.00010337494313716888,4.641700070351362e-05,0.00015408301260322332,0.0006127089727669954,0.004516195901669562,0.00030387495644390583,0.02934504090808332,96.56946150315714,0.041546152741908524,0.008499780235671339,0.10453362391477006,0,12,1,0,"{""exact_lower_endpoint"": 1}",0.01,0.0062211450477147965,48.69749280162,7,2,0,0.020926442613359922,0.014705297565645125,0.010926442613359922,0.0062211450477147965,0.0,0.0037788549522852037,0.006221145047714795,1.734723475976807e-18,0.0037788549522852054,0.006221145047714795,1.734723475976807e-18,0.0037788549522852054,0.0062211450477147965,0.0,0.0037788549522852037,0.0591036574472463,0.052882512399531505,0.0491036574472463,0.0591036574472463,0.052882512399531505,0.0491036574472463
homogeneous_k20_n30_x_skew,homogeneous,development,600,20,20,0.3497161581948714,0.049999999999999996,0.2958401046534555,exact_convolution,21.0,21,420,exact_convolution,0.00010337494313716888,4.641700070351362e-05,0.00015408301260322332,0.0006127089727669954,0.004516195901669562,0.00030387495644390583,0.02934504090808332,96.56946150315714,0.041546152741908524,0.008499780235671339,0.10453362391477006,0,12,1,0,"{""exact_lower_endpoint"": 1}",0.001,0.0003208713331040972,52.81355491614,6,2,0,0.0015481282657431226,0.0012272569326390254,0.0005481282657431225,0.0015481282657431226,0.0012272569326390254,0.0005481282657431225,0.0003208713331040972,0.0,0.0006791286668959028,0.0015481282657431226,0.0012272569326390254,0.0005481282657431225,0.0003208713331040972,0.0,0.0006791286668959028,0.0062211450477147965,0.0059002737146107,0.0052211450477147965,0.0062211450477147965,0.0059002737146107,0.0052211450477147965
homogeneous_k20_n30_both_skew,homogeneous,development,600,20,20,1.473738973838177,0.05,1.4613999203487011,exact_convolution,1771.0,1771,35420,exact_convolution,9.587500244379044e-05,4.7749956138432026e-05,0.00996995810419321,0.000608749920502305,0.006867091706953943,0.010113583062775433,0.029672459000721574,2.9339215208441343,0.020778810909045722,0.004523334841971307,0.08038832720768985,0,31,1,0,"{""exact_lower_endpoint"": 1}",0.1,0.09208518175428362,26.264539801167,13,2,0,0.09208463457388624,5.471803973811085e-07,0.007915365426113763,0.06774619160307097,0.02433899015121266,0.03225380839692904,0.07532650793538372,0.016758673818899908,0.02467349206461629,0.07532655428478208,0.016758627469501547,0.02467344571521793,0.09208518175428362,0.0,0.007914818245716382,0.058870209873803224,0.0332149718804804,0.04112979012619678,0.058870209873803224,0.0332149718804804,0.04112979012619678
homogeneous_k20_n30_both_skew,homogeneous,development,600,20,20,1.473738973838177,0.05,1.4613999203487011,exact_convolution,1771.0,1771,35420,exact_convolution,9.587500244379044e-05,4.7749956138432026e-05,0.00996995810419321,0.000608749920502305,0.006867091706953943,0.010113583062775433,0.029672459000721574,2.9339215208441343,0.020778810909045722,0.004523334841971307,0.08038832720768985,0,31,1,0,"{""exact_lower_endpoint"": 1}",0.05,0.04018416262064715,28.93303034395,13,2,0,0.0664063775090141,0.02622221488836695,0.016406377509014095,0.04018416262064715,0.0,0.009815837379352856,0.050810902846670176,0.01062674022602303,0.0008109028466701737,0.0509985504452226,0.010814387824575451,0.0009985504452225957,0.04018416262064715,0.0,0.009815837379352856,0.02107457991281319,0.019109582707833958,0.028925420087186814,0.02107457991281319,0.019109582707833958,0.028925420087186814
homogeneous_k20_n30_both_skew,homogeneous,development,600,20,20,1.473738973838177,0.05,1.4613999203487011,exact_convolution,1771.0,1771,35420,exact_convolution,9.587500244379044e-05,4.7749956138432026e-05,0.00996995810419321,0.000608749920502305,0.006867091706953943,0.010113583062775433,0.029672459000721574,2.9339215208441343,0.020778810909045722,0.004523334841971307,0.08038832720768985,0,31,1,0,"{""exact_lower_endpoint"": 1}",0.01,0.009257646930850674,34.637670355417,12,2,0,0.02943603370755809,0.020178386776707413,0.019436033707558087,0.012234419953196555,0.0029767730223458806,0.0022344199531965543,0.010347569005314571,0.001089922074463897,0.00034756900531457066,0.010434175589261845,0.0011765286584111707,0.00043417558926184437,0.009257646930850674,0.0,0.0007423530691493263,0.003381768172979656,0.005875878757871018,0.006618231827020344,0.003381768172979656,0.005875878757871018,0.006618231827020344
homogeneous_k20_n30_both_skew,homogeneous,development,600,20,20,1.473738973838177,0.05,1.4613999203487011,exact_convolution,1771.0,1771,35420,exact_convolution,9.587500244379044e-05,4.7749956138432026e-05,0.00996995810419321,0.000608749920502305,0.006867091706953943,0.010113583062775433,0.029672459000721574,2.9339215208441343,0.020778810909045722,0.004523334841971307,0.08038832720768985,0,31,1,0,"{""exact_lower_endpoint"": 1}",0.001,0.0009834941380168977,42.619422468397,13,2,0,0.012024172485427045,0.011040678347410147,0.011024172485427045,0.005263838475690074,0.004280344337673176,0.004263838475690074,0.000983354665544193,1.3947247270475194e-07,1.6645334455807044e-05,0.000983494138016898,2.168404344971009e-19,1.6505861983102076e-05,0.0009834941380168977,0.0,1.6505861983102292e-05,0.0003571544665371925,0.0006263396714797052,0.0006428455334628075,0.0003571544665371925,0.0006263396714797052,0.0006428455334628075
homogeneous_k100_n3_balanced,homogeneous,development,300,100,100,0.11785113019775792,0.01,0.07071067811865481,exact_convolution,101.0,101,10100,exact_convolution,0.00039358402136713266,0.00013866706285625696,0.0030335000483319163,0.00287537497933954,0.02477053750772029,0.003565751132555306,0.13036733295302838,36.56097358079051,0.01905799885698816,0.006939361770667103,0.04214200716018701,0,26,0,0,{},0.1,0.09662307024745312,215.5531776425,9,2,0,0.09662307024745312,0.0,0.0033769297525468867,0.09662307024745312,0.0,0.0033769297525468867,0.09662307024745312,0.0,0.0033769297525468867,0.09662307024745312,0.0,0.0033769297525468867,0.09662307024745312,0.0,0.0033769297525468867,0.9999999999993445,0.9033769297518914,0.8999999999993445,0.9999999999993445,0.9033769297518914,0.8999999999993445
homogeneous_k100_n3_balanced,homogeneous,development,300,100,100,0.11785113019775792,0.01,0.07071067811865481,exact_convolution,101.0,101,10100,exact_convolution,0.00039358402136713266,0.00013866706285625696,0.0030335000483319163,0.00287537497933954,0.02477053750772029,0.003565751132555306,0.13036733295302838,36.56097358079051,0.01905799885698816,0.006939361770667103,0.04214200716018701,0,26,0,0,{},0.05,0.04337149036841155,221.09835508698,9,2,0,0.04337149036841155,0.0,0.006628509631588453,0.04337149036841155,0.0,0.006628509631588453,0.04337149036841155,0.0,0.006628509631588453,0.04337149036841155,0.0,0.006628509631588453,0.04337149036841155,0.0,0.006628509631588453,0.9999999996401423,0.9566285092717307,0.9499999996401423,0.9999999996401423,0.9566285092717307,0.9499999996401423
homogeneous_k100_n3_balanced,homogeneous,development,300,100,100,0.11785113019775792,0.01,0.07071067811865481,exact_convolution,101.0,101,10100,exact_convolution,0.00039358402136713266,0.00013866706285625696,0.0030335000483319163,0.00287537497933954,0.02477053750772029,0.003565751132555306,0.13036733295302838,36.56097358079051,0.01905799885698816,0.006939361770667103,0.04214200716018701,0,26,0,0,{},0.01,0.00570937084883203,229.4161212537,9,2,0,0.010005084975740888,0.004295714126908858,5.084975740888079e-06,0.010005084975740888,0.004295714126908858,5.084975740888079e-06,0.010005084975740887,0.004295714126908857,5.084975740886344e-06,0.010005084975740887,0.004295714126908857,5.084975740886344e-06,0.00570937084883203,0.0,0.00429062915116797,0.999999777036548,0.9942904061877159,0.989999777036548,0.999999777036548,0.9942904061877159,0.989999777036548
homogeneous_k100_n3_balanced,homogeneous,development,300,100,100,0.11785113019775792,0.01,0.07071067811865481,exact_convolution,101.0,101,10100,exact_convolution,0.00039358402136713266,0.00013866706285625696,0.0030335000483319163,0.00287537497933954,0.02477053750772029,0.003565751132555306,0.13036733295302838,36.56097358079051,0.01905799885698816,0.006939361770667103,0.04214200716018701,0,26,0,0,{},0.001,0.0008515144947034488,240.50647614266,9,2,0,0.0016659951558350245,0.0008144806611315757,0.0006659951558350245,0.0008515144947034488,0.0,0.0001484855052965512,0.0008515144947034487,1.0842021724855044e-19,0.0001484855052965513,0.0008515144947034487,1.0842021724855044e-19,0.0001484855052965513,0.0008515144947034488,0.0,0.0001484855052965512,0.9999208494965905,0.9990693350018871,0.9989208494965905,0.9999208494965905,0.9990693350018871,0.9989208494965905
homogeneous_k100_n10_balanced,homogeneous,development,1000,100,100,0.3581236460902869,0.01,0.344200331462829,conditional_monte_carlo,,5151,100001,saddlepoint,0.00040600006468594074,0.0002268750686198473,0.0,0.0028656659414991736,0.028421179100405425,0.031919720175210387,0.13647729193326086,4.275641866035291,0.012152076657160636,0.004224625945965824,0.032743214483806904,0,69,0,0,{},0.1,0.0947,143.139560909018,9,0,0,0.1096,0.014899999999999997,0.009599999999999997,0.10540000000000001,0.010700000000000001,0.005400000000000002,0.10540000000000001,0.010700000000000001,0.005400000000000002,0.10540000000000001,0.010700000000000001,0.005400000000000002,0.10540000000000001,0.010700000000000001,0.005400000000000002,0.52085,0.42615000000000003,0.42085000000000006,0.52085,0.42615000000000003,0.42085000000000006
homogeneous_k100_n10_balanced,homogeneous,development,1000,100,100,0.3581236460902869,0.01,0.344200331462829,conditional_monte_carlo,,5151,100001,saddlepoint,0.00040600006468594074,0.0002268750686198473,0.0,0.0028656659414991736,0.028421179100405425,0.031919720175210387,0.13647729193326086,4.275641866035291,0.012152076657160636,0.004224625945965824,0.032743214483806904,0,69,0,0,{},0.05,0.04725,150.740942922861,9,0,0,0.0628,0.015549999999999994,0.012799999999999992,0.04725,0.0,0.0027500000000000024,0.04725000000000001,6.938893903907228e-18,0.0027499999999999955,0.04725000000000001,6.938893903907228e-18,0.0027499999999999955,0.04725000000000001,6.938893903907228e-18,0.0027499999999999955,0.37055,0.3233,0.32055,0.37055,0.3233,0.32055
homogeneous_k100_n10_balanced,homogeneous,development,1000,100,100,0.3581236460902869,0.01,0.344200331462829,conditional_monte_carlo,,5151,100001,saddlepoint,0.00040600006468594074,0.0002268750686198473,0.0,0.0028656659414991736,0.028421179100405425,0.031919720175210387,0.13647729193326086,4.275641866035291,0.012152076657160636,0.004224625945965824,0.032743214483806904,0,69,0,0,{},0.01,0.00955,166.259336582466,9,0,0,0.01625,0.006700000000000001,0.00625,0.010599999999999998,0.0010499999999999989,0.0005999999999999981,0.010599999999999998,0.0010499999999999989,0.0005999999999999981,0.010599999999999998,0.0010499999999999989,0.0005999999999999981,0.010599999999999998,0.0010499999999999989,0.0005999999999999981,0.18875000000000003,0.17920000000000003,0.17875000000000002,0.18875000000000003,0.17920000000000003,0.17875000000000002
homogeneous_k100_n10_balanced,homogeneous,development,1000,100,100,0.3581236460902869,0.01,0.344200331462829,conditional_monte_carlo,,5151,100001,saddlepoint,0.00040600006468594074,0.0002268750686198473,0.0,0.0028656659414991736,0.028421179100405425,0.031919720175210387,0.13647729193326086,4.275641866035291,0.012152076657160636,0.004224625945965824,0.032743214483806904,0,69,0,0,{},0.001,0.001,183.520260929573,9,0,0,0.0033,0.0023,0.0023,0.0013,0.0002999999999999999,0.0002999999999999999,0.0009500000000000001,4.9999999999999914e-05,4.9999999999999914e-05,0.0009500000000000001,4.9999999999999914e-05,4.9999999999999914e-05,0.0009500000000000001,4.9999999999999914e-05,4.9999999999999914e-05,0.0626,0.0616,0.0616,0.0626,0.0616,0.0616
homogeneous_k100_n10_x_skew,homogeneous,development,1000,100,0,0.0,0.0,0.0,exact_convolution,1.0,1,0,exact_convolution,0.00042083405423909426,0.00011179200373589993,0.00012195808812975883,0.002896666992455721,1.0750023648142815e-06,0.000654584146104753,0.13432845892384648,205.2119039594795,0.0,0.0,0.0,0,1,1,0,"{""exact_lower_endpoint"": 1}",0.1,0.0,,1,1,0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.1,1.0,1.0,0.9,0.0,0.0,0.1
homogeneous_k100_n10_x_skew,homogeneous,development,1000,100,0,0.0,0.0,0.0,exact_convolution,1.0,1,0,exact_convolution,0.00042083405423909426,0.00011179200373589993,0.00012195808812975883,0.002896666992455721,1.0750023648142815e-06,0.000654584146104753,0.13432845892384648,205.2119039594795,0.0,0.0,0.0,0,1,1,0,"{""exact_lower_endpoint"": 1}",0.05,0.0,,1,1,0,0.0,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.05,1.0,1.0,0.95,0.0,0.0,0.05
