configuration,family,split,total_n,total_strata,informative_strata,lyapunov_ratio,max_variance_share,skewness,reference,exact_state_count,exact_state_upper_bound,exact_transition_upper_bound,router_route,moments_seconds,complexity_seconds,exact_seconds,cgf_build_seconds,saddlepoint_pvalue_seconds,router_seconds,permutation_seconds,runtime_speedup_vs_permutation,saddlepoint_quantile_p_mae,saddlepoint_tail_quantile_p_mae,saddlepoint_quantile_max_error,saddlepoint_quantile_monotonicity_violations,saddlepoint_quantile_evaluations,saddlepoint_quantile_fallbacks,saddlepoint_quantile_numerical_failures,saddlepoint_quantile_guardrail_reasons,alpha,reference_fpr,saddlepoint_threshold,saddlepoint_threshold_evaluations,saddlepoint_threshold_guardrails,saddlepoint_threshold_numerical_failures,normal_fpr,normal_fpr_error_vs_reference,normal_size_distortion,edgeworth_fpr,edgeworth_fpr_error_vs_reference,edgeworth_size_distortion,cornish_fisher_fpr,cornish_fisher_fpr_error_vs_reference,cornish_fisher_size_distortion,saddlepoint_fpr,saddlepoint_fpr_error_vs_reference,saddlepoint_size_distortion,router_fpr,router_fpr_error_vs_reference,router_size_distortion,chi2_nominal_fpr,chi2_nominal_fpr_error_vs_reference,chi2_nominal_size_distortion,chi2_informative_fpr,chi2_informative_fpr_error_vs_reference,chi2_informative_size_distortion
homogeneous_k5_n10_x_skew,homogeneous,development,50,5,0,0.0,0.0,0.0,exact_convolution,1.0,1,0,exact_convolution,0.00010658300016075373,1.1124997399747372e-05,1.4125020243227482e-05,0.0001742079621180892,9.584007784724236e-07,0.00013183301780372858,0.006797916954383254,51.564600944688316,0.0,0.0,0.0,0,1,1,0,"{""exact_lower_endpoint"": 1}",0.01,0.0,,1,1,0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.01
homogeneous_k5_n10_x_skew,homogeneous,development,50,5,0,0.0,0.0,0.0,exact_convolution,1.0,1,0,exact_convolution,0.00010658300016075373,1.1124997399747372e-05,1.4125020243227482e-05,0.0001742079621180892,9.584007784724236e-07,0.00013183301780372858,0.006797916954383254,51.564600944688316,0.0,0.0,0.0,0,1,1,0,"{""exact_lower_endpoint"": 1}",0.001,0.0,,1,1,0,0.0,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.001
homogeneous_k5_n10_both_skew,homogeneous,heldout,50,5,5,1.222383827699885,0.19999999999999998,1.1925695879998877,exact_convolution,6.0,6,30,exact_convolution,0.00010499998461455107,1.2375065125524998e-05,2.816703636199236e-05,0.00017295894213020802,0.0013218167005106807,0.00014554208610206842,0.00697562494315207,47.92857605641351,0.06223832788710598,0.02652814228767917,0.19589702697306557,0,4,1,0,"{""exact_lower_endpoint"": 1}",0.1,0.08146,13.67136416362,4,2,0,0.08146,0.0,0.01854,0.08146,0.0,0.01854,0.08146,0.0,0.01854,0.08146,0.0,0.01854,0.08146,0.0,0.01854,0.08146,0.0,0.01854,0.08146,0.0,0.01854
homogeneous_k5_n10_both_skew,homogeneous,heldout,50,5,5,1.222383827699885,0.19999999999999998,1.1925695879998877,exact_convolution,6.0,6,30,exact_convolution,0.00010499998461455107,1.2375065125524998e-05,2.816703636199236e-05,0.00017295894213020802,0.0013218167005106807,0.00014554208610206842,0.00697562494315207,47.92857605641351,0.06223832788710598,0.02652814228767917,0.19589702697306557,0,4,1,0,"{""exact_lower_endpoint"": 1}",0.05,0.00856,13.67136416362,4,2,0,0.08146,0.0729,0.03146,0.08146,0.0729,0.03146,0.08146,0.0729,0.03146,0.08146,0.0729,0.03146,0.00856,0.0,0.041440000000000005,0.08146,0.0729,0.03146,0.08146,0.0729,0.03146
homogeneous_k5_n10_both_skew,homogeneous,heldout,50,5,5,1.222383827699885,0.19999999999999998,1.1925695879998877,exact_convolution,6.0,6,30,exact_convolution,0.00010499998461455107,1.2375065125524998e-05,2.816703636199236e-05,0.00017295894213020802,0.0013218167005106807,0.00014554208610206842,0.00697562494315207,47.92857605641351,0.06223832788710598,0.02652814228767917,0.19589702697306557,0,4,1,0,"{""exact_lower_endpoint"": 1}",0.01,0.00856,19.950341888795,4,2,0,0.00856,0.0,0.0014400000000000003,0.00856,0.0,0.0014400000000000003,0.00856,0.0,0.0014400000000000003,0.00856,0.0,0.0014400000000000003,0.00856,0.0,0.0014400000000000003,0.00856,0.0,0.0014400000000000003,0.00856,0.0,0.0014400000000000003
homogeneous_k5_n10_both_skew,homogeneous,heldout,50,5,5,1.222383827699885,0.19999999999999998,1.1925695879998877,exact_convolution,6.0,6,30,exact_convolution,0.00010499998461455107,1.2375065125524998e-05,2.816703636199236e-05,0.00017295894213020802,0.0013218167005106807,0.00014554208610206842,0.00697562494315207,47.92857605641351,0.06223832788710598,0.02652814228767917,0.19589702697306557,0,4,1,0,"{""exact_lower_endpoint"": 1}",0.001,0.00046,26.22931961397,5,2,0,0.00856,0.0081,0.00756,0.00046,0.0,0.00054,0.00046,0.0,0.00054,0.00046,0.0,0.00054,0.00046,0.0,0.00054,0.00046,0.0,0.00054,0.00046,0.0,0.00054
homogeneous_k5_n30_balanced,homogeneous,development,150,5,5,1.3857606036710166,0.19999999999999998,1.2740265068793792,exact_convolution,792.0,792,3960,exact_convolution,0.00010479206684976816,3.666698466986418e-05,0.0010709160706028342,0.00017908401787281036,0.0020357416942715645,0.0012123751221224666,0.008722875034436584,7.194864753712303,0.020969506825290193,0.004797035397774138,0.07612712086883344,0,31,1,0,"{""exact_lower_endpoint"": 1}",0.1,0.0892689942060201,10.420353910939,12,2,0,0.0892689942060201,0.0,0.010731005793979911,0.0892689942060201,0.0,0.010731005793979911,0.08926899420602007,2.7755575615628914e-17,0.01073100579397994,0.08926899420602007,2.7755575615628914e-17,0.01073100579397994,0.0892689942060201,0.0,0.010731005793979911,0.13328925802873798,0.044020263822717884,0.03328925802873797,0.13328925802873798,0.044020263822717884,0.03328925802873797
homogeneous_k5_n30_balanced,homogeneous,development,150,5,5,1.3857606036710166,0.19999999999999998,1.2740265068793792,exact_convolution,792.0,792,3960,exact_convolution,0.00010479206684976816,3.666698466986418e-05,0.0010709160706028342,0.00017908401787281036,0.0020357416942715645,0.0012123751221224666,0.008722875034436584,7.194864753712303,0.020969506825290193,0.004797035397774138,0.07612712086883344,0,31,1,0,"{""exact_lower_endpoint"": 1}",0.05,0.04092873523199113,11.666896646996,12,2,0,0.06308760190674288,0.022158866674751754,0.01308760190674288,0.03984424180910256,0.0010844934228885703,0.010155758190897445,0.04092873523199112,6.938893903907228e-18,0.009071264768008881,0.05635906831854189,0.015430333086550764,0.00635906831854189,0.04092873523199113,0.0,0.009071264768008874,0.06308760190674288,0.022158866674751754,0.01308760190674288,0.06308760190674288,0.022158866674751754,0.01308760190674288
homogeneous_k5_n30_balanced,homogeneous,development,150,5,5,1.3857606036710166,0.19999999999999998,1.2740265068793792,exact_convolution,792.0,792,3960,exact_convolution,0.00010479206684976816,3.666698466986418e-05,0.0010709160706028342,0.00017908401787281036,0.0020357416942715645,0.0012123751221224666,0.008722875034436584,7.194864753712303,0.020969506825290193,0.004797035397774138,0.07612712086883344,0,31,1,0,"{""exact_lower_endpoint"": 1}",0.01,0.00966756935370814,16.006143646409,12,2,0,0.028870030875212786,0.019202461521504646,0.018870030875212787,0.012589025080954112,0.0029214557272459717,0.0025890250809541115,0.00870327193349466,0.0009642974202134797,0.00129672806650534,0.010683981692276271,0.0010164123385681314,0.0006839816922762712,0.00966756935370814,0.0,0.0003324306462918602,0.012589025080954112,0.0029214557272459717,0.0025890250809541115,0.012589025080954112,0.0029214557272459717,0.0025890250809541115
homogeneous_k5_n30_balanced,homogeneous,development,150,5,5,1.3857606036710166,0.19999999999999998,1.2740265068793792,exact_convolution,792.0,792,3960,exact_convolution,0.00010479206684976816,3.666698466986418e-05,0.0010709160706028342,0.00017908401787281036,0.0020357416942715645,0.0012123751221224666,0.008722875034436584,7.194864753712303,0.020969506825290193,0.004797035397774138,0.07612712086883344,0,31,1,0,"{""exact_lower_endpoint"": 1}",0.001,0.0009619656807228498,21.786187513835,11,2,0,0.010683981692276273,0.009722016011553423,0.009683981692276272,0.00461359990477844,0.00365163422405559,0.00361359990477844,0.001111234096506831,0.00014926841578398117,0.00011123409650683094,0.0010634176955045098,0.00010145201478165998,6.341769550450974e-05,0.0009619656807228498,0.0,3.803431927715023e-05,0.0018053634574318545,0.0008433977767090047,0.0008053634574318545,0.0018053634574318545,0.0008433977767090047,0.0008053634574318545
homogeneous_k5_n30_x_skew,homogeneous,heldout,150,5,5,0.6994323163897428,0.19999999999999998,0.591680209306911,exact_convolution,6.0,6,30,exact_convolution,0.00011775002349168062,1.8749968148767948e-05,2.60830856859684e-05,0.00019279099069535732,0.001348845800384879,0.00016258307732641697,0.008565875003114343,52.68614141136406,0.07894118928195934,0.024616886353360984,0.21002251180399178,0,5,1,0,"{""exact_lower_endpoint"": 1}",0.1,0.07813855284265162,14.232404257665,4,2,0,0.07813855284265162,0.0,0.02186144715734839,0.07813855284265162,0.0,0.02186144715734839,0.0781385528426516,1.3877787807814457e-17,0.021861447157348404,0.0781385528426516,1.3877787807814457e-17,0.021861447157348404,0.07813855284265162,0.0,0.02186144715734839,0.31276895129083215,0.23463039844818054,0.21276895129083215,0.31276895129083215,0.23463039844818054,0.21276895129083215
homogeneous_k5_n30_x_skew,homogeneous,heldout,150,5,5,0.6994323163897428,0.19999999999999998,0.591680209306911,exact_convolution,6.0,6,30,exact_convolution,0.00011775002349168062,1.8749968148767948e-05,2.60830856859684e-05,0.00019279099069535732,0.001348845800384879,0.00016258307732641697,0.008565875003114343,52.68614141136406,0.07894118928195934,0.024616886353360984,0.21002251180399178,0,5,1,0,"{""exact_lower_endpoint"": 1}",0.05,0.010356437735399425,14.232404257665,4,2,0,0.07813855284265162,0.06778211510725218,0.028138552842651612,0.07813855284265162,0.06778211510725218,0.028138552842651612,0.0781385528426516,0.06778211510725218,0.0281385528426516,0.0781385528426516,0.06778211510725218,0.0281385528426516,0.010356437735399425,0.0,0.03964356226460058,0.07813855284265162,0.06778211510725218,0.028138552842651612,0.07813855284265162,0.06778211510725218,0.028138552842651612
homogeneous_k5_n30_x_skew,homogeneous,heldout,150,5,5,0.6994323163897428,0.19999999999999998,0.591680209306911,exact_convolution,6.0,6,30,exact_convolution,0.00011775002349168062,1.8749968148767948e-05,2.60830856859684e-05,0.00019279099069535732,0.001348845800384879,0.00016258307732641697,0.008565875003114343,52.68614141136406,0.07894118928195934,0.024616886353360984,0.21002251180399178,0,5,1,0,"{""exact_lower_endpoint"": 1}",0.01,0.0005656877754629938,18.348466372185,5,2,0,0.010356437735399425,0.00979074995993643,0.00035643773539942476,0.010356437735399425,0.00979074995993643,0.00035643773539942476,0.010356437735399425,0.00979074995993643,0.00035643773539942476,0.010356437735399425,0.00979074995993643,0.00035643773539942476,0.0005656877754629938,0.0,0.009434312224537007,0.010356437735399425,0.00979074995993643,0.00035643773539942476,0.010356437735399425,0.00979074995993643,0.00035643773539942476
homogeneous_k5_n30_x_skew,homogeneous,heldout,150,5,5,0.6994323163897428,0.19999999999999998,0.591680209306911,exact_convolution,6.0,6,30,exact_convolution,0.00011775002349168062,1.8749968148767948e-05,2.60830856859684e-05,0.00019279099069535732,0.001348845800384879,0.00016258307732641697,0.008565875003114343,52.68614141136406,0.07894118928195934,0.024616886353360984,0.21002251180399178,0,5,1,0,"{""exact_lower_endpoint"": 1}",0.001,0.0005656877754629938,22.464528486705,5,2,0,0.0005656877754629938,0.0,0.00043431222453700624,0.0005656877754629938,0.0,0.00043431222453700624,0.0005656877754629938,0.0,0.00043431222453700624,0.0005656877754629938,0.0,0.00043431222453700624,0.0005656877754629938,0.0,0.00043431222453700624,0.0005656877754629938,0.0,0.00043431222453700624,0.0005656877754629938,0.0,0.00043431222453700624
homogeneous_k5_n30_both_skew,homogeneous,development,150,5,5,2.947477947676354,0.2,2.9227998406974023,exact_convolution,56.0,56,280,exact_convolution,0.00011370796710252762,2.0875013433396816e-05,0.00010412500705569983,0.00018795893993228674,0.0017922291997820138,0.00023870798759162426,0.007695792010053992,32.23935691343418,0.06316895660472514,0.018200600786208103,0.3164289764057391,0,10,1,0,"{""exact_lower_endpoint"": 1}",0.1,0.0981611522114986,9.803903518453,8,2,0,0.09698757494528765,0.0011735772662109512,0.0030124250547123588,0.09698757494528765,0.0011735772662109512,0.0030124250547123588,0.09698757494528763,0.001173577266210965,0.0030124250547123727,0.09698757494528763,0.001173577266210965,0.0030124250547123727,0.0981611522114986,0.0,0.0018388477885014076,0.09698757494528765,0.0011735772662109512,0.0030124250547123588,0.09698757494528765,0.0011735772662109512,0.0030124250547123588
homogeneous_k5_n30_both_skew,homogeneous,development,150,5,5,2.947477947676354,0.2,2.9227998406974023,exact_convolution,56.0,56,280,exact_convolution,0.00011370796710252762,2.0875013433396816e-05,0.00010412500705569983,0.00018795893993228674,0.0017922291997820138,0.00023870798759162426,0.007695792010053992,32.23935691343418,0.06316895660472514,0.018200600786208103,0.3164289764057391,0,10,1,0,"{""exact_lower_endpoint"": 1}",0.05,0.03141561523831762,10.562940885624,7,2,0,0.09698757494528765,0.06557195970697002,0.046987574945287644,0.07011382096702123,0.03869820572870362,0.02011382096702123,0.07011382096702123,0.03869820572870362,0.02011382096702123,0.07011382096702123,0.03869820572870362,0.02011382096702123,0.03141561523831762,0.0,0.018584384761682386,0.03141561523831762,0.0,0.018584384761682386,0.03141561523831762,0.0,0.018584384761682386
homogeneous_k5_n30_both_skew,homogeneous,development,150,5,5,2.947477947676354,0.2,2.9227998406974023,exact_convolution,56.0,56,280,exact_convolution,0.00011370796710252762,2.0875013433396816e-05,0.00010412500705569983,0.00018795893993228674,0.0017922291997820138,0.00023870798759162426,0.007695792010053992,32.23935691343418,0.06316895660472514,0.018200600786208103,0.3164289764057391,0,10,1,0,"{""exact_lower_endpoint"": 1}",0.01,0.005503296682377682,16.267580897091,8,2,0,0.07011382096702123,0.06461052428464355,0.06011382096702123,0.005503296682377682,0.0,0.0044967033176223185,0.005051920810758083,0.00045137587161959893,0.0049480791892419175,0.005051920810758083,0.00045137587161959893,0.0049480791892419175,0.005503296682377682,0.0,0.0044967033176223185,0.005051920810758083,0.00045137587161959893,0.0049480791892419175,0.005051920810758083,0.00045137587161959893,0.0049480791892419175
homogeneous_k5_n30_both_skew,homogeneous,development,150,5,5,2.947477947676354,0.2,2.9227998406974023,exact_convolution,56.0,56,280,exact_convolution,0.00011370796710252762,2.0875013433396816e-05,0.00010412500705569983,0.00018795893993228674,0.0017922291997820138,0.00023870798759162426,0.007695792010053992,32.23935691343418,0.06316895660472514,0.018200600786208103,0.3164289764057391,0,10,1,0,"{""exact_lower_endpoint"": 1}",0.001,0.0009761601553048173,22.177159315339,8,2,0,0.010518584144817668,0.00954242398951285,0.009518584144817668,0.005051920810758083,0.004075760655453266,0.004051920810758083,0.001307934895777242,0.00033177474047242476,0.00030793489577724204,0.001307934895777242,0.00033177474047242476,0.00030793489577724204,0.0009761601553048173,0.0,2.3839844695182724e-05,0.001307934895777242,0.00033177474047242476,0.00030793489577724204,0.001307934895777242,0.00033177474047242476,0.00030793489577724204
homogeneous_k20_n3_balanced,homogeneous,development,60,20,20,0.26352313834736496,0.049999999999999996,0.15811388300841908,exact_convolution,21.0,21,420,exact_convolution,9.487499482929707e-05,3.299990203231573e-05,0.00012908305507153273,0.0005906670121476054,0.0046189708984456955,0.0002569579519331455,0.025991084054112434,101.14917191149901,0.03843297168443709,0.01289081371183693,0.09271704883454807,0,13,0,0,{},0.1,0.0918957744872623,48.65581297298,7,2,0,0.0918957744872623,0.0,0.008104225512737706,0.0918957744872623,0.0,0.008104225512737706,0.0918957744872623,0.0,0.008104225512737706,0.0918957744872623,0.0,0.008104225512737706,0.0918957744872623,0.0,0.008104225512737706,0.9824073734004294,0.8905115989131671,0.8824073734004294,0.9824073734004294,0.8905115989131671,0.8824073734004294
homogeneous_k20_n3_balanced,homogeneous,development,60,20,20,0.26352313834736496,0.049999999999999996,0.15811388300841908,exact_convolution,21.0,21,420,exact_convolution,9.487499482929707e-05,3.299990203231573e-05,0.00012908305507153273,0.0005906670121476054,0.0046189708984456955,0.0002569579519331455,0.025991084054112434,101.14917191149901,0.03843297168443709,0.01289081371183693,0.09271704883454807,0,13,0,0,{},0.05,0.03763657109466344,51.42840169522,6,2,0,0.03763657109466344,0.0,0.012363428905336565,0.03763657109466344,0.0,0.012363428905336565,0.037636571094663444,6.938893903907228e-18,0.012363428905336558,0.037636571094663444,6.938893903907228e-18,0.012363428905336558,0.03763657109466344,0.0,0.012363428905336565,0.9395535393758346,0.9019169682811712,0.8895535393758346,0.9395535393758346,0.9019169682811712,0.8895535393758346
homogeneous_k20_n3_balanced,homogeneous,development,60,20,20,0.26352313834736496,0.049999999999999996,0.15811388300841908,exact_convolution,21.0,21,420,exact_convolution,9.487499482929707e-05,3.299990203231573e-05,0.00012908305507153273,0.0005906670121476054,0.0046189708984456955,0.0002569579519331455,0.025991084054112434,101.14917191149901,0.03843297168443709,0.01289081371183693,0.09271704883454807,0,13,0,0,{},0.01,0.0037245689742891556,54.20099041746,6,2,0,0.012973296825300323,0.009248727851011168,0.002973296825300323,0.012973296825300323,0.009248727851011168,0.002973296825300323,0.012973296825300323,0.009248727851011168,0.002973296825300323,0.012973296825300323,0.009248727851011168,0.002973296825300323,0.0037245689742891556,0.0,0.006275431025710845,0.5206573117854212,0.516932742811132,0.5106573117854212,0.5206573117854212,0.516932742811132,0.5106573117854212
homogeneous_k20_n3_balanced,homogeneous,development,60,20,20,0.26352313834736496,0.049999999999999996,0.15811388300841908,exact_convolution,21.0,21,420,exact_convolution,9.487499482929707e-05,3.299990203231573e-05,0.00012908305507153273,0.0005906670121476054,0.0046189708984456955,0.0002569579519331455,0.025991084054112434,101.14917191149901,0.03843297168443709,0.01289081371183693,0.09271704883454807,0,13,0,0,{},0.001,0.0008788065585934114,59.74616786194,7,2,0,0.0008788065585934114,0.0,0.0001211934414065886,0.0008788065585934114,0.0,0.0001211934414065886,0.0008788065585934113,1.0842021724855044e-19,0.0001211934414065887,0.0008788065585934113,1.0842021724855044e-19,0.0001211934414065887,0.0008788065585934114,0.0,0.0001211934414065886,0.19054887156471478,0.18967006500612138,0.18954887156471478,0.19054887156471478,0.18967006500612138,0.18954887156471478
