configuration_id,anchor_configuration_id,configuration_label,n_p,n_q,mi_p,mi_q,mi_difference,minimum_expected_count,method,method_label,replicates,valid_count,valid_rate,reject_count,rejection_rate,wilson_low,wilson_high
CURVE_CURVE_C1_N0_n10_di0p001_scale1,C1_N0_n10,"Balanced, very small sample",10,10,0.09999999999999987,0.1010000000000002,0.001,1.395741822924768,simple_welch,Simple Welch,10,10,1.0,0,0.0,0.0,0.2775327998628892
CURVE_CURVE_C1_N0_n10_di0p005_scale1,C1_N0_n10,"Balanced, very small sample",10,10,0.09999999999999987,0.10499999999999998,0.005,1.3748886138991319,bartlett_lr,Oracle Bartlett LR,10,10,1.0,0,0.0,0.0,0.2775327998628892
CURVE_CURVE_C1_N0_n10_di0p005_scale1,C1_N0_n10,"Balanced, very small sample",10,10,0.09999999999999987,0.10499999999999998,0.005,1.3748886138991319,constrained_lr,Constrained LR,10,10,1.0,0,0.0,0.0,0.2775327998628892
CURVE_CURVE_C1_N0_n10_di0p005_scale1,C1_N0_n10,"Balanced, very small sample",10,10,0.09999999999999987,0.10499999999999998,0.005,1.3748886138991319,empirical_lr,Oracle-calibrated LR,10,10,1.0,0,0.0,0.0,0.2775327998628892
CURVE_CURVE_C1_N0_n10_di0p005_scale1,C1_N0_n10,"Balanced, very small sample",10,10,0.09999999999999987,0.10499999999999998,0.005,1.3748886138991319,expanded_welch,Expanded Welch,10,10,1.0,0,0.0,0.0,0.2775327998628892
CURVE_CURVE_C1_N0_n10_di0p005_scale1,C1_N0_n10,"Balanced, very small sample",10,10,0.09999999999999987,0.10499999999999998,0.005,1.3748886138991319,normal_wald,Normal Wald,10,10,1.0,0,0.0,0.0,0.2775327998628892
CURVE_CURVE_C1_N0_n10_di0p005_scale1,C1_N0_n10,"Balanced, very small sample",10,10,0.09999999999999987,0.10499999999999998,0.005,1.3748886138991319,simple_welch,Simple Welch,10,10,1.0,0,0.0,0.0,0.2775327998628892
CURVE_CURVE_C1_N0_n10_di0p01_scale1,C1_N0_n10,"Balanced, very small sample",10,10,0.09999999999999987,0.1100000000000001,0.01,1.3494388443628313,bartlett_lr,Oracle Bartlett LR,10,10,1.0,0,0.0,0.0,0.2775327998628892
CURVE_CURVE_C1_N0_n10_di0p01_scale1,C1_N0_n10,"Balanced, very small sample",10,10,0.09999999999999987,0.1100000000000001,0.01,1.3494388443628313,constrained_lr,Constrained LR,10,10,1.0,0,0.0,0.0,0.2775327998628892
CURVE_CURVE_C1_N0_n10_di0p01_scale1,C1_N0_n10,"Balanced, very small sample",10,10,0.09999999999999987,0.1100000000000001,0.01,1.3494388443628313,empirical_lr,Oracle-calibrated LR,10,10,1.0,0,0.0,0.0,0.2775327998628892
