configuration_id,lr_valid_count,lr_valid_rate,lr_retry_count,lr_median_elapsed_ms,lr_p99_elapsed_ms,lr_max_constraint_residual,lr_median_iterations,lr_full_start_audit_count,lr_full_start_max_statistic_difference
CURVE_CURVE_C3_C3_same_balanced_i0p005_n1000_di0p01_scale1,10,1.0,0,4.63670794852078,5.41701975511387,4.256060781582249e-12,9.0,1,0.0
CURVE_CURVE_C3_C3_same_balanced_i0p005_n1000_di0p02_scale1,10,1.0,0,4.799124435521662,7.391697887796909,1.8310911606422842e-09,10.0,1,0.0
CURVE_CURVE_C3_C3_same_balanced_i0p005_n1000_di0p05_scale1,10,1.0,0,4.911290947347879,5.24395840940997,9.319496563353624e-12,10.0,1,0.0
CURVE_CURVE_C3_C3_same_balanced_i0p005_n1000_di0p1_scale1,10,1.0,0,4.906500456854701,5.134646319784224,8.321072997308221e-12,10.0,1,0.0
CURVE_CURVE_C3_C3_same_balanced_i0p005_n1000_di0p2_scale1,10,1.0,0,5.06474997382611,5.745596357155591,4.628020189301196e-12,11.0,1,0.0
CURVE_CURVE_C3_C3_same_balanced_i0p005_n1000_di0p5_scale1,10,1.0,0,6.82456255890429,11.974027806427332,9.910885778730005e-09,17.5,1,0.0
CURVE_CURVE_C3_C3_same_balanced_i0p005_n1000_di1em05_scale1,10,1.0,0,4.650291404686868,6.7341199703514585,4.7850553970552046e-09,9.0,1,0.0
CURVE_CURVE_C4_C4_s0p05_i0p0001_n500_di0_scale1,10,1.0,0,6.644978886470199,9.778390210121872,1.918957375814101e-11,15.0,1,0.0
CURVE_CURVE_C4_C4_s0p05_i0p0001_n500_di0p0001_scale1,10,1.0,0,5.149333039298654,7.40255010779947,9.772678608195584e-11,12.0,1,0.0
CURVE_CURVE_C4_C4_s0p05_i0p0001_n500_di0p001_scale1,10,1.0,0,4.545187461189926,6.843520486727357,4.2641237762985895e-12,13.0,1,0.0
CURVE_CURVE_C4_C4_s0p05_i0p0001_n500_di0p005_scale1,10,1.0,0,4.378604469820857,8.106214597355574,1.0038865225214799e-10,11.0,1,0.0
CURVE_CURVE_C4_C4_s0p05_i0p0001_n500_di0p01_scale1,10,1.0,0,4.819749505259097,14.382820767350497,2.1029354039386883e-11,13.5,1,0.0
CURVE_CURVE_C4_C4_s0p05_i0p0001_n500_di0p02_scale1,10,1.0,0,5.027125007472932,13.54303726227954,9.075311641071337e-09,12.0,1,0.0
CURVE_CURVE_C4_C4_s0p05_i0p0001_n500_di0p05_scale1,10,1.0,0,7.289937464520335,9.919193708337843,8.9611904702247e-11,14.5,1,0.0
CURVE_CURVE_C4_C4_s0p05_i0p0001_n500_di1em05_scale1,10,1.0,0,4.215583554469049,9.953510037157685,3.8742720524787e-09,13.0,1,0.0
CURVE_CURVE_C4_C4_s0p1_i0p0001_n100_di0_scale1,10,1.0,0,4.29122953210026,5.752009490970522,1.3315293962909425e-10,11.5,1,0.0
CURVE_CURVE_C4_C4_s0p1_i0p0001_n100_di0p0001_scale1,10,1.0,0,4.301187582314014,11.884530705865473,6.877080675760094e-11,12.0,1,0.0
CURVE_CURVE_C4_C4_s0p1_i0p0001_n100_di0p001_scale1,10,1.0,0,4.88191656768322,8.829226840753108,8.85294452503127e-09,15.0,1,0.0
CURVE_CURVE_C4_C4_s0p1_i0p0001_n100_di0p005_scale1,10,1.0,0,4.8164165345951915,7.455674803350121,7.227441041479654e-10,13.0,1,0.0
CURVE_CURVE_C4_C4_s0p1_i0p0001_n100_di0p01_scale1,10,1.0,0,5.3454585140571,12.83931135898456,6.045929283257645e-09,19.5,1,0.0
CURVE_CURVE_C4_C4_s0p1_i0p0001_n100_di0p02_scale1,10,1.0,0,6.056104553863406,9.845152110792696,5.316277734007668e-09,19.0,1,0.0
CURVE_CURVE_C4_C4_s0p1_i0p0001_n100_di0p05_scale1,10,1.0,0,5.935916444286704,8.20640139747411,3.1963253224742694e-11,19.0,1,0.0
CURVE_CURVE_C4_C4_s0p1_i0p0001_n100_di1em05_scale1,10,1.0,0,6.567875039763749,13.793767187744379,3.222183891232744e-10,20.0,1,0.0
