configs,rows,median_gamma_time_s,median_empirical_table_time_s,median_jidt_time_s,median_empirical_speedup_vs_jidt,median_gamma_speedup_vs_jidt,median_abs_gamma_vs_empirical,median_abs_chi2_dynamic_vs_empirical,median_abs_gamma_vs_jidt,median_abs_chi2_dynamic_vs_jidt,median_abs_jidt_analytic_nominal_vs_jidt,median_abs_jidt_analytic_bits_nominal_vs_jidt,median_abs_empirical_vs_jidt,median_abs_chi2_nominal_vs_jidt
6,12,0.042601520515745506,0.042601520515745506,0.3216375629999675,13.61625665841952,13.61625665841952,0.00579474119951684,0.013921640836124904,0.010124828207785985,0.02334786609775022,0.258330230632791,0.258330230632791,0.013366633366633365,0.02334786609775022
