scenario_id,regime,regime_label,variant,rows,columns,n_p,n_q,target_mi,minimum_joint_expected_pair,sample_size_ratio_q_to_p,simulation_seed,replicates,correction,valid_replicates,mean_delta_error,mean_standard_error,standardized_mean_bias,empirical_delta_sd,sd_to_mean_se_ratio
stress_2x2_d5,highly_sparse,Highly skewed and sparse,variant_2,2,2,54,108,0.15,4.20095477751052,2.0,880372142,10000,jackknife,10000,-0.0006612780332588623,0.08161124664920083,-0.00810278068782984,0.0839671637758023,1.0288675546978001
stress_2x2_d6,ultra_sparse,Ultra-skewed and sparse,variant_1,2,2,142,142,0.1,0.0516378360260086,1.0,3260596029,10000,analytic,10000,0.002988140598957172,0.03579284487507031,0.08348429998752095,0.03739129357827662,1.0446583307022803
stress_2x2_d6,ultra_sparse,Ultra-skewed and sparse,variant_1,2,2,142,142,0.1,0.0516378360260086,1.0,3260596029,10000,jackknife,10000,-0.000308044715572445,0.03579284487507031,-0.008606321085893842,0.038687234674797545,1.080865039083361
stress_2x2_d7,ultra_sparse,Ultra-skewed and sparse,variant_2,2,2,51,510,0.15,0.0730870541020675,10.0,3227718042,10000,analytic,10000,0.002588225136089274,0.06029094500204876,0.042928919691030264,0.06715463638808364,1.1138428230939428
stress_2x2_d7,ultra_sparse,Ultra-skewed and sparse,variant_2,2,2,51,510,0.15,0.0730870541020675,10.0,3227718042,10000,jackknife,10000,0.0011741805740718486,0.06029094500204876,0.01947523917616399,0.07115810630346978,1.1802453303900236
adversarial_2x2_d8,widespread_sparse,Widespread sparsity,variant_1,2,2,50,50,0.1,0.0423942043693962,1.0,1814125591,10000,analytic,7429,0.005357591906290616,0.09964040546651803,0.05376927042002973,0.08740404739770266,0.8771948185926729
adversarial_2x2_d8,widespread_sparse,Widespread sparsity,variant_1,2,2,50,50,0.1,0.0423942043693962,1.0,1814125591,10000,jackknife,7429,0.006358944132701946,0.09964040546651803,0.06381893071319074,0.08975645790390642,0.9008038203343833
adversarial_2x2_d9,widespread_sparse,Widespread sparsity,variant_2,2,2,50,100,0.15,0.3115180759622168,2.0,3974158138,10000,analytic,9541,0.007578720095019601,0.09936387473480446,0.07627238888626978,0.10145962180341637,1.0210916399366
adversarial_2x2_d9,widespread_sparse,Widespread sparsity,variant_2,2,2,50,100,0.15,0.3115180759622168,2.0,3974158138,10000,jackknife,9541,0.010780927287811272,0.09936387473480446,0.10849946539006099,0.1065576827594955,1.072398626199822
fixed_2x5_d0,well_sampled,Well sampled,variant_1,2,5,200,200,0.1,5.59716154223284,1.0,3229974002,10000,analytic,10000,0.00018257039503531943,0.04189794057601786,0.004357502839646053,0.04218145364101192,1.0067667541911676
