method,method_label,configurations,mean_valid_rate,mean_fpr_10,configuration_mae_10,wins_vs_normal_10,mean_fpr_05,configuration_mae_05,wins_vs_normal_05,mean_fpr_01,configuration_mae_01,wins_vs_normal_01
normal_wald,Normal Wald,1,1.0,0.1145,0.014499999999999999,0,0.064,0.013999999999999999,0,0.022,0.011999999999999999,0
simple_welch,Simple Welch,1,1.0,0.1135,0.013499999999999998,1,0.063,0.012999999999999998,1,0.018,0.007999999999999998,1
expanded_welch,Expanded Welch,1,1.0,0.10450000000000001,0.004500000000000004,1,0.053500000000000006,0.003500000000000003,1,0.016999999999999998,0.0069999999999999975,1
constrained_lrt,Constrained LRT,1,0.9979999999999999,0.10318341708542714,0.0031834170854271315,1,0.05059045226130654,0.0005904522613065372,1,0.012520100502512562,0.002520100502512562,1
