scenario_id,configuration_id,rows,columns,condition,condition_label,n_p,n_q,population_replication,target_mi,simulation_seed,replicates,lrt_convergence_rate,lrt_fallback_rate,lrt_median_iterations,lrt_max_constraint_residual,lrt_mean_seconds_per_fit,audited_replicates,audit_max_statistic_difference,audit_mean_statistic_difference
config_5x5_d2_p00,5x5_ultra_sparse,5,5,ultra_sparse,Ultra-sparsity,75,75,0,0.1,1714150049,200,1.0,0.035,46.5,2.912042829095185e-11,0.017889224793761968,10,0.004663234369701286,0.00047354308306353233
config_5x5_d2_p01,5x5_ultra_sparse,5,5,ultra_sparse,Ultra-sparsity,75,75,1,0.1,1433816043,200,1.0,0.085,41.0,6.160326415649564e-11,0.024270644589560107,10,0.013907441355570427,0.001511830421839022
config_5x5_d2_p02,5x5_ultra_sparse,5,5,ultra_sparse,Ultra-sparsity,75,75,2,0.1,1644620237,200,1.0,0.04,42.0,2.4012486443680814e-11,0.01866220877273008,10,0.028024230177095433,0.0028025138966313533
config_5x5_d2_p03,5x5_ultra_sparse,5,5,ultra_sparse,Ultra-sparsity,75,75,3,0.1,3677510468,200,0.995,0.045,41.0,9.230446962327221e-11,0.018751121673267333,10,0.0002738518731462136,4.0450380816992036e-05
config_5x5_d2_p04,5x5_ultra_sparse,5,5,ultra_sparse,Ultra-sparsity,75,75,4,0.1,223836908,200,1.0,0.05,43.0,5.3098608843171746e-11,0.019909730207873507,10,4.8712310274368065e-06,4.958760825957143e-07
config_5x5_d2_p05,5x5_ultra_sparse,5,5,ultra_sparse,Ultra-sparsity,75,75,5,0.1,1420719987,200,1.0,0.04,41.0,2.4354851468899597e-11,0.016838032695231958,10,0.00038451751464663175,7.336744066321899e-05
config_5x5_d2_p06,5x5_ultra_sparse,5,5,ultra_sparse,Ultra-sparsity,75,75,6,0.1,2494703454,200,1.0,0.06,43.0,3.877276277819419e-11,0.020261800199514256,10,2.2587228528436754e-05,2.2954645061190603e-06
config_5x5_d2_p07,5x5_ultra_sparse,5,5,ultra_sparse,Ultra-sparsity,75,75,7,0.1,64536919,200,0.995,0.08,41.0,6.840197852575614e-11,0.02061712022521533,10,0.0013807659848339426,0.00017848631698598184
config_5x5_d2_p08,5x5_ultra_sparse,5,5,ultra_sparse,Ultra-sparsity,75,75,8,0.1,2379751850,200,0.995,0.065,42.0,4.201067271836223e-11,0.024204205194255337,10,0.00986938117918612,0.0010914737462911716
config_5x5_d2_p09,5x5_ultra_sparse,5,5,ultra_sparse,Ultra-sparsity,75,75,9,0.1,3175441667,200,0.995,0.03,41.0,5.1163642766915984e-11,0.01692564039491117,10,0.0709199900677504,0.007469665756991617
