configs,rows,jidt_rows,median_empirical_time_s,median_jidt_time_s,median_speedup_vs_jidt,median_abs_empirical_vs_jidt,median_abs_gamma_vs_jidt,median_abs_chi2_dynamic_vs_jidt,empirical_closer_than_chi2_dynamic_fraction,gamma_error_count,jidt_error_count,max_jidt_g_abs_diff,overall_fpr_emp_10,overall_fprerr_emp_10,overall_fpr_gamma_10,overall_fprerr_gamma_10,overall_fpr_chi2_dyn_10,overall_fprerr_chi2_dyn_10,overall_fpr_chi2_nom_10,overall_fprerr_chi2_nom_10,overall_fpr_jidt_10,overall_fprerr_jidt_10,mean_config_fprerr_emp_10,mean_config_fprerr_gamma_10,mean_config_fprerr_chi2_dyn_10,mean_config_fprerr_chi2_nom_10,mean_config_fprerr_jidt_10,overall_fpr_emp_05,overall_fprerr_emp_05,overall_fpr_gamma_05,overall_fprerr_gamma_05,overall_fpr_chi2_dyn_05,overall_fprerr_chi2_dyn_05,overall_fpr_chi2_nom_05,overall_fprerr_chi2_nom_05,overall_fpr_jidt_05,overall_fprerr_jidt_05,mean_config_fprerr_emp_05,mean_config_fprerr_gamma_05,mean_config_fprerr_chi2_dyn_05,mean_config_fprerr_chi2_nom_05,mean_config_fprerr_jidt_05,overall_fpr_emp_01,overall_fprerr_emp_01,overall_fpr_gamma_01,overall_fprerr_gamma_01,overall_fpr_chi2_dyn_01,overall_fprerr_chi2_dyn_01,overall_fpr_chi2_nom_01,overall_fprerr_chi2_nom_01,overall_fpr_jidt_01,overall_fprerr_jidt_01,mean_config_fprerr_emp_01,mean_config_fprerr_gamma_01,mean_config_fprerr_chi2_dyn_01,mean_config_fprerr_chi2_nom_01,mean_config_fprerr_jidt_01
12,6000,600,0.05104158300673585,0.0997228750202339,1.709220241738406,0.01190709290709286,0.009871752428843491,0.4715,0.9966666666666667,0,0,4.501998773775995e-11,0.10133333333333333,0.0013333333333333253,0.10066666666666667,0.0006666666666666626,0.15166666666666667,0.051666666666666666,0.15166666666666667,0.051666666666666666,0.10333333333333333,0.003333333333333327,0.009999999999999998,0.01,0.2016666666666667,0.2016666666666667,0.023333333333333334,0.05366666666666667,0.0036666666666666653,0.05483333333333333,0.004833333333333328,0.13366666666666666,0.08366666666666665,0.13366666666666666,0.08366666666666665,0.055,0.0049999999999999975,0.009333333333333334,0.0095,0.15866666666666668,0.15866666666666668,0.026666666666666672,0.012,0.002,0.010666666666666666,0.0006666666666666661,0.09933333333333333,0.08933333333333333,0.09933333333333333,0.08933333333333333,0.013333333333333334,0.003333333333333334,0.0033333333333333335,0.0026666666666666666,0.10433333333333333,0.10433333333333333,0.015000000000000005
