configs,rows,median_gamma_time_s,median_empirical_table_time_s,median_jidt_time_s,median_empirical_speedup_vs_jidt,median_gamma_speedup_vs_jidt,median_abs_gamma_vs_empirical,median_abs_chi2_dynamic_vs_empirical,median_abs_gamma_vs_jidt,median_abs_chi2_dynamic_vs_jidt,median_abs_empirical_vs_jidt,median_abs_chi2_nominal_vs_jidt
12,6000,0.05104158300673589,0.05104158300673589,0.09972287502023391,1.7092202417384057,1.7092202417384057,0.005259477082311781,0.44655344655344653,0.009871752428843495,0.4715,0.011907092907092916,0.4715
