cohort,domain,rule,rule_label,configurations,mean_valid_rate,mean_expanded_route_rate,mean_selection_score,mean_fpr_05,mean_absolute_error_05,median_absolute_error_05,p90_absolute_error_05,maximum_absolute_error_05,mean_fpr_01,mean_absolute_error_01,median_absolute_error_01,p90_absolute_error_01,maximum_absolute_error_01
development,all,ratio_ge_4_small_share_ge_60,Ratio >= 4 and smaller-sample share >= 0.60,1404,0.9993031813865146,0.603871777002602,1.3896058222771732,0.07905051413062782,0.033364846190237635,0.005333333333333336,0.05856666666666668,0.9263333333333333,0.02955140062209334,0.021119147207495935,0.002333333333333333,0.029900000000000013,0.89
development,all,ratio_ge_4_small_share_ge_70,Ratio >= 4 and smaller-sample share >= 0.70,1404,0.9993031813865146,0.5960923171837466,1.4213258147513967,0.07980195845387467,0.03387649944036009,0.005666666666666667,0.06056666666666668,0.9263333333333333,0.030182710087460252,0.021651216406955914,0.002333333333333333,0.03166666666666666,0.89
development,all,ratio_ge_4_margin_ge_2_share_ge_50,"Ratio >= 4, minimum margin >= 2, and smaller-sample share >= 0.50",1404,0.9993031813865146,0.4692313537532171,1.5432709115968808,0.08243882577824277,0.03633198025000833,0.005333333333333336,0.0794666666666667,0.9279999999999999,0.03215235821761599,0.023599022181935953,0.002333333333333333,0.043265197060788255,0.896
holdout,all,normal,Always Normal Wald,1404,0.9991590693257361,0.0,1.8080791285882214,0.08781364959782248,0.040546723790539106,0.006666666666666661,0.07806666666666677,0.9436666666666667,0.037115347753066956,0.028052237813656605,0.002999999999999999,0.044900000000000016,0.9586666666666667
holdout,all,expanded_no_fallback,Always Expanded Welch,1404,0.9894579772079772,1.0,1.2521562713191277,0.0738410650444406,0.030379412672705098,0.005333333333333329,0.03832393950135886,0.9436666666666667,0.026765178716341844,0.018967242891841533,0.002,0.010900000000000016,0.955
holdout,all,expanded_fallback,Expanded with Wald fallback,1404,0.9991590693257361,0.9898042042565005,1.4542639235659134,0.0788265356029807,0.03392410373171677,0.005333333333333329,0.042333333333333334,0.9436666666666667,0.030397283398056536,0.022300457724974913,0.002333333333333333,0.01566666666666667,0.955
holdout,all,ratio_ge_2,Expanded if ratio >= 2,1404,0.9991590693257361,0.913881920270066,1.4547494834379269,0.07905580663440884,0.033913287284865236,0.005333333333333332,0.04213333333333336,0.9436666666666667,0.030496049938470285,0.022312332211785493,0.002333333333333333,0.01566666666666667,0.955
holdout,all,ratio_ge_3,Expanded if ratio >= 3,1404,0.9991590693257361,0.7616921395498056,1.4720714643688244,0.07980528998297695,0.0342833784207078,0.005333333333333336,0.04323333333333335,0.9436666666666667,0.030903324131439185,0.022584753603234923,0.002333333333333333,0.01666666666666667,0.955
holdout,all,ratio_ge_4,Expanded if ratio >= 4,1404,0.9991590693257361,0.6093967610664963,1.5100831600246913,0.0808435341123853,0.035071385133212084,0.005666666666666667,0.04723333333333334,0.9436666666666667,0.03160947047223611,0.023187386173851403,0.002333333333333333,0.02113333333333336,0.955
holdout,all,ratio_ge_6,Expanded if ratio >= 6,1404,0.9991590693257361,0.457081526965477,1.5584740080627681,0.08205287017025788,0.03599772024141702,0.005666666666666667,0.05233333333333333,0.9436666666666667,0.032498858018194264,0.023969936112971955,0.002333333333333334,0.02556666666666668,0.955
holdout,all,ratio_ge_10,Expanded if ratio >= 10,1404,0.9991590693257361,0.3047223459576744,1.6256764331028315,0.08363843346848275,0.037327822950847994,0.005999999999999998,0.06156666666666668,0.9436666666666667,0.033702242102465474,0.025047964071887033,0.002666666666666666,0.030566666666666676,0.955
holdout,all,ratio_ge_4_margin_ge_1,Ratio >= 4 and minimum margin >= 1,1404,0.9991590693257361,0.4923594866125552,1.687906047014245,0.08439647808199593,0.0381029615814552,0.005666666666666667,0.07490000000000001,0.9436666666666667,0.034791806654572294,0.026137528623993857,0.002333333333333334,0.03980000000000003,0.9586666666666667
holdout,all,ratio_ge_4_margin_ge_2,Ratio >= 4 and minimum margin >= 2,1404,0.9991590693257361,0.45027887685155077,1.7305480436069642,0.08537954685170313,0.038889449154581174,0.005666666666666667,0.07523333333333333,0.9436666666666667,0.035497320581773004,0.026833071041223056,0.002333333333333334,0.041900000000000014,0.9586666666666667
holdout,all,ratio_ge_4_margin_ge_5,Ratio >= 4 and minimum margin >= 5,1404,0.9991590693257361,0.3998513908338776,1.7612700054310586,0.08616336406273303,0.03960394062961869,0.005999999999999998,0.07556666666666668,0.9436666666666667,0.03598405620510874,0.027304611982697444,0.002333333333333334,0.04456666666666668,0.9586666666666667
holdout,all,ratio_ge_4_small_share_ge_50,Ratio >= 4 and smaller-sample share >= 0.50,1404,0.9991590693257361,0.6061545283933479,1.5581449585603167,0.0816727511774155,0.035696898494538574,0.005666666666666667,0.050900000000000015,0.9436666666666667,0.03254104536612492,0.024023519472298614,0.002333333333333333,0.024666666666666663,0.955
holdout,all,ratio_ge_4_small_share_ge_60,Ratio >= 4 and smaller-sample share >= 0.60,1404,0.9991590693257361,0.6040544997070523,1.5757245283681112,0.08204503932231606,0.035954276857862684,0.005666666666666667,0.05133333333333333,0.9436666666666667,0.03289624181136337,0.024323635195789683,0.002333333333333333,0.02723333333333335,0.955
holdout,all,ratio_ge_4_small_share_ge_70,Ratio >= 4 and smaller-sample share >= 0.70,1404,0.9991590693257361,0.5963979435460711,1.607212335010838,0.08271244452008104,0.03643792137186699,0.005666666666666667,0.05380000000000002,0.9436666666666667,0.03352898414113216,0.02485666242584337,0.002333333333333334,0.030566666666666676,0.955
holdout,all,ratio_ge_4_margin_ge_2_share_ge_50,"Ratio >= 4, minimum margin >= 2, and smaller-sample share >= 0.50",1404,0.9991590693257361,0.449606031297693,1.737537248123388,0.085507578653616,0.0389923147646612,0.005833333333333333,0.07523333333333333,0.9436666666666667,0.035656417589971526,0.02695228200953553,0.002333333333333334,0.042466666666666694,0.9586666666666667
development,exclude_support_instability,normal,Always Normal Wald,1248,0.9999954594017094,0.0,0.5611827988705957,0.061735286385247314,0.014923082957868306,0.005666666666666667,0.03276666666666665,0.19066666666666665,0.017131709731388858,0.008239039385838254,0.002333333333333334,0.01876666666666665,0.147
development,exclude_support_instability,expanded_no_fallback,Always Expanded Welch,1248,0.9988672542735042,1.0,0.2952563575047206,0.0539026615105244,0.010336212158345138,0.0050000000000000044,0.02099999999999999,0.18966666666666665,0.0116248802133919,0.0038378847184253853,0.001666666666666667,0.007333333333333333,0.08466666666666667
development,exclude_support_instability,expanded_fallback,Expanded with Wald fallback,1248,0.9999954594017094,0.9988713377358331,0.324159770834284,0.054737616056430696,0.010358049022812246,0.0049999999999999975,0.020000000000000004,0.18966666666666665,0.012298364178832729,0.0044115856121232306,0.001666666666666667,0.007999999999999998,0.13499999999999998
development,exclude_support_instability,ratio_ge_2,Expanded if ratio >= 2,1248,0.9999954594017094,0.9221068183696559,0.32331391166317897,0.054973793416080954,0.01027750879212075,0.0049999999999999975,0.019666666666666666,0.18966666666666665,0.012386780153723366,0.00441077647483943,0.001666666666666667,0.007999999999999998,0.13499999999999998
development,exclude_support_instability,ratio_ge_3,Expanded if ratio >= 3,1248,0.9999954594017094,0.7684321581196581,0.33482329032358715,0.05556701715447809,0.010501608598893947,0.0049999999999999975,0.02033333333333333,0.18966666666666665,0.012708899902329028,0.004596144086692953,0.002,0.008333333333333333,0.13499999999999998
development,exclude_support_instability,ratio_ge_4,Expanded if ratio >= 4,1248,0.9999954594017094,0.6147438568376068,0.3575797005799974,0.05635627997499091,0.010967687658723007,0.0049999999999999975,0.021766666666666653,0.18966666666666665,0.0132011541758333,0.004958056479855347,0.002,0.009,0.13499999999999998
development,exclude_support_instability,ratio_ge_6,Expanded if ratio >= 6,1248,0.9999954594017094,0.4610507478632479,0.39179711510991194,0.05732850219721314,0.011695785949321299,0.005333333333333329,0.022999999999999993,0.18966666666666665,0.013841378534807661,0.0054967851123339795,0.002,0.010866666666666636,0.13499999999999998
development,exclude_support_instability,ratio_ge_10,Expanded if ratio >= 10,1248,0.9999954594017094,0.3073571047008547,0.43932916639196323,0.05852802142798236,0.01262286928265463,0.005333333333333329,0.025766666666666643,0.18966666666666665,0.014718782380961507,0.0062620094713083385,0.002,0.013099999999999985,0.13499999999999998
development,exclude_support_instability,ratio_ge_4_margin_ge_1,Ratio >= 4 and minimum margin >= 1,1248,0.9999954594017094,0.5573723290598291,0.42956420912700594,0.05786028638524733,0.012087078684364034,0.0049999999999999975,0.023099999999999978,0.19,0.014577222551901676,0.006173868445667313,0.002,0.012666666666666668,0.13499999999999998
development,exclude_support_instability,ratio_ge_4_margin_ge_2,Ratio >= 4 and minimum margin >= 2,1248,0.9999954594017094,0.524986111111111,0.4558622860500829,0.058576899633110566,0.012701662017697367,0.0049999999999999975,0.025866666666666628,0.19066666666666665,0.015002169133098259,0.006576913317462185,0.002,0.013,0.13499999999999998
development,exclude_support_instability,ratio_ge_4_margin_ge_5,Ratio >= 4 and minimum margin >= 5,1248,0.9999954594017094,0.47178739316239315,0.4916368586996555,0.059552326983537913,0.013578798769834118,0.0049999999999999975,0.027666666666666662,0.19066666666666665,0.01558870759463672,0.007116977420026287,0.002,0.014333333333333332,0.147
development,exclude_support_instability,ratio_ge_4_small_share_ge_50,Ratio >= 4 and smaller-sample share >= 0.50,1248,0.9999954594017094,0.6132409188034188,0.37827681596461277,0.05670270091516185,0.011162399197184548,0.0049999999999999975,0.02233333333333333,0.18966666666666665,0.013643996056175185,0.005333056479855347,0.002,0.009433333333333318,0.13699999999999998
development,exclude_support_instability,ratio_ge_4_small_share_ge_60,Ratio >= 4 and smaller-sample share >= 0.60,1248,0.9999954594017094,0.6110584935897435,0.39377361083640766,0.0570488547613157,0.01138729235957771,0.0049999999999999975,0.02276666666666665,0.18966666666666665,0.013960769560448685,0.0055980137448126115,0.002,0.010666666666666666,0.13999999999999999
development,exclude_support_instability,ratio_ge_4_small_share_ge_70,Ratio >= 4 and smaller-sample share >= 0.70,1248,0.9999954594017094,0.6032355769230769,0.4189151706654675,0.05767705988952083,0.01182212141940677,0.0050000000000000044,0.02409999999999998,0.18966666666666665,0.014478130671559798,0.006013879129427996,0.002,0.013,0.1443333333333333
development,exclude_support_instability,ratio_ge_4_margin_ge_2_share_ge_50,"Ratio >= 4, minimum margin >= 2, and smaller-sample share >= 0.50",1248,0.9999954594017094,0.524267361111111,0.4672565168193137,0.05877748723994818,0.012872869282654634,0.0049999999999999975,0.026433333333333316,0.19066666666666665,0.015238013150192277,0.006770556479855347,0.002,0.013099999999999985,0.13699999999999998
holdout,exclude_support_instability,normal,Always Normal Wald,1248,0.9999997329059829,0.0,0.5210019107152527,0.061409472584166236,0.014191523866217514,0.005666666666666667,0.03766666666666667,0.21266666666666667,0.016619660791488904,0.0075817334410615495,0.002333333333333334,0.020666666666666667,0.11
holdout,exclude_support_instability,expanded_no_fallback,Always Expanded Welch,1248,0.9994180021367521,1.0,0.2993636255532316,0.05455317364017519,0.010293279478862062,0.004666666666666666,0.020666666666666667,0.20933333333333337,0.011920260126968838,0.003928616615292221,0.002,0.007099999999999986,0.08233333333333334
holdout,exclude_support_instability,expanded_fallback,Expanded with Wald fallback,1248,0.9999997329059829,0.999418261393399,0.31685611728125895,0.0550694559333168,0.010177873126512258,0.004666666666666666,0.019099999999999985,0.20933333333333337,0.012374734330959324,0.004301547720322729,0.002,0.007999999999999998,0.08233333333333334
holdout,exclude_support_instability,ratio_ge_2,Expanded if ratio >= 2,1248,0.9999997329059829,0.9225830662393162,0.3185179363562783,0.05528527386621752,0.010205145661089309,0.004666666666666666,0.019099999999999985,0.20933333333333337,0.012471423612001722,0.0043293295949077045,0.002,0.007999999999999998,0.08233333333333334
holdout,exclude_support_instability,ratio_ge_3,Expanded if ratio >= 3,1248,0.9999997329059829,0.7688261217948718,0.329201697040039,0.055811181985875626,0.01040680164399529,0.004666666666666666,0.01976666666666665,0.20933333333333337,0.012752673612001723,0.0045026736120017214,0.002,0.008666666666666668,0.08233333333333334
holdout,exclude_support_instability,ratio_ge_4,Expanded if ratio >= 4,1248,0.9999997329059829,0.6150563568376068,0.3495702867836287,0.05650295549014914,0.010835754635448284,0.0049999999999999975,0.02133333333333333,0.20933333333333337,0.013178421475249587,0.004824254808582918,0.002,0.009333333333333334,0.08233333333333334
holdout,exclude_support_instability,ratio_ge_6,Expanded if ratio >= 6,1248,0.9999997329059829,0.4612951388888889,0.37584966712550905,0.05733762429356794,0.011353649934593582,0.0049999999999999975,0.025299999999999948,0.20933333333333337,0.01371848557781369,0.005246263355591465,0.002,0.010333333333333332,0.08233333333333334
holdout,exclude_support_instability,ratio_ge_10,Expanded if ratio >= 10,1248,0.9999997329059829,0.3075320512820513,0.41511782951867143,0.05842790207134572,0.0121608080542517,0.0050000000000000044,0.029099999999999984,0.20933333333333337,0.014478100962429071,0.005870194979523089,0.002,0.013666666666666666,0.08333333333333334
holdout,exclude_support_instability,ratio_ge_4_margin_ge_1,Ratio >= 4 and minimum margin >= 1,1248,0.9999997329059829,0.5390526175213675,0.4183015902024321,0.05820007087476452,0.012077207626901275,0.0049999999999999975,0.024333333333333332,0.21166666666666667,0.014528581731659843,0.005950590278668388,0.002,0.013333333333333334,0.09866666666666667
holdout,exclude_support_instability,ratio_ge_4_margin_ge_2,Ratio >= 4 and minimum margin >= 2,1248,0.9999997329059829,0.503639423076923,0.436207573108415,0.05872945121664486,0.012385434122627772,0.0049999999999999975,0.026999999999999996,0.21266666666666667,0.014836274039352148,0.006247064637642747,0.002,0.014766666666666652,0.109
holdout,exclude_support_instability,ratio_ge_4_margin_ge_5,Ratio >= 4 and minimum margin >= 5,1248,0.9999997329059829,0.44982772435897433,0.46834432524516717,0.05955316916536282,0.013131160618354268,0.0049999999999999975,0.03266666666666666,0.21266666666666667,0.015346957800035909,0.00674065438123249,0.002,0.01619999999999997,0.11
holdout,exclude_support_instability,ratio_ge_4_small_share_ge_50,Ratio >= 4 and smaller-sample share >= 0.50,1248,0.9999997329059829,0.6137459935897436,0.36150938934773125,0.05670140634484999,0.010911876430320079,0.0049999999999999975,0.02233333333333333,0.20933333333333337,0.013503474894053001,0.00504781250089061,0.002,0.01,0.08233333333333334
holdout,exclude_support_instability,ratio_ge_4_small_share_ge_60,Ratio >= 4 and smaller-sample share >= 0.60,1248,0.9999997329059829,0.6117700320512821,0.37309058592892785,0.056936181985875634,0.01103233583202948,0.0049999999999999975,0.023099999999999978,0.20933333333333337,0.013770301817129927,0.005255344552172662,0.002,0.010433333333333317,0.08233333333333334
holdout,exclude_support_instability,ratio_ge_4_small_share_ge_70,Ratio >= 4 and smaller-sample share >= 0.70,1248,0.9999997329059829,0.6041038995726495,0.3965868466126885,0.057463425575619224,0.011356053780747428,0.0049999999999999975,0.025666666666666657,0.20933333333333337,0.014275376603454713,0.005660526176104286,0.002,0.012333333333333333,0.08233333333333334
holdout,exclude_support_instability,ratio_ge_4_margin_ge_2_share_ge_50,"Ratio >= 4, minimum margin >= 2, and smaller-sample share >= 0.50",1248,0.9999997329059829,0.5030771901709402,0.4423988124246544,0.05884002813972178,0.01246769907989273,0.0049999999999999975,0.027099999999999982,0.21266666666666667,0.014988517629095739,0.006354436432514541,0.002,0.015333333333333332,0.109
development,regular_support,normal,Always Normal Wald,1092,1.0,0.0,0.2683882783882784,0.05436599511599512,0.007612637362637361,0.0049999999999999975,0.019333333333333327,0.049,0.01272008547008547,0.003845238095238095,0.002,0.009666666666666665,0.037
development,regular_support,expanded_no_fallback,Always Expanded Welch,1092,0.9999948107448108,1.0,0.16594442494219708,0.05069744358970867,0.005750255225823479,0.004333333333333328,0.011666666666666672,0.042333333333333334,0.010195109138600767,0.0021688374536792464,0.001666666666666667,0.004666666666666666,0.019000000000000003
development,regular_support,expanded_fallback,Expanded with Wald fallback,1092,1.0,0.9999948107448108,0.16596764346764345,0.050702075702075695,0.0057496947496947495,0.004333333333333328,0.011666666666666672,0.042333333333333334,0.01019871794871795,0.0021694139194139194,0.001666666666666667,0.004666666666666666,0.019000000000000003
development,regular_support,ratio_ge_2,Expanded if ratio >= 2,1092,1.0,0.9230732600732601,0.16675518925518926,0.05086233211233212,0.005732295482295481,0.004333333333333328,0.011999999999999997,0.042333333333333334,0.010273504273504274,0.002188644688644688,0.001666666666666667,0.004666666666666666,0.019000000000000003
development,regular_support,ratio_ge_3,Expanded if ratio >= 3,1092,1.0,0.7692277167277167,0.17114774114774114,0.05118559218559218,0.005796092796092796,0.004333333333333328,0.012000000000000004,0.042333333333333334,0.010454822954822954,0.002263736263736264,0.001666666666666667,0.004999999999999999,0.019000000000000003
development,regular_support,ratio_ge_4,Expanded if ratio >= 4,1092,1.0,0.6153821733821734,0.1798168498168498,0.051610195360195364,0.005953296703296702,0.004333333333333328,0.013000000000000005,0.042333333333333334,0.010706654456654457,0.0024056776556776556,0.001666666666666667,0.005333333333333332,0.019000000000000003
development,regular_support,ratio_ge_6,Expanded if ratio >= 6,1092,1.0,0.4615360195360196,0.19481379731379733,0.05211904761904762,0.006268620268620268,0.004333333333333335,0.014299999999999995,0.042333333333333334,0.011028388278388278,0.002642551892551892,0.001666666666666667,0.0063333333333333314,0.02333333333333333
development,regular_support,ratio_ge_10,Expanded if ratio >= 10,1092,1.0,0.3076901709401709,0.21579670329670328,0.05271855921855922,0.006660561660561661,0.004666666666666666,0.016,0.042333333333333334,0.011461843711843712,0.002983821733821733,0.001666666666666667,0.007633333333333326,0.026999999999999996
development,regular_support,ratio_ge_4_margin_ge_1,Ratio >= 4 and minimum margin >= 1,1092,1.0,0.592409645909646,0.18505494505494505,0.05174664224664225,0.006060439560439561,0.004333333333333328,0.013333333333333336,0.048,0.010821733821733822,0.002489010989010989,0.001666666666666667,0.005333333333333333,0.026333333333333334
development,regular_support,ratio_ge_4_margin_ge_2,Ratio >= 4 and minimum margin >= 2,1092,1.0,0.5750366300366301,0.1863156288156288,0.05179151404151404,0.006073565323565323,0.004333333333333328,0.013333333333333336,0.048,0.010856532356532358,0.0025115995115995117,0.001666666666666667,0.005333333333333333,0.028999999999999998
development,regular_support,ratio_ge_4_margin_ge_5,Ratio >= 4 and minimum margin >= 5,1092,1.0,0.5360479242979241,0.19065323565323564,0.05193894993894994,0.006144078144078144,0.004333333333333328,0.01366666666666666,0.049,0.010978021978021977,0.002584249084249084,0.001666666666666667,0.005666666666666665,0.02933333333333333
development,regular_support,ratio_ge_4_small_share_ge_50,Ratio >= 4 and smaller-sample share >= 0.50,1092,1.0,0.6151050061050061,0.18056776556776558,0.05162271062271062,0.00595054945054945,0.004333333333333328,0.013000000000000005,0.042333333333333334,0.010771672771672772,0.002421245421245421,0.001666666666666667,0.005633333333333324,0.019000000000000003
development,regular_support,ratio_ge_4_small_share_ge_60,Ratio >= 4 and smaller-sample share >= 0.60,1092,1.0,0.6135894383394384,0.18573565323565322,0.05168956043956044,0.005991147741147742,0.004333333333333328,0.013000000000000005,0.042333333333333334,0.010917582417582419,0.002516483516483517,0.001666666666666667,0.005666666666666665,0.023
development,regular_support,ratio_ge_4_small_share_ge_70,Ratio >= 4 and smaller-sample share >= 0.70,1092,1.0,0.6067967032967033,0.19603785103785104,0.0519545177045177,0.006128510378510379,0.004333333333333335,0.013666666666666667,0.042333333333333334,0.011185286935286934,0.0026950549450549446,0.001666666666666667,0.006333333333333333,0.026333333333333334
development,regular_support,ratio_ge_4_margin_ge_2_share_ge_50,"Ratio >= 4, minimum margin >= 2, and smaller-sample share >= 0.50",1092,1.0,0.5747750305250305,0.18702075702075704,0.051804029304029296,0.0060708180708180706,0.004333333333333328,0.013333333333333336,0.048,0.010919413919413921,0.002526251526251526,0.001666666666666667,0.005666666666666665,0.028999999999999998
holdout,regular_support,normal,Always Normal Wald,1092,1.0,0.0,0.31176739926739927,0.055719169719169716,0.008714896214896213,0.004833333333333332,0.017,0.13966666666666666,0.013454517704517705,0.004492368742368743,0.002,0.010333333333333332,0.067
holdout,regular_support,expanded_no_fallback,Always Expanded Welch,1092,0.99995115995116,1.0,0.20957823034754444,0.05211256203707877,0.006825777401260672,0.0040000000000000036,0.011666666666666672,0.1373333333333333,0.011046387342125466,0.0028264091266987546,0.001666666666666667,0.005,0.06366666666666668
holdout,regular_support,expanded_fallback,Expanded with Wald fallback,1092,1.0,0.99995115995116,0.21111721611721612,0.05215781440781441,0.0068000610500610495,0.0040000000000000036,0.011666666666666672,0.1373333333333333,0.011087606837606838,0.0028623321123321123,0.001666666666666667,0.005333333333333332,0.06366666666666668
holdout,regular_support,ratio_ge_2,Expanded if ratio >= 2,1092,1.0,0.9230335775335775,0.21299755799755798,0.05230463980463981,0.00684004884004884,0.0040000000000000036,0.011666666666666672,0.1373333333333333,0.011163614163614164,0.002891941391941392,0.001666666666666667,0.005333333333333332,0.06366666666666668
holdout,regular_support,ratio_ge_3,Expanded if ratio >= 3,1092,1.0,0.7691959706959707,0.21944444444444444,0.05262026862026862,0.0069505494505494505,0.004333333333333328,0.012333333333333328,0.1373333333333333,0.01133943833943834,0.002998778998778999,0.001666666666666667,0.005666666666666665,0.06366666666666668
holdout,regular_support,ratio_ge_4,Expanded if ratio >= 4,1092,1.0,0.6153556166056167,0.22959401709401708,0.05303479853479853,0.007152014652014651,0.004333333333333335,0.012966666666666658,0.1373333333333333,0.011585775335775336,0.0031614774114774114,0.001666666666666667,0.0063333333333333314,0.06366666666666668
holdout,regular_support,ratio_ge_6,Expanded if ratio >= 6,1092,1.0,0.461515873015873,0.24203601953601955,0.053505799755799756,0.007384310134310134,0.004333333333333335,0.013333333333333336,0.1373333333333333,0.011884004884004885,0.003363858363858364,0.002,0.006666666666666666,0.06366666666666668
holdout,regular_support,ratio_ge_10,Expanded if ratio >= 10,1092,1.0,0.3076770451770452,0.2615689865689866,0.054113247863247865,0.007794566544566545,0.004666666666666666,0.015299999999999984,0.13966666666666666,0.01230860805860806,0.0036724664224664226,0.002,0.007333333333333334,0.067
holdout,regular_support,ratio_ge_4_margin_ge_1,Ratio >= 4 and minimum margin >= 1,1092,1.0,0.579270757020757,0.23537851037851035,0.053144688644688645,0.007243589743589743,0.004333333333333335,0.012999999999999998,0.13966666666666666,0.011697802197802198,0.0032588522588522587,0.001666666666666667,0.0063333333333333314,0.067
holdout,regular_support,ratio_ge_4_margin_ge_2,Ratio >= 4 and minimum margin >= 2,1092,1.0,0.55576221001221,0.23884310134310133,0.053292735042735045,0.0072817460317460315,0.004333333333333335,0.013299999999999996,0.13966666666666666,0.011770451770451771,0.00332051282051282,0.001666666666666667,0.0063333333333333314,0.067
holdout,regular_support,ratio_ge_4_margin_ge_5,Ratio >= 4 and minimum margin >= 5,1092,1.0,0.5085177045177045,0.2532081807081807,0.05368040293040293,0.007585775335775334,0.004333333333333335,0.013999999999999999,0.13966666666666666,0.012015873015873015,0.003547008547008547,0.001666666666666667,0.006666666666666666,0.067
holdout,regular_support,ratio_ge_4_small_share_ge_50,Ratio >= 4 and smaller-sample share >= 0.50,1092,1.0,0.615019536019536,0.23024725274725275,0.05305830280830281,0.007142551892551892,0.004333333333333335,0.012966666666666658,0.1373333333333333,0.011652014652014653,0.003176434676434676,0.001666666666666667,0.0063333333333333314,0.06366666666666668
holdout,regular_support,ratio_ge_4_small_share_ge_60,Ratio >= 4 and smaller-sample share >= 0.60,1092,1.0,0.6140427350427351,0.23373015873015873,0.05313217338217338,0.007159645909645909,0.004333333333333335,0.012999999999999998,0.1373333333333333,0.011757326007326006,0.003242673992673993,0.001666666666666667,0.0063333333333333314,0.06366666666666668
holdout,regular_support,ratio_ge_4_small_share_ge_70,Ratio >= 4 and smaller-sample share >= 0.70,1092,1.0,0.60796336996337,0.24314407814407812,0.053365079365079365,0.007287545787545788,0.004333333333333335,0.013299999999999996,0.1373333333333333,0.012003052503052503,0.003405372405372405,0.002,0.006666666666666666,0.06366666666666668
holdout,regular_support,ratio_ge_4_margin_ge_2_share_ge_50,"Ratio >= 4, minimum margin >= 2, and smaller-sample share >= 0.50",1092,1.0,0.5554850427350428,0.23941086691086685,0.053316239316239314,0.007272893772893772,0.004333333333333335,0.013299999999999996,0.13966666666666666,0.011834859584859584,0.0033336385836385835,0.001666666666666667,0.0063333333333333314,0.067
