cohort,ratio,rule,rule_label,configurations,mean_valid_rate,mean_expanded_route_rate,mean_selection_score,mean_fpr_05,mean_absolute_error_05,median_absolute_error_05,p90_absolute_error_05,maximum_absolute_error_05,mean_fpr_01,mean_absolute_error_01,median_absolute_error_01,p90_absolute_error_01,maximum_absolute_error_01
development,1,ratio_ge_4_small_share_ge_70,Ratio >= 4 and smaller-sample share >= 0.70,108,0.9962191358024691,0.0,0.20807220330467052,0.04984064625886582,0.007013382786879986,0.005333333333333329,0.016533333333333327,0.043824619184849735,0.009809133725850485,0.002758767508717414,0.002,0.006766666666666666,0.01
development,1,ratio_ge_4_margin_ge_2_share_ge_50,"Ratio >= 4, minimum margin >= 2, and smaller-sample share >= 0.50",108,0.9962191358024691,0.0,0.20807220330467052,0.04984064625886582,0.007013382786879986,0.005333333333333329,0.016533333333333327,0.043824619184849735,0.009809133725850485,0.002758767508717414,0.002,0.006766666666666666,0.01
development,2,normal,Always Normal Wald,216,0.998375,0.0,0.7016659564213759,0.06697196972828016,0.020499747506057927,0.005500000000000001,0.034166666666666665,0.6556666666666666,0.018631413960446118,0.009933369627215931,0.002,0.01566666666666667,0.43566666666666665
development,2,expanded_no_fallback,Always Expanded Welch,216,0.9869444444444445,1.0,0.5230253207730052,0.058232353344807974,0.01712875776630314,0.005666666666666667,0.03133333333333333,0.6506666666666666,0.014172035261257312,0.007034754862199479,0.001666666666666667,0.008968462083628632,0.425
development,2,expanded_fallback,Expanded with Wald fallback,216,0.998375,0.9877490988905074,0.596485108961498,0.062164974737191694,0.01844892535447564,0.005666666666666667,0.030833333333333338,0.6506666666666666,0.01599043057736749,0.00823991710833483,0.001666666666666667,0.008833333333333334,0.425
development,2,ratio_ge_2,Expanded if ratio >= 2,216,0.998375,0.9877490988905074,0.596485108961498,0.062164974737191694,0.01844892535447564,0.005666666666666667,0.030833333333333338,0.6506666666666666,0.01599043057736749,0.00823991710833483,0.001666666666666667,0.008833333333333334,0.425
development,2,ratio_ge_3,Expanded if ratio >= 3,216,0.998375,0.0,0.7016659564213759,0.06697196972828016,0.020499747506057927,0.005500000000000001,0.034166666666666665,0.6556666666666666,0.018631413960446118,0.009933369627215931,0.002,0.01566666666666667,0.43566666666666665
development,2,ratio_ge_4,Expanded if ratio >= 4,216,0.998375,0.0,0.7016659564213759,0.06697196972828016,0.020499747506057927,0.005500000000000001,0.034166666666666665,0.6556666666666666,0.018631413960446118,0.009933369627215931,0.002,0.01566666666666667,0.43566666666666665
development,2,ratio_ge_6,Expanded if ratio >= 6,216,0.998375,0.0,0.7016659564213759,0.06697196972828016,0.020499747506057927,0.005500000000000001,0.034166666666666665,0.6556666666666666,0.018631413960446118,0.009933369627215931,0.002,0.01566666666666667,0.43566666666666665
development,2,ratio_ge_10,Expanded if ratio >= 10,216,0.998375,0.0,0.7016659564213759,0.06697196972828016,0.020499747506057927,0.005500000000000001,0.034166666666666665,0.6556666666666666,0.018631413960446118,0.009933369627215931,0.002,0.01566666666666667,0.43566666666666665
development,2,ratio_ge_4_margin_ge_1,Ratio >= 4 and minimum margin >= 1,216,0.998375,0.0,0.7016659564213759,0.06697196972828016,0.020499747506057927,0.005500000000000001,0.034166666666666665,0.6556666666666666,0.018631413960446118,0.009933369627215931,0.002,0.01566666666666667,0.43566666666666665
development,2,ratio_ge_4_margin_ge_2,Ratio >= 4 and minimum margin >= 2,216,0.998375,0.0,0.7016659564213759,0.06697196972828016,0.020499747506057927,0.005500000000000001,0.034166666666666665,0.6556666666666666,0.018631413960446118,0.009933369627215931,0.002,0.01566666666666667,0.43566666666666665
development,2,ratio_ge_4_margin_ge_5,Ratio >= 4 and minimum margin >= 5,216,0.998375,0.0,0.7016659564213759,0.06697196972828016,0.020499747506057927,0.005500000000000001,0.034166666666666665,0.6556666666666666,0.018631413960446118,0.009933369627215931,0.002,0.01566666666666667,0.43566666666666665
development,2,ratio_ge_4_small_share_ge_50,Ratio >= 4 and smaller-sample share >= 0.50,216,0.998375,0.0,0.7016659564213759,0.06697196972828016,0.020499747506057927,0.005500000000000001,0.034166666666666665,0.6556666666666666,0.018631413960446118,0.009933369627215931,0.002,0.01566666666666667,0.43566666666666665
development,2,ratio_ge_4_small_share_ge_60,Ratio >= 4 and smaller-sample share >= 0.60,216,0.998375,0.0,0.7016659564213759,0.06697196972828016,0.020499747506057927,0.005500000000000001,0.034166666666666665,0.6556666666666666,0.018631413960446118,0.009933369627215931,0.002,0.01566666666666667,0.43566666666666665
development,2,ratio_ge_4_small_share_ge_70,Ratio >= 4 and smaller-sample share >= 0.70,216,0.998375,0.0,0.7016659564213759,0.06697196972828016,0.020499747506057927,0.005500000000000001,0.034166666666666665,0.6556666666666666,0.018631413960446118,0.009933369627215931,0.002,0.01566666666666667,0.43566666666666665
development,2,ratio_ge_4_margin_ge_2_share_ge_50,"Ratio >= 4, minimum margin >= 2, and smaller-sample share >= 0.50",216,0.998375,0.0,0.7016659564213759,0.06697196972828016,0.020499747506057927,0.005500000000000001,0.034166666666666665,0.6556666666666666,0.018631413960446118,0.009933369627215931,0.002,0.01566666666666667,0.43566666666666665
development,3,normal,Always Normal Wald,216,0.9993456790123457,0.0,1.231680319820325,0.07914763179444594,0.031940841670989144,0.006499999999999999,0.07766666666666666,0.8306666666666667,0.027418277568381513,0.01824543806220867,0.002333333333333334,0.032333333333333325,0.694
development,3,expanded_no_fallback,Always Expanded Welch,216,0.9883641975308642,1.0,0.8561254564805368,0.06727810122836893,0.024571620435868868,0.005833333333333333,0.03668369835948432,0.8293333333333333,0.02001048909979195,0.012208185042436967,0.002,0.01,0.6789999999999999
development,3,expanded_fallback,Expanded with Wald fallback,216,0.9993456790123457,0.9887088342059666,1.0046654159632602,0.07237030685597155,0.027419689572020924,0.005666666666666667,0.05216666666666666,0.8293333333333333,0.022942703738194355,0.014609370404861021,0.002,0.018833333333333334,0.6789999999999999
development,3,ratio_ge_2,Expanded if ratio >= 2,216,0.9993456790123457,0.9887088342059666,1.0046654159632602,0.07237030685597155,0.027419689572020924,0.005666666666666667,0.05216666666666666,0.8293333333333333,0.022942703738194355,0.014609370404861021,0.002,0.018833333333333334,0.6789999999999999
development,3,ratio_ge_3,Expanded if ratio >= 3,216,0.9993456790123457,0.9887088342059666,1.0046654159632602,0.07237030685597155,0.027419689572020924,0.005666666666666667,0.05216666666666666,0.8293333333333333,0.022942703738194355,0.014609370404861021,0.002,0.018833333333333334,0.6789999999999999
development,3,ratio_ge_4,Expanded if ratio >= 4,216,0.9993456790123457,0.0,1.231680319820325,0.07914763179444594,0.031940841670989144,0.006499999999999999,0.07766666666666666,0.8306666666666667,0.027418277568381513,0.01824543806220867,0.002333333333333334,0.032333333333333325,0.694
development,3,ratio_ge_6,Expanded if ratio >= 6,216,0.9993456790123457,0.0,1.231680319820325,0.07914763179444594,0.031940841670989144,0.006499999999999999,0.07766666666666666,0.8306666666666667,0.027418277568381513,0.01824543806220867,0.002333333333333334,0.032333333333333325,0.694
development,3,ratio_ge_10,Expanded if ratio >= 10,216,0.9993456790123457,0.0,1.231680319820325,0.07914763179444594,0.031940841670989144,0.006499999999999999,0.07766666666666666,0.8306666666666667,0.027418277568381513,0.01824543806220867,0.002333333333333334,0.032333333333333325,0.694
development,3,ratio_ge_4_margin_ge_1,Ratio >= 4 and minimum margin >= 1,216,0.9993456790123457,0.0,1.231680319820325,0.07914763179444594,0.031940841670989144,0.006499999999999999,0.07766666666666666,0.8306666666666667,0.027418277568381513,0.01824543806220867,0.002333333333333334,0.032333333333333325,0.694
development,3,ratio_ge_4_margin_ge_2,Ratio >= 4 and minimum margin >= 2,216,0.9993456790123457,0.0,1.231680319820325,0.07914763179444594,0.031940841670989144,0.006499999999999999,0.07766666666666666,0.8306666666666667,0.027418277568381513,0.01824543806220867,0.002333333333333334,0.032333333333333325,0.694
development,3,ratio_ge_4_margin_ge_5,Ratio >= 4 and minimum margin >= 5,216,0.9993456790123457,0.0,1.231680319820325,0.07914763179444594,0.031940841670989144,0.006499999999999999,0.07766666666666666,0.8306666666666667,0.027418277568381513,0.01824543806220867,0.002333333333333334,0.032333333333333325,0.694
development,3,ratio_ge_4_small_share_ge_50,Ratio >= 4 and smaller-sample share >= 0.50,216,0.9993456790123457,0.0,1.231680319820325,0.07914763179444594,0.031940841670989144,0.006499999999999999,0.07766666666666666,0.8306666666666667,0.027418277568381513,0.01824543806220867,0.002333333333333334,0.032333333333333325,0.694
development,3,ratio_ge_4_small_share_ge_60,Ratio >= 4 and smaller-sample share >= 0.60,216,0.9993456790123457,0.0,1.231680319820325,0.07914763179444594,0.031940841670989144,0.006499999999999999,0.07766666666666666,0.8306666666666667,0.027418277568381513,0.01824543806220867,0.002333333333333334,0.032333333333333325,0.694
development,3,ratio_ge_4_small_share_ge_70,Ratio >= 4 and smaller-sample share >= 0.70,216,0.9993456790123457,0.0,1.231680319820325,0.07914763179444594,0.031940841670989144,0.006499999999999999,0.07766666666666666,0.8306666666666667,0.027418277568381513,0.01824543806220867,0.002333333333333334,0.032333333333333325,0.694
development,3,ratio_ge_4_margin_ge_2_share_ge_50,"Ratio >= 4, minimum margin >= 2, and smaller-sample share >= 0.50",216,0.9993456790123457,0.0,1.231680319820325,0.07914763179444594,0.031940841670989144,0.006499999999999999,0.07766666666666666,0.8306666666666667,0.027418277568381513,0.01824543806220867,0.002333333333333334,0.032333333333333325,0.694
development,4,normal,Always Normal Wald,216,0.9996975308641974,0.0,1.5494726661346439,0.08537929094619674,0.03790398230422142,0.0061666666666666675,0.08950000000000001,0.8766666666666666,0.03253211365197205,0.02340865686184859,0.002833333333333333,0.048,0.7876666666666666
development,4,expanded_no_fallback,Always Expanded Welch,216,0.9889274691358025,1.0,1.026156056099981,0.07096572301558034,0.027299052398131254,0.0050000000000000044,0.03387957124842371,0.8743333333333333,0.022996780556457132,0.015063310642373371,0.002,0.012499999999999999,0.775
development,4,expanded_fallback,Expanded with Wald fallback,216,0.9996975308641974,0.9890911500473342,1.2306006438945556,0.07712047214945697,0.031515533877852026,0.0050000000000000044,0.06199999999999999,0.8743333333333333,0.02672557276898737,0.018308906102320704,0.002,0.0235,0.775
development,4,ratio_ge_2,Expanded if ratio >= 2,216,0.9996975308641974,0.9890911500473342,1.2306006438945556,0.07712047214945697,0.031515533877852026,0.0050000000000000044,0.06199999999999999,0.8743333333333333,0.02672557276898737,0.018308906102320704,0.002,0.0235,0.775
development,4,ratio_ge_3,Expanded if ratio >= 3,216,0.9996975308641974,0.9890911500473342,1.2306006438945556,0.07712047214945697,0.031515533877852026,0.0050000000000000044,0.06199999999999999,0.8743333333333333,0.02672557276898737,0.018308906102320704,0.002,0.0235,0.775
development,4,ratio_ge_4,Expanded if ratio >= 4,216,0.9996975308641974,0.9890911500473342,1.2306006438945556,0.07712047214945697,0.031515533877852026,0.0050000000000000044,0.06199999999999999,0.8743333333333333,0.02672557276898737,0.018308906102320704,0.002,0.0235,0.775
development,4,ratio_ge_6,Expanded if ratio >= 6,216,0.9996975308641974,0.0,1.5494726661346439,0.08537929094619674,0.03790398230422142,0.0061666666666666675,0.08950000000000001,0.8766666666666666,0.03253211365197205,0.02340865686184859,0.002833333333333333,0.048,0.7876666666666666
development,4,ratio_ge_10,Expanded if ratio >= 10,216,0.9996975308641974,0.0,1.5494726661346439,0.08537929094619674,0.03790398230422142,0.0061666666666666675,0.08950000000000001,0.8766666666666666,0.03253211365197205,0.02340865686184859,0.002833333333333333,0.048,0.7876666666666666
development,4,ratio_ge_4_margin_ge_1,Ratio >= 4 and minimum margin >= 1,216,0.9996975308641974,0.8198951623930131,1.40933521179579,0.08091676844575327,0.034558743754395244,0.005000000000000001,0.07585235507246377,0.8766666666666666,0.029935449312197247,0.021274955485036752,0.002,0.042166666666666665,0.7876666666666666
development,4,ratio_ge_4_margin_ge_2,Ratio >= 4 and minimum margin >= 2,216,0.9996975308641974,0.7540535167359198,1.4506446011437826,0.08208819317840971,0.03557584749939736,0.0050000000000000044,0.07966666666666668,0.8766666666666666,0.03062611758472457,0.021897722522996176,0.002333333333333333,0.04433333333333333,0.7876666666666666
development,4,ratio_ge_4_margin_ge_5,Ratio >= 4 and minimum margin >= 5,216,0.9996975308641974,0.6721281680864879,1.482620814282792,0.08305830329187575,0.03640398230422143,0.005000000000000001,0.08916666666666667,0.8766666666666666,0.031103101306293037,0.022371619824811555,0.002333333333333333,0.04716666666666666,0.7876666666666666
development,4,ratio_ge_4_small_share_ge_50,Ratio >= 4 and smaller-sample share >= 0.50,216,0.9996975308641974,0.9818465821834452,1.3035935400701366,0.07860505892626374,0.0325001206546588,0.0050000000000000044,0.0635,0.8743333333333333,0.028223081238372204,0.019571846670470967,0.0021666666666666666,0.03333333333333333,0.775
development,4,ratio_ge_4_small_share_ge_60,Ratio >= 4 and smaller-sample share >= 0.60,216,0.9996975308641974,0.9712603980530218,1.3535519982559403,0.07960197250651063,0.0331822194200909,0.0050000000000000044,0.06783333333333333,0.8743333333333333,0.029175336821841362,0.020434596081100626,0.002333333333333333,0.034666666666666665,0.775
development,4,ratio_ge_4_small_share_ge_70,Ratio >= 4 and smaller-sample share >= 0.70,216,0.9996975308641974,0.9355759298511255,1.4228328415625002,0.08157892689083811,0.034739420717998584,0.005333333333333336,0.07283333333333333,0.8743333333333333,0.030437785033329303,0.021508772687650293,0.0025,0.040999999999999995,0.775
development,4,ratio_ge_4_margin_ge_2_share_ge_50,"Ratio >= 4, minimum margin >= 2, and smaller-sample share >= 0.50",216,0.9996975308641974,0.7515097159394017,1.4792953957905606,0.08263974479343365,0.03599468306503858,0.0049999999999999975,0.08083333333333334,0.8766666666666666,0.03117092192008744,0.022386971302803493,0.002333333333333333,0.047,0.7876666666666666
development,6,normal,Always Normal Wald,216,0.9999429012345679,0.0,1.9546764975118434,0.09354619929947122,0.04623447090440948,0.007166666666666672,0.11750000000000001,0.9033333333333333,0.03890219132491053,0.02984663576935498,0.003666666666666667,0.06133333333333334,0.8523333333333333
development,6,expanded_no_fallback,Always Expanded Welch,216,0.989391975308642,1.0,1.2054196458790303,0.07459987058915939,0.030920905201253974,0.005333333333333336,0.04016344229486324,0.8999999999999999,0.025987844854618334,0.017924211877329812,0.002,0.013666666666666666,0.841
development,6,expanded_fallback,Expanded with Wald fallback,216,0.9999429012345679,0.9894239028566011,1.5220335422941884,0.08310028919635531,0.037841029937096045,0.005333333333333336,0.074,0.8999999999999999,0.031162588315254685,0.022872464858464555,0.002,0.031,0.841
development,6,ratio_ge_2,Expanded if ratio >= 2,216,0.9999429012345679,0.9894239028566011,1.5220335422941884,0.08310028919635531,0.037841029937096045,0.005333333333333336,0.074,0.8999999999999999,0.031162588315254685,0.022872464858464555,0.002,0.031,0.841
development,6,ratio_ge_3,Expanded if ratio >= 3,216,0.9999429012345679,0.9894239028566011,1.5220335422941884,0.08310028919635531,0.037841029937096045,0.005333333333333336,0.074,0.8999999999999999,0.031162588315254685,0.022872464858464555,0.002,0.031,0.841
development,6,ratio_ge_4,Expanded if ratio >= 4,216,0.9999429012345679,0.9894239028566011,1.5220335422941884,0.08310028919635531,0.037841029937096045,0.005333333333333336,0.074,0.8999999999999999,0.031162588315254685,0.022872464858464555,0.002,0.031,0.841
development,6,ratio_ge_6,Expanded if ratio >= 6,216,0.9999429012345679,0.9894239028566011,1.5220335422941884,0.08310028919635531,0.037841029937096045,0.005333333333333336,0.074,0.8999999999999999,0.031162588315254685,0.022872464858464555,0.002,0.031,0.841
development,6,ratio_ge_10,Expanded if ratio >= 10,216,0.9999429012345679,0.0,1.9546764975118434,0.09354619929947122,0.04623447090440948,0.007166666666666672,0.11750000000000001,0.9033333333333333,0.03890219132491053,0.02984663576935498,0.003666666666666667,0.06133333333333334,0.8523333333333333
development,6,ratio_ge_4_margin_ge_1,Ratio >= 4 and minimum margin >= 1,216,0.9999429012345679,0.8266893349553665,1.7572187274793734,0.0879320793198121,0.041768499072898514,0.005500000000000001,0.08933333333333332,0.9033333333333333,0.0353956130066127,0.026790674735007767,0.002,0.051000000000000004,0.852
development,6,ratio_ge_4_margin_ge_2,Ratio >= 4 and minimum margin >= 2,216,0.9999429012345679,0.7603666762068836,1.8111223230934015,0.08947036359080364,0.043137030257470316,0.005333333333333336,0.10616666666666666,0.9033333333333333,0.03623392929926286,0.02759504041037397,0.0021666666666666666,0.05333333333333333,0.8523333333333333
development,6,ratio_ge_4_margin_ge_5,Ratio >= 4 and minimum margin >= 5,216,0.9999429012345679,0.6794151601180239,1.8608797670908668,0.09080699453319568,0.04437798218751666,0.005666666666666667,0.11533333333333334,0.9033333333333333,0.03701483841048684,0.028341998904314,0.002333333333333333,0.06133333333333334,0.8523333333333333
development,6,ratio_ge_4_small_share_ge_50,Ratio >= 4 and smaller-sample share >= 0.50,216,0.9999429012345679,0.9848848961286665,1.583694408527802,0.0843608088094082,0.03871266066126006,0.005333333333333336,0.074,0.8999999999999999,0.032452960976575636,0.023931356038304027,0.002,0.03988076152304609,0.841
