cohort,regime,regime_label,rule,rule_label,configurations,mean_valid_rate,mean_expanded_route_rate,mean_selection_score,mean_fpr_05,mean_absolute_error_05,median_absolute_error_05,p90_absolute_error_05,maximum_absolute_error_05,mean_fpr_01,mean_absolute_error_01,median_absolute_error_01,p90_absolute_error_01,maximum_absolute_error_01
development,well_sampled,Well sampled,ratio_ge_4_small_share_ge_70,Ratio >= 4 and smaller-sample share >= 0.70,156,1.0,0.6113888888888889,0.15262820512820513,0.047183760683760685,0.004653846153846155,0.0040000000000000036,0.009666666666666667,0.014666666666666668,0.009643162393162394,0.002121794871794872,0.001666666666666667,0.004,0.020666666666666667
development,well_sampled,Well sampled,ratio_ge_4_margin_ge_2_share_ge_50,"Ratio >= 4, minimum margin >= 2, and smaller-sample share >= 0.50",156,1.0,0.6006431623931624,0.14149572649572648,0.04694230769230769,0.004673076923076925,0.004333333333333331,0.009666666666666667,0.014666666666666668,0.009173076923076923,0.0018952991452991454,0.001666666666666667,0.003666666666666667,0.009333333333333334
development,moderate,Moderate,normal,Always Normal Wald,156,1.0,0.0,0.31055555555555553,0.052811965811965816,0.007893162393162394,0.0050000000000000044,0.020499999999999997,0.049,0.012841880341880342,0.004632478632478633,0.002333333333333333,0.014166666666666666,0.02933333333333333
development,moderate,Moderate,expanded_no_fallback,Always Expanded Welch,156,0.9999658119658119,1.0,0.14911037610528474,0.04713411434470817,0.005016616310332332,0.004666666666666666,0.00933333333333334,0.01566666666666667,0.00885934017651916,0.001978884260039228,0.001666666666666667,0.004,0.008
development,moderate,Moderate,expanded_fallback,Expanded with Wald fallback,156,1.0,0.9999658119658119,0.14935897435897438,0.047164529914529914,0.005010683760683763,0.004666666666666666,0.00933333333333334,0.01566666666666667,0.008882478632478633,0.0019850427350427352,0.001666666666666667,0.004,0.008
development,moderate,Moderate,ratio_ge_2,Expanded if ratio >= 2,156,1.0,0.9230534188034187,0.14944444444444444,0.047393162393162394,0.004987179487179489,0.004666666666666666,0.00933333333333334,0.01566666666666667,0.008982905982905983,0.0019914529914529916,0.001666666666666667,0.004,0.008
development,moderate,Moderate,ratio_ge_3,Expanded if ratio >= 3,156,1.0,0.7692115384615384,0.1542735042735043,0.04786752136752137,0.005042735042735044,0.0045000000000000005,0.00933333333333334,0.021999999999999992,0.009226495726495726,0.0020769230769230765,0.0018333333333333335,0.004,0.009
development,moderate,Moderate,ratio_ge_4,Expanded if ratio >= 4,156,1.0,0.6153696581196582,0.16658119658119658,0.04848290598290599,0.0051623931623931635,0.0045000000000000005,0.00966666666666667,0.027999999999999997,0.009594017094017094,0.002299145299145299,0.002,0.004166666666666667,0.016
development,moderate,Moderate,ratio_ge_6,Expanded if ratio >= 6,156,1.0,0.4615235042735043,0.18833333333333332,0.04923931623931624,0.005606837606837607,0.004666666666666666,0.010499999999999999,0.03266666666666666,0.010064102564102565,0.0026452991452991454,0.002,0.004833333333333334,0.019999999999999997
development,moderate,Moderate,ratio_ge_10,Expanded if ratio >= 10,156,1.0,0.3076794871794872,0.22267094017094016,0.050151709401709405,0.00622008547008547,0.004666666666666666,0.011833333333333335,0.03266666666666666,0.010764957264957265,0.003209401709401709,0.002,0.006833333333333332,0.025333333333333333
development,moderate,Moderate,ratio_ge_4_margin_ge_1,Ratio >= 4 and minimum margin >= 1,156,1.0,0.5693311965811966,0.19309829059829062,0.04912820512820513,0.005752136752136753,0.004333333333333335,0.010499999999999999,0.041999999999999996,0.010185897435897436,0.0027115384615384614,0.002,0.0045000000000000005,0.02333333333333333
development,moderate,Moderate,ratio_ge_4_margin_ge_2,Ratio >= 4 and minimum margin >= 2,156,1.0,0.5473717948717949,0.19965811965811966,0.04930341880341881,0.005841880341880342,0.004333333333333335,0.010499999999999999,0.048,0.010354700854700857,0.0028247863247863247,0.002,0.0045000000000000005,0.028999999999999998
