k,shape,nu0,N,lam_min,lam_tp,mu,sigma2,nu,a,H,H_norm,perp,perp_n,simpson,simpson_n,k_min_p,log_k_min_p
3,one_rare_0.2,4,600,2.6666666666666665,1.6131687242798354,4.277365484741867,9.291579147646967,3.9381584549477435,1.0861334132881213,1.2866926683547546,0.8118126881672664,2.439681249491495,0.8132270831638316,2.2727272727272725,0.7575757575757575,0.2,-1.6094379124341003
3,one_rare_0.2,4,740,3.2888888888888888,1.9895747599451303,4.089887314567397,8.482676907229145,3.943844243697176,1.0370306385967494,1.2866926683547546,0.8118126881672664,2.439681249491495,0.8132270831638316,2.2727272727272725,0.7575757575757575,0.2,-1.6094379124341003
3,one_rare_0.2,4,913,4.057777777777778,2.454705075445816,4.0955478177685825,8.486585715146447,3.952947036802432,1.0360745488463465,1.2866926683547546,0.8118126881672664,2.439681249491495,0.8132270831638316,2.2727272727272725,0.7575757575757575,0.2,-1.6094379124341003
3,one_rare_0.2,4,1125,5.0,3.024691358024691,4.064406530692406,8.064245406844307,4.096948843524701,0.992056939426098,1.2866926683547546,0.8118126881672664,2.439681249491495,0.8132270831638316,2.2727272727272725,0.7575757575757575,0.2,-1.6094379124341003
3,one_rare_0.2,4,2044,9.084444444444445,5.495528120713305,4.015867699861723,7.786051527381694,4.142585834701242,0.9694108607773344,1.2866926683547546,0.8118126881672664,2.439681249491495,0.8132270831638316,2.2727272727272725,0.7575757575757575,0.2,-1.6094379124341003
3,one_rare_0.2,4,3715,16.511111111111113,9.988203017832648,4.100676876110051,8.417586704172699,3.9953377216602988,1.0263655194600114,1.2866926683547546,0.8118126881672664,2.439681249491495,0.8132270831638316,2.2727272727272725,0.7575757575757575,0.2,-1.6094379124341003
3,one_rare_0.2,4,6750,30.0,18.14814814814815,4.040839851194866,8.405752281926189,3.885050654684026,1.0400996564415477,1.2866926683547546,0.8118126881672664,2.439681249491495,0.8132270831638316,2.2727272727272725,0.7575757575757575,0.2,-1.6094379124341003
3,one_rare_0.05,4,360,0.1,0.08770471151423531,3.851361584762985,8.551062832625798,3.4692730826381375,1.1101350320437435,1.105624930402708,0.6975716648814403,2.1519207238588214,0.7173069079529405,2.0671834625323,0.6890611541774333,0.05,-2.995732273553991
3,one_rare_0.05,4,616,0.1711111111111111,0.15007250636880265,3.7608077432775024,7.393609128324075,3.8259190163876022,0.9829815338925868,1.105624930402708,0.6975716648814403,2.1519207238588214,0.7173069079529405,2.0671834625323,0.6890611541774333,0.05,-2.995732273553991
3,one_rare_0.05,4,1051,0.29194444444444445,0.256049032781837,3.864905571441937,7.054863902215872,4.234665695385332,0.9126825703511057,1.105624930402708,0.6975716648814403,2.1519207238588214,0.7173069079529405,2.0671834625323,0.6890611541774333,0.05,-2.995732273553991
3,one_rare_0.05,4,1800,0.5,0.43852355757117656,4.0398738155609575,6.960361035936067,4.689578704723086,0.8614577278535103,1.105624930402708,0.6975716648814403,2.1519207238588214,0.7173069079529405,2.0671834625323,0.6890611541774333,0.05,-2.995732273553991
3,one_rare_0.05,4,2218,0.6161111111111112,0.5403584726071498,4.074536902755744,7.242807560188797,4.584368929853388,0.8887890492892881,1.105624930402708,0.6975716648814403,2.1519207238588214,0.7173069079529405,2.0671834625323,0.6890611541774333,0.05,-2.995732273553991
