condition,condition_label,method,method_label,nominal_alpha,actual_rejection_rate
moderate_sparse,Moderate sparsity,simple_welch,Simple Welch,0.057,0.05078500000000001
moderate_sparse,Moderate sparsity,simple_welch,Simple Welch,0.058,0.05175
moderate_sparse,Moderate sparsity,simple_welch,Simple Welch,0.059000000000000004,0.05260499999999999
moderate_sparse,Moderate sparsity,simple_welch,Simple Welch,0.06,0.05348500000000002
moderate_sparse,Moderate sparsity,simple_welch,Simple Welch,0.061,0.05443999999999999
moderate_sparse,Moderate sparsity,simple_welch,Simple Welch,0.062,0.055355
moderate_sparse,Moderate sparsity,simple_welch,Simple Welch,0.063,0.05626499999999999
moderate_sparse,Moderate sparsity,simple_welch,Simple Welch,0.064,0.05722499999999999
moderate_sparse,Moderate sparsity,simple_welch,Simple Welch,0.065,0.058145
moderate_sparse,Moderate sparsity,simple_welch,Simple Welch,0.066,0.05913
moderate_sparse,Moderate sparsity,simple_welch,Simple Welch,0.067,0.0601
moderate_sparse,Moderate sparsity,simple_welch,Simple Welch,0.068,0.06111500000000002
moderate_sparse,Moderate sparsity,simple_welch,Simple Welch,0.069,0.06213999999999999
moderate_sparse,Moderate sparsity,simple_welch,Simple Welch,0.07,0.06308999999999998
moderate_sparse,Moderate sparsity,simple_welch,Simple Welch,0.07100000000000001,0.06402
moderate_sparse,Moderate sparsity,simple_welch,Simple Welch,0.07200000000000001,0.06495000000000001
moderate_sparse,Moderate sparsity,simple_welch,Simple Welch,0.073,0.065915
moderate_sparse,Moderate sparsity,simple_welch,Simple Welch,0.074,0.06678999999999999
moderate_sparse,Moderate sparsity,simple_welch,Simple Welch,0.075,0.06776499999999999
moderate_sparse,Moderate sparsity,simple_welch,Simple Welch,0.076,0.06887000000000001
moderate_sparse,Moderate sparsity,simple_welch,Simple Welch,0.077,0.069665
moderate_sparse,Moderate sparsity,simple_welch,Simple Welch,0.078,0.07069499999999998
moderate_sparse,Moderate sparsity,simple_welch,Simple Welch,0.079,0.07165499999999998
moderate_sparse,Moderate sparsity,simple_welch,Simple Welch,0.08,0.07259999999999998
moderate_sparse,Moderate sparsity,simple_welch,Simple Welch,0.081,0.07368500000000001
moderate_sparse,Moderate sparsity,simple_welch,Simple Welch,0.082,0.07465500000000001
moderate_sparse,Moderate sparsity,simple_welch,Simple Welch,0.083,0.07563499999999998
moderate_sparse,Moderate sparsity,simple_welch,Simple Welch,0.084,0.076745
moderate_sparse,Moderate sparsity,simple_welch,Simple Welch,0.085,0.07767
moderate_sparse,Moderate sparsity,simple_welch,Simple Welch,0.08600000000000001,0.07861000000000001
moderate_sparse,Moderate sparsity,simple_welch,Simple Welch,0.08700000000000001,0.079565
moderate_sparse,Moderate sparsity,simple_welch,Simple Welch,0.088,0.08054999999999998
moderate_sparse,Moderate sparsity,simple_welch,Simple Welch,0.089,0.08155
moderate_sparse,Moderate sparsity,simple_welch,Simple Welch,0.09,0.08257500000000001
moderate_sparse,Moderate sparsity,simple_welch,Simple Welch,0.091,0.08358499999999999
moderate_sparse,Moderate sparsity,simple_welch,Simple Welch,0.092,0.08457500000000001
moderate_sparse,Moderate sparsity,simple_welch,Simple Welch,0.093,0.08561499999999997
moderate_sparse,Moderate sparsity,simple_welch,Simple Welch,0.094,0.0865
moderate_sparse,Moderate sparsity,simple_welch,Simple Welch,0.095,0.08744500000000001
moderate_sparse,Moderate sparsity,simple_welch,Simple Welch,0.096,0.08829500000000001
moderate_sparse,Moderate sparsity,simple_welch,Simple Welch,0.097,0.089305
moderate_sparse,Moderate sparsity,simple_welch,Simple Welch,0.098,0.09012
moderate_sparse,Moderate sparsity,simple_welch,Simple Welch,0.099,0.09114
moderate_sparse,Moderate sparsity,simple_welch,Simple Welch,0.1,0.09206499999999998
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.0,0.0
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.001,0.0015950330074018001
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.002,0.0032750870210056424
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.003,0.0047251340328089645
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.004,0.006030180045212725
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.005,0.007375228057216088
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.006,0.008730290074421446
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.007,0.00999533108462429
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.008,0.011020364092426325
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.009000000000000001,0.012385403102229088
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.01,0.013535444112832171
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.011,0.014920483123435413
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.012,0.01620053113583901
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.013000000000000001,0.017440568145241694
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.014,0.018530610155244338
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.015,0.019650654166447547
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.016,0.020925702178450894
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.017,0.022315756190854023
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.018000000000000002,0.023945820206458253
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.019,0.025220869217460938
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.02,0.026495906226463382
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.021,0.02755094323586606
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.022,0.028730981245869026
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.023,0.029866034259673067
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.024,0.030976072268875544
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.025,0.03210611528107943
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.026000000000000002,0.033386156290481785
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.027,0.034621201302285264
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.028,0.03569124831488907
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.029,0.03681129832849323
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.03,0.038056350340896515
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.031,0.03909138435049954
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.032,0.040326411356701106
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.033,0.041286452368504915
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.034,0.042461502380107874
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.035,0.04346154639131108
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.036000000000000004,0.044746602406115485
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.037,0.04575162641131668
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.038,0.046706653417918464
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.039,0.047711692428521704
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.04,0.048951743442325925
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.041,0.04998177745072825
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.042,0.05104180745793015
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.043000000000000003,0.052166854469733494
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.044,0.053166885478736395
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.045,0.05442193348993929
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.046,0.055681989503542986
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.047,0.05662202951394598
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.048,0.05776707352394848
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.049,0.058867107532350804
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.05,0.059942151543153764
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.051000000000000004,0.06102719255175563
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.052000000000000005,0.062007233561158025
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.053,0.06306727257176124
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.054,0.06429232958676569
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.055,0.0653673786001698
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.056,0.06659743361717561
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.057,0.06774749163278032
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.058,0.06910755564958529
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.059000000000000004,0.0706076096635894
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.06,0.07171765267419232
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.061,0.07304270768639523
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.062,0.07425775169759843
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.063,0.07537279870780078
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.064,0.07667785372240514
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.065,0.07781789873420866
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.066,0.0792479637520141
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.067,0.08036801376361703
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.068,0.08136304977201922
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.069,0.08251309578402274
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.07,0.08360813879582638
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.07100000000000001,0.0846181828082303
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.07200000000000001,0.0855882258196337
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.073,0.08669826382923643
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.074,0.08768331584324066
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.075,0.08889835285384409
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.076,0.09001838386124604
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.077,0.0910434138688482
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.078,0.09205344787685028
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.079,0.09296848188565285
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.08,0.09412852189485514
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.081,0.09522855390245716
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.082,0.09611359291386092
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.083,0.09721863192366366
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.084,0.09818866993326636
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.085,0.09927871794566996
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.08600000000000001,0.10039376095707335
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.08700000000000001,0.10149379796687633
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.088,0.10261384498068082
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.089,0.10353888199048371
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.09,0.10474393800408739
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.091,0.10577399001849193
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.092,0.10683402602849498
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.093,0.1077790680380974
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.094,0.10867410404689981
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.095,0.10971914005690293
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.096,0.11061917906790644
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.097,0.11175922908111033
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.098,0.11284426208891238
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.099,0.11391929109551405
ultra_sparse,Ultra-sparsity,simple_welch,Simple Welch,0.1,0.11500434911271973
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.0,0.0
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.001,0.05014
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.002,0.05977500000000001
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.003,0.066165
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.004,0.07136999999999999
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.005,0.07572499999999999
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.006,0.07958499999999999
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.007,0.08345000000000001
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.008,0.08667500000000002
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.009000000000000001,0.090025
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.01,0.093035
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.011,0.09578999999999999
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.012,0.09831499999999999
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.013000000000000001,0.10081
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.014,0.10317499999999999
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.015,0.10544500000000001
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.016,0.10775499999999998
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.017,0.10994499999999999
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.018000000000000002,0.11222000000000001
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.019,0.11427999999999998
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.02,0.11628499999999997
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.021,0.118235
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.022,0.12039499999999996
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.023,0.12219000000000005
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.024,0.12393999999999998
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.025,0.12599000000000005
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.026000000000000002,0.12781
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.027,0.12950500000000004
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.028,0.13120000000000004
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.029,0.13299
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.03,0.13476
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.031,0.136535
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.032,0.138255
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.033,0.140085
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.034,0.141835
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.035,0.143515
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.036000000000000004,0.14511000000000002
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.037,0.14667999999999998
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.038,0.148155
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.039,0.14971000000000004
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.04,0.15116000000000002
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.041,0.15266500000000002
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.042,0.15408499999999997
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.043000000000000003,0.15555999999999995
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.044,0.15696
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.045,0.15847500000000003
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.046,0.159985
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.047,0.16157000000000002
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.048,0.16295000000000004
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.049,0.16423
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.05,0.16567499999999996
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.051000000000000004,0.16706499999999996
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.052000000000000005,0.16843499999999997
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.053,0.16985999999999998
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.054,0.17127
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.055,0.17256
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.056,0.17382000000000003
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.057,0.17521
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.058,0.17656499999999997
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.059000000000000004,0.17785999999999996
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.06,0.17919500000000002
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.061,0.18058000000000002
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.062,0.18192999999999998
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.063,0.18318999999999996
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.064,0.18445500000000006
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.065,0.18573
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.066,0.18701499999999996
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.067,0.188225
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.068,0.189425
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.069,0.19063000000000002
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.07,0.192065
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.07100000000000001,0.19335999999999998
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.07200000000000001,0.19454000000000007
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.073,0.195745
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.074,0.197105
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.075,0.19838999999999998
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.076,0.19956500000000002
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.077,0.20076999999999998
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.078,0.20198
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.079,0.20334500000000003
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.08,0.20464500000000002
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.081,0.20587999999999998
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.082,0.20732
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.083,0.20838
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.084,0.20936999999999997
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.085,0.21051999999999998
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.08600000000000001,0.21156500000000006
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.08700000000000001,0.21270499999999998
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.088,0.21394000000000007
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.089,0.21505999999999997
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.09,0.21621999999999994
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.091,0.21726499999999999
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.092,0.218605
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.093,0.21970000000000006
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.094,0.22081499999999993
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.095,0.22191999999999998
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.096,0.22300500000000004
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.097,0.22413500000000003
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.098,0.22519500000000003
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.099,0.22630999999999996
ultra_imbalanced,Ultra-sparsity with imbalance,simple_welch,Simple Welch,0.1,0.22742500000000004
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.0,0.0
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.001,0.0005749999999999999
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.002,0.00126
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.003,0.001865
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.004,0.0027400000000000002
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.005,0.0034200000000000003
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.006,0.004250000000000001
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.007,0.005005
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.008,0.005835
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.009000000000000001,0.0067150000000000005
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.01,0.007485
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.011,0.008365000000000001
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.012,0.00918
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.013000000000000001,0.010089999999999997
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.014,0.010955
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.015,0.011915
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.016,0.012809999999999998
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.017,0.013645000000000001
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.018000000000000002,0.014639999999999995
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.019,0.015444999999999997
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.02,0.016304999999999993
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.021,0.017275000000000002
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.022,0.018205000000000002
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.023,0.019105000000000007
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.024,0.02001
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.025,0.020914999999999996
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.026000000000000002,0.021840000000000002
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.027,0.022795
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.028,0.023630000000000005
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.029,0.024530000000000003
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.03,0.02539499999999999
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.031,0.026345
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.032,0.027350000000000006
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.033,0.028245
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.034,0.029145000000000015
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.035,0.030059999999999993
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.036000000000000004,0.031040000000000005
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.037,0.031920000000000004
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.038,0.03271
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.039,0.033699999999999994
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.04,0.03451499999999998
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.041,0.035570000000000004
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.042,0.03645999999999999
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.043000000000000003,0.03732
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.044,0.038250000000000006
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.045,0.03914
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.046,0.04004499999999999
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.047,0.041195000000000016
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.048,0.042115
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.049,0.04297500000000001
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.05,0.043925000000000006
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.051000000000000004,0.04482499999999999
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.052000000000000005,0.045695
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.053,0.04664499999999999
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.054,0.04776999999999999
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.055,0.048775
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.056,0.049740000000000006
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.057,0.05073999999999999
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.058,0.05167499999999999
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.059000000000000004,0.052625
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.06,0.053605
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.061,0.05466
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.062,0.05555000000000002
balanced_control,Balanced control,expanded_welch,Expanded Welch,0.063,0.05650499999999999
