scenario_seed,scenario_id,scenario_key,subset,replicate,profile_seconds,wald_seconds,permutation_seconds,permutations,student_perm_analytic_p
2026072501,random_2x2_d0,2026072501:random_2x2_d0,easy,0,0.012281041010282934,0.00017170794308185577,0.00117591698653996,999,0.965
2026072501,random_2x2_d0,2026072501:random_2x2_d0,easy,1,0.01765374990645796,7.587508298456669e-05,0.0011299590114504099,999,0.151
2026072501,random_2x2_d0,2026072501:random_2x2_d0,easy,2,0.015065584098920226,7.862492930144072e-05,0.0011274580610916018,999,0.104
2026072501,random_2x2_d0,2026072501:random_2x2_d0,easy,3,0.012422750005498528,7.104210089892149e-05,0.0011052500922232866,999,0.308
2026072501,random_2x2_d0,2026072501:random_2x2_d0,easy,4,0.012476417003199458,7.299997378140688e-05,0.0011063340352848172,999,0.342
2026072501,random_3x3_d0,2026072501:random_3x3_d0,easy,0,0.03172995802015066,0.00015766604337841272,0.0024409169564023614,999,0.674
2026072501,random_3x3_d0,2026072501:random_3x3_d0,easy,1,0.03158750000875443,8.587504271417856e-05,0.0017019580118358135,999,0.383
2026072501,random_3x3_d0,2026072501:random_3x3_d0,easy,2,0.029302333015948534,7.208297029137611e-05,0.001687707961536944,999,0.482
2026072501,random_3x3_d0,2026072501:random_3x3_d0,easy,3,0.030460874899290502,7.108307909220457e-05,0.0017112080240622163,999,0.924
2026072501,random_3x3_d0,2026072501:random_3x3_d0,easy,4,0.02994066698011011,7.283291779458523e-05,0.0016981670632958412,999,0.573
2026072501,random_3x3_d4,2026072501:random_3x3_d4,hard,0,0.14194849994964898,0.00015920901205390692,0.0017484580166637897,999,0.239
2026072501,random_3x3_d4,2026072501:random_3x3_d4,hard,1,0.04044420795980841,7.54169886931777e-05,0.001778292004019022,999,0.286
2026072501,random_3x3_d4,2026072501:random_3x3_d4,hard,2,0.032635875046253204,9.216601029038429e-05,0.001793458010070026,999,0.654
2026072501,random_3x3_d4,2026072501:random_3x3_d4,hard,3,0.03265966603066772,8.31669894978404e-05,0.001696125022135675,999,0.805
2026072501,random_3x3_d4,2026072501:random_3x3_d4,hard,4,0.04327337502036244,7.087504491209984e-05,0.0016933749429881573,999,0.411
2026072501,random_2x5_d2,2026072501:random_2x5_d2,hard,0,0.05278958298731595,0.00016045896336436272,0.0018643339863047004,999,0.497
2026072501,random_2x5_d2,2026072501:random_2x5_d2,hard,1,0.0482004169607535,9.92499990388751e-05,0.0017805419629439712,999,0.598
2026072501,random_2x5_d2,2026072501:random_2x5_d2,hard,2,0.04907866707071662,8.095800876617432e-05,0.0017599170096218586,999,0.51
