pair_id,shape,profile,n_p,n_q,baseline_mi,mi_difference,input_index,method,median_microseconds,valid
pair_0a0e0f72610302eb,2x2,uniform,20,20,0.02,0.0,115,expanded_welch,147.542,True
pair_0a0e0f72610302eb,2x2,uniform,20,20,0.02,0.0,116,normal_wald,85.291,True
pair_0a0e0f72610302eb,2x2,uniform,20,20,0.02,0.0,116,expanded_welch,147.375,True
pair_0a0e0f72610302eb,2x2,uniform,20,20,0.02,0.0,117,normal_wald,84.959,True
pair_0a0e0f72610302eb,2x2,uniform,20,20,0.02,0.0,117,expanded_welch,149.25,True
pair_0a0e0f72610302eb,2x2,uniform,20,20,0.02,0.0,118,normal_wald,84.792,True
pair_0a0e0f72610302eb,2x2,uniform,20,20,0.02,0.0,118,expanded_welch,148.25,True
pair_0a0e0f72610302eb,2x2,uniform,20,20,0.02,0.0,119,normal_wald,85.166,True
pair_0a0e0f72610302eb,2x2,uniform,20,20,0.02,0.0,119,expanded_welch,147.792,True
pair_0a0e0f72610302eb,2x2,uniform,20,20,0.02,0.0,120,normal_wald,85.542,True
pair_0a0e0f72610302eb,2x2,uniform,20,20,0.02,0.0,120,expanded_welch,150.416,True
pair_0a0e0f72610302eb,2x2,uniform,20,20,0.02,0.0,121,normal_wald,84.25,True
pair_0a0e0f72610302eb,2x2,uniform,20,20,0.02,0.0,121,expanded_welch,148.208,True
pair_0a0e0f72610302eb,2x2,uniform,20,20,0.02,0.0,122,normal_wald,83.917,True
pair_0a0e0f72610302eb,2x2,uniform,20,20,0.02,0.0,122,expanded_welch,147.625,True
pair_0a0e0f72610302eb,2x2,uniform,20,20,0.02,0.0,123,normal_wald,83.709,True
pair_0a0e0f72610302eb,2x2,uniform,20,20,0.02,0.0,123,expanded_welch,150.209,True
pair_0a0e0f72610302eb,2x2,uniform,20,20,0.02,0.0,124,normal_wald,84.709,True
pair_0a0e0f72610302eb,2x2,uniform,20,20,0.02,0.0,124,expanded_welch,148.292,True
pair_0a0e0f72610302eb,2x2,uniform,20,20,0.02,0.0,125,normal_wald,85.458,True
pair_0a0e0f72610302eb,2x2,uniform,20,20,0.02,0.0,125,expanded_welch,147.625,True
pair_0a0e0f72610302eb,2x2,uniform,20,20,0.02,0.0,126,normal_wald,85.0,True
pair_0a0e0f72610302eb,2x2,uniform,20,20,0.02,0.0,126,expanded_welch,147.25,True
pair_0a0e0f72610302eb,2x2,uniform,20,20,0.02,0.0,127,normal_wald,84.833,True
pair_0a0e0f72610302eb,2x2,uniform,20,20,0.02,0.0,127,expanded_welch,146.958,True
pair_0a0e0f72610302eb,2x2,uniform,20,20,0.02,0.0,128,normal_wald,85.75,True
pair_0a0e0f72610302eb,2x2,uniform,20,20,0.02,0.0,128,expanded_welch,146.958,True
pair_0a0e0f72610302eb,2x2,uniform,20,20,0.02,0.0,129,normal_wald,84.292,True
pair_0a0e0f72610302eb,2x2,uniform,20,20,0.02,0.0,129,expanded_welch,146.917,True
pair_0a0e0f72610302eb,2x2,uniform,20,20,0.02,0.0,130,normal_wald,85.042,True
pair_0a0e0f72610302eb,2x2,uniform,20,20,0.02,0.0,130,expanded_welch,147.209,True
pair_0a0e0f72610302eb,2x2,uniform,20,20,0.02,0.0,131,normal_wald,85.667,True
pair_0a0e0f72610302eb,2x2,uniform,20,20,0.02,0.0,131,expanded_welch,147.542,True
pair_0a0e0f72610302eb,2x2,uniform,20,20,0.02,0.0,132,normal_wald,84.917,True
pair_0a0e0f72610302eb,2x2,uniform,20,20,0.02,0.0,132,expanded_welch,147.042,True
pair_0a0e0f72610302eb,2x2,uniform,20,20,0.02,0.0,133,normal_wald,84.917,True
pair_0a0e0f72610302eb,2x2,uniform,20,20,0.02,0.0,133,expanded_welch,146.708,True
pair_0a0e0f72610302eb,2x2,uniform,20,20,0.02,0.0,134,normal_wald,85.458,True
pair_0a0e0f72610302eb,2x2,uniform,20,20,0.02,0.0,134,expanded_welch,146.666,True
pair_0a0e0f72610302eb,2x2,uniform,20,20,0.02,0.0,135,normal_wald,85.084,True
pair_0a0e0f72610302eb,2x2,uniform,20,20,0.02,0.0,135,expanded_welch,147.458,True
pair_0a0e0f72610302eb,2x2,uniform,20,20,0.02,0.0,136,normal_wald,86.542,True
pair_0a0e0f72610302eb,2x2,uniform,20,20,0.02,0.0,136,expanded_welch,147.333,True
pair_0a0e0f72610302eb,2x2,uniform,20,20,0.02,0.0,137,normal_wald,88.458,True
pair_0a0e0f72610302eb,2x2,uniform,20,20,0.02,0.0,137,expanded_welch,146.917,True
pair_0a0e0f72610302eb,2x2,uniform,20,20,0.02,0.0,138,normal_wald,85.708,True
