absolute_mi_difference,achieved_mi_p,achieved_mi_q,both_reject,columns,configuration_id,constructor,dominant_p,dominant_q,method_a,method_b,n_p,n_q,neither_rejects,nominal_alpha,only_method_a_rejects,only_method_b_rejects,pair_id,paired_95_high,paired_95_low,paired_standard_error,pattern,profile,rejection_rate_difference_a_minus_b,replicates,rows,shape,signed_mi_difference_q_minus_p,simulation_seed,target_mi_p,target_mi_q
0.005000000000000497,0.01999999999999983,0.025000000000000328,479,3,config_05a6b12058f208f6,additive,,,expanded_welch,normal_wald,250,50,18877,0.05,0,644,pair_babf95887505c5d5,-0.02975334532907606,-0.03464665467092394,0.0012482931994509904,first,different_skew,-0.0322,20000,3,3x3,0.005000000000000497,8562134901294289313,0.02,0.025
0.0010000000000000772,0.01999999999999995,0.021000000000000026,97,2,config_05a7dedc833455ac,additive,,,expanded_welch,normal_wald,50,50,19811,0.05,0,92,pair_9fab52b2674275fb,-0.0036621580279288897,-0.00553784197207111,0.000478490802077097,first,same_skew,-0.0046,20000,2,2x2,0.0010000000000000772,2426441120762651952,0.02,0.021
0.000999999999999932,9.999999999990407e-05,0.001099999999999836,2557,8,config_05e248d5e8245121,loglinear,,,expanded_welch,normal_wald,20,20,16600,0.05,0,843,pair_281d57eff309054f,-0.039365164975172534,-0.044934835024827466,0.0014208341963405423,first,different_skew,-0.04215,20000,8,8x8,0.000999999999999932,17994736690690456523,0.0001,0.0011
0.002000000000000047,0.02199999999999992,0.019999999999999872,1798,5,config_060e09de1efff688,additive,,,expanded_welch,normal_wald,100,50,16677,0.05,0,1525,pair_b69ebfe9dd4df920,-0.07257168362214875,-0.07992831637785125,0.0018766920295159467,first,same_skew,-0.07625,20000,5,5x5,-0.002000000000000047,2888376628452879237,0.022,0.02
0.010000000000000096,0.019999999999999858,0.029999999999999954,199,3,config_061ea941e294071f,additive,,,expanded_welch,normal_wald,50,50,19664,0.05,0,137,pair_4c334422f578b90a,-0.005706846263084746,-0.007993153736915256,0.000583241702507783,first,same_skew,-0.00685,20000,3,3x3,0.010000000000000096,15171457937601391430,0.02,0.03
1.214306433183765e-16,0.019999999999999993,0.019999999999999872,770,5,config_065f3252e2fe822b,additive,,,expanded_welch,normal_wald,2500,2500,19182,0.05,0,48,pair_8530c1b9f8c78768,-0.0017218343752218549,-0.003078165624778145,0.0003460028697847678,first,different_skew,-0.0024,20000,5,5x5,-1.214306433183765e-16,11803073043318891502,0.02,0.02
3.906922528551515e-16,9.999999999979871e-05,0.0001000000000001894,84,5,config_06887f2c926f7fb4,loglinear,,,expanded_welch,normal_wald,100,100,19688,0.05,0,228,pair_bdbd6bc8436be4be,-0.00992865451845044,-0.01287134548154956,0.0007506864701783465,first,different_skew,-0.0114,20000,5,5x5,3.906922528551515e-16,13519492580802911554,0.0001,0.0001
0.009999999999999985,0.019999999999999993,0.029999999999999978,495,5,config_0693459c18e8eaf3,additive,,,expanded_welch,normal_wald,50,250,18051,0.05,0,1454,pair_8ab925e202967006,-0.06910143570572248,-0.07629856429427752,0.001836002190957914,first,different_skew,-0.0727,20000,5,5x5,0.009999999999999985,5950135778541591879,0.02,0.03
0.005000000000000199,0.019999999999999907,0.025000000000000105,827,2,config_06d51fa67f2b265a,additive,,,expanded_welch,normal_wald,500,500,18924,0.05,0,249,pair_ec6b5fcc8cd2e2a2,-0.010913204240355816,-0.013986795759644182,0.0007840794692062161,first,different_skew,-0.01245,20000,2,2x2,0.005000000000000199,13410481242942348217,0.02,0.025
0.005000000000000199,0.019999999999999907,0.025000000000000105,352,2,config_06e9e066a06eaea8,additive,,,expanded_welch,normal_wald,250,250,19351,0.05,0,297,pair_ec6b5fcc8cd2e2a2,-0.013173643669523888,-0.016526356330476114,0.0008552838420796492,first,different_skew,-0.01485,20000,2,2x2,0.005000000000000199,2678871388141809093,0.02,0.025
