absolute_mi_difference,achieved_mi_p,achieved_mi_q,columns,common_valid_rate,common_valid_rejection_rate,common_valid_rejections,common_valid_replicates,conditional_rejection_rate,configuration_id,constructor,dominant_p,dominant_q,empty_column_p,empty_column_q,empty_row_p,empty_row_q,expanded_df_median,expanded_df_p05,expanded_df_p95,invalid_reason_counts_json,method,method_label,minimum_true_expected_p,minimum_true_expected_q,monte_carlo_standard_error,n_p,n_q,nominal_alpha,observed_zero_fraction_p,observed_zero_fraction_q,pair_id,pattern,profile,rejections,replicates,rows,shape,signed_mi_difference_q_minus_p,simulation_seed,standard_error_median,standard_error_p05,standard_error_p95,statistic_median,statistic_p05,statistic_p95,target_mi_p,target_mi_q,true_expected_below_1_p,true_expected_below_1_q,true_expected_below_5_p,true_expected_below_5_q,unconditional_rejection_rate,valid_rate,valid_replicates,wilson_95_high,wilson_95_low
0.009999999999999787,0.019999999999999997,0.029999999999999784,8,1.0,0.0674,1348,20000,0.0674,config_07f7dad0fccee38c,additive,,,0.0107,0.0107,0.01095,0.01085,,,,"{""invalid_base"": 0}",normal_wald,Normal Wald,0.19241603673577806,0.08602816468290504,0.0017728118907543462,50,50,0.05,0.4602828125,0.46238984375,pair_2ec66db67e17568d,first,uniform,1348,20000,8,8x8,0.009999999999999787,4539900433107242214,0.10054136376840977,0.08679393585608747,0.11536531153933152,-0.05729821225050638,-1.7993521797642118,1.7016873297851929,0.02,0.03,0.96875,0.96875,1.0,1.0,0.0674,1.0,20000,0.07095838167486218,0.06400776792087953
0.001999999999999915,0.020000000000000108,0.022000000000000023,8,1.0,0.02565,513,20000,0.02565,config_07ffdd1de8e62bc8,additive,,,0.0,0.0,0.0,0.0,31.91631721793395,21.35143656393045,48.115832465637865,"{""invalid_base"": 0, ""invalid_combined_df"": 0, ""invalid_component_p"": 0, ""invalid_component_q"": 0}",expanded_welch,Expanded Welch,0.9183673469387758,0.40816326530612224,0.0011178568222272474,500,500,0.05,0.2991609375,0.49898984375,pair_fe9fdec5f8aaeffd,first,different_skew,513,20000,8,8x8,0.001999999999999915,12940944849896700648,0.022228376841146202,0.018132520015256694,0.02635153020521502,0.3371201830375632,-1.0803596785486873,1.7557522470872187,0.02,0.022,0.75,0.75,0.75,0.75,0.02565,1.0,20000,0.027933734044279433,0.02354845056214702
0.001999999999999915,0.020000000000000108,0.022000000000000023,8,1.0,0.0336,672,20000,0.0336,config_07ffdd1de8e62bc8,additive,,,0.0,0.0,0.0,0.0,,,,"{""invalid_base"": 0}",normal_wald,Normal Wald,0.9183673469387758,0.40816326530612224,0.001274186799492131,500,500,0.05,0.2991609375,0.49898984375,pair_fe9fdec5f8aaeffd,first,different_skew,672,20000,8,8x8,0.001999999999999915,12940944849896700648,0.022228376841146202,0.018132520015256694,0.02635153020521502,0.3371201830375632,-1.0803596785486873,1.7557522470872187,0.02,0.022,0.75,0.75,0.75,0.75,0.0336,1.0,20000,0.03618829178381454,0.031190839449319854
3.09338126403165e-16,1.0000000000052644e-05,1.0000000000361982e-05,8,0.986,0.025456389452332657,502,19720,0.025456389452332657,config_085779bca02641c6,additive,0.99,0.995,0.8544,0.99065,0.85595,0.9911,5.256093500357943,1.831716576627291,7.341368721857631,"{""invalid_base"": 0, ""invalid_combined_df"": 280, ""invalid_component_p"": 0, ""invalid_component_q"": 280}",expanded_welch,Expanded Welch,0.002040816326530616,0.000510204081632654,0.0011061191165511969,1000,1000,0.05,0.81725,0.8726546875,pair_67825472e6adb28d,first,custom_extreme,502,20000,8,8x8,3.09338126403165e-16,1909442715668635052,4.8627949182076884e-05,2.702619291636527e-05,0.005833697389945791,1.45077808345217,-0.1440572151503095,2.3106478619331132,1e-05,1e-05,0.765625,0.984375,0.984375,0.984375,0.0251,0.986,19720,0.027360860900026266,0.023021534946061902
3.09338126403165e-16,1.0000000000052644e-05,1.0000000000361982e-05,8,0.986,0.19203853955375252,3787,19720,0.1986,config_085779bca02641c6,additive,0.99,0.995,0.8544,0.99065,0.85595,0.9911,,,,"{""invalid_base"": 0}",normal_wald,Normal Wald,0.002040816326530616,0.000510204081632654,0.00282097536323875,1000,1000,0.05,0.81725,0.8726546875,pair_67825472e6adb28d,first,custom_extreme,3972,20000,8,8x8,3.09338126403165e-16,1909442715668635052,4.8627949182076884e-05,2.702619291636527e-05,0.005833697389945791,1.45077808345217,-0.1440572151503095,2.3106478619331132,1e-05,1e-05,0.765625,0.984375,0.984375,0.984375,0.1986,1.0,20000,0.2041866618437779,0.19312909749084192
0.0005000000000003285,9.999999999998935e-05,0.0006000000000003178,8,0.9777,0.13674951416589956,2674,19554,0.13674951416589956,config_08652849118a08d3,additive,,,0.985,0.99835,0.98525,0.9984,22.6670690639765,3.262934311473097,132.52451939245816,"{""invalid_base"": 0, ""invalid_combined_df"": 446, ""invalid_component_p"": 16, ""invalid_component_q"": 430}",expanded_welch,Expanded Welch,0.03673469387755103,0.01632653061224489,0.002406494442129464,20,20,0.05,0.85692421875,0.89086328125,pair_0a09e4ec8ca88970,first,different_skew,2674,20000,8,8x8,0.0005000000000003285,6137997741265190832,0.16948141372302422,0.05542849880426399,0.24059984387508124,0.9156322741175821,-1.2095124329546367,2.586990252560883,0.0001,0.0006000000000000001,0.984375,0.984375,0.984375,0.984375,0.1337,0.9777,19554,0.1384870568970523,0.12905362871764994
0.0005000000000003285,9.999999999998935e-05,0.0006000000000003178,8,0.9777,0.16763833486754628,3278,19554,0.17475,config_08652849118a08d3,additive,,,0.985,0.99835,0.98525,0.9984,,,,"{""invalid_base"": 0}",normal_wald,Normal Wald,0.03673469387755103,0.01632653061224489,0.0026852601130989153,20,20,0.05,0.85692421875,0.89086328125,pair_0a09e4ec8ca88970,first,different_skew,3495,20000,8,8x8,0.0005000000000003285,6137997741265190832,0.16948141372302422,0.05542849880426399,0.24059984387508124,0.9156322741175821,-1.2095124329546367,2.586990252560883,0.0001,0.0006000000000000001,0.984375,0.984375,0.984375,0.984375,0.17475,1.0,20000,0.18007533811803972,0.16954958133645626
0.005000000000000173,0.0009999999999998953,0.006000000000000068,5,1.0,0.00325,65,20000,0.00325,config_0876fb6b3d721fba,additive,,,0.0012,0.0246,0.0014,0.024,7.338997917893051,3.8757137409558156,14.780831024476328,"{""invalid_base"": 0, ""invalid_combined_df"": 0, ""invalid_component_p"": 0, ""invalid_component_q"": 0}",expanded_welch,Expanded Welch,0.5625000000000001,0.2499999999999999,0.00040245729587125143,100,100,0.05,0.35980400000000007,0.4906940000000001,pair_a0ffd74359809e38,first,different_skew,65,20000,5,5x5,0.005000000000000173,4204549824897207130,0.04604493281127789,0.032426353667373196,0.060532515232637404,0.3609789481064065,-0.7842069324348407,1.522742300054056,0.001,0.006,0.64,0.64,0.72,0.96,0.00325,1.0,20000,0.004139867824682438,0.0025509199970575078
0.005000000000000173,0.0009999999999998953,0.006000000000000068,5,1.0,0.01155,231,20000,0.01155,config_0876fb6b3d721fba,additive,,,0.0012,0.0246,0.0014,0.024,,,,"{""invalid_base"": 0}",normal_wald,Normal Wald,0.5625000000000001,0.2499999999999999,0.0007555328417745982,100,100,0.05,0.35980400000000007,0.4906940000000001,pair_a0ffd74359809e38,first,different_skew,231,20000,5,5x5,0.005000000000000173,4204549824897207130,0.04604493281127789,0.032426353667373196,0.060532515232637404,0.3609789481064065,-0.7842069324348407,1.522742300054056,0.001,0.006,0.64,0.64,0.72,0.96,0.01155,1.0,20000,0.013127443095439124,0.010160156927769483
0.005000000000000136,0.025000000000000133,0.019999999999999997,8,1.0,0.6778,13556,20000,0.6778,config_08d1cca5965cc79d,additive,,,0.58355,0.0,0.57865,0.0,13.737405566572027,3.980719584859966,40.7448069081821,"{""invalid_base"": 0, ""invalid_combined_df"": 0, ""invalid_component_p"": 0, ""invalid_component_q"": 0}",expanded_welch,Expanded Welch,0.09183673469387758,0.40816326530612224,0.003304445187924896,50,500,0.05,0.745709375,0.49895625,pair_0a76b3bd2fccdcac,first,different_skew,13556,20000,8,8x8,-0.005000000000000136,11667814351136478936,0.09406938678457279,0.0610852854594379,0.11895215846264291,-2.6876349172655294,-6.212614374925732,-0.880567717886756,0.025,0.02,0.796875,0.75,0.984375,0.765625,0.6778,1.0,20000,0.6842419176569174,0.6712897943215317
0.005000000000000136,0.025000000000000133,0.019999999999999997,8,1.0,0.7232,14464,20000,0.7232,config_08d1cca5965cc79d,additive,,,0.58355,0.0,0.57865,0.0,,,,"{""invalid_base"": 0}",normal_wald,Normal Wald,0.09183673469387758,0.40816326530612224,0.0031637142728128914,50,500,0.05,0.745709375,0.49895625,pair_0a76b3bd2fccdcac,first,different_skew,14464,20000,8,8x8,-0.005000000000000136,11667814351136478936,0.09406938678457279,0.0610852854594379,0.11895215846264291,-2.6876349172655294,-6.212614374925732,-0.880567717886756,0.025,0.02,0.796875,0.75,0.984375,0.765625,0.7232,1.0,20000,0.7293574563250428,0.716956818779512
