pair_id,shape,rows,columns,profile,dominant_p,dominant_q,constructor,pattern,target_mi_p,target_mi_q,achieved_mi_p,achieved_mi_q,signed_mi_difference_q_minus_p,absolute_mi_difference,strength_p,strength_q,endpoint_strength_p,endpoint_strength_q,endpoint_mi_p,endpoint_mi_q,normalization_error_p,normalization_error_q,row_margin_error_p,row_margin_error_q,column_margin_error_p,column_margin_error_q,minimum_probability_p,minimum_probability_q,population_variance_p,population_variance_q,row_margin_p_json,column_margin_p_json,row_margin_q_json,column_margin_q_json,direction_json,probability_p_json,probability_q_json
pair_19304f20ad191ac5,3x3,3,3,uniform,,,loglinear,first,0.0001,0.0001,0.00010000000000048729,0.00010000000000048729,0.0,0.0,0.021215192442671813,0.021215192442671813,,,,,0.0,0.0,5.551115123125783e-17,5.551115123125783e-17,0.0,0.0,0.10875694029099085,0.10875694029099085,0.00019997249939677353,0.00019997249939677353,"[0.3333333333333333,0.3333333333333333,0.3333333333333333]","[0.3333333333333333,0.3333333333333333,0.3333333333333333]","[0.3333333333333333,0.3333333333333333,0.3333333333333333]","[0.3333333333333333,0.3333333333333333,0.3333333333333333]","[[1.0,-0.0,-1.0],[-0.0,0.0,0.0],[-1.0,0.0,1.0]]","[[0.11347083818132192,0.11110555486102057,0.10875694029099087],[0.11110555486102056,0.11112222361129219,0.11110555486102056],[0.10875694029099085,0.11110555486102056,0.1134708381813219]]","[[0.11347083818132192,0.11110555486102057,0.10875694029099087],[0.11110555486102056,0.11112222361129219,0.11110555486102056],[0.10875694029099085,0.11110555486102056,0.1134708381813219]]"
pair_19513f69ffc7c074,2x2,2,2,uniform,,,additive,first,0.001,0.003,0.0009999999999999593,0.002999999999999954,0.001999999999999995,0.001999999999999995,0.01117847609356764,0.019355227968988704,0.25,0.25,0.6931471805599453,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.23882152390643235,0.2306447720310113,0.0019979995552440993,0.005981987974735322,"[0.5,0.5]","[0.5,0.5]","[0.5,0.5]","[0.5,0.5]","[[1.0,-1.0],[-1.0,1.0]]","[[0.26117847609356765,0.23882152390643235],[0.23882152390643235,0.26117847609356765]]","[[0.2693552279689887,0.2306447720310113],[0.2306447720310113,0.2693552279689887]]"
pair_198c02a7ea8d2ca5,3x3,3,3,uniform,,,loglinear,first,0.02,0.022,0.01999999999999974,0.021999999999999038,0.0019999999999992975,0.0019999999999992975,0.3057815247221937,0.32133135318651274,,,,,0.0,0.0,1.6653345369377348e-16,1.6653345369377348e-16,5.551115123125783e-17,5.551115123125783e-17,0.07855697277362454,0.07702090834759638,0.03889528212377616,0.04266273735434034,"[0.3333333333333333,0.3333333333333333,0.3333333333333333]","[0.3333333333333333,0.3333333333333333,0.3333333333333333]","[0.3333333333333333,0.3333333333333333,0.3333333333333333]","[0.3333333333333333,0.3333333333333333,0.3333333333333333]","[[1.0,-0.0,-1.0],[-0.0,0.0,0.0],[-1.0,0.0,1.0]]","[[0.1448048796765545,0.10997148088315425,0.07855697277362454],[0.10997148088315431,0.11339037156702486,0.10997148088315431],[0.07855697277362454,0.10997148088315425,0.1448048796765545]]","[[0.14645813626677284,0.10985428871896408,0.07702090834759638],[0.10985428871896413,0.11362475589540522,0.10985428871896413],[0.07702090834759638,0.10985428871896408,0.14645813626677284]]"
pair_1b383c60c76c4e7b,5x5,5,5,uniform,,,additive,first,0.02,0.025,0.019999999999999993,0.024999999999999998,0.0050000000000000044,0.0050000000000000044,0.019571220493917275,0.02175680022394027,0.04000000000000001,0.04000000000000001,0.11090354888959102,0.11090354888959102,2.220446049250313e-16,2.220446049250313e-16,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,0.020428779506082732,0.01824319977605974,0.03694748784416535,0.045163164249770675,"[0.2,0.2,0.2,0.2,0.2]","[0.2,0.2,0.2,0.2,0.2]","[0.2,0.2,0.2,0.2,0.2]","[0.2,0.2,0.2,0.2,0.2]","[[1.0,-1.0,0.0,0.0,0.0],[-1.0,1.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0,0.0]]","[[0.05957122049391728,0.020428779506082732,0.04000000000000001,0.04000000000000001,0.04000000000000001],[0.020428779506082732,0.05957122049391728,0.04000000000000001,0.04000000000000001,0.04000000000000001],[0.04000000000000001,0.04000000000000001,0.04000000000000001,0.04000000000000001,0.04000000000000001],[0.04000000000000001,0.04000000000000001,0.04000000000000001,0.04000000000000001,0.04000000000000001],[0.04000000000000001,0.04000000000000001,0.04000000000000001,0.04000000000000001,0.04000000000000001]]","[[0.06175680022394028,0.01824319977605974,0.04000000000000001,0.04000000000000001,0.04000000000000001],[0.01824319977605974,0.06175680022394028,0.04000000000000001,0.04000000000000001,0.04000000000000001],[0.04000000000000001,0.04000000000000001,0.04000000000000001,0.04000000000000001,0.04000000000000001],[0.04000000000000001,0.04000000000000001,0.04000000000000001,0.04000000000000001,0.04000000000000001],[0.04000000000000001,0.04000000000000001,0.04000000000000001,0.04000000000000001,0.04000000000000001]]"
pair_1c03c8239668a705,3x3,3,3,uniform,,,loglinear,first,0.02,0.021,0.01999999999999974,0.020999999999997507,0.0009999999999977666,0.0009999999999977666,0.3057815247221937,0.3136377050770448,,,,,0.0,0.0,1.6653345369377348e-16,5.551115123125783e-17,5.551115123125783e-17,5.551115123125783e-17,0.07855697277362454,0.07777901872216197,0.03889528212377616,0.040781795764400414,"[0.3333333333333333,0.3333333333333333,0.3333333333333333]","[0.3333333333333333,0.3333333333333333,0.3333333333333333]","[0.3333333333333333,0.3333333333333333,0.3333333333333333]","[0.3333333333333333,0.3333333333333333,0.3333333333333333]","[[1.0,-0.0,-1.0],[-0.0,0.0,0.0],[-1.0,0.0,1.0]]","[[0.1448048796765545,0.10997148088315425,0.07855697277362454],[0.10997148088315431,0.11339037156702486,0.10997148088315431],[0.07855697277362454,0.10997148088315425,0.1448048796765545]]","[[0.14564135437469836,0.10991296023647293,0.07777901872216197],[0.10991296023647297,0.11350741286038746,0.10991296023647297],[0.07777901872216197,0.10991296023647293,0.14564135437469836]]"
pair_1d9f93247e70de8d,5x5,5,5,uniform,,,additive,first,0.02,0.022,0.019999999999999993,0.02199999999999998,0.001999999999999988,0.001999999999999988,0.019571220493917275,0.020479983804288858,0.04000000000000001,0.04000000000000001,0.11090354888959102,0.11090354888959102,2.220446049250313e-16,2.220446049250313e-16,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,0.020428779506082732,0.01952001619571115,0.03694748784416535,0.040285944575313995,"[0.2,0.2,0.2,0.2,0.2]","[0.2,0.2,0.2,0.2,0.2]","[0.2,0.2,0.2,0.2,0.2]","[0.2,0.2,0.2,0.2,0.2]","[[1.0,-1.0,0.0,0.0,0.0],[-1.0,1.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0,0.0]]","[[0.05957122049391728,0.020428779506082732,0.04000000000000001,0.04000000000000001,0.04000000000000001],[0.020428779506082732,0.05957122049391728,0.04000000000000001,0.04000000000000001,0.04000000000000001],[0.04000000000000001,0.04000000000000001,0.04000000000000001,0.04000000000000001,0.04000000000000001],[0.04000000000000001,0.04000000000000001,0.04000000000000001,0.04000000000000001,0.04000000000000001],[0.04000000000000001,0.04000000000000001,0.04000000000000001,0.04000000000000001,0.04000000000000001]]","[[0.060479983804288866,0.01952001619571115,0.04000000000000001,0.04000000000000001,0.04000000000000001],[0.01952001619571115,0.060479983804288866,0.04000000000000001,0.04000000000000001,0.04000000000000001],[0.04000000000000001,0.04000000000000001,0.04000000000000001,0.04000000000000001,0.04000000000000001],[0.04000000000000001,0.04000000000000001,0.04000000000000001,0.04000000000000001,0.04000000000000001],[0.04000000000000001,0.04000000000000001,0.04000000000000001,0.04000000000000001,0.04000000000000001]]"
pair_1e02e1eb7b32e2d9,5x5,5,5,same_skew,,,additive,first,0.02,0.03,0.019999999999999872,0.029999999999999978,0.010000000000000106,0.010000000000000106,0.012928644757885696,0.016420499149517872,0.039999999999999994,0.039999999999999994,0.16163630995756442,0.16163630995756442,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,1.1102230246251565e-16,2.220446049250313e-16,1.1102230246251565e-16,0.0024999999999999988,0.0024999999999999988,0.05921550747437636,0.09019928425075704,"[0.8,0.04999999999999999,0.04999999999999999,0.04999999999999999,0.04999999999999999]","[0.8,0.04999999999999999,0.04999999999999999,0.04999999999999999,0.04999999999999999]","[0.8,0.04999999999999999,0.04999999999999999,0.04999999999999999,0.04999999999999999]","[0.8,0.04999999999999999,0.04999999999999999,0.04999999999999999,0.04999999999999999]","[[1.0,-1.0,0.0,0.0,0.0],[-1.0,1.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0,0.0]]","[[0.6529286447578858,0.0270713552421143,0.039999999999999994,0.039999999999999994,0.039999999999999994],[0.0270713552421143,0.015428644757885695,0.0024999999999999988,0.0024999999999999988,0.0024999999999999988],[0.039999999999999994,0.0024999999999999988,0.0024999999999999988,0.0024999999999999988,0.0024999999999999988],[0.039999999999999994,0.0024999999999999988,0.0024999999999999988,0.0024999999999999988,0.0024999999999999988],[0.039999999999999994,0.0024999999999999988,0.0024999999999999988,0.0024999999999999988,0.0024999999999999988]]","[[0.6564204991495179,0.023579500850482122,0.039999999999999994,0.039999999999999994,0.039999999999999994],[0.023579500850482122,0.01892049914951787,0.0024999999999999988,0.0024999999999999988,0.0024999999999999988],[0.039999999999999994,0.0024999999999999988,0.0024999999999999988,0.0024999999999999988,0.0024999999999999988],[0.039999999999999994,0.0024999999999999988,0.0024999999999999988,0.0024999999999999988,0.0024999999999999988],[0.039999999999999994,0.0024999999999999988,0.0024999999999999988,0.0024999999999999988,0.0024999999999999988]]"
pair_1fcc0b2eb287af7d,8x8,8,8,same_skew,,,additive,first,0.001,0.003,0.0010000000000001032,0.003000000000000053,0.0019999999999999497,0.0019999999999999497,0.001484560076532647,0.002830350770821431,0.022857142857142854,0.022857142857142854,0.10297610673988539,0.10297610673988539,2.220446049250313e-16,2.220446049250313e-16,0.0,3.469446951953614e-18,2.220446049250313e-16,2.220446049250313e-16,0.0008163265306122445,0.0008163265306122445,0.0026658686942451684,0.00887303629234784,"[0.8,0.028571428571428564,0.028571428571428564,0.028571428571428564,0.028571428571428564,0.028571428571428564,0.028571428571428564,0.028571428571428564]","[0.8,0.028571428571428564,0.028571428571428564,0.028571428571428564,0.028571428571428564,0.028571428571428564,0.028571428571428564,0.028571428571428564]","[0.8,0.028571428571428564,0.028571428571428564,0.028571428571428564,0.028571428571428564,0.028571428571428564,0.028571428571428564,0.028571428571428564]","[0.8,0.028571428571428564,0.028571428571428564,0.028571428571428564,0.028571428571428564,0.028571428571428564,0.028571428571428564,0.028571428571428564]","[[1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0],[-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]]","[[0.6414845600765328,0.021372582780610206,0.022857142857142854,0.022857142857142854,0.022857142857142854,0.022857142857142854,0.022857142857142854,0.022857142857142854],[0.021372582780610206,0.0023008866071448915,0.0008163265306122445,0.0008163265306122445,0.0008163265306122445,0.0008163265306122445,0.0008163265306122445,0.0008163265306122445],[0.022857142857142854,0.0008163265306122445,0.0008163265306122445,0.0008163265306122445,0.0008163265306122445,0.0008163265306122445,0.0008163265306122445,0.0008163265306122445],[0.022857142857142854,0.0008163265306122445,0.0008163265306122445,0.0008163265306122445,0.0008163265306122445,0.0008163265306122445,0.0008163265306122445,0.0008163265306122445],[0.022857142857142854,0.0008163265306122445,0.0008163265306122445,0.0008163265306122445,0.0008163265306122445,0.0008163265306122445,0.0008163265306122445,0.0008163265306122445],[0.022857142857142854,0.0008163265306122445,0.0008163265306122445,0.0008163265306122445,0.0008163265306122445,0.0008163265306122445,0.0008163265306122445,0.0008163265306122445],[0.022857142857142854,0.0008163265306122445,0.0008163265306122445,0.0008163265306122445,0.0008163265306122445,0.0008163265306122445,0.0008163265306122445,0.0008163265306122445],[0.022857142857142854,0.0008163265306122445,0.0008163265306122445,0.0008163265306122445,0.0008163265306122445,0.0008163265306122445,0.0008163265306122445,0.0008163265306122445]]","[[0.6428303507708215,0.020026792086321424,0.022857142857142854,0.022857142857142854,0.022857142857142854,0.022857142857142854,0.022857142857142854,0.022857142857142854],[0.020026792086321424,0.003646677301433676,0.0008163265306122445,0.0008163265306122445,0.0008163265306122445,0.0008163265306122445,0.0008163265306122445,0.0008163265306122445],[0.022857142857142854,0.0008163265306122445,0.0008163265306122445,0.0008163265306122445,0.0008163265306122445,0.0008163265306122445,0.0008163265306122445,0.0008163265306122445],[0.022857142857142854,0.0008163265306122445,0.0008163265306122445,0.0008163265306122445,0.0008163265306122445,0.0008163265306122445,0.0008163265306122445,0.0008163265306122445],[0.022857142857142854,0.0008163265306122445,0.0008163265306122445,0.0008163265306122445,0.0008163265306122445,0.0008163265306122445,0.0008163265306122445,0.0008163265306122445],[0.022857142857142854,0.0008163265306122445,0.0008163265306122445,0.0008163265306122445,0.0008163265306122445,0.0008163265306122445,0.0008163265306122445,0.0008163265306122445],[0.022857142857142854,0.0008163265306122445,0.0008163265306122445,0.0008163265306122445,0.0008163265306122445,0.0008163265306122445,0.0008163265306122445,0.0008163265306122445],[0.022857142857142854,0.0008163265306122445,0.0008163265306122445,0.0008163265306122445,0.0008163265306122445,0.0008163265306122445,0.0008163265306122445,0.0008163265306122445]]"
pair_204babdf9da6c75c,3x3,3,3,custom_extreme,0.9,0.95,additive,first,1e-05,0.00011,9.99999999992635e-06,0.00010999999999985682,9.999999999993047e-05,9.999999999993047e-05,0.00021447732456641018,0.00039252133859528143,0.04499999999999999,0.02375000000000002,0.1860883256964915,0.11335910940543042,1.1102230246251565e-16,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0024999999999999988,0.0006250000000000011,2.049097915429453e-05,0.0002548274507033486,"[0.9,0.04999999999999999,0.04999999999999999]","[0.9,0.04999999999999999,0.04999999999999999]","[0.95,0.025000000000000022,0.025000000000000022]","[0.95,0.025000000000000022,0.025000000000000022]","[[1.0,-1.0,0.0],[-1.0,1.0,0.0],[0.0,0.0,0.0]]","[[0.8102144773245664,0.04478552267543358,0.04499999999999999],[0.04478552267543358,0.0027144773245664088,0.0024999999999999988],[0.04499999999999999,0.0024999999999999988,0.0024999999999999988]]","[[0.9028925213385952,0.02335747866140474,0.02375000000000002],[0.02335747866140474,0.0010175213385952824,0.0006250000000000011],[0.02375000000000002,0.0006250000000000011,0.0006250000000000011]]"
pair_20cd5ee796efbb4b,3x3,3,3,same_skew,,,additive,first,0.02,0.22,0.019999999999999858,0.21999999999999986,0.2,0.2,0.02072520426407787,0.07320246472731907,0.07999999999999999,0.07999999999999999,0.2825539976328558,0.2825539976328558,0.0,0.0,0.0,0.0,0.0,0.0,0.009999999999999995,0.006797535272680913,0.049643175784008245,0.4160864384285996,"[0.8,0.09999999999999998,0.09999999999999998]","[0.8,0.09999999999999998,0.09999999999999998]","[0.8,0.09999999999999998,0.09999999999999998]","[0.8,0.09999999999999998,0.09999999999999998]","[[1.0,-1.0,0.0],[-1.0,1.0,0.0],[0.0,0.0,0.0]]","[[0.660725204264078,0.05927479573592212,0.07999999999999999],[0.05927479573592212,0.030725204264077866,0.009999999999999995],[0.07999999999999999,0.009999999999999995,0.009999999999999995]]","[[0.7132024647273192,0.006797535272680913,0.07999999999999999],[0.006797535272680913,0.08320246472731907,0.009999999999999995],[0.07999999999999999,0.009999999999999995,0.009999999999999995]]"
pair_212269bba79e6769,2x2,2,2,uniform,,,additive,first,0.025,0.02,0.024999999999999967,0.01999999999999985,-0.0050000000000001155,0.0050000000000001155,0.05566749689761535,0.04983260329918069,0.25,0.25,0.6931471805599453,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.19433250310238465,0.20016739670081932,0.04874293137696017,0.039196393802273945,"[0.5,0.5]","[0.5,0.5]","[0.5,0.5]","[0.5,0.5]","[[1.0,-1.0],[-1.0,1.0]]","[[0.30566749689761535,0.19433250310238465],[0.19433250310238465,0.30566749689761535]]","[[0.2998326032991807,0.20016739670081932],[0.20016739670081932,0.2998326032991807]]"
pair_216d8620d929c614,3x3,3,3,uniform,,,additive,first,0.02,0.03,0.01999999999999999,0.030000000000000054,0.010000000000000064,0.010000000000000064,0.03308083539081033,0.04035857856932205,0.1111111111111111,0.1111111111111111,0.3080654135821979,0.3080654135821979,0.0,0.0,0.0,0.0,0.0,0.0,0.07803027572030077,0.07075253254178906,0.038681410293152384,0.057011203151195684,"[0.3333333333333333,0.3333333333333333,0.3333333333333333]","[0.3333333333333333,0.3333333333333333,0.3333333333333333]","[0.3333333333333333,0.3333333333333333,0.3333333333333333]","[0.3333333333333333,0.3333333333333333,0.3333333333333333]","[[1.0,-1.0,0.0],[-1.0,1.0,0.0],[0.0,0.0,0.0]]","[[0.14419194650192144,0.07803027572030077,0.1111111111111111],[0.07803027572030077,0.14419194650192144,0.1111111111111111],[0.1111111111111111,0.1111111111111111,0.1111111111111111]]","[[0.15146968968043314,0.07075253254178906,0.1111111111111111],[0.07075253254178906,0.15146968968043314,0.1111111111111111],[0.1111111111111111,0.1111111111111111,0.1111111111111111]]"
pair_21e6672e2d20f8c6,3x3,3,3,same_skew,,,additive,first,0.001,0.003,0.0009999999999998205,0.0029999999999999454,0.002000000000000125,0.002000000000000125,0.00416212765395895,0.007417286913716722,0.07999999999999999,0.07999999999999999,0.2825539976328558,0.2825539976328558,0.0,0.0,1.3877787807814457e-17,0.0,1.3877787807814457e-17,0.0,0.009999999999999995,0.009999999999999995,0.0021740019270829456,0.006813884556484292,"[0.8,0.09999999999999998,0.09999999999999998]","[0.8,0.09999999999999998,0.09999999999999998]","[0.8,0.09999999999999998,0.09999999999999998]","[0.8,0.09999999999999998,0.09999999999999998]","[[1.0,-1.0,0.0],[-1.0,1.0,0.0],[0.0,0.0,0.0]]","[[0.6441621276539591,0.07583787234604104,0.07999999999999999],[0.07583787234604104,0.014162127653958946,0.009999999999999995],[0.07999999999999999,0.009999999999999995,0.009999999999999995]]","[[0.6474172869137168,0.07258271308628327,0.07999999999999999],[0.07258271308628327,0.017417286913716717,0.009999999999999995],[0.07999999999999999,0.009999999999999995,0.009999999999999995]]"
pair_22f20bbfbd02f157,3x3,3,3,same_skew,,,additive,first,0.02,0.022,0.019999999999999858,0.021999999999999704,0.0019999999999998457,0.0019999999999998457,0.02072520426407787,0.021841403024708557,0.07999999999999999,0.07999999999999999,0.2825539976328558,0.2825539976328558,0.0,2.220446049250313e-16,0.0,1.1102230246251565e-16,0.0,1.1102230246251565e-16,0.009999999999999995,0.009999999999999995,0.049643175784008245,0.05479858006388731,"[0.8,0.09999999999999998,0.09999999999999998]","[0.8,0.09999999999999998,0.09999999999999998]","[0.8,0.09999999999999998,0.09999999999999998]","[0.8,0.09999999999999998,0.09999999999999998]","[[1.0,-1.0,0.0],[-1.0,1.0,0.0],[0.0,0.0,0.0]]","[[0.660725204264078,0.05927479573592212,0.07999999999999999],[0.05927479573592212,0.030725204264077866,0.009999999999999995],[0.07999999999999999,0.009999999999999995,0.009999999999999995]]","[[0.6618414030247087,0.05815859697529143,0.07999999999999999],[0.05815859697529143,0.03184140302470855,0.009999999999999995],[0.07999999999999999,0.009999999999999995,0.009999999999999995]]"
pair_231968622555fd5e,3x3,3,3,different_skew,,,loglinear,first,0.0001,0.0201,9.99999999999248e-05,0.020099999999999865,0.01999999999999994,0.01999999999999994,0.02563757223304605,0.42137265582265027,,,,,0.0,0.0,3.552713678800501e-14,7.593925488436071e-14,2.7755575615628914e-17,1.3877787807814457e-17,0.022675005321161755,0.012172533368548665,0.00020149658104272507,0.0461427026936855,"[0.7,0.15000000000000002,0.15000000000000002]","[0.7,0.15000000000000002,0.15000000000000002]","[0.8,0.09999999999999998,0.09999999999999998]","[0.8,0.09999999999999998,0.09999999999999998]","[[1.0,-0.0,-1.0],[-0.0,0.0,0.0],[-1.0,0.0,1.0]]","[[0.4925625668814609,0.10433674230288396,0.10310069081569063],[0.10433674230287213,0.022675005321161755,0.022988252375956995],[0.10310069081566699,0.022988252375954327,0.023911056808352364]]","[[0.6688452862622853,0.07308923437752587,0.0580654793602647],[0.07308923437750083,0.012172533368548665,0.014738232253933298],[0.05806547936021388,0.014738232253925449,0.027196288385801976]]"
pair_23938b64c626920d,5x5,5,5,uniform,,,additive,first,0.0001,0.0201,0.00010000000000000011,0.020100000000000028,0.020000000000000028,0.020000000000000028,0.0014140662285065102,0.019617872639332134,0.04000000000000001,0.04000000000000001,0.11090354888959102,0.11090354888959102,2.220446049250313e-16,2.220446049250313e-16,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,2.7755575615628914e-17,0.0385859337714935,0.020382127360667874,0.0001999274826317318,0.037116038519094854,"[0.2,0.2,0.2,0.2,0.2]","[0.2,0.2,0.2,0.2,0.2]","[0.2,0.2,0.2,0.2,0.2]","[0.2,0.2,0.2,0.2,0.2]","[[1.0,-1.0,0.0,0.0,0.0],[-1.0,1.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0,0.0],[0.0,0.0,0.0,0.0,0.0]]","[[0.04141406622850652,0.0385859337714935,0.04000000000000001,0.04000000000000001,0.04000000000000001],[0.0385859337714935,0.04141406622850652,0.04000000000000001,0.04000000000000001,0.04000000000000001],[0.04000000000000001,0.04000000000000001,0.04000000000000001,0.04000000000000001,0.04000000000000001],[0.04000000000000001,0.04000000000000001,0.04000000000000001,0.04000000000000001,0.04000000000000001],[0.04000000000000001,0.04000000000000001,0.04000000000000001,0.04000000000000001,0.04000000000000001]]","[[0.059617872639332145,0.020382127360667874,0.04000000000000001,0.04000000000000001,0.04000000000000001],[0.020382127360667874,0.059617872639332145,0.04000000000000001,0.04000000000000001,0.04000000000000001],[0.04000000000000001,0.04000000000000001,0.04000000000000001,0.04000000000000001,0.04000000000000001],[0.04000000000000001,0.04000000000000001,0.04000000000000001,0.04000000000000001,0.04000000000000001],[0.04000000000000001,0.04000000000000001,0.04000000000000001,0.04000000000000001,0.04000000000000001]]"
pair_2443443fc61880d1,3x3,3,3,custom_extreme,0.999,0.9995,additive,first,1e-05,0.00011,9.99999999991951e-06,0.00010999999999990881,9.99999999999893e-05,9.99999999999893e-05,4.6588379433656585e-06,2.2094880638561465e-05,0.0004995000000000005,0.0002498749999999725,0.004297926045817652,0.0023228377871308452,0.0,0.0,1.0842021724855044e-19,5.421010862427522e-20,1.0842021724855044e-19,5.421010862427522e-20,2.5000000000000047e-07,6.249999999998623e-08,4.360123812028541e-05,0.0007675652187959784,"[0.999,0.0005000000000000004,0.0005000000000000004]","[0.999,0.0005000000000000004,0.0005000000000000004]","[0.9995,0.00024999999999997247,0.00024999999999997247]","[0.9995,0.00024999999999997247,0.00024999999999997247]","[[1.0,-1.0,0.0],[-1.0,1.0,0.0],[0.0,0.0,0.0]]","[[0.9980056588379433,0.0004948411620566348,0.0004995000000000005],[0.0004948411620566348,4.908837943365659e-06,2.5000000000000047e-07],[0.0004995000000000005,2.5000000000000047e-07,2.5000000000000047e-07]]","[[0.9990223448806387,0.00022778011936141105,0.0002498749999999725],[0.00022778011936141105,2.215738063856145e-05,6.249999999998623e-08],[0.0002498749999999725,6.249999999998623e-08,6.249999999998623e-08]]"
pair_24734b5159c09297,3x3,3,3,custom_extreme,0.999,0.9995,additive,first,1e-05,1e-05,9.99999999991951e-06,9.999999999984954e-06,6.544345957076175e-17,6.544345957076175e-17,4.6588379433656585e-06,3.2639915279110118e-06,0.0004995000000000005,0.0002498749999999725,0.004297926045817652,0.0023228377871308452,0.0,0.0,1.0842021724855044e-19,5.421010862427522e-20,1.0842021724855044e-19,5.421010862427522e-20,2.5000000000000047e-07,6.249999999998623e-08,4.360123812028541e-05,5.2632786229640956e-05,"[0.999,0.0005000000000000004,0.0005000000000000004]","[0.999,0.0005000000000000004,0.0005000000000000004]","[0.9995,0.00024999999999997247,0.00024999999999997247]","[0.9995,0.00024999999999997247,0.00024999999999997247]","[[1.0,-1.0,0.0],[-1.0,1.0,0.0],[0.0,0.0,0.0]]","[[0.9980056588379433,0.0004948411620566348,0.0004995000000000005],[0.0004948411620566348,4.908837943365659e-06,2.5000000000000047e-07],[0.0004995000000000005,2.5000000000000047e-07,2.5000000000000047e-07]]","[[0.9990035139915281,0.00024661100847206147,0.0002498749999999725],[0.00024661100847206147,3.326491527910998e-06,6.249999999998623e-08],[0.0002498749999999725,6.249999999998623e-08,6.249999999998623e-08]]"
