name,source_replicate,r,c,n,skewness,table_json,nonempty_table_json,g_statistic,saddle_p,saddle_route,support_count,support_count_status,chi2_nominal_p,chi2_nominal_df,chi2_dynamic_p,chi2_dynamic_df,jidt_p,jidt_shuffles,jidt_exceedance_count_approx,jidt_ci_low_95,jidt_ci_high_95,jidt_time_s,jidt_g_statistic,jidt_g_abs_diff,saddle_inside_jidt_ci,chi2_nominal_inside_jidt_ci,chi2_dynamic_inside_jidt_ci
8x3_N50_strong,570,8,3,50,strong,"[[43,2,4],[0,0,0],[0,0,0],[0,0,0],[0,1,0],[0,0,0],[0,0,0],[0,0,0]]","[[43,2,4],[0,1,0]]",5.984826318204323,0.06000000000000024,exact,3.0,exact,0.9668724632799393,14,0.050166231440572175,2,0.06075,100000,6075,0.0592862935820997,0.062247452337304505,0.08365325001068413,5.984826318204324,8.881784197001252e-16,True,False,False
6x3_N50_strong,634,6,3,50,strong,"[[42,1,3],[0,0,0],[0,0,0],[0,0,0],[3,1,0],[0,0,0]]","[[42,1,3],[3,1,0]]",3.060646043101783,0.16819366044289896,exact,11.0,exact,0.9799605850077708,10,0.2164657329246932,2,0.16995,100000,16995,0.16763480729032643,0.17229054920528963,0.06987891701282933,3.0606460431017632,1.9539925233402755e-14,True,False,False
8x3_N50_mild,223,8,3,50,mild,"[[35,5,1],[2,0,1],[0,0,0],[0,0,0],[3,0,0],[1,0,0],[1,0,1],[0,0,0]]","[[35,5,1],[2,0,1],[3,0,0],[1,0,0],[1,0,1]]",8.416159977500076,0.18354167322355253,saddlepoint,,>1000,0.8665386849250966,14,0.3939089637911583,8,0.19895,100000,19895,0.1964872988949151,0.20143582964017118,0.06457454100018367,8.416159977500076,0.0,False,False,False
2x2_N50_strong,655,2,2,50,strong,"[[38,2],[10,0]]","[[38,2],[10,0]]",0.9131953057474953,1.0,exact,3.0,exact,0.3392680291803683,1,0.3392680291803683,1,1.0,100000,100000,0.9999615868874169,1.0,0.05140325002139434,0.9131953057474953,0.0,True,False,False
3x3_N50_strong,260,3,3,50,strong,"[[44,3,0],[2,1,0],[0,0,0]]","[[44,3],[2,1]]",1.7443391231600023,0.22551020408163314,exact,4.0,exact,0.7826484908867093,4,0.18658996901055772,1,0.22574,100000,22574,0.2231593943893135,0.22834167597120056,0.04796687501948327,1.7443391231600027,4.440892098500626e-16,True,False,False
