configuration,family,split,seen_in_router_pilot,total_n,total_strata,informative_strata,lyapunov_ratio,max_variance_share,skewness,reference,exact_state_count,exact_state_upper_bound,exact_transition_upper_bound,router_route,moments_seconds,complexity_seconds,exact_seconds,cgf_build_seconds,cgf_components,cgf_unique_components,saddlepoint_pvalue_seconds,router_seconds,permutation_seconds,runtime_speedup_vs_permutation,saddlepoint_quantile_p_mae,saddlepoint_tail_quantile_p_mae,saddlepoint_quantile_max_error,saddlepoint_quantile_monotonicity_violations,saddlepoint_quantile_evaluations,saddlepoint_quantile_fallbacks,saddlepoint_quantile_numerical_failures,saddlepoint_quantile_guardrail_reasons,alpha,reference_fpr,saddlepoint_threshold,saddlepoint_threshold_evaluations,saddlepoint_threshold_guardrails,saddlepoint_threshold_numerical_failures,normal_fpr,normal_fpr_error_vs_reference,normal_size_distortion,edgeworth_fpr,edgeworth_fpr_error_vs_reference,edgeworth_size_distortion,cornish_fisher_fpr,cornish_fisher_fpr_error_vs_reference,cornish_fisher_size_distortion,saddlepoint_fpr,saddlepoint_fpr_error_vs_reference,saddlepoint_size_distortion,router_fpr,router_fpr_error_vs_reference,router_size_distortion,chi2_nominal_fpr,chi2_nominal_fpr_error_vs_reference,chi2_nominal_size_distortion,chi2_informative_fpr,chi2_informative_fpr_error_vs_reference,chi2_informative_size_distortion
homogeneous_k5_n5_x_skew,homogeneous,development,False,25,5,5,0.47469288317114383,0.19999999999999998,0.18257418583505508,exact_convolution,6.0,6,30,exact_convolution,0.00010916602332144976,1.3708020560443401e-05,2.26249685510993e-05,9.1583002358675e-05,5,1,0.0003675500047393143,0.00014549901243299246,0.007002374972216785,48.1266151235331,0.07795555949946283,0.023800721738105733,0.17517942700650813,0,6,3,0,"{""exact_lower_endpoint"": 1, ""exact_upper_endpoint"": 1, ""near_mean_edgeworth"": 1}",0.01,0.0,,1,1,0,0.010239999999999999,0.010239999999999999,0.0002399999999999989,0.010239999999999999,0.010239999999999999,0.0002399999999999989,0.010239999999999999,0.010239999999999999,0.0002399999999999989,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.01
homogeneous_k5_n5_x_skew,homogeneous,development,False,25,5,5,0.47469288317114383,0.19999999999999998,0.18257418583505508,exact_convolution,6.0,6,30,exact_convolution,0.00010916602332144976,1.3708020560443401e-05,2.26249685510993e-05,9.1583002358675e-05,5,1,0.0003675500047393143,0.00014549901243299246,0.007002374972216785,48.1266151235331,0.07795555949946283,0.023800721738105733,0.17517942700650813,0,6,3,0,"{""exact_lower_endpoint"": 1, ""exact_upper_endpoint"": 1, ""near_mean_edgeworth"": 1}",0.001,0.0,,1,1,0,0.0,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.001
homogeneous_k5_n5_both_skew,homogeneous,development,False,25,5,5,0.7602631123499286,0.2,0.6708203932499371,exact_convolution,6.0,6,30,exact_convolution,9.850005153566599e-05,1.4416989870369434e-05,2.3209024220705032e-05,8.783303201198578e-05,5,1,0.0003578542033210397,0.00013612606562674046,0.008154166047461331,59.90157733508707,0.07493481815440567,0.018560101651228147,0.216923102903668,0,5,2,0,"{""exact_lower_endpoint"": 1, ""near_mean_edgeworth"": 1}",0.1,0.05792,16.022758863008,4,2,0,0.05792,0.0,0.042080000000000006,0.05792,0.0,0.042080000000000006,0.05792,0.0,0.042080000000000006,0.05792,0.0,0.042080000000000006,0.05792,0.0,0.042080000000000006,0.26271999999999995,0.20479999999999995,0.16271999999999995,0.26271999999999995,0.20479999999999995,0.16271999999999995
homogeneous_k5_n5_both_skew,homogeneous,development,False,25,5,5,0.7602631123499286,0.2,0.6708203932499371,exact_convolution,6.0,6,30,exact_convolution,9.850005153566599e-05,1.4416989870369434e-05,2.3209024220705032e-05,8.783303201198578e-05,5,1,0.0003578542033210397,0.00013612606562674046,0.008154166047461331,59.90157733508707,0.07493481815440567,0.018560101651228147,0.216923102903668,0,5,2,0,"{""exact_lower_endpoint"": 1, ""near_mean_edgeworth"": 1}",0.05,0.00672,16.022758863008,4,2,0,0.05792,0.051199999999999996,0.007919999999999996,0.05792,0.051199999999999996,0.007919999999999996,0.05792,0.051199999999999996,0.007919999999999996,0.05792,0.051199999999999996,0.007919999999999996,0.00672,0.0,0.04328,0.26271999999999995,0.25599999999999995,0.21271999999999996,0.26271999999999995,0.25599999999999995,0.21271999999999996
homogeneous_k5_n5_both_skew,homogeneous,development,False,25,5,5,0.7602631123499286,0.2,0.6708203932499371,exact_convolution,6.0,6,30,exact_convolution,9.850005153566599e-05,1.4416989870369434e-05,2.3209024220705032e-05,8.783303201198578e-05,5,1,0.0003578542033210397,0.00013612606562674046,0.008154166047461331,59.90157733508707,0.07493481815440567,0.018560101651228147,0.216923102903668,0,5,2,0,"{""exact_lower_endpoint"": 1, ""near_mean_edgeworth"": 1}",0.01,0.00672,20.521440019959,5,2,0,0.00672,0.0,0.00328,0.00672,0.0,0.00328,0.00672,0.0,0.00328,0.00672,0.0,0.00328,0.00672,0.0,0.00328,0.05792,0.051199999999999996,0.04792,0.05792,0.051199999999999996,0.04792
homogeneous_k5_n5_both_skew,homogeneous,development,False,25,5,5,0.7602631123499286,0.2,0.6708203932499371,exact_convolution,6.0,6,30,exact_convolution,9.850005153566599e-05,1.4416989870369434e-05,2.3209024220705032e-05,8.783303201198578e-05,5,1,0.0003578542033210397,0.00013612606562674046,0.008154166047461331,59.90157733508707,0.07493481815440567,0.018560101651228147,0.216923102903668,0,5,2,0,"{""exact_lower_endpoint"": 1, ""near_mean_edgeworth"": 1}",0.001,0.00031999999999999997,25.02012117691,5,2,0,0.00672,0.0064,0.00572,0.00031999999999999997,0.0,0.00068,0.00031999999999999997,0.0,0.00068,0.00031999999999999997,0.0,0.00068,0.00031999999999999997,0.0,0.00068,0.00672,0.0064,0.00572,0.00672,0.0064,0.00572
homogeneous_k5_n10_balanced,homogeneous,heldout,True,50,5,5,1.6015776340159165,0.2,1.5393106780576904,exact_convolution,21.0,21,105,exact_convolution,0.00011045800056308508,2.4333014152944088e-05,5.283299833536148e-05,0.00014825002290308475,5,1,0.00037140840431675314,0.00018762401305139065,0.007377792033366859,39.32221634842692,0.0416454360295042,0.006990662538120063,0.23552103202652802,0,9,1,0,"{""exact_lower_endpoint"": 1}",0.1,0.09471541899883468,12.370105963333,6,2,0,0.09471541899883468,0.0,0.005284581001165328,0.09471541899883468,0.0,0.005284581001165328,0.09471541899883468,0.0,0.005284581001165328,0.09471541899883468,0.0,0.005284581001165328,0.09471541899883468,0.0,0.005284581001165328,0.09471541899883468,0.0,0.005284581001165328,0.09471541899883468,0.0,0.005284581001165328
homogeneous_k5_n10_balanced,homogeneous,heldout,True,50,5,5,1.6015776340159165,0.2,1.5393106780576904,exact_convolution,21.0,21,105,exact_convolution,0.00011045800056308508,2.4333014152944088e-05,5.283299833536148e-05,0.00014825002290308475,5,1,0.00037140840431675314,0.00018762401305139065,0.007377792033366859,39.32221634842692,0.0416454360295042,0.006990662538120063,0.23552103202652802,0,9,1,0,"{""exact_lower_endpoint"": 1}",0.05,0.04551517003138004,15.473784695255,7,2,0,0.04551517003138004,0.0,0.004484829968619965,0.04551517003138004,0.0,0.004484829968619965,0.04551517003138003,6.938893903907228e-18,0.004484829968619972,0.04551517003138003,6.938893903907228e-18,0.004484829968619972,0.04551517003138004,0.0,0.004484829968619965,0.09471541899883468,0.04920024896745464,0.044715418998834675,0.09471541899883468,0.04920024896745464,0.044715418998834675
homogeneous_k5_n10_balanced,homogeneous,heldout,True,50,5,5,1.6015776340159165,0.2,1.5393106780576904,exact_convolution,21.0,21,105,exact_convolution,0.00011045800056308508,2.4333014152944088e-05,5.283299833536148e-05,0.00014825002290308475,5,1,0.00037140840431675314,0.00018762401305139065,0.007377792033366859,39.32221634842692,0.0416454360295042,0.006990662538120063,0.23552103202652802,0,9,1,0,"{""exact_lower_endpoint"": 1}",0.01,0.007876979571277235,22.378154434097,6,2,0,0.04551517003138004,0.037638190460102805,0.035515170031380036,0.02362105924086272,0.015744079669585485,0.013621059240862718,0.0075694780152306415,0.0003075015560465933,0.0024305219847693587,0.0075694780152306415,0.0003075015560465933,0.0024305219847693587,0.007876979571277235,0.0,0.0021230204287227654,0.04551517003138004,0.037638190460102805,0.035515170031380036,0.04551517003138004,0.037638190460102805,0.035515170031380036
homogeneous_k5_n10_balanced,homogeneous,heldout,True,50,5,5,1.6015776340159165,0.2,1.5393106780576904,exact_convolution,21.0,21,105,exact_convolution,0.00011045800056308508,2.4333014152944088e-05,5.283299833536148e-05,0.00014825002290308475,5,1,0.00037140840431675314,0.00018762401305139065,0.007377792033366859,39.32221634842692,0.0416454360295042,0.006990662538120063,0.23552103202652802,0,9,1,0,"{""exact_lower_endpoint"": 1}",0.001,0.0006814431597869931,28.93401803544,7,2,0,0.02362105924086272,0.022939616081075725,0.022621059240862718,0.007569478015230643,0.00688803485544365,0.006569478015230643,0.0006814431597869931,0.0,0.0003185568402130069,0.0006814431597869931,0.0,0.0003185568402130069,0.0006814431597869931,0.0,0.0003185568402130069,0.007569478015230643,0.00688803485544365,0.006569478015230643,0.007569478015230643,0.00688803485544365,0.006569478015230643
