configuration,family,split,seen_in_router_pilot,total_n,total_strata,informative_strata,lyapunov_ratio,max_variance_share,skewness,reference,exact_state_count,exact_state_upper_bound,exact_transition_upper_bound,router_route,moments_seconds,complexity_seconds,exact_seconds,cgf_build_seconds,cgf_components,cgf_unique_components,saddlepoint_pvalue_seconds,router_seconds,permutation_seconds,runtime_speedup_vs_permutation,saddlepoint_quantile_p_mae,saddlepoint_tail_quantile_p_mae,saddlepoint_quantile_max_error,saddlepoint_quantile_monotonicity_violations,saddlepoint_quantile_evaluations,saddlepoint_quantile_fallbacks,saddlepoint_quantile_numerical_failures,saddlepoint_quantile_guardrail_reasons,alpha,reference_fpr,saddlepoint_threshold,saddlepoint_threshold_evaluations,saddlepoint_threshold_guardrails,saddlepoint_threshold_numerical_failures,normal_fpr,normal_fpr_error_vs_reference,normal_size_distortion,edgeworth_fpr,edgeworth_fpr_error_vs_reference,edgeworth_size_distortion,cornish_fisher_fpr,cornish_fisher_fpr_error_vs_reference,cornish_fisher_size_distortion,saddlepoint_fpr,saddlepoint_fpr_error_vs_reference,saddlepoint_size_distortion,router_fpr,router_fpr_error_vs_reference,router_size_distortion,chi2_nominal_fpr,chi2_nominal_fpr_error_vs_reference,chi2_nominal_size_distortion,chi2_informative_fpr,chi2_informative_fpr_error_vs_reference,chi2_informative_size_distortion
homogeneous_k10_n5_x_skew,homogeneous,heldout,False,50,10,10,0.3356585566713094,0.09999999999999999,0.12909944487358038,exact_convolution,11.0,11,110,exact_convolution,5.991698708385229e-05,2.887495793402195e-05,6.333296187222004e-05,0.00011870893649756908,10,1,0.00033560419688001276,0.00015212490689009428,0.013398082926869392,88.07290798573247,0.04985779001101282,0.011017361194329403,0.12630326955597115,0,10,2,0,"{""exact_lower_endpoint"": 1, ""near_mean_edgeworth"": 1}",0.1,0.05476188159999999,19.174866268833,5,2,0,0.16623861759999997,0.11147673599999998,0.06623861759999997,0.05476188159999999,0.0,0.04523811840000001,0.05476188159999999,0.0,0.04523811840000001,0.05476188159999999,0.0,0.04523811840000001,0.05476188159999999,0.0,0.04523811840000001,0.6177193984,0.5629575168000001,0.5177193984,0.6177193984,0.5629575168000001,0.5177193984
homogeneous_k10_n5_x_skew,homogeneous,heldout,False,50,10,10,0.3356585566713094,0.09999999999999999,0.12909944487358038,exact_convolution,11.0,11,110,exact_convolution,5.991698708385229e-05,2.887495793402195e-05,6.333296187222004e-05,0.00011870893649756908,10,1,0.00033560419688001276,0.00015212490689009428,0.013398082926869392,88.07290798573247,0.04985779001101282,0.011017361194329403,0.12630326955597115,0,10,2,0,"{""exact_lower_endpoint"": 1, ""near_mean_edgeworth"": 1}",0.05,0.012294553599999997,19.174866268833,5,2,0,0.05476188159999999,0.042467328,0.00476188159999999,0.05476188159999999,0.042467328,0.00476188159999999,0.05476188159999999,0.042467328,0.00476188159999999,0.05476188159999999,0.042467328,0.00476188159999999,0.012294553599999997,0.0,0.03770544640000001,0.05476188159999999,0.042467328,0.00476188159999999,0.05476188159999999,0.042467328,0.00476188159999999
homogeneous_k10_n5_x_skew,homogeneous,heldout,False,50,10,10,0.3356585566713094,0.09999999999999999,0.12909944487358038,exact_convolution,11.0,11,110,exact_convolution,5.991698708385229e-05,2.887495793402195e-05,6.333296187222004e-05,0.00011870893649756908,10,1,0.00033560419688001276,0.00015212490689009428,0.013398082926869392,88.07290798573247,0.04985779001101282,0.011017361194329403,0.12630326955597115,0,10,2,0,"{""exact_lower_endpoint"": 1, ""near_mean_edgeworth"": 1}",0.01,0.0016777215999999998,20.221362556362,5,2,0,0.012294553599999997,0.010616831999999998,0.002294553599999997,0.012294553599999997,0.010616831999999998,0.002294553599999997,0.012294553599999997,0.010616831999999998,0.002294553599999997,0.012294553599999997,0.010616831999999998,0.002294553599999997,0.0016777215999999998,0.0,0.0083222784,0.0,0.0016777215999999998,0.01,0.0,0.0016777215999999998,0.01
homogeneous_k10_n5_x_skew,homogeneous,heldout,False,50,10,10,0.3356585566713094,0.09999999999999999,0.12909944487358038,exact_convolution,11.0,11,110,exact_convolution,5.991698708385229e-05,2.887495793402195e-05,6.333296187222004e-05,0.00011870893649756908,10,1,0.00033560419688001276,0.00015212490689009428,0.013398082926869392,88.07290798573247,0.04985779001101282,0.011017361194329403,0.12630326955597115,0,10,2,0,"{""exact_lower_endpoint"": 1, ""near_mean_edgeworth"": 1}",0.001,0.00010485759999999998,21.267858843891,6,2,0,0.0016777215999999998,0.0015728639999999998,0.0006777215999999998,0.00010485759999999998,0.0,0.0008951424000000001,0.00010485759999999998,0.0,0.0008951424000000001,0.0016777215999999998,0.0015728639999999998,0.0006777215999999998,0.00010485759999999998,0.0,0.0008951424000000001,0.0,0.00010485759999999998,0.001,0.0,0.00010485759999999998,0.001
homogeneous_k10_n5_both_skew,homogeneous,heldout,False,50,10,10,0.5375872022286245,0.1,0.474341649025257,exact_convolution,11.0,11,110,exact_convolution,0.00010745797771960497,2.4165958166122437e-05,5.41249755769968e-05,0.00015366694424301386,10,1,0.0002819624962285161,0.0001857489114627242,0.014057999942451715,75.682811983923,0.06621009296615343,0.00986699717243268,0.155729518125038,0,7,2,0,"{""exact_lower_endpoint"": 1, ""near_mean_edgeworth"": 1}",0.1,0.0327934976,23.048155412114,6,3,0,0.12087388159999998,0.08808038399999998,0.020873881599999977,0.12087388159999998,0.08808038399999998,0.020873881599999977,0.12087388159999998,0.08808038399999998,0.020873881599999977,0.12087388159999998,0.08808038399999998,0.020873881599999977,0.0327934976,0.0,0.0672065024,0.3222004736,0.289406976,0.22220047359999998,0.3222004736,0.289406976,0.22220047359999998
homogeneous_k10_n5_both_skew,homogeneous,heldout,False,50,10,10,0.5375872022286245,0.1,0.474341649025257,exact_convolution,11.0,11,110,exact_convolution,0.00010745797771960497,2.4165958166122437e-05,5.41249755769968e-05,0.00015366694424301386,10,1,0.0002819624962285161,0.0001857489114627242,0.014057999942451715,75.682811983923,0.06621009296615343,0.00986699717243268,0.155729518125038,0,7,2,0,"{""exact_lower_endpoint"": 1, ""near_mean_edgeworth"": 1}",0.05,0.0327934976,27.546836569065,6,3,0,0.0327934976,0.0,0.017206502400000004,0.0327934976,0.0,0.017206502400000004,0.0327934976,0.0,0.017206502400000004,0.0327934976,0.0,0.017206502400000004,0.0327934976,0.0,0.017206502400000004,0.3222004736,0.289406976,0.2722004736,0.3222004736,0.289406976,0.2722004736
homogeneous_k10_n5_both_skew,homogeneous,heldout,False,50,10,10,0.5375872022286245,0.1,0.474341649025257,exact_convolution,11.0,11,110,exact_convolution,0.00010745797771960497,2.4165958166122437e-05,5.41249755769968e-05,0.00015366694424301386,10,1,0.0002819624962285161,0.0001857489114627242,0.014057999942451715,75.682811983923,0.06621009296615343,0.00986699717243268,0.155729518125038,0,7,2,0,"{""exact_lower_endpoint"": 1, ""near_mean_edgeworth"": 1}",0.01,0.0063693824,32.045517726016,5,2,0,0.0327934976,0.0264241152,0.022793497599999997,0.0063693824,0.0,0.0036306176000000003,0.006369382400000001,8.673617379884035e-19,0.0036306175999999994,0.006369382400000001,8.673617379884035e-19,0.0036306175999999994,0.0063693824,0.0,0.0036306176000000003,0.0327934976,0.0264241152,0.022793497599999997,0.0327934976,0.0264241152,0.022793497599999997
homogeneous_k10_n5_both_skew,homogeneous,heldout,False,50,10,10,0.5375872022286245,0.1,0.474341649025257,exact_convolution,11.0,11,110,exact_convolution,0.00010745797771960497,2.4165958166122437e-05,5.41249755769968e-05,0.00015366694424301386,10,1,0.0002819624962285161,0.0001857489114627242,0.014057999942451715,75.682811983923,0.06621009296615343,0.00986699717243268,0.155729518125038,0,7,2,0,"{""exact_lower_endpoint"": 1, ""near_mean_edgeworth"": 1}",0.001,0.0008643584,36.544198882967,5,2,0,0.0063693824,0.005505024,0.0053693824,0.0008643584,0.0,0.00013564160000000003,0.0008643584,0.0,0.00013564160000000003,0.0008643584,0.0,0.00013564160000000003,0.0008643584,0.0,0.00013564160000000003,0.0063693824,0.005505024,0.0053693824,0.0063693824,0.005505024,0.0053693824
homogeneous_k10_n10_balanced,homogeneous,development,False,100,10,10,1.132486405609361,0.1,1.0884570188074554,exact_convolution,66.0,66,660,exact_convolution,6.0999998822808266e-05,3.975001163780689e-05,0.00022141600493341684,0.00016829196829348803,10,1,0.0003752083051949739,0.000322166015394032,0.014593124971725047,45.29690989869498,0.037495627416075,0.008004186144897481,0.1511948983130117,0,13,1,0,"{""exact_lower_endpoint"": 1}",0.1,0.09695658486268488,20.939520919746,8,2,0,0.09695658486268488,0.0,0.0030434151373151253,0.09695658486268488,0.0,0.0030434151373151253,0.0969565848626849,1.3877787807814457e-17,0.0030434151373151114,0.0969565848626849,1.3877787807814457e-17,0.0030434151373151114,0.09695658486268488,0.0,0.0030434151373151253,0.18820595379661498,0.0912493689339301,0.08820595379661497,0.18820595379661498,0.0912493689339301,0.08820595379661497
homogeneous_k10_n10_balanced,homogeneous,development,False,100,10,10,1.132486405609361,0.1,1.0884570188074554,exact_convolution,66.0,66,660,exact_convolution,6.0999998822808266e-05,3.975001163780689e-05,0.00022141600493341684,0.00016829196829348803,10,1,0.0003752083051949739,0.000322166015394032,0.014593124971725047,45.29690989869498,0.037495627416075,0.008004186144897481,0.1511948983130117,0,13,1,0,"{""exact_lower_endpoint"": 1}",0.05,0.02793859868260702,24.391705789167,8,2,0,0.07464774084488195,0.046709142162274925,0.024647740844881944,0.05024744270040997,0.022308844017802948,0.00024744270040996663,0.050247442700409976,0.022308844017802955,0.00024744270040997357,0.050247442700409976,0.022308844017802955,0.00024744270040997357,0.02793859868260702,0.0,0.02206140131739298,0.09695658486268488,0.06901798618007786,0.04695658486268488,0.09695658486268488,0.06901798618007786,0.04695658486268488
homogeneous_k10_n10_balanced,homogeneous,development,False,100,10,10,1.132486405609361,0.1,1.0884570188074554,exact_convolution,66.0,66,660,exact_convolution,6.0999998822808266e-05,3.975001163780689e-05,0.00022141600493341684,0.00016829196829348803,10,1,0.0003752083051949739,0.000322166015394032,0.014593124971725047,45.29690989869498,0.037495627416075,0.008004186144897481,0.1511948983130117,0,13,1,0,"{""exact_lower_endpoint"": 1}",0.01,0.009841710892123639,30.94756939051,8,2,0,0.022855203235842027,0.013013492343718389,0.012855203235842027,0.009115511542585782,0.0007261993495378573,0.0008844884574142186,0.009115511542585783,0.0007261993495378555,0.0008844884574142169,0.009115511542585783,0.0007261993495378555,0.0008844884574142169,0.009841710892123639,0.0,0.00015828910787636132,0.05024744270040997,0.04040573180828633,0.04024744270040997,0.05024744270040997,0.04040573180828633,0.04024744270040997
homogeneous_k10_n10_balanced,homogeneous,development,False,100,10,10,1.132486405609361,0.1,1.0884570188074554,exact_convolution,66.0,66,660,exact_convolution,6.0999998822808266e-05,3.975001163780689e-05,0.00022141600493341684,0.00016829196829348803,10,1,0.0003752083051949739,0.000322166015394032,0.014593124971725047,45.29690989869498,0.037495627416075,0.008004186144897481,0.1511948983130117,0,13,1,0,"{""exact_lower_endpoint"": 1}",0.001,0.0008242333474784932,38.200445266851,8,2,0,0.009115511542585782,0.008291278195107289,0.00811551154258578,0.0037211938443161554,0.0028969604968376622,0.0027211938443161554,0.0008242333474784932,0.0,0.00017576665252150682,0.0008242333474784932,0.0,0.00017576665252150682,0.0008242333474784932,0.0,0.00017576665252150682,0.009115511542585782,0.008291278195107289,0.00811551154258578,0.009115511542585782,0.008291278195107289,0.00811551154258578
homogeneous_k10_n10_x_skew,homogeneous,heldout,False,100,10,0,0.0,0.0,0.0,exact_convolution,1.0,1,0,exact_convolution,6.091594696044922e-05,2.1249987185001373e-05,2.516701351851225e-05,0.0001897079637274146,10,1,1.095794141292572e-06,0.00010733294766396284,0.014036040985956788,130.7710380777086,0.0,0.0,0.0,0,1,1,0,"{""exact_lower_endpoint"": 1}",0.1,0.0,,1,1,0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.1
homogeneous_k10_n10_x_skew,homogeneous,heldout,False,100,10,0,0.0,0.0,0.0,exact_convolution,1.0,1,0,exact_convolution,6.091594696044922e-05,2.1249987185001373e-05,2.516701351851225e-05,0.0001897079637274146,10,1,1.095794141292572e-06,0.00010733294766396284,0.014036040985956788,130.7710380777086,0.0,0.0,0.0,0,1,1,0,"{""exact_lower_endpoint"": 1}",0.05,0.0,,1,1,0,0.0,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.05
homogeneous_k10_n10_x_skew,homogeneous,heldout,False,100,10,0,0.0,0.0,0.0,exact_convolution,1.0,1,0,exact_convolution,6.091594696044922e-05,2.1249987185001373e-05,2.516701351851225e-05,0.0001897079637274146,10,1,1.095794141292572e-06,0.00010733294766396284,0.014036040985956788,130.7710380777086,0.0,0.0,0.0,0,1,1,0,"{""exact_lower_endpoint"": 1}",0.01,0.0,,1,1,0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.01
homogeneous_k10_n10_x_skew,homogeneous,heldout,False,100,10,0,0.0,0.0,0.0,exact_convolution,1.0,1,0,exact_convolution,6.091594696044922e-05,2.1249987185001373e-05,2.516701351851225e-05,0.0001897079637274146,10,1,1.095794141292572e-06,0.00010733294766396284,0.014036040985956788,130.7710380777086,0.0,0.0,0.0,0,1,1,0,"{""exact_lower_endpoint"": 1}",0.001,0.0,,1,1,0,0.0,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.001
homogeneous_k10_n10_both_skew,homogeneous,heldout,False,100,10,10,0.864355893779357,0.09999999999999999,0.8432740427115676,exact_convolution,11.0,11,110,exact_convolution,5.904096178710461e-05,2.62079993262887e-05,5.570799112319946e-05,0.000134957954287529,10,1,0.0003143625101074576,0.00014095695223659277,0.014038459048606455,99.59394571076741,0.06067675360016526,0.014565121804926313,0.20739117150021402,0,6,2,0,"{""exact_lower_endpoint"": 1, ""near_mean_edgeworth"": 1}",0.1,0.0701908264,21.063750602065,5,2,0,0.0701908264,0.0,0.029809173600000002,0.0701908264,0.0,0.029809173600000002,0.07019082639999999,1.3877787807814457e-17,0.029809173600000016,0.07019082639999999,1.3877787807814457e-17,0.029809173600000016,0.0701908264,0.0,0.029809173600000002,0.0701908264,0.0,0.029809173600000002,0.0701908264,0.0,0.029809173600000002
homogeneous_k10_n10_both_skew,homogeneous,heldout,False,100,10,10,0.864355893779357,0.09999999999999999,0.8432740427115676,exact_convolution,11.0,11,110,exact_convolution,5.904096178710461e-05,2.62079993262887e-05,5.570799112319946e-05,0.000134957954287529,10,1,0.0003143625101074576,0.00014095695223659277,0.014038459048606455,99.59394571076741,0.06067675360016526,0.014565121804926313,0.20739117150021402,0,6,2,0,"{""exact_lower_endpoint"": 1, ""near_mean_edgeworth"": 1}",0.05,0.0127951984,21.063750602065,5,2,0,0.0701908264,0.057395628000000004,0.0201908264,0.0701908264,0.057395628000000004,0.0201908264,0.07019082639999999,0.05739562799999999,0.020190826399999987,0.07019082639999999,0.05739562799999999,0.020190826399999987,0.0127951984,0.0,0.037204801600000004,0.0701908264,0.057395628000000004,0.0201908264,0.0701908264,0.057395628000000004,0.0201908264
homogeneous_k10_n10_both_skew,homogeneous,heldout,False,100,10,10,0.864355893779357,0.09999999999999999,0.8432740427115676,exact_convolution,11.0,11,110,exact_convolution,5.904096178710461e-05,2.62079993262887e-05,5.570799112319946e-05,0.000134957954287529,10,1,0.0003143625101074576,0.00014095695223659277,0.014038459048606455,99.59394571076741,0.06067675360016526,0.014565121804926313,0.20739117150021402,0,6,2,0,"{""exact_lower_endpoint"": 1, ""near_mean_edgeworth"": 1}",0.01,0.0016349374,27.34272832724,6,2,0,0.0127951984,0.011160261000000001,0.0027951984000000006,0.0127951984,0.011160261000000001,0.0027951984000000006,0.012795198399999999,0.011160261,0.002795198399999999,0.012795198399999999,0.011160261,0.002795198399999999,0.0016349374,0.0,0.0083650626,0.0127951984,0.011160261000000001,0.0027951984000000006,0.0127951984,0.011160261000000001,0.0027951984000000006
homogeneous_k10_n10_both_skew,homogeneous,heldout,False,100,10,10,0.864355893779357,0.09999999999999999,0.8432740427115676,exact_convolution,11.0,11,110,exact_convolution,5.904096178710461e-05,2.62079993262887e-05,5.570799112319946e-05,0.000134957954287529,10,1,0.0003143625101074576,0.00014095695223659277,0.014038459048606455,99.59394571076741,0.06067675360016526,0.014565121804926313,0.20739117150021402,0,6,2,0,"{""exact_lower_endpoint"": 1, ""near_mean_edgeworth"": 1}",0.001,0.00014690259999999998,33.621706052415,6,2,0,0.0127951984,0.0126482958,0.011795198400000002,0.0016349374,0.0014880348000000001,0.0006349374,0.00014690259999999998,0.0,0.0008530974000000001,0.0016349374,0.0014880348000000001,0.0006349374,0.00014690259999999998,0.0,0.0008530974000000001,0.0016349374,0.0014880348000000001,0.0006349374,0.0016349374,0.0014880348000000001,0.0006349374
homogeneous_k10_n20_balanced,homogeneous,development,False,200,10,10,0.9918775969155685,0.09999999999999999,0.9145613231202826,exact_convolution,3003.0,3003,30030,exact_convolution,5.4416945204138756e-05,5.025009158998728e-05,0.008241542032919824,0.0001736249541863799,10,1,0.00046050840755924584,0.00834620906971395,0.014830625033937395,1.7769294909893367,0.010676768680979698,0.0020441075360130272,0.03356934814861201,0,64,0,0,{},0.1,0.08732985449340072,17.444469757296,14,2,0,0.10959017807151131,0.022260323578110586,0.009590178071511302,0.08721484524886644,0.00011500924453428096,0.012785154751133565,0.08732985449340071,1.3877787807814457e-17,0.012670145506599298,0.10231418829448365,0.014984333801082925,0.0023141882944836406,0.08732985449340072,0.0,0.012670145506599284,0.13640813341740823,0.04907827892400751,0.03640813341740823,0.13640813341740823,0.04907827892400751,0.03640813341740823
homogeneous_k10_n20_balanced,homogeneous,development,False,200,10,10,0.9918775969155685,0.09999999999999999,0.9145613231202826,exact_convolution,3003.0,3003,30030,exact_convolution,5.4416945204138756e-05,5.025009158998728e-05,0.008241542032919824,0.0001736249541863799,10,1,0.00046050840755924584,0.00834620906971395,0.014830625033937395,1.7769294909893367,0.010676768680979698,0.0020441075360130272,0.03356934814861201,0,64,0,0,{},0.05,0.04516144674970562,19.93036435547,14,2,0,0.0682544452584352,0.023092998508729583,0.018254445258435198,0.0434355047121498,0.0017259420375558207,0.0065644952878502055,0.04516144674970563,1.3877787807814457e-17,0.004838553250294371,0.05240758525620273,0.007246138506497114,0.0024075852562027295,0.04516144674970562,0.0,0.004838553250294385,0.08262594169106188,0.037464494941356265,0.03262594169106188,0.08262594169106188,0.037464494941356265,0.03262594169106188
homogeneous_k10_n20_balanced,homogeneous,development,False,200,10,10,0.9918775969155685,0.09999999999999999,0.9145613231202826,exact_convolution,3003.0,3003,30030,exact_convolution,5.4416945204138756e-05,5.025009158998728e-05,0.008241542032919824,0.0001736249541863799,10,1,0.00046050840755924584,0.00834620906971395,0.014830625033937395,1.7769294909893367,0.010676768680979698,0.0020441075360130272,0.03356934814861201,0,64,0,0,{},0.01,0.00964712738710696,25.293525982346,13,2,0,0.025457927505340483,0.015810800118233524,0.015457927505340483,0.011757196993555678,0.0021100696064487185,0.0017571969935556778,0.008995293604155633,0.0006518337829513263,0.001004706395844367,0.009647127387106961,1.734723475976807e-18,0.000352872612893039,0.00964712738710696,0.0,0.00035287261289304074,0.019831017622029785,0.010183890234922825,0.009831017622029785,0.019831017622029785,0.010183890234922825,0.009831017622029785
homogeneous_k10_n20_balanced,homogeneous,development,False,200,10,10,0.9918775969155685,0.09999999999999999,0.9145613231202826,exact_convolution,3003.0,3003,30030,exact_convolution,5.4416945204138756e-05,5.025009158998728e-05,0.008241542032919824,0.0001736249541863799,10,1,0.00046050840755924584,0.00834620906971395,0.014830625033937395,1.7769294909893367,0.010676768680979698,0.0020441075360130272,0.03356934814861201,0,64,0,0,{},0.001,0.0009473282709404726,32.628043446656,14,2,0,0.008378364051482252,0.0074310357805417795,0.007378364051482252,0.003220541910165204,0.0022732136392247314,0.002220541910165204,0.0010810656434893117,0.0001337373725488391,8.10656434893117e-05,0.0009244961363972905,2.2832134543182125e-05,7.550386360270951e-05,0.0009473282709404726,0.0,5.267172905952739e-05,0.0025258659932764133,0.0015785377223359407,0.0015258659932764133,0.0025258659932764133,0.0015785377223359407,0.0015258659932764133
homogeneous_k10_n20_x_skew,homogeneous,development,False,200,10,10,0.31754385964912285,0.09999999999999999,0.03333333333333335,exact_convolution,11.0,11,110,exact_convolution,5.6750024668872356e-05,3.216695040464401e-05,5.900010000914335e-05,0.00011541694402694702,10,1,0.0003192542004399002,0.00014791707508265972,0.014945624978281558,101.04056593824325,0.04992390044212798,0.011661094973550872,0.12351347554645575,0,10,1,0,"{""exact_lower_endpoint"": 1}",0.1,0.03848255228049407,20.966893254258,5,2,0,0.13209698341956616,0.09361443113907209,0.032096983419566155,0.13209698341956616,0.09361443113907209,0.032096983419566155,0.1320969834195662,0.09361443113907211,0.03209698341956618,0.1320969834195662,0.09361443113907211,0.03209698341956618,0.03848255228049407,0.0,0.06151744771950594,0.3141250439677619,0.27564249168726784,0.2141250439677619,0.3141250439677619,0.27564249168726784,0.2141250439677619
homogeneous_k10_n20_x_skew,homogeneous,development,False,200,10,10,0.31754385964912285,0.09999999999999999,0.03333333333333335,exact_convolution,11.0,11,110,exact_convolution,5.6750024668872356e-05,3.216695040464401e-05,5.900010000914335e-05,0.00011541694402694702,10,1,0.0003192542004399002,0.00014791707508265972,0.014945624978281558,101.04056593824325,0.04992390044212798,0.011661094973550872,0.12351347554645575,0,10,1,0,"{""exact_lower_endpoint"": 1}",0.05,0.03848255228049407,23.962163719152,5,2,0,0.03848255228049407,0.0,0.011517447719505934,0.03848255228049407,0.0,0.011517447719505934,0.03848255228049406,6.938893903907228e-18,0.011517447719505941,0.03848255228049406,6.938893903907228e-18,0.011517447719505941,0.03848255228049407,0.0,0.011517447719505934,0.13209698341956616,0.09361443113907209,0.08209698341956616,0.13209698341956616,0.09361443113907209,0.08209698341956616
homogeneous_k10_n20_x_skew,homogeneous,development,False,200,10,10,0.31754385964912285,0.09999999999999999,0.03333333333333335,exact_convolution,11.0,11,110,exact_convolution,5.6750024668872356e-05,3.216695040464401e-05,5.900010000914335e-05,0.00011541694402694702,10,1,0.0003192542004399002,0.00014791707508265972,0.014945624978281558,101.04056593824325,0.04992390044212798,0.011661094973550872,0.12351347554645575,0,10,1,0,"{""exact_lower_endpoint"": 1}",0.01,0.00688768177105723,26.957434184046,6,2,0,0.00688768177105723,0.0,0.0031123182289427703,0.00688768177105723,0.0,0.0031123182289427703,0.00688768177105723,0.0,0.0031123182289427703,0.00688768177105723,0.0,0.0031123182289427703,0.00688768177105723,0.0,0.0031123182289427703,0.03848255228049407,0.03159487050943684,0.028482552280494067,0.03848255228049407,0.03159487050943684,0.028482552280494067
homogeneous_k10_n20_x_skew,homogeneous,development,False,200,10,10,0.31754385964912285,0.09999999999999999,0.03333333333333335,exact_convolution,11.0,11,110,exact_convolution,5.6750024668872356e-05,3.216695040464401e-05,5.900010000914335e-05,0.00011541694402694702,10,1,0.0003192542004399002,0.00014791707508265972,0.014945624978281558,101.04056593824325,0.04992390044212798,0.011661094973550872,0.12351347554645575,0,10,1,0,"{""exact_lower_endpoint"": 1}",0.001,0.0005687076691698632,29.95270464894,6,2,0,0.0005687076691698632,0.0,0.00043129233083013683,0.0005687076691698632,0.0,0.00043129233083013683,0.0005687076691698632,0.0,0.00043129233083013683,0.0005687076691698632,0.0,0.00043129233083013683,0.0005687076691698632,0.0,0.00043129233083013683,0.0005687076691698632,0.0,0.00043129233083013683,0.0005687076691698632,0.0,0.00043129233083013683
homogeneous_k10_n20_both_skew,homogeneous,development,False,200,10,10,1.8906690184161112,0.09999999999999999,1.8622051718099455,exact_convolution,66.0,66,660,exact_convolution,5.791708827018738e-05,3.14170029014349e-05,0.00023754197172820568,0.00013737508561462164,10,1,0.00045697910245507957,0.00032687606289982796,0.015418833936564624,47.17027548539021,0.041854823920301515,0.008130304521687977,0.19121503257448802,0,11,1,0,"{""exact_lower_endpoint"": 1}",0.1,0.07692540488729643,14.759820561885,8,2,0,0.07692540488729643,0.0,0.023074595112703572,0.05608845298855185,0.020836951898744585,0.04391154701144816,0.07692540488729645,1.3877787807814457e-17,0.023074595112703558,0.07692540488729645,1.3877787807814457e-17,0.023074595112703558,0.07692540488729643,0.0,0.023074595112703572,0.05608845298855185,0.020836951898744585,0.04391154701144816,0.05608845298855185,0.020836951898744585,0.04391154701144816
homogeneous_k10_n20_both_skew,homogeneous,development,False,200,10,10,1.8906690184161112,0.09999999999999999,1.8622051718099455,exact_convolution,66.0,66,660,exact_convolution,5.791708827018738e-05,3.14170029014349e-05,0.00023754197172820568,0.00013737508561462164,10,1,0.00045697910245507957,0.00032687606289982796,0.015418833936564624,47.17027548539021,0.041854823920301515,0.008130304521687977,0.19121503257448802,0,11,1,0,"{""exact_lower_endpoint"": 1}",0.05,0.044509238941837156,17.011590303439,8,2,0,0.05608845298855185,0.011579214046714692,0.006088452988551846,0.044509238941837156,0.0,0.005490761058162846,0.044509238941837156,0.0,0.005490761058162846,0.05200277614566076,0.007493537203823605,0.002002776145660759,0.044509238941837156,0.0,0.005490761058162846,0.044509238941837156,0.0,0.005490761058162846,0.044509238941837156,0.0,0.005490761058162846
homogeneous_k10_n20_both_skew,homogeneous,development,False,200,10,10,1.8906690184161112,0.09999999999999999,1.8622051718099455,exact_convolution,66.0,66,660,exact_convolution,5.791708827018738e-05,3.14170029014349e-05,0.00023754197172820568,0.00013737508561462164,10,1,0.00045697910245507957,0.00032687606289982796,0.015418833936564624,47.17027548539021,0.041854823920301515,0.008130304521687977,0.19121503257448802,0,11,1,0,"{""exact_lower_endpoint"": 1}",0.01,0.004905289634964715,23.004769128921,8,2,0,0.044509238941837156,0.039603949306872444,0.034509238941837155,0.02809123722041022,0.023185947585445503,0.01809123722041022,0.01310755049275517,0.008202260857790456,0.0031075504927551706,0.01310755049275517,0.008202260857790456,0.0031075504927551706,0.004905289634964715,0.0,0.0050947103650352855,0.004905289634964715,0.0,0.0050947103650352855,0.004905289634964715,0.0,0.0050947103650352855
homogeneous_k10_n20_both_skew,homogeneous,development,False,200,10,10,1.8906690184161112,0.09999999999999999,1.8622051718099455,exact_convolution,66.0,66,660,exact_convolution,5.791708827018738e-05,3.14170029014349e-05,0.00023754197172820568,0.00013737508561462164,10,1,0.00045697910245507957,0.00032687606289982796,0.015418833936564624,47.17027548539021,0.041854823920301515,0.008130304521687977,0.19121503257448802,0,11,1,0,"{""exact_lower_endpoint"": 1}",0.001,0.000992278261542042,31.440250295752,8,2,0,0.02809123722041022,0.02709895895886818,0.02709123722041022,0.004905289634964715,0.003913011373422672,0.0039052896349647146,0.0010030495302001828,1.0771268658140787e-05,3.04953020018278e-06,0.0010030495302001828,1.0771268658140787e-05,3.04953020018278e-06,0.000992278261542042,0.0,7.721738457958007e-06,0.001003049530200183,1.0771268658141004e-05,3.049530200182997e-06,0.001003049530200183,1.0771268658141004e-05,3.049530200182997e-06
