method,method_label,configurations,mean_valid_rate,mean_fpr_10,configuration_mae_10,wins_vs_normal_10,mean_fpr_05,configuration_mae_05,wins_vs_normal_05,mean_fpr_01,configuration_mae_01,wins_vs_normal_01
normal_wald,Normal Wald,1,1.0,0.10300000000000001,0.0030000000000000027,0,0.05500000000000001,0.0050000000000000044,0,0.011,0.0009999999999999992,0
simple_welch,Simple Welch,1,1.0,0.10049999999999999,0.0004999999999999866,1,0.052500000000000005,0.0025000000000000022,1,0.01,0.0,1
expanded_welch,Expanded Welch,1,1.0,0.089,0.01100000000000001,0,0.047,0.0030000000000000027,1,0.0075,0.0025000000000000005,0
constrained_lrt,Constrained LRT,1,1.0,0.10550000000000001,0.005500000000000005,0,0.05850000000000001,0.008500000000000008,0,0.014500000000000002,0.004500000000000002,0
