configuration_id,shape,alphabet_size,regime,sample_size,stage,replicates,minimum_expected_count,fraction_expected_below_1,fraction_expected_below_5,mean_observed_zero_cell_fraction_p,mean_observed_zero_cell_fraction_q,lr_valid_rate,lr_median_elapsed_ms,lr_p90_elapsed_ms,lr_median_iterations,lr_max_constraint_residual
4x4_mild_n100,4x4,4,mild,100,equal_mi_null,15,0.23516684160532955,0.09375,0.6875,0.15,0.16666666666666666,1.0,32.16399997472763,56.03000037372112,57.0,5.043280099092939e-10
4x4_mild_n150,4x4,4,mild,150,alternative,15,0.14836401089644133,0.09375,0.5625,0.09166666666666666,0.15833333333333333,1.0,48.78487507812679,67.30618332512677,75.0,5.083150150797522e-10
4x4_mild_n150,4x4,4,mild,150,equal_mi_null,15,0.35275026240799434,0.0625,0.53125,0.0625,0.10833333333333334,1.0,26.57641703262925,45.5664500594139,50.0,6.828080323373342e-10
4x4_mild_n250,4x4,4,mild,250,alternative,15,0.24727335149406887,0.0625,0.46875,0.0125,0.10833333333333334,1.0,36.91374999471009,49.13150002248585,56.0,2.071235835621188e-09
4x4_mild_n250,4x4,4,mild,250,equal_mi_null,15,0.5879171040133239,0.03125,0.46875,0.020833333333333332,0.075,1.0,27.704667067155242,31.224899599328637,50.0,8.69047734469719e-09
4x4_mild_n500,4x4,4,mild,500,alternative,15,0.49454670298813774,0.03125,0.125,0.0,0.05416666666666667,1.0,36.19645815342665,52.8851667419076,58.0,5.163497664162353e-09
4x4_mild_n500,4x4,4,mild,500,equal_mi_null,15,1.1758342080266477,0.0,0.09375,0.0,0.025,1.0,26.823583990335464,42.911408049985766,44.0,5.003779834922284e-09
4x4_mild_n1000,4x4,4,mild,1000,alternative,15,0.9890934059762755,0.03125,0.0625,0.0,0.03333333333333333,1.0,30.766667099669576,41.2816331256181,43.0,1.1878288075362065e-09
4x4_mild_n1000,4x4,4,mild,1000,equal_mi_null,15,2.3516684160532955,0.0,0.0625,0.0,0.0125,1.0,31.15658415481448,38.99294184520841,39.0,8.074227189625027e-10
4x4_strong_n25,4x4,4,strong,25,alternative,15,0.00020110710705100522,0.9375,0.9375,0.7416666666666667,0.7958333333333333,1.0,70.0229168869555,206.76435846835372,119.0,1.1571569535906434e-09
4x4_strong_n25,4x4,4,strong,25,equal_mi_null,15,0.001569358129540615,0.9375,0.9375,0.7166666666666667,0.7125,1.0,32.32037485577166,73.38369139470159,45.0,1.7225183085445295e-09
4x4_strong_n50,4x4,4,strong,50,alternative,15,0.00040221421410201045,0.65625,0.9375,0.5833333333333334,0.6708333333333333,1.0,24.063084041699767,85.25747465901075,42.0,1.5650561679958486e-09
4x4_strong_n50,4x4,4,strong,50,equal_mi_null,15,0.00313871625908123,0.6875,0.9375,0.625,0.625,1.0,56.375208077952266,125.9519497398287,133.0,1.3475129068130087e-09
4x4_strong_n75,4x4,4,strong,75,alternative,15,0.0006033213211530157,0.625,0.9375,0.49166666666666664,0.5333333333333333,1.0,22.282749880105257,63.281483016908155,51.0,1.237577151869118e-09
4x4_strong_n75,4x4,4,strong,75,equal_mi_null,15,0.004708074388621845,0.59375,0.9375,0.5208333333333334,0.5041666666666667,1.0,46.69033293612301,107.67627512104809,138.0,2.9024971592850335e-09
4x4_strong_n100,4x4,4,strong,100,alternative,15,0.0008044284282040209,0.5625,0.9375,0.44583333333333336,0.5041666666666667,1.0,22.165083093568683,54.59149205125867,41.0,7.75466149627313e-10
4x4_strong_n100,4x4,4,strong,100,equal_mi_null,15,0.00627743251816246,0.5,0.9375,0.4583333333333333,0.4708333333333333,1.0,25.176499970257282,38.05705807171761,59.0,6.290755416582527e-10
