configuration_id,shape,alphabet_size,cells,regime,regime_label,sample_size_p,sample_size_q,observations_per_cell,true_mi_p,true_mi_q_null,true_mi_q_alternative,minimum_expected_count_null,fraction_expected_below_1_null,fraction_expected_below_5_null,probability_p_json,probability_q_null_json,probability_q_alternative_json,association_p,association_q_null,association_q_alternative
3x3_mild_n75,3x3,3,9,mild,Mildly skewed margins,75,75,8.333333333333334,0.05000000000000071,0.05000000000002003,0.09999999999999998,0.32472047172224544,0.1111111111111111,0.6111111111111112,"[[0.5467105548276301, 0.09261342056455679, 0.06067602460783641], [0.09261342056454791, 0.026982815949568174, 0.030403763485879358], [0.060676024607821975, 0.030403763485875042, 0.05892021190628428]]","[[0.0043296062896299396, 0.01224471905116551, 0.13342567465921185], [0.08790834095090021, 0.10731704659899735, 0.5047746124501077], [0.05776205275946988, 0.030438234349837175, 0.061799712890680564]]","[[0.001518821911190146, 0.008265839146596397, 0.14021533894225555], [0.07248594380494577, 0.10973265379774592, 0.5177814023973567], [0.0759952342838641, 0.03200150705565769, 0.04200325866038758]]",0.5422516059160972,0.8401253204309178,1.2795419573445608
3x3_mild_n100,3x3,3,9,mild,Mildly skewed margins,100,100,11.11111111111111,0.05000000000000071,0.05000000000002003,0.09999999999999998,0.432960628962994,0.05555555555555555,0.3333333333333333,"[[0.5467105548276301, 0.09261342056455679, 0.06067602460783641], [0.09261342056454791, 0.026982815949568174, 0.030403763485879358], [0.060676024607821975, 0.030403763485875042, 0.05892021190628428]]","[[0.0043296062896299396, 0.01224471905116551, 0.13342567465921185], [0.08790834095090021, 0.10731704659899735, 0.5047746124501077], [0.05776205275946988, 0.030438234349837175, 0.061799712890680564]]","[[0.001518821911190146, 0.008265839146596397, 0.14021533894225555], [0.07248594380494577, 0.10973265379774592, 0.5177814023973567], [0.0759952342838641, 0.03200150705565769, 0.04200325866038758]]",0.5422516059160972,0.8401253204309178,1.2795419573445608
3x3_mild_n150,3x3,3,9,mild,Mildly skewed margins,150,150,16.666666666666668,0.05000000000000071,0.05000000000002003,0.09999999999999998,0.6494409434444909,0.05555555555555555,0.3333333333333333,"[[0.5467105548276301, 0.09261342056455679, 0.06067602460783641], [0.09261342056454791, 0.026982815949568174, 0.030403763485879358], [0.060676024607821975, 0.030403763485875042, 0.05892021190628428]]","[[0.0043296062896299396, 0.01224471905116551, 0.13342567465921185], [0.08790834095090021, 0.10731704659899735, 0.5047746124501077], [0.05776205275946988, 0.030438234349837175, 0.061799712890680564]]","[[0.001518821911190146, 0.008265839146596397, 0.14021533894225555], [0.07248594380494577, 0.10973265379774592, 0.5177814023973567], [0.0759952342838641, 0.03200150705565769, 0.04200325866038758]]",0.5422516059160972,0.8401253204309178,1.2795419573445608
3x3_mild_n250,3x3,3,9,mild,Mildly skewed margins,250,250,27.77777777777778,0.05000000000000071,0.05000000000002003,0.09999999999999998,1.082401572407485,0.0,0.1111111111111111,"[[0.5467105548276301, 0.09261342056455679, 0.06067602460783641], [0.09261342056454791, 0.026982815949568174, 0.030403763485879358], [0.060676024607821975, 0.030403763485875042, 0.05892021190628428]]","[[0.0043296062896299396, 0.01224471905116551, 0.13342567465921185], [0.08790834095090021, 0.10731704659899735, 0.5047746124501077], [0.05776205275946988, 0.030438234349837175, 0.061799712890680564]]","[[0.001518821911190146, 0.008265839146596397, 0.14021533894225555], [0.07248594380494577, 0.10973265379774592, 0.5177814023973567], [0.0759952342838641, 0.03200150705565769, 0.04200325866038758]]",0.5422516059160972,0.8401253204309178,1.2795419573445608
3x3_mild_n500,3x3,3,9,mild,Mildly skewed margins,500,500,55.55555555555556,0.05000000000000071,0.05000000000002003,0.09999999999999998,2.16480314481497,0.0,0.05555555555555555,"[[0.5467105548276301, 0.09261342056455679, 0.06067602460783641], [0.09261342056454791, 0.026982815949568174, 0.030403763485879358], [0.060676024607821975, 0.030403763485875042, 0.05892021190628428]]","[[0.0043296062896299396, 0.01224471905116551, 0.13342567465921185], [0.08790834095090021, 0.10731704659899735, 0.5047746124501077], [0.05776205275946988, 0.030438234349837175, 0.061799712890680564]]","[[0.001518821911190146, 0.008265839146596397, 0.14021533894225555], [0.07248594380494577, 0.10973265379774592, 0.5177814023973567], [0.0759952342838641, 0.03200150705565769, 0.04200325866038758]]",0.5422516059160972,0.8401253204309178,1.2795419573445608
3x3_mild_n1000,3x3,3,9,mild,Mildly skewed margins,1000,1000,111.11111111111111,0.05000000000000071,0.05000000000002003,0.09999999999999998,4.32960628962994,0.0,0.05555555555555555,"[[0.5467105548276301, 0.09261342056455679, 0.06067602460783641], [0.09261342056454791, 0.026982815949568174, 0.030403763485879358], [0.060676024607821975, 0.030403763485875042, 0.05892021190628428]]","[[0.0043296062896299396, 0.01224471905116551, 0.13342567465921185], [0.08790834095090021, 0.10731704659899735, 0.5047746124501077], [0.05776205275946988, 0.030438234349837175, 0.061799712890680564]]","[[0.001518821911190146, 0.008265839146596397, 0.14021533894225555], [0.07248594380494577, 0.10973265379774592, 0.5177814023973567], [0.0759952342838641, 0.03200150705565769, 0.04200325866038758]]",0.5422516059160972,0.8401253204309178,1.2795419573445608
3x3_strong_n25,3x3,3,9,strong,Strongly skewed margins,25,25,2.7777777777777777,0.049999999999999656,0.04999999999999333,0.10000000000000042,0.0011272318865159492,0.7777777777777778,0.8888888888888888,"[[0.8393994754427461, 0.03907701278813007, 0.02152351176915708], [0.039077012788119404, 0.004577850569066676, 0.006345136642808109], [0.02152351176913469, 0.006345136642803241, 0.022131351588034802]]","[[4.508927546063797e-05, 0.0004338965518692329, 0.049521014172681246], [0.02671349062471975, 0.04323860795146333, 0.8300479014238875], [0.0232414200998196, 0.006327495496667432, 0.020431084403431315]]","[[4.5246042258372635e-06, 0.00017876411728538058, 0.04981671127849694], [0.015643891613854443, 0.04319316116021607, 0.8411629472260127], [0.03435158378191971, 0.006628074722498541, 0.00902034149549046]]",0.9228475341357404,1.7825966283027128,2.6609353991914704
3x3_strong_n50,3x3,3,9,strong,Strongly skewed margins,50,50,5.555555555555555,0.049999999999999656,0.04999999999999333,0.10000000000000042,0.0022544637730318984,0.3333333333333333,0.8888888888888888,"[[0.8393994754427461, 0.03907701278813007, 0.02152351176915708], [0.039077012788119404, 0.004577850569066676, 0.006345136642808109], [0.02152351176913469, 0.006345136642803241, 0.022131351588034802]]","[[4.508927546063797e-05, 0.0004338965518692329, 0.049521014172681246], [0.02671349062471975, 0.04323860795146333, 0.8300479014238875], [0.0232414200998196, 0.006327495496667432, 0.020431084403431315]]","[[4.5246042258372635e-06, 0.00017876411728538058, 0.04981671127849694], [0.015643891613854443, 0.04319316116021607, 0.8411629472260127], [0.03435158378191971, 0.006628074722498541, 0.00902034149549046]]",0.9228475341357404,1.7825966283027128,2.6609353991914704
3x3_strong_n75,3x3,3,9,strong,Strongly skewed margins,75,75,8.333333333333334,0.049999999999999656,0.04999999999999333,0.10000000000000042,0.003381695659547848,0.3333333333333333,0.8888888888888888,"[[0.8393994754427461, 0.03907701278813007, 0.02152351176915708], [0.039077012788119404, 0.004577850569066676, 0.006345136642808109], [0.02152351176913469, 0.006345136642803241, 0.022131351588034802]]","[[4.508927546063797e-05, 0.0004338965518692329, 0.049521014172681246], [0.02671349062471975, 0.04323860795146333, 0.8300479014238875], [0.0232414200998196, 0.006327495496667432, 0.020431084403431315]]","[[4.5246042258372635e-06, 0.00017876411728538058, 0.04981671127849694], [0.015643891613854443, 0.04319316116021607, 0.8411629472260127], [0.03435158378191971, 0.006628074722498541, 0.00902034149549046]]",0.9228475341357404,1.7825966283027128,2.6609353991914704
3x3_strong_n100,3x3,3,9,strong,Strongly skewed margins,100,100,11.11111111111111,0.049999999999999656,0.04999999999999333,0.10000000000000042,0.004508927546063797,0.3333333333333333,0.8888888888888888,"[[0.8393994754427461, 0.03907701278813007, 0.02152351176915708], [0.039077012788119404, 0.004577850569066676, 0.006345136642808109], [0.02152351176913469, 0.006345136642803241, 0.022131351588034802]]","[[4.508927546063797e-05, 0.0004338965518692329, 0.049521014172681246], [0.02671349062471975, 0.04323860795146333, 0.8300479014238875], [0.0232414200998196, 0.006327495496667432, 0.020431084403431315]]","[[4.5246042258372635e-06, 0.00017876411728538058, 0.04981671127849694], [0.015643891613854443, 0.04319316116021607, 0.8411629472260127], [0.03435158378191971, 0.006628074722498541, 0.00902034149549046]]",0.9228475341357404,1.7825966283027128,2.6609353991914704
3x3_strong_n150,3x3,3,9,strong,Strongly skewed margins,150,150,16.666666666666668,0.049999999999999656,0.04999999999999333,0.10000000000000042,0.006763391319095696,0.3333333333333333,0.6666666666666666,"[[0.8393994754427461, 0.03907701278813007, 0.02152351176915708], [0.039077012788119404, 0.004577850569066676, 0.006345136642808109], [0.02152351176913469, 0.006345136642803241, 0.022131351588034802]]","[[4.508927546063797e-05, 0.0004338965518692329, 0.049521014172681246], [0.02671349062471975, 0.04323860795146333, 0.8300479014238875], [0.0232414200998196, 0.006327495496667432, 0.020431084403431315]]","[[4.5246042258372635e-06, 0.00017876411728538058, 0.04981671127849694], [0.015643891613854443, 0.04319316116021607, 0.8411629472260127], [0.03435158378191971, 0.006628074722498541, 0.00902034149549046]]",0.9228475341357404,1.7825966283027128,2.6609353991914704
3x3_strong_n250,3x3,3,9,strong,Strongly skewed margins,250,250,27.77777777777778,0.049999999999999656,0.04999999999999333,0.10000000000000042,0.011272318865159493,0.1111111111111111,0.3333333333333333,"[[0.8393994754427461, 0.03907701278813007, 0.02152351176915708], [0.039077012788119404, 0.004577850569066676, 0.006345136642808109], [0.02152351176913469, 0.006345136642803241, 0.022131351588034802]]","[[4.508927546063797e-05, 0.0004338965518692329, 0.049521014172681246], [0.02671349062471975, 0.04323860795146333, 0.8300479014238875], [0.0232414200998196, 0.006327495496667432, 0.020431084403431315]]","[[4.5246042258372635e-06, 0.00017876411728538058, 0.04981671127849694], [0.015643891613854443, 0.04319316116021607, 0.8411629472260127], [0.03435158378191971, 0.006628074722498541, 0.00902034149549046]]",0.9228475341357404,1.7825966283027128,2.6609353991914704
3x3_strong_n500,3x3,3,9,strong,Strongly skewed margins,500,500,55.55555555555556,0.049999999999999656,0.04999999999999333,0.10000000000000042,0.022544637730318985,0.1111111111111111,0.3333333333333333,"[[0.8393994754427461, 0.03907701278813007, 0.02152351176915708], [0.039077012788119404, 0.004577850569066676, 0.006345136642808109], [0.02152351176913469, 0.006345136642803241, 0.022131351588034802]]","[[4.508927546063797e-05, 0.0004338965518692329, 0.049521014172681246], [0.02671349062471975, 0.04323860795146333, 0.8300479014238875], [0.0232414200998196, 0.006327495496667432, 0.020431084403431315]]","[[4.5246042258372635e-06, 0.00017876411728538058, 0.04981671127849694], [0.015643891613854443, 0.04319316116021607, 0.8411629472260127], [0.03435158378191971, 0.006628074722498541, 0.00902034149549046]]",0.9228475341357404,1.7825966283027128,2.6609353991914704
3x3_strong_n1000,3x3,3,9,strong,Strongly skewed margins,1000,1000,111.11111111111111,0.049999999999999656,0.04999999999999333,0.10000000000000042,0.04508927546063797,0.1111111111111111,0.16666666666666666,"[[0.8393994754427461, 0.03907701278813007, 0.02152351176915708], [0.039077012788119404, 0.004577850569066676, 0.006345136642808109], [0.02152351176913469, 0.006345136642803241, 0.022131351588034802]]","[[4.508927546063797e-05, 0.0004338965518692329, 0.049521014172681246], [0.02671349062471975, 0.04323860795146333, 0.8300479014238875], [0.0232414200998196, 0.006327495496667432, 0.020431084403431315]]","[[4.5246042258372635e-06, 0.00017876411728538058, 0.04981671127849694], [0.015643891613854443, 0.04319316116021607, 0.8411629472260127], [0.03435158378191971, 0.006628074722498541, 0.00902034149549046]]",0.9228475341357404,1.7825966283027128,2.6609353991914704
3x3_ultra_n25,3x3,3,9,ultra,Ultra-skewed margins,25,25,2.7777777777777777,0.050000000000000155,0.04999999999999993,0.09999999999999998,3.391615784847011e-05,0.8888888888888888,0.8888888888888888,"[[0.9212865128339015, 0.02066597418354071, 0.008047512982594542], [0.020665974183529192, 0.0017529092514031888, 0.0025811165650627466], [0.008047512982569328, 0.0025811165650560988, 0.01437137045234271]]","[[1.3566463139388046e-06, 4.362019520193735e-05, 0.024955023158486137], [0.009780156204399463, 0.022460151531396085, 0.9177596922642444], [0.015218487149286605, 0.0024962282734019804, 0.007285284577269561]]","[[2.7676545704784437e-09, 4.336742975597522e-06, 0.02499566048937278], [0.0021597779918158776, 0.02329930976313754, 0.9245409122451416], [0.022840219240529556, 0.0016963534938868633, 0.00046342726548567254]]",1.3300707365984559,2.63911728688493,4.978460341449413
3x3_ultra_n50,3x3,3,9,ultra,Ultra-skewed margins,50,50,5.555555555555555,0.050000000000000155,0.04999999999999993,0.09999999999999998,6.783231569694023e-05,0.6666666666666666,0.8888888888888888,"[[0.9212865128339015, 0.02066597418354071, 0.008047512982594542], [0.020665974183529192, 0.0017529092514031888, 0.0025811165650627466], [0.008047512982569328, 0.0025811165650560988, 0.01437137045234271]]","[[1.3566463139388046e-06, 4.362019520193735e-05, 0.024955023158486137], [0.009780156204399463, 0.022460151531396085, 0.9177596922642444], [0.015218487149286605, 0.0024962282734019804, 0.007285284577269561]]","[[2.7676545704784437e-09, 4.336742975597522e-06, 0.02499566048937278], [0.0021597779918158776, 0.02329930976313754, 0.9245409122451416], [0.022840219240529556, 0.0016963534938868633, 0.00046342726548567254]]",1.3300707365984559,2.63911728688493,4.978460341449413
3x3_ultra_n75,3x3,3,9,ultra,Ultra-skewed margins,75,75,8.333333333333334,0.050000000000000155,0.04999999999999993,0.09999999999999998,0.00010174847354541034,0.5555555555555556,0.8888888888888888,"[[0.9212865128339015, 0.02066597418354071, 0.008047512982594542], [0.020665974183529192, 0.0017529092514031888, 0.0025811165650627466], [0.008047512982569328, 0.0025811165650560988, 0.01437137045234271]]","[[1.3566463139388046e-06, 4.362019520193735e-05, 0.024955023158486137], [0.009780156204399463, 0.022460151531396085, 0.9177596922642444], [0.015218487149286605, 0.0024962282734019804, 0.007285284577269561]]","[[2.7676545704784437e-09, 4.336742975597522e-06, 0.02499566048937278], [0.0021597779918158776, 0.02329930976313754, 0.9245409122451416], [0.022840219240529556, 0.0016963534938868633, 0.00046342726548567254]]",1.3300707365984559,2.63911728688493,4.978460341449413
3x3_ultra_n100,3x3,3,9,ultra,Ultra-skewed margins,100,100,11.11111111111111,0.050000000000000155,0.04999999999999993,0.09999999999999998,0.00013566463139388045,0.5555555555555556,0.8888888888888888,"[[0.9212865128339015, 0.02066597418354071, 0.008047512982594542], [0.020665974183529192, 0.0017529092514031888, 0.0025811165650627466], [0.008047512982569328, 0.0025811165650560988, 0.01437137045234271]]","[[1.3566463139388046e-06, 4.362019520193735e-05, 0.024955023158486137], [0.009780156204399463, 0.022460151531396085, 0.9177596922642444], [0.015218487149286605, 0.0024962282734019804, 0.007285284577269561]]","[[2.7676545704784437e-09, 4.336742975597522e-06, 0.02499566048937278], [0.0021597779918158776, 0.02329930976313754, 0.9245409122451416], [0.022840219240529556, 0.0016963534938868633, 0.00046342726548567254]]",1.3300707365984559,2.63911728688493,4.978460341449413
3x3_ultra_n150,3x3,3,9,ultra,Ultra-skewed margins,150,150,16.666666666666668,0.050000000000000155,0.04999999999999993,0.09999999999999998,0.00020349694709082068,0.3333333333333333,0.8888888888888888,"[[0.9212865128339015, 0.02066597418354071, 0.008047512982594542], [0.020665974183529192, 0.0017529092514031888, 0.0025811165650627466], [0.008047512982569328, 0.0025811165650560988, 0.01437137045234271]]","[[1.3566463139388046e-06, 4.362019520193735e-05, 0.024955023158486137], [0.009780156204399463, 0.022460151531396085, 0.9177596922642444], [0.015218487149286605, 0.0024962282734019804, 0.007285284577269561]]","[[2.7676545704784437e-09, 4.336742975597522e-06, 0.02499566048937278], [0.0021597779918158776, 0.02329930976313754, 0.9245409122451416], [0.022840219240529556, 0.0016963534938868633, 0.00046342726548567254]]",1.3300707365984559,2.63911728688493,4.978460341449413
3x3_ultra_n250,3x3,3,9,ultra,Ultra-skewed margins,250,250,27.77777777777778,0.050000000000000155,0.04999999999999993,0.09999999999999998,0.00033916157848470116,0.3333333333333333,0.6666666666666666,"[[0.9212865128339015, 0.02066597418354071, 0.008047512982594542], [0.020665974183529192, 0.0017529092514031888, 0.0025811165650627466], [0.008047512982569328, 0.0025811165650560988, 0.01437137045234271]]","[[1.3566463139388046e-06, 4.362019520193735e-05, 0.024955023158486137], [0.009780156204399463, 0.022460151531396085, 0.9177596922642444], [0.015218487149286605, 0.0024962282734019804, 0.007285284577269561]]","[[2.7676545704784437e-09, 4.336742975597522e-06, 0.02499566048937278], [0.0021597779918158776, 0.02329930976313754, 0.9245409122451416], [0.022840219240529556, 0.0016963534938868633, 0.00046342726548567254]]",1.3300707365984559,2.63911728688493,4.978460341449413
3x3_ultra_n500,3x3,3,9,ultra,Ultra-skewed margins,500,500,55.55555555555556,0.050000000000000155,0.04999999999999993,0.09999999999999998,0.0006783231569694023,0.16666666666666666,0.5555555555555556,"[[0.9212865128339015, 0.02066597418354071, 0.008047512982594542], [0.020665974183529192, 0.0017529092514031888, 0.0025811165650627466], [0.008047512982569328, 0.0025811165650560988, 0.01437137045234271]]","[[1.3566463139388046e-06, 4.362019520193735e-05, 0.024955023158486137], [0.009780156204399463, 0.022460151531396085, 0.9177596922642444], [0.015218487149286605, 0.0024962282734019804, 0.007285284577269561]]","[[2.7676545704784437e-09, 4.336742975597522e-06, 0.02499566048937278], [0.0021597779918158776, 0.02329930976313754, 0.9245409122451416], [0.022840219240529556, 0.0016963534938868633, 0.00046342726548567254]]",1.3300707365984559,2.63911728688493,4.978460341449413
3x3_ultra_n1000,3x3,3,9,ultra,Ultra-skewed margins,1000,1000,111.11111111111111,0.050000000000000155,0.04999999999999993,0.09999999999999998,0.0013566463139388046,0.1111111111111111,0.3333333333333333,"[[0.9212865128339015, 0.02066597418354071, 0.008047512982594542], [0.020665974183529192, 0.0017529092514031888, 0.0025811165650627466], [0.008047512982569328, 0.0025811165650560988, 0.01437137045234271]]","[[1.3566463139388046e-06, 4.362019520193735e-05, 0.024955023158486137], [0.009780156204399463, 0.022460151531396085, 0.9177596922642444], [0.015218487149286605, 0.0024962282734019804, 0.007285284577269561]]","[[2.7676545704784437e-09, 4.336742975597522e-06, 0.02499566048937278], [0.0021597779918158776, 0.02329930976313754, 0.9245409122451416], [0.022840219240529556, 0.0016963534938868633, 0.00046342726548567254]]",1.3300707365984559,2.63911728688493,4.978460341449413
4x4_balanced_n25,4x4,4,16,balanced,Balanced margins,25,25,1.5625,0.050000000000000266,0.0499999999999996,0.10000000000000009,0.7465046752496537,0.125,1.0,"[[0.09929262338011165, 0.07236467555670416, 0.04848251405319751, 0.029860187009986147], [0.07236467555670448, 0.06888065130212637, 0.06027215908797198, 0.04848251405319771], [0.048482514053197714, 0.06027215908797198, 0.06888065130212637, 0.07236467555670446], [0.02986018700998615, 0.04848251405319751, 0.07236467555670416, 0.09929262338011166]]","[[0.029860187009986244, 0.04848251405319755, 0.07236467555670413, 0.09929262338011155], [0.04848251405319777, 0.06027215908797198, 0.06888065130212634, 0.07236467555670446], [0.07236467555670446, 0.06888065130212634, 0.06027215908797198, 0.04848251405319778], [0.09929262338011155, 0.07236467555670413, 0.048482514053197555, 0.029860187009986244]]","[[0.018931086035676524, 0.04122245923410102, 0.07514948880234126, 0.11469696592787743], [0.04122245923410234, 0.060149336748058696, 0.07347871521549901, 0.07514948880234368], [0.0751494888023437, 0.07347871521549902, 0.06014933674805868, 0.04122245923410234], [0.11469696592787745, 0.07514948880234128, 0.04122245923410102, 0.01893108603567652]]",0.6007726135524996,0.6007726135524974,0.9007441184141929
