scenario_id,configuration_id,rows,columns,condition,condition_label,n_p,n_q,population_replication,target_mi,simulation_seed,replicates,method,method_label,valid_replicates,valid_rate,fpr_10,fpr_05,fpr_01
config_3x3_d1_p00,3x3_moderate_sparse,3,3,moderate_sparse,Moderate sparsity,72,72,0,0.1,3539429236,200,normal_wald,Normal Wald,200,1.0,0.105,0.04,0.01
config_3x3_d1_p00,3x3_moderate_sparse,3,3,moderate_sparse,Moderate sparsity,72,72,0,0.1,3539429236,200,simple_welch,Simple Welch,200,1.0,0.1,0.04,0.01
config_3x3_d1_p00,3x3_moderate_sparse,3,3,moderate_sparse,Moderate sparsity,72,72,0,0.1,3539429236,200,expanded_welch,Expanded Welch,200,1.0,0.08,0.03,0.005
config_3x3_d1_p00,3x3_moderate_sparse,3,3,moderate_sparse,Moderate sparsity,72,72,0,0.1,3539429236,200,constrained_lrt,Constrained LRT,200,1.0,0.1,0.045,0.01
config_3x3_d1_p01,3x3_moderate_sparse,3,3,moderate_sparse,Moderate sparsity,72,72,1,0.1,3443095830,200,normal_wald,Normal Wald,200,1.0,0.095,0.035,0.02
config_3x3_d1_p01,3x3_moderate_sparse,3,3,moderate_sparse,Moderate sparsity,72,72,1,0.1,3443095830,200,simple_welch,Simple Welch,200,1.0,0.095,0.03,0.02
config_3x3_d1_p01,3x3_moderate_sparse,3,3,moderate_sparse,Moderate sparsity,72,72,1,0.1,3443095830,200,expanded_welch,Expanded Welch,200,1.0,0.085,0.03,0.01
config_3x3_d1_p01,3x3_moderate_sparse,3,3,moderate_sparse,Moderate sparsity,72,72,1,0.1,3443095830,200,constrained_lrt,Constrained LRT,200,1.0,0.095,0.03,0.01
config_3x3_d1_p02,3x3_moderate_sparse,3,3,moderate_sparse,Moderate sparsity,72,72,2,0.1,857867422,200,normal_wald,Normal Wald,200,1.0,0.085,0.065,0.02
config_3x3_d1_p02,3x3_moderate_sparse,3,3,moderate_sparse,Moderate sparsity,72,72,2,0.1,857867422,200,simple_welch,Simple Welch,200,1.0,0.085,0.06,0.015
config_3x3_d1_p02,3x3_moderate_sparse,3,3,moderate_sparse,Moderate sparsity,72,72,2,0.1,857867422,200,expanded_welch,Expanded Welch,200,1.0,0.075,0.06,0.01
config_3x3_d1_p02,3x3_moderate_sparse,3,3,moderate_sparse,Moderate sparsity,72,72,2,0.1,857867422,200,constrained_lrt,Constrained LRT,200,1.0,0.08,0.065,0.01
config_3x3_d1_p03,3x3_moderate_sparse,3,3,moderate_sparse,Moderate sparsity,72,72,3,0.1,2620080462,200,normal_wald,Normal Wald,200,1.0,0.09,0.04,0.02
config_3x3_d1_p03,3x3_moderate_sparse,3,3,moderate_sparse,Moderate sparsity,72,72,3,0.1,2620080462,200,simple_welch,Simple Welch,200,1.0,0.085,0.04,0.02
config_3x3_d1_p03,3x3_moderate_sparse,3,3,moderate_sparse,Moderate sparsity,72,72,3,0.1,2620080462,200,expanded_welch,Expanded Welch,200,1.0,0.08,0.04,0.02
config_3x3_d1_p03,3x3_moderate_sparse,3,3,moderate_sparse,Moderate sparsity,72,72,3,0.1,2620080462,200,constrained_lrt,Constrained LRT,200,1.0,0.09,0.04,0.02
