configuration_id,experiment,population_pair_id,purpose,power_family,calibration_key,n_p,n_q,sample_size_ratio_q_over_p,u_p,v_p,u_q,v_q,association_direction_p,association_direction_q,association_delta_p,association_delta_q,true_mi_p,true_mi_q,true_delta_p_minus_q,effect_delta_i_q_minus_p,minimum_probability_p,minimum_probability_q,minimum_expected_p,minimum_expected_q,minimum_expected_either,probability_p_json,probability_q_json,expected_p_json,expected_q_json,population_variance_p,population_variance_q
C2_N0_np20_nq200,C2,N0,Identical-population control,,,20,200,10.0,0.5,0.5,0.5,0.5,1,1,0.10989731308070487,0.10989731308070487,0.09999999999999987,0.09999999999999987,0.0,0.0,0.14010268691929512,0.14010268691929512,2.8020537383859025,28.020537383859022,2.8020537383859025,"[[0.3598973130807049, 0.14010268691929512], [0.14010268691929512, 0.3598973130807049]]","[[0.3598973130807049, 0.14010268691929512], [0.14010268691929512, 0.3598973130807049]]","[[7.1979462616140975, 2.8020537383859025], [2.8020537383859025, 7.1979462616140975]]","[[71.97946261614098, 28.020537383859022], [28.020537383859022, 71.97946261614098]]",0.179521513612991,0.179521513612991
C2_N0_np200_nq20,C2,N0,Identical-population control,,,200,20,0.1,0.5,0.5,0.5,0.5,1,1,0.10989731308070487,0.10989731308070487,0.09999999999999987,0.09999999999999987,0.0,0.0,0.14010268691929512,0.14010268691929512,28.020537383859022,2.8020537383859025,2.8020537383859025,"[[0.3598973130807049, 0.14010268691929512], [0.14010268691929512, 0.3598973130807049]]","[[0.3598973130807049, 0.14010268691929512], [0.14010268691929512, 0.3598973130807049]]","[[71.97946261614098, 28.020537383859022], [28.020537383859022, 71.97946261614098]]","[[7.1979462616140975, 2.8020537383859025], [2.8020537383859025, 7.1979462616140975]]",0.179521513612991,0.179521513612991
C2_N0_np50_nq100,C2,N0,Identical-population control,,,50,100,2.0,0.5,0.5,0.5,0.5,1,1,0.10989731308070487,0.10989731308070487,0.09999999999999987,0.09999999999999987,0.0,0.0,0.14010268691929512,0.14010268691929512,7.0051343459647555,14.010268691929511,7.0051343459647555,"[[0.3598973130807049, 0.14010268691929512], [0.14010268691929512, 0.3598973130807049]]","[[0.3598973130807049, 0.14010268691929512], [0.14010268691929512, 0.3598973130807049]]","[[17.994865654035245, 7.0051343459647555], [7.0051343459647555, 17.994865654035245]]","[[35.98973130807049, 14.010268691929511], [14.010268691929511, 35.98973130807049]]",0.179521513612991,0.179521513612991
C2_N0_np100_nq50,C2,N0,Identical-population control,,,100,50,0.5,0.5,0.5,0.5,0.5,1,1,0.10989731308070487,0.10989731308070487,0.09999999999999987,0.09999999999999987,0.0,0.0,0.14010268691929512,0.14010268691929512,14.010268691929511,7.0051343459647555,7.0051343459647555,"[[0.3598973130807049, 0.14010268691929512], [0.14010268691929512, 0.3598973130807049]]","[[0.3598973130807049, 0.14010268691929512], [0.14010268691929512, 0.3598973130807049]]","[[35.98973130807049, 14.010268691929511], [14.010268691929511, 35.98973130807049]]","[[17.994865654035245, 7.0051343459647555], [7.0051343459647555, 17.994865654035245]]",0.179521513612991,0.179521513612991
C2_N0_np50_nq250,C2,N0,Identical-population control,,,50,250,5.0,0.5,0.5,0.5,0.5,1,1,0.10989731308070487,0.10989731308070487,0.09999999999999987,0.09999999999999987,0.0,0.0,0.14010268691929512,0.14010268691929512,7.0051343459647555,35.02567172982378,7.0051343459647555,"[[0.3598973130807049, 0.14010268691929512], [0.14010268691929512, 0.3598973130807049]]","[[0.3598973130807049, 0.14010268691929512], [0.14010268691929512, 0.3598973130807049]]","[[17.994865654035245, 7.0051343459647555], [7.0051343459647555, 17.994865654035245]]","[[89.97432827017622, 35.02567172982378], [35.02567172982378, 89.97432827017622]]",0.179521513612991,0.179521513612991
C2_N0_np250_nq50,C2,N0,Identical-population control,,,250,50,0.2,0.5,0.5,0.5,0.5,1,1,0.10989731308070487,0.10989731308070487,0.09999999999999987,0.09999999999999987,0.0,0.0,0.14010268691929512,0.14010268691929512,35.02567172982378,7.0051343459647555,7.0051343459647555,"[[0.3598973130807049, 0.14010268691929512], [0.14010268691929512, 0.3598973130807049]]","[[0.3598973130807049, 0.14010268691929512], [0.14010268691929512, 0.3598973130807049]]","[[89.97432827017622, 35.02567172982378], [35.02567172982378, 89.97432827017622]]","[[17.994865654035245, 7.0051343459647555], [7.0051343459647555, 17.994865654035245]]",0.179521513612991,0.179521513612991
C2_N0_np50_nq500,C2,N0,Identical-population control,,,50,500,10.0,0.5,0.5,0.5,0.5,1,1,0.10989731308070487,0.10989731308070487,0.09999999999999987,0.09999999999999987,0.0,0.0,0.14010268691929512,0.14010268691929512,7.0051343459647555,70.05134345964755,7.0051343459647555,"[[0.3598973130807049, 0.14010268691929512], [0.14010268691929512, 0.3598973130807049]]","[[0.3598973130807049, 0.14010268691929512], [0.14010268691929512, 0.3598973130807049]]","[[17.994865654035245, 7.0051343459647555], [7.0051343459647555, 17.994865654035245]]","[[179.94865654035243, 70.05134345964755], [70.05134345964755, 179.94865654035243]]",0.179521513612991,0.179521513612991
C2_N0_np500_nq50,C2,N0,Identical-population control,,,500,50,0.1,0.5,0.5,0.5,0.5,1,1,0.10989731308070487,0.10989731308070487,0.09999999999999987,0.09999999999999987,0.0,0.0,0.14010268691929512,0.14010268691929512,70.05134345964755,7.0051343459647555,7.0051343459647555,"[[0.3598973130807049, 0.14010268691929512], [0.14010268691929512, 0.3598973130807049]]","[[0.3598973130807049, 0.14010268691929512], [0.14010268691929512, 0.3598973130807049]]","[[179.94865654035243, 70.05134345964755], [70.05134345964755, 179.94865654035243]]","[[17.994865654035245, 7.0051343459647555], [7.0051343459647555, 17.994865654035245]]",0.179521513612991,0.179521513612991
C2_N0_np100_nq200,C2,N0,Identical-population control,,,100,200,2.0,0.5,0.5,0.5,0.5,1,1,0.10989731308070487,0.10989731308070487,0.09999999999999987,0.09999999999999987,0.0,0.0,0.14010268691929512,0.14010268691929512,14.010268691929511,28.020537383859022,14.010268691929511,"[[0.3598973130807049, 0.14010268691929512], [0.14010268691929512, 0.3598973130807049]]","[[0.3598973130807049, 0.14010268691929512], [0.14010268691929512, 0.3598973130807049]]","[[35.98973130807049, 14.010268691929511], [14.010268691929511, 35.98973130807049]]","[[71.97946261614098, 28.020537383859022], [28.020537383859022, 71.97946261614098]]",0.179521513612991,0.179521513612991
C2_N0_np200_nq100,C2,N0,Identical-population control,,,200,100,0.5,0.5,0.5,0.5,0.5,1,1,0.10989731308070487,0.10989731308070487,0.09999999999999987,0.09999999999999987,0.0,0.0,0.14010268691929512,0.14010268691929512,28.020537383859022,14.010268691929511,14.010268691929511,"[[0.3598973130807049, 0.14010268691929512], [0.14010268691929512, 0.3598973130807049]]","[[0.3598973130807049, 0.14010268691929512], [0.14010268691929512, 0.3598973130807049]]","[[71.97946261614098, 28.020537383859022], [28.020537383859022, 71.97946261614098]]","[[35.98973130807049, 14.010268691929511], [14.010268691929511, 35.98973130807049]]",0.179521513612991,0.179521513612991
C2_N0_np100_nq500,C2,N0,Identical-population control,,,100,500,5.0,0.5,0.5,0.5,0.5,1,1,0.10989731308070487,0.10989731308070487,0.09999999999999987,0.09999999999999987,0.0,0.0,0.14010268691929512,0.14010268691929512,14.010268691929511,70.05134345964755,14.010268691929511,"[[0.3598973130807049, 0.14010268691929512], [0.14010268691929512, 0.3598973130807049]]","[[0.3598973130807049, 0.14010268691929512], [0.14010268691929512, 0.3598973130807049]]","[[35.98973130807049, 14.010268691929511], [14.010268691929511, 35.98973130807049]]","[[179.94865654035243, 70.05134345964755], [70.05134345964755, 179.94865654035243]]",0.179521513612991,0.179521513612991
C2_N0_np500_nq100,C2,N0,Identical-population control,,,500,100,0.2,0.5,0.5,0.5,0.5,1,1,0.10989731308070487,0.10989731308070487,0.09999999999999987,0.09999999999999987,0.0,0.0,0.14010268691929512,0.14010268691929512,70.05134345964755,14.010268691929511,14.010268691929511,"[[0.3598973130807049, 0.14010268691929512], [0.14010268691929512, 0.3598973130807049]]","[[0.3598973130807049, 0.14010268691929512], [0.14010268691929512, 0.3598973130807049]]","[[179.94865654035243, 70.05134345964755], [70.05134345964755, 179.94865654035243]]","[[35.98973130807049, 14.010268691929511], [14.010268691929511, 35.98973130807049]]",0.179521513612991,0.179521513612991
C2_N0_np100_nq1000,C2,N0,Identical-population control,,,100,1000,10.0,0.5,0.5,0.5,0.5,1,1,0.10989731308070487,0.10989731308070487,0.09999999999999987,0.09999999999999987,0.0,0.0,0.14010268691929512,0.14010268691929512,14.010268691929511,140.1026869192951,14.010268691929511,"[[0.3598973130807049, 0.14010268691929512], [0.14010268691929512, 0.3598973130807049]]","[[0.3598973130807049, 0.14010268691929512], [0.14010268691929512, 0.3598973130807049]]","[[35.98973130807049, 14.010268691929511], [14.010268691929511, 35.98973130807049]]","[[359.89731308070486, 140.1026869192951], [140.1026869192951, 359.89731308070486]]",0.179521513612991,0.179521513612991
C2_N0_np1000_nq100,C2,N0,Identical-population control,,,1000,100,0.1,0.5,0.5,0.5,0.5,1,1,0.10989731308070487,0.10989731308070487,0.09999999999999987,0.09999999999999987,0.0,0.0,0.14010268691929512,0.14010268691929512,140.1026869192951,14.010268691929511,14.010268691929511,"[[0.3598973130807049, 0.14010268691929512], [0.14010268691929512, 0.3598973130807049]]","[[0.3598973130807049, 0.14010268691929512], [0.14010268691929512, 0.3598973130807049]]","[[359.89731308070486, 140.1026869192951], [140.1026869192951, 359.89731308070486]]","[[35.98973130807049, 14.010268691929511], [14.010268691929511, 35.98973130807049]]",0.179521513612991,0.179521513612991
C2_N0_np200_nq400,C2,N0,Identical-population control,,,200,400,2.0,0.5,0.5,0.5,0.5,1,1,0.10989731308070487,0.10989731308070487,0.09999999999999987,0.09999999999999987,0.0,0.0,0.14010268691929512,0.14010268691929512,28.020537383859022,56.041074767718044,28.020537383859022,"[[0.3598973130807049, 0.14010268691929512], [0.14010268691929512, 0.3598973130807049]]","[[0.3598973130807049, 0.14010268691929512], [0.14010268691929512, 0.3598973130807049]]","[[71.97946261614098, 28.020537383859022], [28.020537383859022, 71.97946261614098]]","[[143.95892523228196, 56.041074767718044], [56.041074767718044, 143.95892523228196]]",0.179521513612991,0.179521513612991
C2_N0_np400_nq200,C2,N0,Identical-population control,,,400,200,0.5,0.5,0.5,0.5,0.5,1,1,0.10989731308070487,0.10989731308070487,0.09999999999999987,0.09999999999999987,0.0,0.0,0.14010268691929512,0.14010268691929512,56.041074767718044,28.020537383859022,28.020537383859022,"[[0.3598973130807049, 0.14010268691929512], [0.14010268691929512, 0.3598973130807049]]","[[0.3598973130807049, 0.14010268691929512], [0.14010268691929512, 0.3598973130807049]]","[[143.95892523228196, 56.041074767718044], [56.041074767718044, 143.95892523228196]]","[[71.97946261614098, 28.020537383859022], [28.020537383859022, 71.97946261614098]]",0.179521513612991,0.179521513612991
C2_N0_np200_nq1000,C2,N0,Identical-population control,,,200,1000,5.0,0.5,0.5,0.5,0.5,1,1,0.10989731308070487,0.10989731308070487,0.09999999999999987,0.09999999999999987,0.0,0.0,0.14010268691929512,0.14010268691929512,28.020537383859022,140.1026869192951,28.020537383859022,"[[0.3598973130807049, 0.14010268691929512], [0.14010268691929512, 0.3598973130807049]]","[[0.3598973130807049, 0.14010268691929512], [0.14010268691929512, 0.3598973130807049]]","[[71.97946261614098, 28.020537383859022], [28.020537383859022, 71.97946261614098]]","[[359.89731308070486, 140.1026869192951], [140.1026869192951, 359.89731308070486]]",0.179521513612991,0.179521513612991
C2_N0_np1000_nq200,C2,N0,Identical-population control,,,1000,200,0.2,0.5,0.5,0.5,0.5,1,1,0.10989731308070487,0.10989731308070487,0.09999999999999987,0.09999999999999987,0.0,0.0,0.14010268691929512,0.14010268691929512,140.1026869192951,28.020537383859022,28.020537383859022,"[[0.3598973130807049, 0.14010268691929512], [0.14010268691929512, 0.3598973130807049]]","[[0.3598973130807049, 0.14010268691929512], [0.14010268691929512, 0.3598973130807049]]","[[359.89731308070486, 140.1026869192951], [140.1026869192951, 359.89731308070486]]","[[71.97946261614098, 28.020537383859022], [28.020537383859022, 71.97946261614098]]",0.179521513612991,0.179521513612991
C2_N0_np200_nq2000,C2,N0,Identical-population control,,,200,2000,10.0,0.5,0.5,0.5,0.5,1,1,0.10989731308070487,0.10989731308070487,0.09999999999999987,0.09999999999999987,0.0,0.0,0.14010268691929512,0.14010268691929512,28.020537383859022,280.2053738385902,28.020537383859022,"[[0.3598973130807049, 0.14010268691929512], [0.14010268691929512, 0.3598973130807049]]","[[0.3598973130807049, 0.14010268691929512], [0.14010268691929512, 0.3598973130807049]]","[[71.97946261614098, 28.020537383859022], [28.020537383859022, 71.97946261614098]]","[[719.7946261614097, 280.2053738385902], [280.2053738385902, 719.7946261614097]]",0.179521513612991,0.179521513612991
C2_N0_np2000_nq200,C2,N0,Identical-population control,,,2000,200,0.1,0.5,0.5,0.5,0.5,1,1,0.10989731308070487,0.10989731308070487,0.09999999999999987,0.09999999999999987,0.0,0.0,0.14010268691929512,0.14010268691929512,280.2053738385902,28.020537383859022,28.020537383859022,"[[0.3598973130807049, 0.14010268691929512], [0.14010268691929512, 0.3598973130807049]]","[[0.3598973130807049, 0.14010268691929512], [0.14010268691929512, 0.3598973130807049]]","[[719.7946261614097, 280.2053738385902], [280.2053738385902, 719.7946261614097]]","[[71.97946261614098, 28.020537383859022], [28.020537383859022, 71.97946261614098]]",0.179521513612991,0.179521513612991
C2_N3_np10_nq20,C2,N3,One skewed population,,,10,20,2.0,0.3,0.4,0.1,0.3,1,1,0.05528109983181547,0.03540416313577926,0.03000000000000036,0.029999999999678284,3.220756994437579e-13,0.0,0.12471890016818452,0.034595836864220735,1.2471890016818452,0.6919167372844147,0.6919167372844147,"[[0.47528109983181543, 0.2247189001681845], [0.12471890016818452, 0.17528109983181547]]","[[0.6654041631357792, 0.23459583686422075], [0.034595836864220735, 0.06540416313577926]]","[[4.752810998318155, 2.247189001681845], [1.2471890016818452, 1.7528109983181548]]","[[13.308083262715584, 4.691916737284415], [0.6919167372844147, 1.3080832627155852]]",0.05919008954132586,0.0626368161702698
C2_N3_np20_nq10,C2,N3,One skewed population,,,20,10,0.5,0.3,0.4,0.1,0.3,1,1,0.05528109983181547,0.03540416313577926,0.03000000000000036,0.029999999999678284,3.220756994437579e-13,0.0,0.12471890016818452,0.034595836864220735,2.4943780033636904,0.34595836864220736,0.34595836864220736,"[[0.47528109983181543, 0.2247189001681845], [0.12471890016818452, 0.17528109983181547]]","[[0.6654041631357792, 0.23459583686422075], [0.034595836864220735, 0.06540416313577926]]","[[9.50562199663631, 4.49437800336369], [2.4943780033636904, 3.5056219966363096]]","[[6.654041631357792, 2.3459583686422074], [0.34595836864220736, 0.6540416313577926]]",0.05919008954132586,0.0626368161702698
C2_N3_np10_nq50,C2,N3,One skewed population,,,10,50,5.0,0.3,0.4,0.1,0.3,1,1,0.05528109983181547,0.03540416313577926,0.03000000000000036,0.029999999999678284,3.220756994437579e-13,0.0,0.12471890016818452,0.034595836864220735,1.2471890016818452,1.7297918432110366,1.2471890016818452,"[[0.47528109983181543, 0.2247189001681845], [0.12471890016818452, 0.17528109983181547]]","[[0.6654041631357792, 0.23459583686422075], [0.034595836864220735, 0.06540416313577926]]","[[4.752810998318155, 2.247189001681845], [1.2471890016818452, 1.7528109983181548]]","[[33.27020815678896, 11.729791843211038], [1.7297918432110366, 3.2702081567889634]]",0.05919008954132586,0.0626368161702698
C2_N3_np50_nq10,C2,N3,One skewed population,,,50,10,0.2,0.3,0.4,0.1,0.3,1,1,0.05528109983181547,0.03540416313577926,0.03000000000000036,0.029999999999678284,3.220756994437579e-13,0.0,0.12471890016818452,0.034595836864220735,6.235945008409225,0.34595836864220736,0.34595836864220736,"[[0.47528109983181543, 0.2247189001681845], [0.12471890016818452, 0.17528109983181547]]","[[0.6654041631357792, 0.23459583686422075], [0.034595836864220735, 0.06540416313577926]]","[[23.764054991590772, 11.235945008409224], [6.235945008409225, 8.764054991590774]]","[[6.654041631357792, 2.3459583686422074], [0.34595836864220736, 0.6540416313577926]]",0.05919008954132586,0.0626368161702698
C2_N3_np10_nq100,C2,N3,One skewed population,,,10,100,10.0,0.3,0.4,0.1,0.3,1,1,0.05528109983181547,0.03540416313577926,0.03000000000000036,0.029999999999678284,3.220756994437579e-13,0.0,0.12471890016818452,0.034595836864220735,1.2471890016818452,3.4595836864220733,1.2471890016818452,"[[0.47528109983181543, 0.2247189001681845], [0.12471890016818452, 0.17528109983181547]]","[[0.6654041631357792, 0.23459583686422075], [0.034595836864220735, 0.06540416313577926]]","[[4.752810998318155, 2.247189001681845], [1.2471890016818452, 1.7528109983181548]]","[[66.54041631357792, 23.459583686422075], [3.4595836864220733, 6.540416313577927]]",0.05919008954132586,0.0626368161702698
C2_N3_np100_nq10,C2,N3,One skewed population,,,100,10,0.1,0.3,0.4,0.1,0.3,1,1,0.05528109983181547,0.03540416313577926,0.03000000000000036,0.029999999999678284,3.220756994437579e-13,0.0,0.12471890016818452,0.034595836864220735,12.47189001681845,0.34595836864220736,0.34595836864220736,"[[0.47528109983181543, 0.2247189001681845], [0.12471890016818452, 0.17528109983181547]]","[[0.6654041631357792, 0.23459583686422075], [0.034595836864220735, 0.06540416313577926]]","[[47.528109983181544, 22.47189001681845], [12.47189001681845, 17.528109983181547]]","[[6.654041631357792, 2.3459583686422074], [0.34595836864220736, 0.6540416313577926]]",0.05919008954132586,0.0626368161702698
C2_N3_np20_nq40,C2,N3,One skewed population,,,20,40,2.0,0.3,0.4,0.1,0.3,1,1,0.05528109983181547,0.03540416313577926,0.03000000000000036,0.029999999999678284,3.220756994437579e-13,0.0,0.12471890016818452,0.034595836864220735,2.4943780033636904,1.3838334745688294,1.3838334745688294,"[[0.47528109983181543, 0.2247189001681845], [0.12471890016818452, 0.17528109983181547]]","[[0.6654041631357792, 0.23459583686422075], [0.034595836864220735, 0.06540416313577926]]","[[9.50562199663631, 4.49437800336369], [2.4943780033636904, 3.5056219966363096]]","[[26.61616652543117, 9.38383347456883], [1.3838334745688294, 2.6161665254311703]]",0.05919008954132586,0.0626368161702698
C2_N3_np40_nq20,C2,N3,One skewed population,,,40,20,0.5,0.3,0.4,0.1,0.3,1,1,0.05528109983181547,0.03540416313577926,0.03000000000000036,0.029999999999678284,3.220756994437579e-13,0.0,0.12471890016818452,0.034595836864220735,4.988756006727381,0.6919167372844147,0.6919167372844147,"[[0.47528109983181543, 0.2247189001681845], [0.12471890016818452, 0.17528109983181547]]","[[0.6654041631357792, 0.23459583686422075], [0.034595836864220735, 0.06540416313577926]]","[[19.01124399327262, 8.98875600672738], [4.988756006727381, 7.011243993272619]]","[[13.308083262715584, 4.691916737284415], [0.6919167372844147, 1.3080832627155852]]",0.05919008954132586,0.0626368161702698
C2_N3_np20_nq100,C2,N3,One skewed population,,,20,100,5.0,0.3,0.4,0.1,0.3,1,1,0.05528109983181547,0.03540416313577926,0.03000000000000036,0.029999999999678284,3.220756994437579e-13,0.0,0.12471890016818452,0.034595836864220735,2.4943780033636904,3.4595836864220733,2.4943780033636904,"[[0.47528109983181543, 0.2247189001681845], [0.12471890016818452, 0.17528109983181547]]","[[0.6654041631357792, 0.23459583686422075], [0.034595836864220735, 0.06540416313577926]]","[[9.50562199663631, 4.49437800336369], [2.4943780033636904, 3.5056219966363096]]","[[66.54041631357792, 23.459583686422075], [3.4595836864220733, 6.540416313577927]]",0.05919008954132586,0.0626368161702698
C2_N3_np100_nq20,C2,N3,One skewed population,,,100,20,0.2,0.3,0.4,0.1,0.3,1,1,0.05528109983181547,0.03540416313577926,0.03000000000000036,0.029999999999678284,3.220756994437579e-13,0.0,0.12471890016818452,0.034595836864220735,12.47189001681845,0.6919167372844147,0.6919167372844147,"[[0.47528109983181543, 0.2247189001681845], [0.12471890016818452, 0.17528109983181547]]","[[0.6654041631357792, 0.23459583686422075], [0.034595836864220735, 0.06540416313577926]]","[[47.528109983181544, 22.47189001681845], [12.47189001681845, 17.528109983181547]]","[[13.308083262715584, 4.691916737284415], [0.6919167372844147, 1.3080832627155852]]",0.05919008954132586,0.0626368161702698
C2_N3_np20_nq200,C2,N3,One skewed population,,,20,200,10.0,0.3,0.4,0.1,0.3,1,1,0.05528109983181547,0.03540416313577926,0.03000000000000036,0.029999999999678284,3.220756994437579e-13,0.0,0.12471890016818452,0.034595836864220735,2.4943780033636904,6.9191673728441465,2.4943780033636904,"[[0.47528109983181543, 0.2247189001681845], [0.12471890016818452, 0.17528109983181547]]","[[0.6654041631357792, 0.23459583686422075], [0.034595836864220735, 0.06540416313577926]]","[[9.50562199663631, 4.49437800336369], [2.4943780033636904, 3.5056219966363096]]","[[133.08083262715584, 46.91916737284415], [6.9191673728441465, 13.080832627155853]]",0.05919008954132586,0.0626368161702698
C2_N3_np200_nq20,C2,N3,One skewed population,,,200,20,0.1,0.3,0.4,0.1,0.3,1,1,0.05528109983181547,0.03540416313577926,0.03000000000000036,0.029999999999678284,3.220756994437579e-13,0.0,0.12471890016818452,0.034595836864220735,24.9437800336369,0.6919167372844147,0.6919167372844147,"[[0.47528109983181543, 0.2247189001681845], [0.12471890016818452, 0.17528109983181547]]","[[0.6654041631357792, 0.23459583686422075], [0.034595836864220735, 0.06540416313577926]]","[[95.05621996636309, 44.9437800336369], [24.9437800336369, 35.056219966363095]]","[[13.308083262715584, 4.691916737284415], [0.6919167372844147, 1.3080832627155852]]",0.05919008954132586,0.0626368161702698
C2_N3_np50_nq100,C2,N3,One skewed population,,,50,100,2.0,0.3,0.4,0.1,0.3,1,1,0.05528109983181547,0.03540416313577926,0.03000000000000036,0.029999999999678284,3.220756994437579e-13,0.0,0.12471890016818452,0.034595836864220735,6.235945008409225,3.4595836864220733,3.4595836864220733,"[[0.47528109983181543, 0.2247189001681845], [0.12471890016818452, 0.17528109983181547]]","[[0.6654041631357792, 0.23459583686422075], [0.034595836864220735, 0.06540416313577926]]","[[23.764054991590772, 11.235945008409224], [6.235945008409225, 8.764054991590774]]","[[66.54041631357792, 23.459583686422075], [3.4595836864220733, 6.540416313577927]]",0.05919008954132586,0.0626368161702698
C2_N3_np100_nq50,C2,N3,One skewed population,,,100,50,0.5,0.3,0.4,0.1,0.3,1,1,0.05528109983181547,0.03540416313577926,0.03000000000000036,0.029999999999678284,3.220756994437579e-13,0.0,0.12471890016818452,0.034595836864220735,12.47189001681845,1.7297918432110366,1.7297918432110366,"[[0.47528109983181543, 0.2247189001681845], [0.12471890016818452, 0.17528109983181547]]","[[0.6654041631357792, 0.23459583686422075], [0.034595836864220735, 0.06540416313577926]]","[[47.528109983181544, 22.47189001681845], [12.47189001681845, 17.528109983181547]]","[[33.27020815678896, 11.729791843211038], [1.7297918432110366, 3.2702081567889634]]",0.05919008954132586,0.0626368161702698
C2_N3_np50_nq250,C2,N3,One skewed population,,,50,250,5.0,0.3,0.4,0.1,0.3,1,1,0.05528109983181547,0.03540416313577926,0.03000000000000036,0.029999999999678284,3.220756994437579e-13,0.0,0.12471890016818452,0.034595836864220735,6.235945008409225,8.648959216055184,6.235945008409225,"[[0.47528109983181543, 0.2247189001681845], [0.12471890016818452, 0.17528109983181547]]","[[0.6654041631357792, 0.23459583686422075], [0.034595836864220735, 0.06540416313577926]]","[[23.764054991590772, 11.235945008409224], [6.235945008409225, 8.764054991590774]]","[[166.3510407839448, 58.64895921605519], [8.648959216055184, 16.351040783944818]]",0.05919008954132586,0.0626368161702698
C2_N3_np250_nq50,C2,N3,One skewed population,,,250,50,0.2,0.3,0.4,0.1,0.3,1,1,0.05528109983181547,0.03540416313577926,0.03000000000000036,0.029999999999678284,3.220756994437579e-13,0.0,0.12471890016818452,0.034595836864220735,31.17972504204613,1.7297918432110366,1.7297918432110366,"[[0.47528109983181543, 0.2247189001681845], [0.12471890016818452, 0.17528109983181547]]","[[0.6654041631357792, 0.23459583686422075], [0.034595836864220735, 0.06540416313577926]]","[[118.82027495795386, 56.17972504204612], [31.17972504204613, 43.82027495795387]]","[[33.27020815678896, 11.729791843211038], [1.7297918432110366, 3.2702081567889634]]",0.05919008954132586,0.0626368161702698
C2_N3_np50_nq500,C2,N3,One skewed population,,,50,500,10.0,0.3,0.4,0.1,0.3,1,1,0.05528109983181547,0.03540416313577926,0.03000000000000036,0.029999999999678284,3.220756994437579e-13,0.0,0.12471890016818452,0.034595836864220735,6.235945008409225,17.297918432110368,6.235945008409225,"[[0.47528109983181543, 0.2247189001681845], [0.12471890016818452, 0.17528109983181547]]","[[0.6654041631357792, 0.23459583686422075], [0.034595836864220735, 0.06540416313577926]]","[[23.764054991590772, 11.235945008409224], [6.235945008409225, 8.764054991590774]]","[[332.7020815678896, 117.29791843211038], [17.297918432110368, 32.702081567889635]]",0.05919008954132586,0.0626368161702698
C2_N3_np500_nq50,C2,N3,One skewed population,,,500,50,0.1,0.3,0.4,0.1,0.3,1,1,0.05528109983181547,0.03540416313577926,0.03000000000000036,0.029999999999678284,3.220756994437579e-13,0.0,0.12471890016818452,0.034595836864220735,62.35945008409226,1.7297918432110366,1.7297918432110366,"[[0.47528109983181543, 0.2247189001681845], [0.12471890016818452, 0.17528109983181547]]","[[0.6654041631357792, 0.23459583686422075], [0.034595836864220735, 0.06540416313577926]]","[[237.6405499159077, 112.35945008409224], [62.35945008409226, 87.64054991590774]]","[[33.27020815678896, 11.729791843211038], [1.7297918432110366, 3.2702081567889634]]",0.05919008954132586,0.0626368161702698
C2_N3_np100_nq200,C2,N3,One skewed population,,,100,200,2.0,0.3,0.4,0.1,0.3,1,1,0.05528109983181547,0.03540416313577926,0.03000000000000036,0.029999999999678284,3.220756994437579e-13,0.0,0.12471890016818452,0.034595836864220735,12.47189001681845,6.9191673728441465,6.9191673728441465,"[[0.47528109983181543, 0.2247189001681845], [0.12471890016818452, 0.17528109983181547]]","[[0.6654041631357792, 0.23459583686422075], [0.034595836864220735, 0.06540416313577926]]","[[47.528109983181544, 22.47189001681845], [12.47189001681845, 17.528109983181547]]","[[133.08083262715584, 46.91916737284415], [6.9191673728441465, 13.080832627155853]]",0.05919008954132586,0.0626368161702698
C2_N3_np200_nq100,C2,N3,One skewed population,,,200,100,0.5,0.3,0.4,0.1,0.3,1,1,0.05528109983181547,0.03540416313577926,0.03000000000000036,0.029999999999678284,3.220756994437579e-13,0.0,0.12471890016818452,0.034595836864220735,24.9437800336369,3.4595836864220733,3.4595836864220733,"[[0.47528109983181543, 0.2247189001681845], [0.12471890016818452, 0.17528109983181547]]","[[0.6654041631357792, 0.23459583686422075], [0.034595836864220735, 0.06540416313577926]]","[[95.05621996636309, 44.9437800336369], [24.9437800336369, 35.056219966363095]]","[[66.54041631357792, 23.459583686422075], [3.4595836864220733, 6.540416313577927]]",0.05919008954132586,0.0626368161702698
C2_N3_np100_nq500,C2,N3,One skewed population,,,100,500,5.0,0.3,0.4,0.1,0.3,1,1,0.05528109983181547,0.03540416313577926,0.03000000000000036,0.029999999999678284,3.220756994437579e-13,0.0,0.12471890016818452,0.034595836864220735,12.47189001681845,17.297918432110368,12.47189001681845,"[[0.47528109983181543, 0.2247189001681845], [0.12471890016818452, 0.17528109983181547]]","[[0.6654041631357792, 0.23459583686422075], [0.034595836864220735, 0.06540416313577926]]","[[47.528109983181544, 22.47189001681845], [12.47189001681845, 17.528109983181547]]","[[332.7020815678896, 117.29791843211038], [17.297918432110368, 32.702081567889635]]",0.05919008954132586,0.0626368161702698
