method,method_label,configurations,mean_valid_rate,mean_fpr_10,configuration_mae_10,wins_vs_normal_10,mean_fpr_05,configuration_mae_05,wins_vs_normal_05,mean_fpr_01,configuration_mae_01,wins_vs_normal_01
normal_wald,Normal Wald,1,1.0,0.1395,0.03950000000000001,0,0.08299999999999999,0.03299999999999999,0,0.014000000000000002,0.004000000000000002,0
simple_welch,Simple Welch,1,1.0,0.13299999999999998,0.032999999999999974,1,0.0765,0.026499999999999996,1,0.009500000000000001,0.0004999999999999987,1
expanded_welch,Expanded Welch,1,0.9799999999999999,0.11485086033731265,0.014850860337312644,1,0.06390196823157812,0.013901968231578118,1,0.008198761597842896,0.0018012384021571046,1
constrained_lrt,Constrained LRT,1,1.0,0.1355,0.035500000000000004,1,0.0705,0.02049999999999999,1,0.008500000000000002,0.0014999999999999979,1
