scenario_id,configuration_id,rows,columns,condition,condition_label,n_p,n_q,population_replication,target_mi,simulation_seed,replicates,lrt_convergence_rate,lrt_fallback_rate,lrt_median_iterations,lrt_max_constraint_residual,lrt_mean_seconds_per_fit,audited_replicates,audit_max_statistic_difference,audit_mean_statistic_difference
config_3x3_d2_p00,3x3_ultra_sparse,3,3,ultra_sparse,Ultra-sparsity,50,50,0,0.1,213122510,200,1.0,0.015,47.0,3.163824757734801e-11,0.03544175856513902,10,2.14903366213548e-08,3.216341326606198e-09
config_3x3_d2_p01,3x3_ultra_sparse,3,3,ultra_sparse,Ultra-sparsity,50,50,1,0.1,987803893,200,1.0,0.0,42.0,9.791042976381448e-11,0.02307049523922615,10,0.000495872507428885,4.95872507428885e-05
config_3x3_d2_p02,3x3_ultra_sparse,3,3,ultra_sparse,Ultra-sparsity,50,50,2,0.1,1859956424,200,1.0,0.0,36.0,9.917441867735022e-11,0.01773638978949748,10,0.0030391326344556546,0.0003040425989311757
config_3x3_d2_p03,3x3_ultra_sparse,3,3,ultra_sparse,Ultra-sparsity,50,50,3,0.1,3636084341,200,1.0,0.015,41.0,6.93747559399327e-11,0.023744282302213832,10,0.0003469543488492377,6.143399771545433e-05
config_3x3_d2_p04,3x3_ultra_sparse,3,3,ultra_sparse,Ultra-sparsity,50,50,4,0.1,3143832062,200,1.0,0.015,38.0,5.4706711383190054e-11,0.026311191885033624,10,4.911020170084157e-06,5.182469038800263e-07
config_3x3_d2_p05,3x3_ultra_sparse,3,3,ultra_sparse,Ultra-sparsity,50,50,5,0.1,2695658763,200,1.0,0.015,42.0,7.118344802492516e-11,0.02709194047143683,10,0.002476679192056963,0.0003632612948777592
config_3x3_d2_p06,3x3_ultra_sparse,3,3,ultra_sparse,Ultra-sparsity,50,50,6,0.1,1557391183,200,1.0,0.01,43.0,7.711338512184085e-11,0.0242076351842843,10,6.691699681482532e-05,6.71532060039226e-06
config_3x3_d2_p07,3x3_ultra_sparse,3,3,ultra_sparse,Ultra-sparsity,50,50,7,0.1,187206401,200,1.0,0.01,37.0,7.742877866645514e-11,0.026249404951231556,10,0.0002843052235732557,2.878503032235358e-05
config_3x3_d2_p08,3x3_ultra_sparse,3,3,ultra_sparse,Ultra-sparsity,50,50,8,0.1,3633303702,200,1.0,0.01,58.5,7.361970755237479e-11,0.026376413714606316,10,2.2044304159862804e-08,2.2044304159862804e-09
config_3x3_d2_p09,3x3_ultra_sparse,3,3,ultra_sparse,Ultra-sparsity,50,50,9,0.1,4049904546,200,1.0,0.02,41.0,8.724927724745868e-11,0.02667172980844043,10,0.0008988223039381182,0.00017841805286451519
