configuration_id,rows,columns,condition,condition_label,n_p,n_q,method,method_label,population_pairs,mean_valid_rate,mean_fpr_10,configuration_mae_10,population_sd_fpr_10,mean_fpr_05,configuration_mae_05,population_sd_fpr_05,mean_fpr_01,configuration_mae_01,population_sd_fpr_01
3x3_ultra_imbalanced,3,3,ultra_imbalanced,Ultra-sparsity with imbalance,50,250,normal_wald,Normal Wald,5,1.0,0.16999999999999998,0.07,0.02850438562747845,0.12,0.06999999999999999,0.030207614933986434,0.07300000000000001,0.063,0.03456877203488721
3x3_ultra_imbalanced,3,3,ultra_imbalanced,Ultra-sparsity with imbalance,50,250,simple_welch,Simple Welch,5,1.0,0.16499999999999998,0.065,0.031819805153394644,0.11499999999999999,0.065,0.03061862178478973,0.07300000000000001,0.063,0.03456877203488721
3x3_ultra_imbalanced,3,3,ultra_imbalanced,Ultra-sparsity with imbalance,50,250,expanded_welch,Expanded Welch,5,0.991,0.11418359798578515,0.022022793965684635,0.030556914373557162,0.07986348087687999,0.03177302861557346,0.03308227183253995,0.057604282158747744,0.04760428215874774,0.026383209117717864
3x3_ultra_imbalanced,3,3,ultra_imbalanced,Ultra-sparsity with imbalance,50,250,constrained_lrt,Constrained LRT,5,1.0,0.125,0.024999999999999994,0.019685019685029524,0.072,0.026000000000000002,0.02307596151842865,0.012,0.006,0.006708203932499369
