alpha,saddle_mean_abs_calibration_error,chi2_mean_abs_calibration_error,jidt_mean_abs_calibration_error,saddle_within_20pct_fraction,chi2_within_20pct_fraction,jidt_within_20pct_fraction
0.1,0.15185185185185185,0.13148148148148142,0.13518518518518519,0.0,0.0,0.0
0.05,0.0759259259259259,0.09166666666666665,0.05648148148148148,0.0,0.0,0.0
0.01,0.03611111111111111,0.010000000000000002,0.010000000000000002,0.0,0.0,0.0
