scenario_id,regime,regime_label,rows,columns,n_p,n_q,target_mi,method,replicates,valid_replicates,valid_rate,fpr_05,fpr_05_low,fpr_05_high,absolute_fpr_error_05,median_runtime_ms,p95_runtime_ms
fixed_2x2_d2,moderate,Moderate,2,2,100,100,0.1,student_permutation,300,300,1.0,0.6166666666666667,0.5605031391673366,0.669880167546936,0.5666666666666667,0.5746250972151756,0.7314646150916816
fixed_2x2_d3,moderate,Moderate,2,2,100,200,0.15,normal_wald,300,300,1.0,0.09,0.06259022560547939,0.12777701079864837,0.039999999999999994,0.2025415888056159,0.5160951521247626
fixed_2x2_d3,moderate,Moderate,2,2,100,200,0.15,expanded_welch,300,300,1.0,0.07666666666666666,0.05162761178660749,0.11241010385017483,0.026666666666666658,0.2025415888056159,0.5160951521247626
fixed_2x2_d3,moderate,Moderate,2,2,100,200,0.15,constrained_lr,300,300,1.0,0.06333333333333334,0.04091688238391527,0.09679131248552161,0.013333333333333336,6.133541581220925,12.583648052532228
fixed_2x2_d3,moderate,Moderate,2,2,100,200,0.15,student_permutation,300,300,1.0,0.056666666666666664,0.035677476463289524,0.08886595802247463,0.006666666666666661,0.6449579959735274,1.40586105408147
stress_2x2_d4,highly_sparse,Highly skewed and sparse,2,2,52,52,0.1,normal_wald,300,300,1.0,0.043333333333333335,0.025496448084407243,0.07271746563401146,0.006666666666666668,0.17956248484551907,0.19609869923442602
stress_2x2_d4,highly_sparse,Highly skewed and sparse,2,2,52,52,0.1,expanded_welch,300,300,1.0,0.03,0.01586185380943231,0.05602253914164096,0.020000000000000004,0.17956248484551907,0.19609869923442602
stress_2x2_d4,highly_sparse,Highly skewed and sparse,2,2,52,52,0.1,constrained_lr,300,300,1.0,0.056666666666666664,0.035677476463289524,0.08886595802247463,0.006666666666666661,4.144562524743378,6.340810703113675
stress_2x2_d4,highly_sparse,Highly skewed and sparse,2,2,52,52,0.1,student_permutation,300,300,1.0,0.04666666666666667,0.027998933682334016,0.07679736022792107,0.003333333333333334,0.565979047678411,0.6169861066155136
stress_2x2_d5,highly_sparse,Highly skewed and sparse,2,2,54,108,0.15,normal_wald,300,300,1.0,0.056666666666666664,0.035677476463289524,0.08886595802247463,0.006666666666666661,0.17793802544474602,0.18721534870564938
stress_2x2_d5,highly_sparse,Highly skewed and sparse,2,2,54,108,0.15,expanded_welch,300,300,1.0,0.043333333333333335,0.025496448084407243,0.07271746563401146,0.006666666666666668,0.17793802544474602,0.18721534870564938
stress_2x2_d5,highly_sparse,Highly skewed and sparse,2,2,54,108,0.15,constrained_lr,300,300,1.0,0.04666666666666667,0.027998933682334016,0.07679736022792107,0.003333333333333334,4.7892710426822305,7.673907023854558
