scenario_id,shape_index,design_index,rows,columns,n_p,n_q,target_mi,association_p,association_q,generation_attempts,configuration_id,population_replication,population_seed,margin_profile,dominant_margin_mass,planned_density,true_mi_p,true_mi_q,true_delta,distribution_l1,population_variance_p,population_variance_q,pooled_mixture_mi,pooled_mixture_variance,min_probability_p,min_probability_q,min_joint_expected_p,min_joint_expected_q,independence_expected_below_1_p,independence_expected_below_1_q,independence_expected_below_5_p,independence_expected_below_5_q,is_permutation_anchor,regime,regime_label,variant,cells,observations_per_cell_p,observations_per_cell_q,sample_size_ratio_q_to_p,minimum_joint_expected_pair,joint_expected_below_1_p,joint_expected_below_1_q,joint_expected_below_5_p,joint_expected_below_5_q,minimum_row_expected_p,minimum_row_expected_q,minimum_column_expected_p,minimum_column_expected_q,maximum_row_margin_p,maximum_column_margin_p,maximum_row_margin_q,maximum_column_margin_q,probability_p_json,probability_q_json,simulation_seed,replicates,estimator_valid_replicates,estimator_valid_rate,mean_delta_error,empirical_delta_sd,mean_standard_error,mean_sample_zero_fraction_p,mean_sample_zero_fraction_q,mean_sample_expected_below_1_p,mean_sample_expected_below_1_q,mean_sample_expected_below_5_p,mean_sample_expected_below_5_q,mean_sample_minimum_expected_p,mean_sample_minimum_expected_q,mean_sample_empty_row_fraction_p,mean_sample_empty_row_fraction_q,mean_sample_empty_column_fraction_p,mean_sample_empty_column_fraction_q,mean_sample_has_empty_margin_p,mean_sample_has_empty_margin_q,method,method_label,valid_replicates,valid_rate,coverage_95,median_effective_df,p05_effective_df,fpr_10,fpr_10_low,fpr_10_high,absolute_fpr_error_10,fpr_05,fpr_05_low,fpr_05_high,absolute_fpr_error_05,fpr_01,fpr_01_low,fpr_01_high,absolute_fpr_error_01
config_2x2_d2_p01,0,2,2,2,50,50,0.1,0.8968587065579073,0.8968587065579073,1,2x2_ultra_sparse,1,405258705,dominant_0.90,0.9,3,0.09999999999999987,0.10000000000000003,-1.6653345369377348e-16,1.6932715007949857,0.2531480038084783,0.25314800380847835,2.220446049250313e-16,1.2636026365124646e-32,0.03834106240060664,0.03834106240060664,1.917053120030332,1.917053120030332,0.25,0.25,0.75,0.75,True,ultra_sparse,Ultra-sparsity,population_01,4,12.5,12.5,1.0,1.917053120030332,0.0,0.0,0.75,0.75,4.999999999997982,4.999999999997982,4.999999999999999,4.999999999999999,0.9000000000000404,0.9000000000000001,0.9000000000000404,0.9000000000000001,"[[0.8616589375993935, 0.03834106240064697], [0.03834106240060664, 0.06165893759935301]]","[[0.03834106240060664, 0.06165893759935301], [0.8616589375993935, 0.03834106240064697]]",2786888119,5000,5000,1.0,0.0008443830074374939,0.1052414421541699,0.09563739100632135,0.081,0.07975,0.23535,0.2369,0.5635,0.56105,0.55276,0.5535559999999999,0.0024,0.0019,0.0019,0.0023,0.0082,0.008,normal_wald,Normal Wald,5000,1.0,0.937,,,0.1294,0.1203803768463262,0.1389886438353501,0.02939999999999998,0.063,0.05659525102061195,0.07007572047936797,0.012999999999999998,0.0164,0.013232664150440108,0.02030985717081914,0.006400000000000001
config_2x2_d2_p01,0,2,2,2,50,50,0.1,0.8968587065579073,0.8968587065579073,1,2x2_ultra_sparse,1,405258705,dominant_0.90,0.9,3,0.09999999999999987,0.10000000000000003,-1.6653345369377348e-16,1.6932715007949857,0.2531480038084783,0.25314800380847835,2.220446049250313e-16,1.2636026365124646e-32,0.03834106240060664,0.03834106240060664,1.917053120030332,1.917053120030332,0.25,0.25,0.75,0.75,True,ultra_sparse,Ultra-sparsity,population_01,4,12.5,12.5,1.0,1.917053120030332,0.0,0.0,0.75,0.75,4.999999999997982,4.999999999997982,4.999999999999999,4.999999999999999,0.9000000000000404,0.9000000000000001,0.9000000000000404,0.9000000000000001,"[[0.8616589375993935, 0.03834106240064697], [0.03834106240060664, 0.06165893759935301]]","[[0.03834106240060664, 0.06165893759935301], [0.8616589375993935, 0.03834106240064697]]",2786888119,5000,5000,1.0,0.0008443830074374939,0.1052414421541699,0.09563739100632135,0.081,0.07975,0.23535,0.2369,0.5635,0.56105,0.55276,0.5535559999999999,0.0024,0.0019,0.0019,0.0023,0.0082,0.008,simple_welch,Simple Welch,5000,1.0,0.9432,91.10610647839684,49.062450079392974,0.1222,0.11341075757583892,0.13156931801384622,0.022199999999999998,0.0568,0.05071806154659551,0.06356242945750312,0.0068000000000000005,0.014,0.011096433554600582,0.01764977273599494,0.004
config_2x2_d2_p01,0,2,2,2,50,50,0.1,0.8968587065579073,0.8968587065579073,1,2x2_ultra_sparse,1,405258705,dominant_0.90,0.9,3,0.09999999999999987,0.10000000000000003,-1.6653345369377348e-16,1.6932715007949857,0.2531480038084783,0.25314800380847835,2.220446049250313e-16,1.2636026365124646e-32,0.03834106240060664,0.03834106240060664,1.917053120030332,1.917053120030332,0.25,0.25,0.75,0.75,True,ultra_sparse,Ultra-sparsity,population_01,4,12.5,12.5,1.0,1.917053120030332,0.0,0.0,0.75,0.75,4.999999999997982,4.999999999997982,4.999999999999999,4.999999999999999,0.9000000000000404,0.9000000000000001,0.9000000000000404,0.9000000000000001,"[[0.8616589375993935, 0.03834106240064697], [0.03834106240060664, 0.06165893759935301]]","[[0.03834106240060664, 0.06165893759935301], [0.8616589375993935, 0.03834106240064697]]",2786888119,5000,5000,1.0,0.0008443830074374939,0.1052414421541699,0.09563739100632135,0.081,0.07975,0.23535,0.2369,0.5635,0.56105,0.55276,0.5535559999999999,0.0024,0.0019,0.0019,0.0023,0.0082,0.008,expanded_welch,Expanded Welch,4919,0.9838,0.9508030087416142,14.764812008824945,2.9164666390004563,0.10611912990445213,0.09781746702337848,0.11503550977586069,0.006119129904452125,0.04919699125838585,0.04349689734449073,0.05560063868250951,0.0008030087416141529,0.011587721081520634,0.008955083013092602,0.01498260821796402,0.0015877210815206343
config_2x2_d2_p02,0,2,2,2,50,50,0.1,0.8968587065579073,0.8968587065579073,1,2x2_ultra_sparse,2,2357939940,dominant_0.90,0.9,3,0.10000000000000003,0.09999999999999987,1.6653345369377348e-16,1.693271500794986,0.25314800380847835,0.25314800380847835,0.0,1.10933564796665e-33,0.03834106240060664,0.03834106240060664,1.917053120030332,1.917053120030332,0.25,0.25,0.75,0.75,True,ultra_sparse,Ultra-sparsity,population_02,4,12.5,12.5,1.0,1.917053120030332,0.0,0.0,0.75,0.75,4.999999999997982,4.999999999997982,4.999999999999999,4.999999999999999,0.9000000000000404,0.9000000000000001,0.9000000000000404,0.9000000000000001,"[[0.03834106240060664, 0.06165893759935301], [0.8616589375993935, 0.03834106240064697]]","[[0.06165893759935301, 0.03834106240060664], [0.03834106240064697, 0.8616589375993935]]",4287286767,5000,5000,1.0,0.0024491420583721804,0.10245349426858905,0.09600929439478956,0.07825,0.0813,0.23445,0.2382,0.5581,0.56625,0.5564960000000001,0.544192,0.002,0.0029,0.0019,0.0023,0.0074,0.009,normal_wald,Normal Wald,5000,1.0,0.9408,,,0.1158,0.10722408446271624,0.12496581771186564,0.015799999999999995,0.0592,0.052990735279565715,0.06608607075519664,0.0092,0.014,0.011096433554600582,0.01764977273599494,0.004
config_2x2_d2_p02,0,2,2,2,50,50,0.1,0.8968587065579073,0.8968587065579073,1,2x2_ultra_sparse,2,2357939940,dominant_0.90,0.9,3,0.10000000000000003,0.09999999999999987,1.6653345369377348e-16,1.693271500794986,0.25314800380847835,0.25314800380847835,0.0,1.10933564796665e-33,0.03834106240060664,0.03834106240060664,1.917053120030332,1.917053120030332,0.25,0.25,0.75,0.75,True,ultra_sparse,Ultra-sparsity,population_02,4,12.5,12.5,1.0,1.917053120030332,0.0,0.0,0.75,0.75,4.999999999997982,4.999999999997982,4.999999999999999,4.999999999999999,0.9000000000000404,0.9000000000000001,0.9000000000000404,0.9000000000000001,"[[0.03834106240060664, 0.06165893759935301], [0.8616589375993935, 0.03834106240064697]]","[[0.06165893759935301, 0.03834106240060664], [0.03834106240064697, 0.8616589375993935]]",4287286767,5000,5000,1.0,0.0024491420583721804,0.10245349426858905,0.09600929439478956,0.07825,0.0813,0.23445,0.2382,0.5581,0.56625,0.5564960000000001,0.544192,0.002,0.0029,0.0019,0.0023,0.0074,0.009,simple_welch,Simple Welch,5000,1.0,0.9464,91.69115032574203,49.07748216924233,0.1114,0.10297572349198636,0.120420934459712,0.011399999999999993,0.0536,0.04769284678695338,0.06019255750959362,0.003599999999999999,0.0112,0.008635392875722448,0.014515112545765398,0.0011999999999999997
config_2x2_d2_p02,0,2,2,2,50,50,0.1,0.8968587065579073,0.8968587065579073,1,2x2_ultra_sparse,2,2357939940,dominant_0.90,0.9,3,0.10000000000000003,0.09999999999999987,1.6653345369377348e-16,1.693271500794986,0.25314800380847835,0.25314800380847835,0.0,1.10933564796665e-33,0.03834106240060664,0.03834106240060664,1.917053120030332,1.917053120030332,0.25,0.25,0.75,0.75,True,ultra_sparse,Ultra-sparsity,population_02,4,12.5,12.5,1.0,1.917053120030332,0.0,0.0,0.75,0.75,4.999999999997982,4.999999999997982,4.999999999999999,4.999999999999999,0.9000000000000404,0.9000000000000001,0.9000000000000404,0.9000000000000001,"[[0.03834106240060664, 0.06165893759935301], [0.8616589375993935, 0.03834106240064697]]","[[0.06165893759935301, 0.03834106240060664], [0.03834106240064697, 0.8616589375993935]]",4287286767,5000,5000,1.0,0.0024491420583721804,0.10245349426858905,0.09600929439478956,0.07825,0.0813,0.23445,0.2382,0.5581,0.56625,0.5564960000000001,0.544192,0.002,0.0029,0.0019,0.0023,0.0074,0.009,expanded_welch,Expanded Welch,4918,0.9836,0.9552663684424563,14.518977864300844,3.1162586019157295,0.09597397315982106,0.08805418882234929,0.10452443581457739,0.004026026840178942,0.044733631557543715,0.03930288791079709,0.05087503889447661,0.005266368442456287,0.009353395689304595,0.00701998042604696,0.012452702638323498,0.0006466043106954054
config_2x2_d2_p03,0,2,2,2,50,50,0.1,0.8968587065579073,0.8968587065579073,1,2x2_ultra_sparse,3,1700170971,dominant_0.90,0.9,3,0.10000000000000003,0.09999999999999976,2.7755575615628914e-16,1.6000000000001617,0.25314800380847835,0.2531480038084783,0.4225569602643666,0.43838187076930374,0.03834106240060664,0.03834106240060664,1.917053120030332,1.917053120030332,0.25,0.25,0.75,0.75,True,ultra_sparse,Ultra-sparsity,population_03,4,12.5,12.5,1.0,1.917053120030332,0.0,0.0,0.75,0.75,4.999999999997982,4.999999999997982,4.999999999999999,4.999999999999999,0.9000000000000404,0.9000000000000001,0.9000000000000404,0.9000000000000001,"[[0.03834106240060664, 0.06165893759935301], [0.8616589375993935, 0.03834106240064697]]","[[0.03834106240064697, 0.8616589375993935], [0.06165893759935301, 0.03834106240060664]]",2851230002,5000,5000,1.0,-0.002772347526749001,0.10388307731737027,0.09616121403649185,0.0796,0.083,0.2355,0.2363,0.5664,0.56215,0.5448640000000001,0.5514040000000001,0.0029,0.0023,0.0029,0.0025,0.0104,0.0094,normal_wald,Normal Wald,5000,1.0,0.9354,,,0.1182,0.10954310667883398,0.12744311052641163,0.018199999999999994,0.0646,0.058115054348139225,0.07175346050561653,0.014600000000000002,0.0154,0.012339981325724813,0.01920407539942455,0.0054
config_2x2_d2_p03,0,2,2,2,50,50,0.1,0.8968587065579073,0.8968587065579073,1,2x2_ultra_sparse,3,1700170971,dominant_0.90,0.9,3,0.10000000000000003,0.09999999999999976,2.7755575615628914e-16,1.6000000000001617,0.25314800380847835,0.2531480038084783,0.4225569602643666,0.43838187076930374,0.03834106240060664,0.03834106240060664,1.917053120030332,1.917053120030332,0.25,0.25,0.75,0.75,True,ultra_sparse,Ultra-sparsity,population_03,4,12.5,12.5,1.0,1.917053120030332,0.0,0.0,0.75,0.75,4.999999999997982,4.999999999997982,4.999999999999999,4.999999999999999,0.9000000000000404,0.9000000000000001,0.9000000000000404,0.9000000000000001,"[[0.03834106240060664, 0.06165893759935301], [0.8616589375993935, 0.03834106240064697]]","[[0.03834106240064697, 0.8616589375993935], [0.06165893759935301, 0.03834106240060664]]",2851230002,5000,5000,1.0,-0.002772347526749001,0.10388307731737027,0.09616121403649185,0.0796,0.083,0.2355,0.2363,0.5664,0.56215,0.5448640000000001,0.5514040000000001,0.0029,0.0023,0.0029,0.0025,0.0104,0.0094,simple_welch,Simple Welch,5000,1.0,0.9396,91.59784212913743,49.06257530321798,0.114,0.10548561331637654,0.12310705258520754,0.013999999999999999,0.0604,0.05412821616515825,0.06734674738493598,0.0104,0.0124,0.009685385642423546,0.015863277294396162,0.0023999999999999994
config_2x2_d2_p03,0,2,2,2,50,50,0.1,0.8968587065579073,0.8968587065579073,1,2x2_ultra_sparse,3,1700170971,dominant_0.90,0.9,3,0.10000000000000003,0.09999999999999976,2.7755575615628914e-16,1.6000000000001617,0.25314800380847835,0.2531480038084783,0.4225569602643666,0.43838187076930374,0.03834106240060664,0.03834106240060664,1.917053120030332,1.917053120030332,0.25,0.25,0.75,0.75,True,ultra_sparse,Ultra-sparsity,population_03,4,12.5,12.5,1.0,1.917053120030332,0.0,0.0,0.75,0.75,4.999999999997982,4.999999999997982,4.999999999999999,4.999999999999999,0.9000000000000404,0.9000000000000001,0.9000000000000404,0.9000000000000001,"[[0.03834106240060664, 0.06165893759935301], [0.8616589375993935, 0.03834106240064697]]","[[0.03834106240064697, 0.8616589375993935], [0.06165893759935301, 0.03834106240060664]]",2851230002,5000,5000,1.0,-0.002772347526749001,0.10388307731737027,0.09616121403649185,0.0796,0.083,0.2355,0.2363,0.5664,0.56215,0.5448640000000001,0.5514040000000001,0.0029,0.0023,0.0029,0.0025,0.0104,0.0094,expanded_welch,Expanded Welch,4901,0.9802,0.9496021220159151,14.8204777641929,3.120144393269096,0.09793919608243215,0.08992988458600921,0.10657829348921795,0.002060803917567855,0.050397877984084884,0.04461761584599094,0.056882394501008876,0.0003978779840848809,0.009793919608243216,0.007395250419391861,0.01296044500092448,0.0002060803917567841
config_2x2_d2_p04,0,2,2,2,50,50,0.1,0.8968587065579073,0.8968587065579073,2,2x2_ultra_sparse,4,2102412664,dominant_0.90,0.9,3,0.09999999999999976,0.09999999999999987,-1.1102230246251565e-16,1.693271500794986,0.2531480038084783,0.2531480038084783,0.0,1.10933564796665e-33,0.03834106240060664,0.03834106240060664,1.917053120030332,1.917053120030332,0.25,0.25,0.75,0.75,True,ultra_sparse,Ultra-sparsity,population_04,4,12.5,12.5,1.0,1.917053120030332,0.0,0.0,0.75,0.75,4.999999999997982,4.999999999997982,4.999999999999999,4.999999999999999,0.9000000000000404,0.9000000000000001,0.9000000000000404,0.9000000000000001,"[[0.03834106240064697, 0.8616589375993935], [0.06165893759935301, 0.03834106240060664]]","[[0.8616589375993935, 0.03834106240064697], [0.03834106240060664, 0.06165893759935301]]",1014955703,5000,5000,1.0,0.0020884978620765073,0.10551523384098788,0.09625487777772138,0.08025,0.08005,0.23355,0.23585,0.5606,0.5638,0.5582560000000001,0.5501799999999999,0.0021,0.0024,0.002,0.0021,0.008,0.0086,normal_wald,Normal Wald,5000,1.0,0.9372,,,0.1216,0.11283040597851501,0.1309505908535042,0.021599999999999994,0.0628,0.05640536126909045,0.06986591731166751,0.012799999999999992,0.0178,0.014487945592163862,0.021852426163649227,0.0078
config_2x2_d2_p04,0,2,2,2,50,50,0.1,0.8968587065579073,0.8968587065579073,2,2x2_ultra_sparse,4,2102412664,dominant_0.90,0.9,3,0.09999999999999976,0.09999999999999987,-1.1102230246251565e-16,1.693271500794986,0.2531480038084783,0.2531480038084783,0.0,1.10933564796665e-33,0.03834106240060664,0.03834106240060664,1.917053120030332,1.917053120030332,0.25,0.25,0.75,0.75,True,ultra_sparse,Ultra-sparsity,population_04,4,12.5,12.5,1.0,1.917053120030332,0.0,0.0,0.75,0.75,4.999999999997982,4.999999999997982,4.999999999999999,4.999999999999999,0.9000000000000404,0.9000000000000001,0.9000000000000404,0.9000000000000001,"[[0.03834106240064697, 0.8616589375993935], [0.06165893759935301, 0.03834106240060664]]","[[0.8616589375993935, 0.03834106240064697], [0.03834106240060664, 0.06165893759935301]]",1014955703,5000,5000,1.0,0.0020884978620765073,0.10551523384098788,0.09625487777772138,0.08025,0.08005,0.23355,0.23585,0.5606,0.5638,0.5582560000000001,0.5501799999999999,0.0021,0.0024,0.002,0.0021,0.008,0.0086,simple_welch,Simple Welch,5000,1.0,0.9408,91.65905909318995,49.116776738388864,0.1158,0.10722408446271624,0.12496581771186564,0.015799999999999995,0.0592,0.052990735279565715,0.06608607075519664,0.0092,0.0142,0.0112736073056904,0.017872291904127105,0.004200000000000001
config_2x2_d2_p04,0,2,2,2,50,50,0.1,0.8968587065579073,0.8968587065579073,2,2x2_ultra_sparse,4,2102412664,dominant_0.90,0.9,3,0.09999999999999976,0.09999999999999987,-1.1102230246251565e-16,1.693271500794986,0.2531480038084783,0.2531480038084783,0.0,1.10933564796665e-33,0.03834106240060664,0.03834106240060664,1.917053120030332,1.917053120030332,0.25,0.25,0.75,0.75,True,ultra_sparse,Ultra-sparsity,population_04,4,12.5,12.5,1.0,1.917053120030332,0.0,0.0,0.75,0.75,4.999999999997982,4.999999999997982,4.999999999999999,4.999999999999999,0.9000000000000404,0.9000000000000001,0.9000000000000404,0.9000000000000001,"[[0.03834106240064697, 0.8616589375993935], [0.06165893759935301, 0.03834106240060664]]","[[0.8616589375993935, 0.03834106240064697], [0.03834106240060664, 0.06165893759935301]]",1014955703,5000,5000,1.0,0.0020884978620765073,0.10551523384098788,0.09625487777772138,0.08025,0.08005,0.23355,0.23585,0.5606,0.5638,0.5582560000000001,0.5501799999999999,0.0021,0.0024,0.002,0.0021,0.008,0.0086,expanded_welch,Expanded Welch,4917,0.9834,0.9485458612975392,14.613728538278393,3.1201443932690958,0.1004677648972951,0.09237443497896257,0.10918488513341394,0.00046776489729509485,0.05145413870246085,0.04562177831002033,0.0579868144656714,0.001454138702460847,0.012812690665039659,0.010027776498188562,0.016358251157295247,0.0028126906650396584
config_2x2_d2_p05,0,2,2,2,50,50,0.1,0.8968587065579073,0.8968587065579073,1,2x2_ultra_sparse,5,917010488,dominant_0.90,0.9,3,0.10000000000000003,0.09999999999999976,2.7755575615628914e-16,1.6000000000001617,0.25314800380847835,0.2531480038084783,0.4225569602643666,0.43838187076930374,0.03834106240060664,0.03834106240060664,1.917053120030332,1.917053120030332,0.25,0.25,0.75,0.75,True,ultra_sparse,Ultra-sparsity,population_05,4,12.5,12.5,1.0,1.917053120030332,0.0,0.0,0.75,0.75,4.999999999997982,4.999999999997982,4.999999999999999,4.999999999999999,0.9000000000000404,0.9000000000000001,0.9000000000000404,0.9000000000000001,"[[0.03834106240060664, 0.06165893759935301], [0.8616589375993935, 0.03834106240064697]]","[[0.03834106240064697, 0.8616589375993935], [0.06165893759935301, 0.03834106240060664]]",1303512339,5000,4999,0.9998,0.0012041010328778822,0.10503519334983656,0.09607197024695421,0.0822,0.0788,0.2349,0.23485,0.55705,0.55835,0.5598360000000001,0.562824,0.0029,0.0021,0.003,0.002,0.0108,0.008,normal_wald,Normal Wald,4999,0.9998,0.9381876375275054,,,0.12262452490498099,0.11382057149354194,0.1320080179078502,0.022624524904980986,0.0618123624724945,0.05546733282621335,0.06883032160461065,0.011812362472494495,0.016003200640128026,0.012877754218947712,0.019871926171547018,0.0060032006401280254
config_2x2_d2_p05,0,2,2,2,50,50,0.1,0.8968587065579073,0.8968587065579073,1,2x2_ultra_sparse,5,917010488,dominant_0.90,0.9,3,0.10000000000000003,0.09999999999999976,2.7755575615628914e-16,1.6000000000001617,0.25314800380847835,0.2531480038084783,0.4225569602643666,0.43838187076930374,0.03834106240060664,0.03834106240060664,1.917053120030332,1.917053120030332,0.25,0.25,0.75,0.75,True,ultra_sparse,Ultra-sparsity,population_05,4,12.5,12.5,1.0,1.917053120030332,0.0,0.0,0.75,0.75,4.999999999997982,4.999999999997982,4.999999999999999,4.999999999999999,0.9000000000000404,0.9000000000000001,0.9000000000000404,0.9000000000000001,"[[0.03834106240060664, 0.06165893759935301], [0.8616589375993935, 0.03834106240064697]]","[[0.03834106240064697, 0.8616589375993935], [0.06165893759935301, 0.03834106240060664]]",1303512339,5000,4999,0.9998,0.0012041010328778822,0.10503519334983656,0.09607197024695421,0.0822,0.0788,0.2349,0.23485,0.55705,0.55835,0.5598360000000001,0.562824,0.0029,0.0021,0.003,0.002,0.0108,0.008,simple_welch,Simple Welch,4999,0.9998,0.9423884776955391,91.51849531479138,49.0794357622282,0.11622324464892979,0.10763213118839052,0.12540372821609969,0.016223244648929783,0.05761152230446089,0.051485601445610395,0.06441682392474674,0.0076115223044608896,0.01280256051210242,0.010039045843384867,0.01631426954865891,0.0028025605121024203
config_2x2_d2_p05,0,2,2,2,50,50,0.1,0.8968587065579073,0.8968587065579073,1,2x2_ultra_sparse,5,917010488,dominant_0.90,0.9,3,0.10000000000000003,0.09999999999999976,2.7755575615628914e-16,1.6000000000001617,0.25314800380847835,0.2531480038084783,0.4225569602643666,0.43838187076930374,0.03834106240060664,0.03834106240060664,1.917053120030332,1.917053120030332,0.25,0.25,0.75,0.75,True,ultra_sparse,Ultra-sparsity,population_05,4,12.5,12.5,1.0,1.917053120030332,0.0,0.0,0.75,0.75,4.999999999997982,4.999999999997982,4.999999999999999,4.999999999999999,0.9000000000000404,0.9000000000000001,0.9000000000000404,0.9000000000000001,"[[0.03834106240060664, 0.06165893759935301], [0.8616589375993935, 0.03834106240064697]]","[[0.03834106240064697, 0.8616589375993935], [0.06165893759935301, 0.03834106240060664]]",1303512339,5000,4999,0.9998,0.0012041010328778822,0.10503519334983656,0.09607197024695421,0.0822,0.0788,0.2349,0.23485,0.55705,0.55835,0.5598360000000001,0.562824,0.0029,0.0021,0.003,0.002,0.0108,0.008,expanded_welch,Expanded Welch,4907,0.9814,0.9502751171795394,14.820477764192898,3.037844147239125,0.10026492765437131,0.09217136003021396,0.10898387316233092,0.0002649276543713053,0.049724882820460566,0.04398721818674788,0.05616699427255773,0.0002751171795394372,0.011004687181577339,0.008444429137759574,0.014329969050112714,0.0010046871815773389
config_2x2_d2_p06,0,2,2,2,50,50,0.1,0.8968587065579073,0.8968587065579073,1,2x2_ultra_sparse,6,1254560916,dominant_0.90,0.9,3,0.10000000000000003,0.09999999999999976,2.7755575615628914e-16,1.6000000000001617,0.25314800380847835,0.2531480038084783,0.4225569602643666,0.43838187076930374,0.03834106240060664,0.03834106240060664,1.917053120030332,1.917053120030332,0.25,0.25,0.75,0.75,True,ultra_sparse,Ultra-sparsity,population_06,4,12.5,12.5,1.0,1.917053120030332,0.0,0.0,0.75,0.75,4.999999999997982,4.999999999997982,4.999999999999999,4.999999999999999,0.9000000000000404,0.9000000000000001,0.9000000000000404,0.9000000000000001,"[[0.03834106240060664, 0.06165893759935301], [0.8616589375993935, 0.03834106240064697]]","[[0.03834106240064697, 0.8616589375993935], [0.06165893759935301, 0.03834106240060664]]",3155669485,5000,4999,0.9998,-0.002671040196709265,0.10316328019450112,0.09599411065153456,0.0792,0.08255,0.2377,0.23605,0.5633,0.56025,0.550376,0.551692,0.0027,0.0025,0.0026,0.0023,0.0102,0.0084,normal_wald,Normal Wald,4999,0.9998,0.9375875175035007,,,0.11762352470494099,0.10898513811182904,0.12684913097948347,0.017623524704940982,0.0624124824964993,0.05603688309976506,0.06946008976826852,0.012412482496499296,0.014402880576115223,0.011453238717196713,0.01809825917407254,0.004402880576115223
config_2x2_d2_p06,0,2,2,2,50,50,0.1,0.8968587065579073,0.8968587065579073,1,2x2_ultra_sparse,6,1254560916,dominant_0.90,0.9,3,0.10000000000000003,0.09999999999999976,2.7755575615628914e-16,1.6000000000001617,0.25314800380847835,0.2531480038084783,0.4225569602643666,0.43838187076930374,0.03834106240060664,0.03834106240060664,1.917053120030332,1.917053120030332,0.25,0.25,0.75,0.75,True,ultra_sparse,Ultra-sparsity,population_06,4,12.5,12.5,1.0,1.917053120030332,0.0,0.0,0.75,0.75,4.999999999997982,4.999999999997982,4.999999999999999,4.999999999999999,0.9000000000000404,0.9000000000000001,0.9000000000000404,0.9000000000000001,"[[0.03834106240060664, 0.06165893759935301], [0.8616589375993935, 0.03834106240064697]]","[[0.03834106240064697, 0.8616589375993935], [0.06165893759935301, 0.03834106240060664]]",3155669485,5000,4999,0.9998,-0.002671040196709265,0.10316328019450112,0.09599411065153456,0.0792,0.08255,0.2377,0.23605,0.5633,0.56025,0.550376,0.551692,0.0027,0.0025,0.0026,0.0023,0.0102,0.0084,simple_welch,Simple Welch,4999,0.9998,0.9427885577115424,91.6085000261034,49.07754726634264,0.11242248449689939,0.10396177781067356,0.12147839815815614,0.01242248449689938,0.05721144228845769,0.051106875656950435,0.06399600408860033,0.007211442288457687,0.010802160432086417,0.00828884936085818,0.014066737907153749,0.0008021604320864167
config_2x2_d2_p06,0,2,2,2,50,50,0.1,0.8968587065579073,0.8968587065579073,1,2x2_ultra_sparse,6,1254560916,dominant_0.90,0.9,3,0.10000000000000003,0.09999999999999976,2.7755575615628914e-16,1.6000000000001617,0.25314800380847835,0.2531480038084783,0.4225569602643666,0.43838187076930374,0.03834106240060664,0.03834106240060664,1.917053120030332,1.917053120030332,0.25,0.25,0.75,0.75,True,ultra_sparse,Ultra-sparsity,population_06,4,12.5,12.5,1.0,1.917053120030332,0.0,0.0,0.75,0.75,4.999999999997982,4.999999999997982,4.999999999999999,4.999999999999999,0.9000000000000404,0.9000000000000001,0.9000000000000404,0.9000000000000001,"[[0.03834106240060664, 0.06165893759935301], [0.8616589375993935, 0.03834106240064697]]","[[0.03834106240064697, 0.8616589375993935], [0.06165893759935301, 0.03834106240060664]]",3155669485,5000,4999,0.9998,-0.002671040196709265,0.10316328019450112,0.09599411065153456,0.0792,0.08255,0.2377,0.23605,0.5633,0.56025,0.550376,0.551692,0.0027,0.0025,0.0026,0.0023,0.0102,0.0084,expanded_welch,Expanded Welch,4908,0.9816,0.9527302363488183,14.387346784206578,3.1201443932690958,0.0975957620211899,0.08960520038531247,0.10621574922889329,0.002404237978810106,0.04726976365118175,0.04167853026325227,0.05356914064447696,0.002730236348818256,0.010187449062754686,0.007736269300817406,0.013404775191613316,0.00018744906275468612
config_2x2_d2_p07,0,2,2,2,50,50,0.1,0.8968587065579073,0.8968587065579073,1,2x2_ultra_sparse,7,3179708651,dominant_0.90,0.9,3,0.09999999999999987,0.09999999999999976,1.1102230246251565e-16,1.693271500794986,0.2531480038084783,0.2531480038084783,0.0,1.10933564796665e-33,0.03834106240060664,0.03834106240060664,1.917053120030332,1.917053120030332,0.25,0.25,0.75,0.75,True,ultra_sparse,Ultra-sparsity,population_07,4,12.5,12.5,1.0,1.917053120030332,0.0,0.0,0.75,0.75,4.999999999997982,4.999999999997982,4.999999999999999,4.999999999999999,0.9000000000000404,0.9000000000000001,0.9000000000000404,0.9000000000000001,"[[0.8616589375993935, 0.03834106240064697], [0.03834106240060664, 0.06165893759935301]]","[[0.03834106240064697, 0.8616589375993935], [0.06165893759935301, 0.03834106240060664]]",3915028103,5000,5000,1.0,0.0005463185790085046,0.10520043321778187,0.09621368580179188,0.08245,0.0824,0.23425,0.23645,0.5612,0.56005,0.554612,0.5512400000000001,0.0025,0.0023,0.0023,0.0034,0.009,0.0112,normal_wald,Normal Wald,5000,1.0,0.9324,,,0.1292,0.12018664513363812,0.1387826826288162,0.029200000000000004,0.0676,0.06096785843452042,0.07489605020756494,0.01759999999999999,0.0152,0.01216187120210725,0.01898249260382014,0.0052
