regime,regime_label,method,method_label,nominal_alpha,population_pairs,mean_rejection_rate,median_rejection_rate,p10_rejection_rate,p90_rejection_rate,minimum_rejection_rate,maximum_rejection_rate,mean_absolute_calibration_error
balanced_control,Balanced control,simple_welch,Simple Welch,0.036,40,0.03347,0.033100000000000004,0.03034,0.03682,0.026,0.0374,0.002899999999999999
balanced_control,Balanced control,simple_welch,Simple Welch,0.037,40,0.034534999999999996,0.0344,0.03138,0.0378,0.0272,0.0384,0.0027849999999999993
balanced_control,Balanced control,simple_welch,Simple Welch,0.038,40,0.03543,0.0354,0.03256,0.03862,0.0274,0.04,0.002899999999999999
balanced_control,Balanced control,simple_welch,Simple Welch,0.039,40,0.036355,0.0364,0.03338,0.0396,0.0282,0.0406,0.002955
balanced_control,Balanced control,simple_welch,Simple Welch,0.04,40,0.03733,0.0373,0.03416,0.0412,0.0296,0.0416,0.0031100000000000004
balanced_control,Balanced control,simple_welch,Simple Welch,0.041,40,0.03831,0.0382,0.035,0.04206,0.0306,0.0432,0.0032199999999999998
balanced_control,Balanced control,simple_welch,Simple Welch,0.042,40,0.03923,0.039,0.03578,0.043039999999999995,0.0312,0.0444,0.003270000000000001
balanced_control,Balanced control,simple_welch,Simple Welch,0.043,40,0.04021,0.0401,0.03658,0.04482,0.032,0.0454,0.0034099999999999977
balanced_control,Balanced control,simple_welch,Simple Welch,0.044,40,0.041225,0.0412,0.0368,0.046,0.0332,0.0464,0.003424999999999999
balanced_control,Balanced control,simple_welch,Simple Welch,0.045,40,0.042194999999999996,0.042300000000000004,0.03778,0.046680000000000006,0.0338,0.0476,0.003474999999999999
balanced_control,Balanced control,simple_welch,Simple Welch,0.046,40,0.043135,0.0432,0.0388,0.04842,0.0348,0.0492,0.003615
balanced_control,Balanced control,simple_welch,Simple Welch,0.047,40,0.044095,0.044300000000000006,0.039760000000000004,0.04922,0.0358,0.0506,0.0036550000000000007
balanced_control,Balanced control,simple_welch,Simple Welch,0.048,40,0.045024999999999996,0.0451,0.040740000000000005,0.05024,0.0364,0.0522,0.0037550000000000014
balanced_control,Balanced control,simple_welch,Simple Welch,0.049,40,0.046060000000000004,0.0463,0.04158,0.051019999999999996,0.0384,0.0528,0.0036800000000000005
balanced_control,Balanced control,simple_welch,Simple Welch,0.05,40,0.04708,0.0472,0.042499999999999996,0.05186,0.0398,0.054,0.003700000000000002
balanced_control,Balanced control,simple_welch,Simple Welch,0.051,40,0.047935,0.048299999999999996,0.043,0.05266,0.0406,0.0552,0.0038249999999999977
balanced_control,Balanced control,simple_welch,Simple Welch,0.052,40,0.04889,0.0493,0.0436,0.05364,0.0414,0.0558,0.003859999999999999
balanced_control,Balanced control,simple_welch,Simple Welch,0.053,40,0.049964999999999996,0.0505,0.0448,0.05464,0.0422,0.057,0.003794999999999999
balanced_control,Balanced control,simple_welch,Simple Welch,0.054,40,0.051019999999999996,0.0513,0.04556,0.0564,0.0432,0.0578,0.0038499999999999993
balanced_control,Balanced control,simple_welch,Simple Welch,0.055,40,0.052015,0.0518,0.04706,0.0576,0.0448,0.0586,0.003855
balanced_control,Balanced control,simple_welch,Simple Welch,0.056,40,0.05305,0.053,0.047560000000000005,0.05842,0.0452,0.0596,0.003870000000000001
balanced_control,Balanced control,simple_welch,Simple Welch,0.057,40,0.054064999999999995,0.0539,0.0488,0.0596,0.0462,0.0604,0.0038150000000000002
balanced_control,Balanced control,simple_welch,Simple Welch,0.058,40,0.05500000000000001,0.055,0.04958,0.0606,0.0468,0.0618,0.003950000000000001
balanced_control,Balanced control,simple_welch,Simple Welch,0.059,40,0.055975,0.055900000000000005,0.05078,0.0616,0.0476,0.0626,0.004044999999999998
balanced_control,Balanced control,simple_welch,Simple Welch,0.06,40,0.05699,0.056900000000000006,0.05196,0.062060000000000004,0.0482,0.064,0.004099999999999999
balanced_control,Balanced control,simple_welch,Simple Welch,0.061,40,0.058015,0.0577,0.05346,0.06294,0.0492,0.065,0.004114999999999999
balanced_control,Balanced control,simple_welch,Simple Welch,0.062,40,0.05900999999999999,0.0588,0.05462,0.0643,0.0502,0.0654,0.004169999999999999
balanced_control,Balanced control,simple_welch,Simple Welch,0.063,40,0.06002,0.0598,0.055279999999999996,0.06512,0.0506,0.0666,0.004150000000000001
balanced_control,Balanced control,simple_welch,Simple Welch,0.064,40,0.060955,0.061,0.056499999999999995,0.06642,0.0526,0.0678,0.004155000000000001
balanced_control,Balanced control,simple_welch,Simple Welch,0.065,40,0.061985,0.0618,0.05732,0.06744,0.0536,0.0696,0.004225000000000001
balanced_control,Balanced control,simple_welch,Simple Welch,0.066,40,0.062945,0.0627,0.0581,0.06826,0.055,0.0708,0.0042650000000000006
balanced_control,Balanced control,simple_welch,Simple Welch,0.067,40,0.063965,0.0642,0.058859999999999996,0.06982000000000001,0.0558,0.072,0.004285000000000002
balanced_control,Balanced control,simple_welch,Simple Welch,0.068,40,0.06488000000000001,0.065,0.05974,0.07064,0.0566,0.0728,0.0043500000000000014
balanced_control,Balanced control,simple_welch,Simple Welch,0.069,40,0.06578500000000001,0.066,0.0598,0.0713,0.0574,0.0732,0.0043450000000000025
