scenario_id,shape_index,design_index,rows,columns,n_p,n_q,target_mi,association_p,association_q,generation_attempts,configuration_id,population_replication,population_seed,margin_profile,dominant_margin_mass,planned_density,true_mi_p,true_mi_q,true_delta,distribution_l1,population_variance_p,population_variance_q,pooled_mixture_mi,pooled_mixture_variance,min_probability_p,min_probability_q,min_joint_expected_p,min_joint_expected_q,independence_expected_below_1_p,independence_expected_below_1_q,independence_expected_below_5_p,independence_expected_below_5_q,is_permutation_anchor,regime,regime_label,variant,cells,observations_per_cell_p,observations_per_cell_q,sample_size_ratio_q_to_p,minimum_joint_expected_pair,joint_expected_below_1_p,joint_expected_below_1_q,joint_expected_below_5_p,joint_expected_below_5_q,minimum_row_expected_p,minimum_row_expected_q,minimum_column_expected_p,minimum_column_expected_q,maximum_row_margin_p,maximum_column_margin_p,maximum_row_margin_q,maximum_column_margin_q,probability_p_json,probability_q_json
config_3x3_d1_p07,1,1,3,3,72,72,0.1,0.7912818095063671,0.7912818095063671,1,3x3_moderate_sparse,7,1881758530,dominant_0.70,0.7,8,0.09999999999999032,0.09999999999999032,0.0,1.2313407667005134,0.19848826822651616,0.1984882682265161,0.005196047286048611,0.010823986392714285,0.029994279284928472,0.029994279284928472,2.15958810851485,2.15958810851485,0.0,0.0,0.4444444444444444,0.4444444444444444,True,moderate_sparse,Moderate sparsity,population_07,9,8.0,8.0,1.0,2.15958810851485,0.0,0.0,0.5555555555555556,0.5555555555555556,10.799999999998187,10.799999999998187,10.8,10.8,0.7000000000000307,0.7000000000000001,0.7000000000000308,0.7000000000000001,"[[0.029994279284928472, 0.032018718518334356, 0.08798700219673167], [0.08798700219674521, 0.04257304490327725, 0.5694399529000083], [0.032018718518326356, 0.0754082365783884, 0.042573044903260054]]","[[0.029994279284928472, 0.08798700219673167, 0.032018718518334356], [0.08798700219674521, 0.5694399529000083, 0.04257304490327725], [0.032018718518326356, 0.042573044903260054, 0.0754082365783884]]"
config_3x3_d1_p08,1,1,3,3,72,72,0.1,0.7270257524492217,0.7912818095063671,1,3x3_moderate_sparse,8,1728441386,dominant_0.70,0.7,8,0.09999999999999998,0.09999999999999032,9.658940314238862e-15,1.2167026075486163,0.22636199500105,0.19848826822651627,0.05226637420536051,0.11129534702699928,0.010880191224842954,0.029994279284928472,0.7833737681886928,2.15958810851485,0.0,0.0,0.4444444444444444,0.4444444444444444,True,moderate_sparse,Moderate sparsity,population_08,9,8.0,8.0,1.0,0.7833737681886928,0.2222222222222222,0.0,0.5555555555555556,0.5555555555555556,10.799999999995226,10.799999999998187,10.8,10.8,0.7000000000000546,0.7,0.7000000000000308,0.7000000000000001,"[[0.024550554489733607, 0.11456925428542347, 0.010880191224854657], [0.010880191224842954, 0.05077422571593378, 0.08834558305915696], [0.11456925428542346, 0.5346565199986427, 0.050774225715988386]]","[[0.04257304490327725, 0.5694399529000083, 0.08798700219674521], [0.032018718518334356, 0.08798700219673167, 0.029994279284928472], [0.0754082365783884, 0.042573044903260054, 0.032018718518326356]]"
config_3x3_d1_p09,1,1,3,3,72,72,0.1,0.7912818095063671,0.7270257524492217,1,3x3_moderate_sparse,9,3562972589,dominant_0.70,0.7,8,0.09999999999999076,0.1000000000000002,-9.43689570931383e-15,1.3566461478460738,0.1984882682265161,0.22636199500104995,0.1392955799291531,0.2408199822783242,0.029994279284928472,0.010880191224842954,2.15958810851485,0.7833737681886928,0.0,0.0,0.4444444444444444,0.4444444444444444,True,moderate_sparse,Moderate sparsity,population_09,9,8.0,8.0,1.0,0.7833737681886928,0.0,0.2222222222222222,0.5555555555555556,0.5555555555555556,10.799999999998187,10.799999999995226,10.8,10.8,0.7000000000000307,0.7,0.7000000000000545,0.7,"[[0.0754082365783884, 0.032018718518326356, 0.042573044903260054], [0.032018718518334356, 0.029994279284928472, 0.08798700219673167], [0.04257304490327725, 0.08798700219674521, 0.5694399529000083]]","[[0.010880191224854657, 0.11456925428542347, 0.024550554489733607], [0.050774225715988386, 0.5346565199986427, 0.11456925428542346], [0.08834558305915696, 0.05077422571593378, 0.010880191224842954]]"
config_3x3_d2_p00,1,2,3,3,50,50,0.1,1.3627334629580388,1.3210255346403301,1,3x3_ultra_sparse,0,1261209618,dominant_0.90,0.9,3,0.10000000000000014,0.10000000000000026,-1.1102230246251565e-16,0.15447751656134168,0.26844836200136124,0.30044587503891174,0.07356368122987772,0.19636739950935503,0.00617519664374432,0.0006957422420871894,0.308759832187216,0.034787112104359474,0.4444444444444444,0.4444444444444444,0.8888888888888888,0.8888888888888888,False,ultra_sparse,Ultra-sparsity,population_00,9,5.555555555555555,5.555555555555555,1.0,0.034787112104359474,0.5555555555555556,0.5555555555555556,0.8888888888888888,0.8888888888888888,2.499999999997995,2.4999999999964655,2.4999999999999982,2.4999999999999996,0.9000000000000471,0.8999999999999999,0.900000000000067,0.9,"[[0.03670704567290481, 0.010829644883783627, 0.8524633094433587], [0.00617519664374432, 0.007117757683364322, 0.0367070456728842], [0.007117757683350845, 0.03205259743285202, 0.010829644883757041]]","[[0.04670929682328581, 0.012523360357636376, 0.8407673428191448], [0.0006957422420871894, 0.036780897400272704, 0.012523360357569412], [0.002594960934626989, 0.0006957422420909097, 0.04670929682328581]]"
config_3x3_d2_p01,1,2,3,3,50,50,0.1,1.2668359711165245,1.3627334629580388,1,3x3_ultra_sparse,1,3861081814,dominant_0.90,0.9,3,0.10000000000000014,0.10000000000000009,5.551115123125783e-17,1.7556683707774041,0.2973150135982606,0.26844836200136124,0.03133021856158924,0.07741835693056848,0.0036799070767097107,0.00617519664374432,0.18399535383548554,0.308759832187216,0.4444444444444444,0.4444444444444444,0.8888888888888888,0.8888888888888888,False,ultra_sparse,Ultra-sparsity,population_01,9,5.555555555555555,5.555555555555555,1.0,0.18399535383548554,0.2222222222222222,0.5555555555555556,0.8888888888888888,0.8888888888888888,2.4999999999985687,2.4999999999979954,2.4999999999999987,2.4999999999999982,0.9000000000000571,0.8999999999999999,0.9000000000000471,0.8999999999999999,"[[0.021710373642058915, 0.02171037364205892, 0.8565792527159393], [0.024609719281231353, 0.0036799070767097107, 0.021710373642030305], [0.0036799070767097107, 0.024609719281231342, 0.021710373642030316]]","[[0.8524633094433587, 0.03670704567290481, 0.010829644883783627], [0.0367070456728842, 0.00617519664374432, 0.007117757683364322], [0.010829644883757041, 0.007117757683350845, 0.03205259743285202]]"
config_3x3_d2_p02,1,2,3,3,50,50,0.1,1.2668359711165245,1.3627334629580388,1,3x3_ultra_sparse,2,2942350081,dominant_0.90,0.9,3,0.09999999999999987,0.10000000000000003,-1.6653345369377348e-16,1.7556683707775147,0.2973150135982607,0.26844836200136124,0.03133021856159651,0.07741835693060115,0.0036799070767097107,0.00617519664374432,0.18399535383548554,0.308759832187216,0.4444444444444444,0.4444444444444444,0.8888888888888888,0.8888888888888888,False,ultra_sparse,Ultra-sparsity,population_02,9,5.555555555555555,5.555555555555555,1.0,0.18399535383548554,0.2222222222222222,0.5555555555555556,0.8888888888888888,0.8888888888888888,2.4999999999985687,2.499999999997995,2.4999999999999987,2.4999999999999982,0.9000000000000571,0.8999999999999999,0.9000000000000471,0.8999999999999999,"[[0.0036799070767097107, 0.024609719281231342, 0.021710373642030316], [0.024609719281231353, 0.0036799070767097107, 0.021710373642030305], [0.021710373642058915, 0.02171037364205892, 0.8565792527159393]]","[[0.00617519664374432, 0.007117757683364322, 0.0367070456728842], [0.03670704567290481, 0.010829644883783627, 0.8524633094433587], [0.007117757683350845, 0.03205259743285202, 0.010829644883757041]]"
config_3x3_d2_p03,1,2,3,3,50,50,0.1,1.3210255346403301,1.2668359711165245,1,3x3_ultra_sparse,3,3259716923,dominant_0.90,0.9,3,0.10000000000000009,0.10000000000000014,-5.551115123125783e-17,1.7985129204479173,0.3004458750389118,0.2973150135982606,0.43856499868242016,0.3993343797515296,0.0006957422420871894,0.0036799070767097107,0.034787112104359474,0.18399535383548554,0.4444444444444444,0.4444444444444444,0.8888888888888888,0.8888888888888888,False,ultra_sparse,Ultra-sparsity,population_03,9,5.555555555555555,5.555555555555555,1.0,0.034787112104359474,0.5555555555555556,0.2222222222222222,0.8888888888888888,0.8888888888888888,2.499999999996465,2.4999999999985687,2.4999999999999996,2.4999999999999987,0.900000000000067,0.9,0.9000000000000571,0.8999999999999999,"[[0.012523360357636376, 0.8407673428191448, 0.04670929682328581], [0.036780897400272704, 0.012523360357569412, 0.0006957422420871894], [0.0006957422420909097, 0.04670929682328581, 0.002594960934626989]]","[[0.024609719281231353, 0.0036799070767097107, 0.021710373642030305], [0.021710373642058915, 0.02171037364205892, 0.8565792527159393], [0.0036799070767097107, 0.024609719281231342, 0.021710373642030316]]"
config_3x3_d2_p04,1,2,3,3,50,50,0.1,1.3627334629580388,1.3627334629580388,1,3x3_ultra_sparse,4,3624097485,dominant_0.90,0.9,3,0.10000000000000014,0.10000000000000014,0.0,1.7093088964802,0.26844836200136124,0.2684483620013612,0.4698053922269618,0.39229509676027474,0.00617519664374432,0.00617519664374432,0.308759832187216,0.308759832187216,0.4444444444444444,0.4444444444444444,0.8888888888888888,0.8888888888888888,False,ultra_sparse,Ultra-sparsity,population_04,9,5.555555555555555,5.555555555555555,1.0,0.308759832187216,0.5555555555555556,0.5555555555555556,0.8888888888888888,0.8888888888888888,2.499999999997995,2.499999999997995,2.4999999999999982,2.4999999999999987,0.9000000000000471,0.8999999999999999,0.9000000000000471,0.8999999999999999,"[[0.8524633094433587, 0.010829644883783627, 0.03670704567290481], [0.0367070456728842, 0.007117757683364322, 0.00617519664374432], [0.010829644883757041, 0.03205259743285202, 0.007117757683350845]]","[[0.007117757683364322, 0.00617519664374432, 0.0367070456728842], [0.03205259743285202, 0.007117757683350845, 0.010829644883757041], [0.010829644883783627, 0.03670704567290481, 0.8524633094433587]]"
config_3x3_d2_p05,1,2,3,3,50,50,0.1,1.3627334629580388,1.3210255346403301,1,3x3_ultra_sparse,5,2240062516,dominant_0.90,0.9,3,0.10000000000000014,0.1000000000000002,-5.551115123125783e-17,1.7201522057555392,0.2684483620013612,0.3004458750389116,0.023588625968488652,0.038522229026317925,0.00617519664374432,0.0006957422420871894,0.308759832187216,0.034787112104359474,0.4444444444444444,0.4444444444444444,0.8888888888888888,0.8888888888888888,False,ultra_sparse,Ultra-sparsity,population_05,9,5.555555555555555,5.555555555555555,1.0,0.034787112104359474,0.5555555555555556,0.5555555555555556,0.8888888888888888,0.8888888888888888,2.4999999999979954,2.4999999999964655,2.4999999999999987,2.4999999999999996,0.9000000000000471,0.8999999999999999,0.900000000000067,0.9,"[[0.010829644883757041, 0.007117757683350845, 0.03205259743285202], [0.8524633094433587, 0.03670704567290481, 0.010829644883783627], [0.0367070456728842, 0.00617519664374432, 0.007117757683364322]]","[[0.0006957422420909097, 0.002594960934626989, 0.04670929682328581], [0.012523360357636376, 0.04670929682328581, 0.8407673428191448], [0.036780897400272704, 0.0006957422420871894, 0.012523360357569412]]"
config_3x3_d2_p06,1,2,3,3,50,50,0.1,1.2668359711165245,1.2668359711165245,1,3x3_ultra_sparse,6,1886452831,dominant_0.90,0.9,3,0.09999999999999992,0.10000000000000003,-1.1102230246251565e-16,1.7115973825568038,0.2973150135982606,0.2973150135982606,0.04841261783622253,0.14906611322892718,0.0036799070767097107,0.0036799070767097107,0.18399535383548554,0.18399535383548554,0.4444444444444444,0.4444444444444444,0.8888888888888888,0.8888888888888888,False,ultra_sparse,Ultra-sparsity,population_06,9,5.555555555555555,5.555555555555555,1.0,0.18399535383548554,0.2222222222222222,0.2222222222222222,0.8888888888888888,0.8888888888888888,2.4999999999985683,2.4999999999985683,2.4999999999999987,2.4999999999999987,0.9000000000000572,0.8999999999999999,0.9000000000000572,0.8999999999999999,"[[0.021710373642058915, 0.8565792527159393, 0.02171037364205892], [0.024609719281231353, 0.021710373642030305, 0.0036799070767097107], [0.0036799070767097107, 0.021710373642030316, 0.024609719281231342]]","[[0.8565792527159393, 0.021710373642058915, 0.02171037364205892], [0.021710373642030305, 0.024609719281231353, 0.0036799070767097107], [0.021710373642030316, 0.0036799070767097107, 0.024609719281231342]]"
config_3x3_d2_p07,1,2,3,3,50,50,0.1,1.3210255346403301,1.2668359711165245,1,3x3_ultra_sparse,7,200865734,dominant_0.90,0.9,3,0.10000000000000026,0.10000000000000009,1.6653345369377348e-16,0.16619767337209063,0.3004458750389117,0.2973150135982607,0.07178181086014146,0.18896821970657315,0.0006957422420871894,0.0036799070767097107,0.034787112104359474,0.18399535383548554,0.4444444444444444,0.4444444444444444,0.8888888888888888,0.8888888888888888,False,ultra_sparse,Ultra-sparsity,population_07,9,5.555555555555555,5.555555555555555,1.0,0.034787112104359474,0.5555555555555556,0.2222222222222222,0.8888888888888888,0.8888888888888888,2.4999999999964655,2.4999999999985687,2.4999999999999996,2.4999999999999987,0.900000000000067,0.9,0.9000000000000571,0.8999999999999999,"[[0.0006957422420909097, 0.002594960934626989, 0.04670929682328581], [0.036780897400272704, 0.0006957422420871894, 0.012523360357569412], [0.012523360357636376, 0.04670929682328581, 0.8407673428191448]]","[[0.024609719281231353, 0.0036799070767097107, 0.021710373642030305], [0.0036799070767097107, 0.024609719281231342, 0.021710373642030316], [0.021710373642058915, 0.02171037364205892, 0.8565792527159393]]"
config_3x3_d2_p08,1,2,3,3,50,50,0.1,1.3627334629580388,1.3627334629580388,1,3x3_ultra_sparse,8,3855046211,dominant_0.90,0.9,3,0.10000000000000031,0.10000000000000031,0.0,1.7000000000001085,0.26844836200136113,0.26844836200136113,0.08678150395745932,0.24964785316823232,0.00617519664374432,0.00617519664374432,0.308759832187216,0.308759832187216,0.4444444444444444,0.4444444444444444,0.8888888888888888,0.8888888888888888,False,ultra_sparse,Ultra-sparsity,population_08,9,5.555555555555555,5.555555555555555,1.0,0.308759832187216,0.5555555555555556,0.5555555555555556,0.8888888888888888,0.8888888888888888,2.4999999999979954,2.4999999999979954,2.4999999999999982,2.4999999999999982,0.9000000000000471,0.8999999999999999,0.9000000000000471,0.8999999999999999,"[[0.03670704567290481, 0.8524633094433587, 0.010829644883783627], [0.00617519664374432, 0.0367070456728842, 0.007117757683364322], [0.007117757683350845, 0.010829644883757041, 0.03205259743285202]]","[[0.00617519664374432, 0.0367070456728842, 0.007117757683364322], [0.03670704567290481, 0.8524633094433587, 0.010829644883783627], [0.007117757683350845, 0.010829644883757041, 0.03205259743285202]]"
config_3x3_d2_p09,1,2,3,3,50,50,0.1,1.3627334629580388,1.3210255346403301,1,3x3_ultra_sparse,9,3905280108,dominant_0.90,0.9,3,0.10000000000000003,0.10000000000000026,-2.220446049250313e-16,1.7328485331834032,0.26844836200136124,0.3004458750389117,0.45459676846925545,0.39299440624288506,0.00617519664374432,0.0006957422420871894,0.308759832187216,0.034787112104359474,0.4444444444444444,0.4444444444444444,0.8888888888888888,0.8888888888888888,False,ultra_sparse,Ultra-sparsity,population_09,9,5.555555555555555,5.555555555555555,1.0,0.034787112104359474,0.5555555555555556,0.5555555555555556,0.8888888888888888,0.8888888888888888,2.4999999999979954,2.499999999996465,2.4999999999999987,2.4999999999999996,0.9000000000000471,0.8999999999999999,0.900000000000067,0.9,"[[0.03670704567290481, 0.8524633094433587, 0.010829644883783627], [0.007117757683350845, 0.010829644883757041, 0.03205259743285202], [0.00617519664374432, 0.0367070456728842, 0.007117757683364322]]","[[0.04670929682328581, 0.0006957422420909097, 0.002594960934626989], [0.8407673428191448, 0.012523360357636376, 0.04670929682328581], [0.012523360357569412, 0.036780897400272704, 0.0006957422420871894]]"
config_3x3_d3_p00,1,3,3,3,50,250,0.1,1.3627334629580388,1.3210255346403301,1,3x3_ultra_imbalanced,0,3136116996,dominant_0.90,0.9,3,0.10000000000000003,0.10000000000000014,-1.1102230246251565e-16,1.7827182126824057,0.26844836200136124,0.3004458750389117,0.29226645272981266,0.43105605306992834,0.00617519664374432,0.0006957422420871894,0.308759832187216,0.17393556052179737,0.4444444444444444,0.4444444444444444,0.8888888888888888,0.4444444444444444,False,ultra_imbalanced,Ultra-sparsity with imbalance,population_00,9,5.555555555555555,27.77777777777778,5.0,0.17393556052179737,0.5555555555555556,0.3333333333333333,0.8888888888888888,0.5555555555555556,2.499999999997995,12.499999999982327,2.4999999999999982,12.499999999999996,0.9000000000000471,0.8999999999999999,0.900000000000067,0.9,"[[0.00617519664374432, 0.007117757683364322, 0.0367070456728842], [0.03670704567290481, 0.010829644883783627, 0.8524633094433587], [0.007117757683350845, 0.03205259743285202, 0.010829644883757041]]","[[0.0006957422420871894, 0.012523360357569412, 0.036780897400272704], [0.002594960934626989, 0.04670929682328581, 0.0006957422420909097], [0.04670929682328581, 0.8407673428191448, 0.012523360357636376]]"
config_3x3_d3_p01,1,3,3,3,50,250,0.1,1.2668359711165245,1.3210255346403301,1,3x3_ultra_imbalanced,1,499896329,dominant_0.90,0.9,3,0.10000000000000009,0.10000000000000026,-1.6653345369377348e-16,1.7920271091624471,0.2973150135982606,0.3004458750389117,0.29495760667153104,0.6236179751006956,0.0036799070767097107,0.0006957422420871894,0.18399535383548554,0.17393556052179737,0.4444444444444444,0.4444444444444444,0.8888888888888888,0.4444444444444444,False,ultra_imbalanced,Ultra-sparsity with imbalance,population_01,9,5.555555555555555,27.77777777777778,5.0,0.17393556052179737,0.2222222222222222,0.3333333333333333,0.8888888888888888,0.5555555555555556,2.4999999999985683,12.499999999982327,2.4999999999999987,12.499999999999996,0.9000000000000572,0.8999999999999999,0.900000000000067,0.9,"[[0.024609719281231353, 0.021710373642030305, 0.0036799070767097107], [0.0036799070767097107, 0.021710373642030316, 0.024609719281231342], [0.021710373642058915, 0.8565792527159393, 0.02171037364205892]]","[[0.036780897400272704, 0.0006957422420871894, 0.012523360357569412], [0.012523360357636376, 0.04670929682328581, 0.8407673428191448], [0.0006957422420909097, 0.002594960934626989, 0.04670929682328581]]"
config_3x3_d3_p02,1,3,3,3,50,250,0.1,1.2668359711165245,1.2668359711165245,1,3x3_ultra_imbalanced,2,3228884029,dominant_0.90,0.9,3,0.10000000000000014,0.10000000000000009,5.551115123125783e-17,1.7115973825568611,0.2973150135982606,0.2973150135982606,0.061212831115017574,0.17675043501879167,0.0036799070767097107,0.0036799070767097107,0.18399535383548554,0.9199767691774277,0.4444444444444444,0.4444444444444444,0.8888888888888888,0.4444444444444444,False,ultra_imbalanced,Ultra-sparsity with imbalance,population_02,9,5.555555555555555,27.77777777777778,5.0,0.18399535383548554,0.2222222222222222,0.2222222222222222,0.8888888888888888,0.2222222222222222,2.4999999999985687,12.499999999992843,2.4999999999999987,12.499999999999993,0.9000000000000571,0.8999999999999999,0.9000000000000571,0.8999999999999999,"[[0.021710373642058915, 0.02171037364205892, 0.8565792527159393], [0.024609719281231353, 0.0036799070767097107, 0.021710373642030305], [0.0036799070767097107, 0.024609719281231342, 0.021710373642030316]]","[[0.0036799070767097107, 0.024609719281231353, 0.021710373642030305], [0.024609719281231342, 0.0036799070767097107, 0.021710373642030316], [0.02171037364205892, 0.021710373642058915, 0.8565792527159393]]"
config_3x3_d3_p03,1,3,3,3,50,250,0.1,1.3210255346403301,1.3210255346403301,1,3x3_ultra_imbalanced,3,2995043086,dominant_0.90,0.9,3,0.10000000000000026,0.10000000000000026,0.0,1.7683718729315667,0.3004458750389117,0.3004458750389117,0.04871393524281192,0.11032702272583533,0.0006957422420871894,0.0006957422420871894,0.034787112104359474,0.17393556052179737,0.4444444444444444,0.4444444444444444,0.8888888888888888,0.4444444444444444,False,ultra_imbalanced,Ultra-sparsity with imbalance,population_03,9,5.555555555555555,27.77777777777778,5.0,0.034787112104359474,0.5555555555555556,0.3333333333333333,0.8888888888888888,0.5555555555555556,2.4999999999964655,12.499999999982327,2.4999999999999996,12.499999999999996,0.900000000000067,0.9,0.900000000000067,0.9,"[[0.012523360357636376, 0.04670929682328581, 0.8407673428191448], [0.036780897400272704, 0.0006957422420871894, 0.012523360357569412], [0.0006957422420909097, 0.002594960934626989, 0.04670929682328581]]","[[0.0006957422420871894, 0.036780897400272704, 0.012523360357569412], [0.002594960934626989, 0.0006957422420909097, 0.04670929682328581], [0.04670929682328581, 0.012523360357636376, 0.8407673428191448]]"
config_3x3_d3_p04,1,3,3,3,50,250,0.1,1.2668359711165245,1.3627334629580388,1,3x3_ultra_imbalanced,4,3288082254,dominant_0.90,0.9,3,0.10000000000000003,0.10000000000000014,-1.1102230246251565e-16,1.7843055295073316,0.2973150135982606,0.26844836200136124,0.07548865150868528,0.20780458883456746,0.0036799070767097107,0.00617519664374432,0.18399535383548554,1.54379916093608,0.4444444444444444,0.4444444444444444,0.8888888888888888,0.4444444444444444,False,ultra_imbalanced,Ultra-sparsity with imbalance,population_04,9,5.555555555555555,27.77777777777778,5.0,0.18399535383548554,0.2222222222222222,0.0,0.8888888888888888,0.5555555555555556,2.4999999999985683,12.499999999989976,2.4999999999999987,12.499999999999993,0.9000000000000572,0.8999999999999999,0.9000000000000471,0.8999999999999999,"[[0.021710373642030316, 0.0036799070767097107, 0.024609719281231342], [0.8565792527159393, 0.021710373642058915, 0.02171037364205892], [0.021710373642030305, 0.024609719281231353, 0.0036799070767097107]]","[[0.010829644883757041, 0.03205259743285202, 0.007117757683350845], [0.0367070456728842, 0.007117757683364322, 0.00617519664374432], [0.8524633094433587, 0.010829644883783627, 0.03670704567290481]]"
config_3x3_d3_p05,1,3,3,3,50,250,0.1,1.3210255346403301,1.2668359711165245,1,3x3_ultra_imbalanced,5,579328396,dominant_0.90,0.9,3,0.10000000000000026,0.10000000000000009,1.6653345369377348e-16,0.16619767337209063,0.3004458750389117,0.2973150135982607,0.08430723533065393,0.2367489139804385,0.0006957422420871894,0.0036799070767097107,0.034787112104359474,0.9199767691774277,0.4444444444444444,0.4444444444444444,0.8888888888888888,0.4444444444444444,False,ultra_imbalanced,Ultra-sparsity with imbalance,population_05,9,5.555555555555555,27.77777777777778,5.0,0.034787112104359474,0.5555555555555556,0.2222222222222222,0.8888888888888888,0.2222222222222222,2.4999999999964655,12.499999999992843,2.4999999999999996,12.499999999999993,0.900000000000067,0.9,0.9000000000000571,0.8999999999999999,"[[0.0006957422420909097, 0.002594960934626989, 0.04670929682328581], [0.036780897400272704, 0.0006957422420871894, 0.012523360357569412], [0.012523360357636376, 0.04670929682328581, 0.8407673428191448]]","[[0.024609719281231342, 0.0036799070767097107, 0.021710373642030316], [0.0036799070767097107, 0.024609719281231353, 0.021710373642030305], [0.02171037364205892, 0.021710373642058915, 0.8565792527159393]]"
config_3x3_d3_p06,1,3,3,3,50,250,0.1,1.2668359711165245,1.2668359711165245,1,3x3_ultra_imbalanced,6,3168478805,dominant_0.90,0.9,3,0.10000000000000009,0.10000000000000003,5.551115123125783e-17,1.7476583156875598,0.2973150135982606,0.2973150135982606,0.3034436424292821,0.4451818776603544,0.0036799070767097107,0.0036799070767097107,0.18399535383548554,0.9199767691774277,0.4444444444444444,0.4444444444444444,0.8888888888888888,0.4444444444444444,False,ultra_imbalanced,Ultra-sparsity with imbalance,population_06,9,5.555555555555555,27.77777777777778,5.0,0.18399535383548554,0.2222222222222222,0.2222222222222222,0.8888888888888888,0.2222222222222222,2.4999999999985683,12.499999999992843,2.4999999999999987,12.499999999999993,0.9000000000000572,0.8999999999999999,0.9000000000000571,0.8999999999999999,"[[0.021710373642030316, 0.0036799070767097107, 0.024609719281231342], [0.021710373642030305, 0.024609719281231353, 0.0036799070767097107], [0.8565792527159393, 0.021710373642058915, 0.02171037364205892]]","[[0.02171037364205892, 0.021710373642058915, 0.8565792527159393], [0.024609719281231342, 0.0036799070767097107, 0.021710373642030316], [0.0036799070767097107, 0.024609719281231353, 0.021710373642030305]]"
config_3x3_d3_p07,1,3,3,3,50,250,0.1,1.3210255346403301,1.2668359711165245,1,3x3_ultra_imbalanced,7,944308488,dominant_0.90,0.9,3,0.1000000000000002,0.10000000000000009,1.1102230246251565e-16,1.7920271091624471,0.3004458750389118,0.2973150135982606,0.332411915237103,0.5995447153590587,0.0006957422420871894,0.0036799070767097107,0.034787112104359474,0.9199767691774277,0.4444444444444444,0.4444444444444444,0.8888888888888888,0.4444444444444444,False,ultra_imbalanced,Ultra-sparsity with imbalance,population_07,9,5.555555555555555,27.77777777777778,5.0,0.034787112104359474,0.5555555555555556,0.2222222222222222,0.8888888888888888,0.2222222222222222,2.4999999999964655,12.499999999992841,2.4999999999999996,12.499999999999993,0.900000000000067,0.9,0.9000000000000572,0.8999999999999999,"[[0.012523360357569412, 0.0006957422420871894, 0.036780897400272704], [0.8407673428191448, 0.04670929682328581, 0.012523360357636376], [0.04670929682328581, 0.002594960934626989, 0.0006957422420909097]]","[[0.0036799070767097107, 0.021710373642030316, 0.024609719281231342], [0.024609719281231353, 0.021710373642030305, 0.0036799070767097107], [0.021710373642058915, 0.8565792527159393, 0.02171037364205892]]"
config_3x3_d3_p08,1,3,3,3,50,250,0.1,1.3627334629580388,1.2668359711165245,1,3x3_ultra_imbalanced,8,1760773074,dominant_0.90,0.9,3,0.10000000000000003,0.09999999999999987,1.6653345369377348e-16,0.12172264796975336,0.26844836200136124,0.29731501359826074,0.09065268063858206,0.25543945131641715,0.00617519664374432,0.0036799070767097107,0.308759832187216,0.9199767691774277,0.4444444444444444,0.4444444444444444,0.8888888888888888,0.4444444444444444,False,ultra_imbalanced,Ultra-sparsity with imbalance,population_08,9,5.555555555555555,27.77777777777778,5.0,0.308759832187216,0.5555555555555556,0.2222222222222222,0.8888888888888888,0.2222222222222222,2.499999999997995,12.499999999992841,2.4999999999999987,12.499999999999993,0.9000000000000471,0.8999999999999999,0.9000000000000572,0.8999999999999999,"[[0.8524633094433587, 0.010829644883783627, 0.03670704567290481], [0.010829644883757041, 0.03205259743285202, 0.007117757683350845], [0.0367070456728842, 0.007117757683364322, 0.00617519664374432]]","[[0.8565792527159393, 0.021710373642058915, 0.02171037364205892], [0.021710373642030316, 0.0036799070767097107, 0.024609719281231342], [0.021710373642030305, 0.024609719281231353, 0.0036799070767097107]]"
config_3x3_d3_p09,1,3,3,3,50,250,0.1,1.3210255346403301,1.3210255346403301,1,3x3_ultra_imbalanced,9,2902450377,dominant_0.90,0.9,3,0.10000000000000026,0.10000000000000026,0.0,1.7000000000000002,0.3004458750389117,0.3004458750389117,0.09999999999999998,0.3004458750389118,0.0006957422420871894,0.0006957422420871894,0.034787112104359474,0.17393556052179737,0.4444444444444444,0.4444444444444444,0.8888888888888888,0.4444444444444444,False,ultra_imbalanced,Ultra-sparsity with imbalance,population_09,9,5.555555555555555,27.77777777777778,5.0,0.034787112104359474,0.5555555555555556,0.3333333333333333,0.8888888888888888,0.5555555555555556,2.499999999996465,12.499999999982327,2.4999999999999996,12.499999999999996,0.900000000000067,0.9,0.900000000000067,0.9,"[[0.0006957422420909097, 0.04670929682328581, 0.002594960934626989], [0.036780897400272704, 0.012523360357569412, 0.0006957422420871894], [0.012523360357636376, 0.8407673428191448, 0.04670929682328581]]","[[0.0006957422420909097, 0.002594960934626989, 0.04670929682328581], [0.036780897400272704, 0.0006957422420871894, 0.012523360357569412], [0.012523360357636376, 0.04670929682328581, 0.8407673428191448]]"
