k,shape,nu0,entropy,N,lam_min,lam_tp,mu,sigma2,nu,a
5,mild_skew,16,2.268995593589281,29,0.29000000000000004,0.037584000000000006,18.560234170707194,27.554026042639475,25.0041349266641,0.7422865948029576
5,mild_skew,16,2.268995593589281,50,0.5000000000000001,0.06480000000000001,18.836583032899153,35.362188841686034,20.067584726940616,0.9386572070933454
5,mild_skew,16,2.268995593589281,62,0.6200000000000001,0.080352,18.730430418691903,36.795086303613076,19.06934098616366,0.9822274630404029
5,mild_skew,16,2.268995593589281,76,0.7600000000000001,0.09849600000000001,18.08575989065595,37.56436446550837,17.41516011126972,1.03850666747257
5,mild_skew,16,2.268995593589281,94,0.9400000000000002,0.12182400000000002,17.91242657514518,37.273976511653004,17.216034125559855,1.040450224744352
5,mild_skew,16,2.268995593589281,115,1.1500000000000001,0.14904,17.46643110439765,36.43514846702194,16.746258948322897,1.043004957602598
5,mild_skew,16,2.268995593589281,142,1.4200000000000004,0.18403200000000003,17.358610651947686,36.95083056884776,16.309314790880368,1.0643372130908926
5,mild_skew,16,2.268995593589281,176,1.7600000000000002,0.22809600000000002,16.858940916164002,36.180067307102256,15.711628527507727,1.0730231361216043
5,mild_skew,16,2.268995593589281,216,2.1600000000000006,0.279936,16.92226180033147,35.591890211904506,16.09147155343703,1.0516292275778212
5,mild_skew,16,2.268995593589281,267,2.6700000000000004,0.34603200000000006,16.579636369218882,34.70397414897282,15.841663606337235,1.0465842970296648
5,mild_skew,16,2.268995593589281,329,3.2900000000000005,0.42638400000000004,16.271009552970657,33.95380330596642,15.59446813584744,1.0433834236108401
5,mild_skew,16,2.268995593589281,406,4.0600000000000005,0.5261760000000001,16.120629679865015,33.6748370448268,15.434355387045136,1.044464072234329
5,mild_skew,16,2.268995593589281,500,5.000000000000001,0.648,16.12837999729929,33.7662078320532,15.407394435945855,1.0467947753496438
5,mild_skew,16,2.268995593589281,909,9.090000000000002,1.1780640000000002,16.28709299157553,31.553272647882142,16.81406560114985,0.9686588227930858
5,mild_skew,16,2.268995593589281,1651,16.51,2.1396960000000003,16.142449386204756,31.744371237506147,16.417315072116292,0.983257573805209
5,mild_skew,16,2.268995593589281,3000,30.000000000000007,3.8880000000000003,16.159894007436336,32.934598390751155,15.858227340941975,1.0190227230325757
5,strong_skew,16,2.162292189082415,62,0.09920000000000001,0.035712,16.86663160778028,30.773138385385103,18.489063951155575,0.9122490815294144
5,strong_skew,16,2.162292189082415,107,0.17120000000000002,0.061632,17.339175410118692,30.842258047062302,19.495784222031116,0.8893807611249945
5,strong_skew,16,2.162292189082415,182,0.2912,0.104832,17.225514622673966,33.66184515796298,17.62935766732701,0.9770925831630555
5,strong_skew,16,2.162292189082415,312,0.49920000000000003,0.179712,16.65743528889753,34.31960758419364,16.16977407000431,1.030158814636616
5,strong_skew,16,2.162292189082415,385,0.616,0.22176,16.747215184220288,35.29658398808108,15.89214505977616,1.0538045758598287
5,strong_skew,16,2.162292189082415,475,0.76,0.2736,16.648918736967914,34.087200743000004,16.263376814071954,1.0237061421686036
5,strong_skew,16,2.162292189082415,586,0.9376000000000001,0.337536,16.435750639332937,33.33927287733899,16.205146409293498,1.0142303083363189
5,strong_skew,16,2.162292189082415,722,1.1552,0.415872,16.465559333451314,31.763972038997554,17.070575671742205,0.9645579416930615
5,strong_skew,16,2.162292189082415,890,1.4240000000000002,0.51264,16.179034013751,31.742815001510483,16.4926230774212,0.9809861013497901
5,strong_skew,16,2.162292189082415,1098,1.7568000000000001,0.632448,16.420159856204915,32.28653000166517,16.7018041077451,0.9831368964859563
5,strong_skew,16,2.162292189082415,1352,2.1632000000000002,0.778752,16.28190416847819,33.34539108435041,15.900272555263193,1.0240015768213149
5,strong_skew,16,2.162292189082415,1668,2.6688,0.9607680000000001,16.061476287947396,33.577667492543796,15.365630778587052,1.045285840808439
5,strong_skew,16,2.162292189082415,2056,3.2896,1.184256,16.34360073446427,34.83722422663857,15.334935024090164,1.0657756755271255
5,strong_skew,16,2.162292189082415,2535,4.056,1.4601600000000001,16.24086914245946,33.61106097463367,15.69518026827873,1.0347679265133138
5,strong_skew,16,2.162292189082415,3125,5.0,1.8,16.131659730092718,34.72867320954853,14.98648935289273,1.0764135182185908
5,strong_skew,16,2.162292189082415,5679,9.086400000000001,3.2711040000000002,16.068909795368516,33.99298155625204,15.19195140822826,1.0577251969529917
5,strong_skew,16,2.162292189082415,10319,16.5104,5.943744,16.084917937464162,31.235482896386333,16.56606916647916,0.9709556187300855
5,strong_skew,16,2.162292189082415,18750,30.0,10.8,16.112042719793347,31.422214649663914,16.523209678170943,0.9751157936995258
6,uniform,25,2.584962500721156,11,0.3055555555555555,0.008487654320987654,18.453954417503688,17.335044016193145,39.29017236128021,0.46968372263211916
