scenario_id,configuration_id,rows,columns,condition,condition_label,n_p,n_q,population_replication,target_mi,simulation_seed,replicates,lrt_convergence_rate,lrt_fallback_rate,lrt_median_iterations,lrt_max_constraint_residual,lrt_mean_seconds_per_fit,audited_replicates,audit_max_statistic_difference,audit_mean_statistic_difference
config_5x5_d2_p09,5x5_ultra_sparse,5,5,ultra_sparse,Ultra-sparsity,75,75,9,0.1,3175441667,200,0.995,0.03,41.0,5.1163642766915984e-11,0.03292039605439641,10,0.0709199900677504,0.007469665756991617
config_5x5_d3_p00,5x5_ultra_imbalanced,5,5,ultra_imbalanced,Ultra-sparsity with imbalance,75,375,0,0.1,4119553953,200,1.0,0.01,48.0,2.1846108255729746e-11,0.03394225900061429,10,5.393800392994308e-07,5.393800392994308e-08
config_5x5_d3_p01,5x5_ultra_imbalanced,5,5,ultra_imbalanced,Ultra-sparsity with imbalance,75,375,1,0.1,2219711659,200,1.0,0.01,47.0,6.705655475336414e-11,0.03091009993921034,10,0.0036282425563740617,0.0006422908529771121
config_5x5_d3_p02,5x5_ultra_imbalanced,5,5,ultra_imbalanced,Ultra-sparsity with imbalance,75,375,2,0.1,1750147877,200,1.0,0.025,49.0,9.075418194726126e-11,0.03629288019728847,10,4.639054384369956e-05,5.175678779778536e-06
config_5x5_d3_p03,5x5_ultra_imbalanced,5,5,ultra_imbalanced,Ultra-sparsity with imbalance,75,375,3,0.1,2573033114,200,1.0,0.0,46.0,9.577164061802534e-11,0.024975717758061365,10,0.021136244455533415,0.00552841066247538
config_5x5_d3_p04,5x5_ultra_imbalanced,5,5,ultra_imbalanced,Ultra-sparsity with imbalance,75,375,4,0.1,3365840453,200,1.0,0.005,49.0,5.483428988650729e-11,0.029064580239355563,10,2.6182408419117564e-06,3.1677029710408533e-07
config_5x5_d3_p05,5x5_ultra_imbalanced,5,5,ultra_imbalanced,Ultra-sparsity with imbalance,75,375,5,0.1,1846097765,200,1.0,0.025,48.0,7.904066290365108e-11,0.02984058461035602,10,0.020256045011251445,0.0020258090046240797
config_5x5_d3_p06,5x5_ultra_imbalanced,5,5,ultra_imbalanced,Ultra-sparsity with imbalance,75,375,6,0.1,3109946988,200,1.0,0.0,47.0,8.378675531162116e-11,0.026736691466066987,10,0.008874206615132607,0.0017867178792755566
config_5x5_d3_p07,5x5_ultra_imbalanced,5,5,ultra_imbalanced,Ultra-sparsity with imbalance,75,375,7,0.1,2068722249,200,1.0,0.005,48.0,8.068462564736478e-11,0.027855675005121157,10,0.020164206133699736,0.002026876214983986
config_5x5_d3_p08,5x5_ultra_imbalanced,5,5,ultra_imbalanced,Ultra-sparsity with imbalance,75,375,8,0.1,21702597,200,1.0,0.01,47.0,2.205428895063477e-11,0.035945559843676166,10,1.0810421144924476e-06,1.0810421144924475e-07
config_5x5_d3_p09,5x5_ultra_imbalanced,5,5,ultra_imbalanced,Ultra-sparsity with imbalance,75,375,9,0.1,1343127677,200,1.0,0.005,51.0,6.048200829056327e-11,0.03998721211217344,10,0.2588322479280123,0.027720496422216457
config_8x8_d0_p00,8x8_balanced_control,8,8,balanced_control,Balanced control,960,960,0,0.1,2042935543,200,1.0,0.01,152.5,9.879341789087448e-11,0.22681757189682686,10,0.0,0.0
config_8x8_d0_p01,8x8_balanced_control,8,8,balanced_control,Balanced control,960,960,1,0.1,2764314100,200,1.0,0.0,157.0,9.73567337858583e-11,0.22235270355246028,10,2.5647750589996576e-10,3.601599019020796e-11
config_8x8_d0_p02,8x8_balanced_control,8,8,balanced_control,Balanced control,960,960,2,0.1,1751885221,200,1.0,0.0,153.0,9.966208414091682e-11,0.21687680085655303,10,0.0,0.0
config_8x8_d0_p03,8x8_balanced_control,8,8,balanced_control,Balanced control,960,960,3,0.1,3717085229,200,1.0,0.0,151.5,9.964543079554744e-11,0.2186641218769364,10,0.0,0.0
config_8x8_d0_p04,8x8_balanced_control,8,8,balanced_control,Balanced control,960,960,4,0.1,4120748214,200,1.0,0.0,158.5,9.717232574146806e-11,0.24081544290296733,10,2.0190782379359007e-10,2.091837814077735e-11
config_8x8_d0_p05,8x8_balanced_control,8,8,balanced_control,Balanced control,960,960,5,0.1,4173217833,200,1.0,0.0,150.5,9.693715274927683e-11,0.22563035998609848,10,1.8189894035458565e-12,1.8189894035458566e-13
config_8x8_d0_p06,8x8_balanced_control,8,8,balanced_control,Balanced control,960,960,6,0.1,2625440974,200,1.0,0.0,150.0,9.973280534758544e-11,0.2261446554074064,10,1.8189894035458565e-12,7.275957614183426e-13
config_8x8_d0_p07,8x8_balanced_control,8,8,balanced_control,Balanced control,960,960,7,0.1,2552268923,200,1.0,0.0,151.0,9.883771578955702e-11,0.2238310620735865,10,3.0595401767641306e-09,3.0613591661676767e-10
config_8x8_d0_p08,8x8_balanced_control,8,8,balanced_control,Balanced control,960,960,8,0.1,456922622,200,1.0,0.005,153.0,7.232647813992799e-11,0.24512236494803802,10,2.9085640562698245e-09,2.912202035076916e-10
config_8x8_d0_p09,8x8_balanced_control,8,8,balanced_control,Balanced control,960,960,9,0.1,3034524824,200,1.0,0.005,150.5,9.924981669851007e-11,0.244976466629887,10,2.000888343900442e-11,2.1827872842550277e-12
config_8x8_d1_p00,8x8_moderate_sparse,8,8,moderate_sparse,Moderate sparsity,512,512,0,0.1,1475656433,200,1.0,0.0,74.0,8.753442415354584e-12,0.09034117356641218,10,0.000957888523771544,9.610137276467867e-05
config_8x8_d1_p01,8x8_moderate_sparse,8,8,moderate_sparse,Moderate sparsity,512,512,1,0.1,1692004434,200,1.0,0.0,81.0,1.201683197393777e-11,0.10241809004801325,10,5.680732101609465e-06,5.680732101609465e-07
config_8x8_d1_p02,8x8_moderate_sparse,8,8,moderate_sparse,Moderate sparsity,512,512,2,0.1,1649198576,200,1.0,0.0,79.0,2.0557749946803483e-11,0.09892786751617677,10,6.487643986474723e-07,6.487643986474722e-08
config_8x8_d1_p03,8x8_moderate_sparse,8,8,moderate_sparse,Moderate sparsity,512,512,3,0.1,913370375,200,1.0,0.0,77.5,3.964498174191533e-11,0.09295254893018864,10,8.248775884567294e-06,1.3421312360151204e-06
config_8x8_d1_p04,8x8_moderate_sparse,8,8,moderate_sparse,Moderate sparsity,512,512,4,0.1,2000937465,200,1.0,0.0,76.5,2.2174956315623717e-11,0.08223736918531359,10,3.156908314849716e-05,7.86474456617725e-06
config_8x8_d1_p05,8x8_moderate_sparse,8,8,moderate_sparse,Moderate sparsity,512,512,5,0.1,1146103228,200,1.0,0.0,83.0,2.4522939234827845e-11,0.08324177911621518,10,3.7225100641080644e-05,6.756246784789255e-06
config_8x8_d1_p06,8x8_moderate_sparse,8,8,moderate_sparse,Moderate sparsity,512,512,6,0.1,1679432150,200,1.0,0.0,82.0,7.050021677557083e-11,0.08852778917411343,10,1.8665559764485806e-08,1.877560862340033e-09
config_8x8_d1_p07,8x8_moderate_sparse,8,8,moderate_sparse,Moderate sparsity,512,512,7,0.1,2649732041,200,1.0,0.005,82.0,7.629255560637205e-11,0.08503140379092657,10,4.151941539021209e-05,9.164573020825628e-06
config_8x8_d1_p08,8x8_moderate_sparse,8,8,moderate_sparse,Moderate sparsity,512,512,8,0.1,577805345,200,1.0,0.0,83.0,1.5190959601341092e-11,0.08474168273853139,10,2.7318757929606363e-05,3.0036226235097274e-06
config_8x8_d1_p09,8x8_moderate_sparse,8,8,moderate_sparse,Moderate sparsity,512,512,9,0.1,706009944,200,1.0,0.01,82.0,1.4490297850500156e-11,0.09372390687465668,10,1.6765716281952336e-07,1.754333425196819e-08
config_8x8_d2_p00,8x8_ultra_sparse,8,8,ultra_sparse,Ultra-sparsity,192,192,0,0.1,3351493835,200,1.0,0.015,43.0,9.533215883372748e-11,0.07349730208748952,10,5.080869573248492e-05,7.70318024478911e-06
config_8x8_d2_p01,8x8_ultra_sparse,8,8,ultra_sparse,Ultra-sparsity,192,192,1,0.1,4159841032,200,1.0,0.05,46.0,2.0529494770826773e-11,0.09207027831929736,10,0.0,0.0
config_8x8_d2_p02,8x8_ultra_sparse,8,8,ultra_sparse,Ultra-sparsity,192,192,2,0.1,304631007,200,1.0,0.015,46.0,1.1395717702811226e-11,0.06607858543749899,10,0.00019211849587463803,1.995929513896044e-05
config_8x8_d2_p03,8x8_ultra_sparse,8,8,ultra_sparse,Ultra-sparsity,192,192,3,0.1,1833319323,200,1.0,0.02,45.5,4.3331338517305085e-11,0.07560855814139358,10,0.0013318386077116884,0.00014094724667756964
config_8x8_d2_p04,8x8_ultra_sparse,8,8,ultra_sparse,Ultra-sparsity,192,192,4,0.1,1381004232,200,0.995,0.025,46.0,7.880973651452905e-11,0.0868162675073836,10,2.0325037667134893e-05,4.36273174955204e-06
config_8x8_d2_p05,8x8_ultra_sparse,8,8,ultra_sparse,Ultra-sparsity,192,192,5,0.1,2004991702,200,1.0,0.015,46.0,4.2031267355469026e-11,0.08545084951794707,10,5.5738738751642813e-05,8.481743952870601e-06
config_8x8_d2_p06,8x8_ultra_sparse,8,8,ultra_sparse,Ultra-sparsity,192,192,6,0.1,1901932130,200,1.0,0.025,46.0,3.015063199107715e-11,0.09058567390078678,10,0.00029873851372030913,3.751522583570477e-05
config_8x8_d2_p07,8x8_ultra_sparse,8,8,ultra_sparse,Ultra-sparsity,192,192,7,0.1,1346333395,200,0.995,0.01,46.0,2.725586423224513e-11,0.08406629942939617,10,9.66224235980917e-05,1.462345562686096e-05
config_8x8_d2_p08,8x8_ultra_sparse,8,8,ultra_sparse,Ultra-sparsity,192,192,8,0.1,600706714,200,1.0,0.03,45.0,2.1814688944132854e-11,0.07897751480224542,10,0.0,0.0
config_8x8_d2_p09,8x8_ultra_sparse,8,8,ultra_sparse,Ultra-sparsity,192,192,9,0.1,324216028,200,1.0,0.005,45.0,4.8959752918520394e-11,0.06471102147828788,10,6.43601497358759e-05,1.4680780736853194e-05
config_8x8_d3_p00,8x8_ultra_imbalanced,8,8,ultra_imbalanced,Ultra-sparsity with imbalance,192,960,0,0.1,2222689187,200,0.99,0.04,57.0,2.134603604986296e-11,0.13696989183546976,10,0.30274091984392726,0.03027663070017752
config_8x8_d3_p01,8x8_ultra_imbalanced,8,8,ultra_imbalanced,Ultra-sparsity with imbalance,192,960,1,0.1,2785555009,200,0.995,0.02,55.0,4.357994520809427e-11,0.09423244271893054,10,4.841161626245594e-06,5.556737733058981e-07
config_8x8_d3_p02,8x8_ultra_imbalanced,8,8,ultra_imbalanced,Ultra-sparsity with imbalance,192,960,2,0.1,4003766863,200,0.99,0.05,57.0,7.43787531565232e-11,0.13617412564111875,10,0.00022263995538196468,2.245370910713973e-05
config_8x8_d3_p03,8x8_ultra_imbalanced,8,8,ultra_imbalanced,Ultra-sparsity with imbalance,192,960,3,0.1,2852647772,200,0.995,0.03,54.0,6.80811795827907e-11,0.08980039480840787,10,0.039333771138899465,0.004046381911575736
config_8x8_d3_p04,8x8_ultra_imbalanced,8,8,ultra_imbalanced,Ultra-sparsity with imbalance,192,960,4,0.1,1054007698,200,0.995,0.015,57.0,5.7748264503665325e-11,0.061819288949482146,10,0.0005093858308100607,6.69780230964534e-05
config_8x8_d3_p05,8x8_ultra_imbalanced,8,8,ultra_imbalanced,Ultra-sparsity with imbalance,192,960,5,0.1,293514344,200,0.975,0.065,58.0,4.530560648863258e-11,0.1316192593879532,9,2.3566639811178902e-05,2.6185155345754338e-06
config_8x8_d3_p06,8x8_ultra_imbalanced,8,8,ultra_imbalanced,Ultra-sparsity with imbalance,192,960,6,0.1,3006212914,200,1.0,0.02,56.0,5.082520515564681e-11,0.06426143288845196,10,0.00020015540076201432,2.7947240323555888e-05
config_8x8_d3_p07,8x8_ultra_imbalanced,8,8,ultra_imbalanced,Ultra-sparsity with imbalance,192,960,7,0.1,1960305218,200,1.0,0.01,56.5,6.575591460222796e-11,0.07746118769631721,10,7.3518028784747e-05,7.357903973570501e-06
config_8x8_d3_p08,8x8_ultra_imbalanced,8,8,ultra_imbalanced,Ultra-sparsity with imbalance,192,960,8,0.1,1523315123,200,0.995,0.03,55.0,2.475086802178339e-11,0.06998241852619685,10,0.022169680708884698,0.0034526502547123526
config_8x8_d3_p09,8x8_ultra_imbalanced,8,8,ultra_imbalanced,Ultra-sparsity with imbalance,192,960,9,0.1,3508136026,200,0.99,0.035,55.0,8.564771114549785e-11,0.05490154519327916,10,0.006722164879874981,0.0006727138661517529
