method,scenarios,mean_absolute_fpr_error_05,median_absolute_fpr_error_05,within_035_065,minimum_fpr_05,maximum_fpr_05,mean_coverage_95,within_coverage_935_965,mean_absolute_bias
wald_plugin,72,0.07221759259259258,0.008333333333333331,0.625,0.03766666666666667,0.9583333333333334,0.8808935185185186,0.625,0.007585083926682473
wald_analytic,72,0.005388888888888889,0.004166666666666669,0.9444444444444444,0.03766666666666667,0.07333333333333333,0.9497685185185184,0.9444444444444444,0.0005578918391332334
wald_jackknife,72,0.006287037037037037,0.005000000000000001,0.9027777777777778,0.03766666666666667,0.08033333333333334,0.9486296296296296,0.9027777777777778,0.000441158516328526
