configuration_id,anchor_configuration_id,configuration_label,sample_scale,n_p,n_q,mi_p,mi_q,mi_difference,minimum_expected_count,method,method_label,replicates,valid_count,valid_rate,reject_count,power,wilson_low,wilson_high
CURVE_CURVE_C2_N0_np20_nq200_di0p005_scale1,C2_N0_np20_nq200,"Balanced, unequal samples",1.0,20,200,0.0999999999999998,0.1049999999999999,0.005,2.8020537383859043,constrained_lr,Constrained LR (chi-squared),5000,5000,1.0,291,0.0582,0.0520434106219398,0.0650349308167126
CURVE_CURVE_C2_N0_np20_nq200_di0p005_scale1,C2_N0_np20_nq200,"Balanced, unequal samples",1.0,20,200,0.0999999999999998,0.1049999999999999,0.005,2.8020537383859043,expanded_welch,Expanded Welch,5000,4994,0.9988,258,0.0516619943932719,0.0458603831292771,0.0581528119878319
CURVE_CURVE_C2_N0_np20_nq200_di0p005_scale1,C2_N0_np20_nq200,"Balanced, unequal samples",1.0,20,200,0.0999999999999998,0.1049999999999999,0.005,2.8020537383859043,normal_wald,Normal Wald,5000,5000,1.0,850,0.17,0.1598424374335368,0.1806642458502009
CURVE_CURVE_C2_N0_np20_nq200_di0p005_scale1,C2_N0_np20_nq200,"Balanced, unequal samples",1.0,20,200,0.0999999999999998,0.1049999999999999,0.005,2.8020537383859043,simple_welch,Simple Welch,5000,5000,1.0,794,0.1588,0.1489317768422395,0.1691921029650674
CURVE_CURVE_C2_N3_np500_nq50_di0p005_scale1,C2_N3_np500_nq50,"Skewed, unequal samples",1.0,500,50,0.0300000000000003,0.0349999999996594,0.005,1.587063986477207,constrained_lr,Constrained LR (chi-squared),5000,5000,1.0,244,0.0488,0.0431667882318987,0.0551259860033208
CURVE_CURVE_C2_N3_np500_nq50_di0p005_scale1,C2_N3_np500_nq50,"Skewed, unequal samples",1.0,500,50,0.0300000000000003,0.0349999999996594,0.005,1.587063986477207,expanded_welch,Expanded Welch,5000,4976,0.9952,195,0.0391881028938906,0.0341425105694452,0.0449446375009196
CURVE_CURVE_C2_N3_np500_nq50_di0p005_scale1,C2_N3_np500_nq50,"Skewed, unequal samples",1.0,500,50,0.0300000000000003,0.0349999999996594,0.005,1.587063986477207,normal_wald,Normal Wald,5000,5000,1.0,754,0.1508,0.1411492465344128,0.1609869165040151
CURVE_CURVE_C2_N3_np500_nq50_di0p005_scale1,C2_N3_np500_nq50,"Skewed, unequal samples",1.0,500,50,0.0300000000000003,0.0349999999996594,0.005,1.587063986477207,simple_welch,Simple Welch,5000,5000,1.0,731,0.1462,0.1366786257226792,0.1562646001736432
CURVE_CURVE_C2_N5_np200_nq2000_di0p005_scale1,C2_N5_np200_nq2000,Rare and highly unequal,1.0,200,2000,0.0050000000002087,0.0100000000000003,0.005,0.6987991852268817,constrained_lr,Constrained LR (chi-squared),5000,5000,1.0,106,0.0212,0.0175594143719532,0.0255757370106334
CURVE_CURVE_C2_N5_np200_nq2000_di0p005_scale1,C2_N5_np200_nq2000,Rare and highly unequal,1.0,200,2000,0.0050000000002087,0.0100000000000003,0.005,0.6987991852268817,expanded_welch,Expanded Welch,5000,4841,0.9682,2038,0.4209873992976657,0.4071476003703419,0.4349524958862212
CURVE_CURVE_C2_N5_np200_nq2000_di0p005_scale1,C2_N5_np200_nq2000,Rare and highly unequal,1.0,200,2000,0.0050000000002087,0.0100000000000003,0.005,0.6987991852268817,normal_wald,Normal Wald,5000,5000,1.0,2484,0.4968,0.4829490227386519,0.5106558905537966
CURVE_CURVE_C2_N5_np200_nq2000_di0p005_scale1,C2_N5_np200_nq2000,Rare and highly unequal,1.0,200,2000,0.0050000000002087,0.0100000000000003,0.005,0.6987991852268817,simple_welch,Simple Welch,5000,5000,1.0,2484,0.4968,0.4829490227386519,0.5106558905537966
CURVE_CURVE_C3_C3_same_balanced_i0p005_n1000_di0p005_scale1,C3_C3_same_balanced_i0p005_n1000,Near independence,1.0,1000,1000,0.0050000000000047,0.0100000000000022,0.005,214.703714863249,constrained_lr,Constrained LR (chi-squared),5000,5000,1.0,741,0.1482,0.138621973763866,0.1583181813246761
